pred_prob,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50
0,725.9791231,58.68687624,639.1786174,-15.4506563,229.2372165,648.1210341,1114.4586,-642.0366856,387.268205,-77.41486681,-183.270339,206.5013624,58.97967606,91.05107205,199.1658862,281.3271221,-142.2869562,410.8029211,103.7340618,343.1599528,241.4555356,-220.5114694,-191.8385681,-136.2568643,-78.8533347,-264.4514493,37.58819185,173.7913947,133.1054285,117.3203591,-110.8516983,97.66523141,-274.593817,144.6479893,-133.919986,363.0993657,81.64267719,202.5631115,-267.8130965,-107.1890763,-17.79773381,-159.8461885,-54.49041173,376.8589016,-54.8413893,-33.00933441,-215.7330111,-186.6516877,-109.9793257,-111.0886102
0.006,126.1290046,-631.6802749,906.2154843,-93.78377151,-473.9084885,27.73792333,485.7821595,223.1099971,352.2317006,-327.2856439,-32.60899953,-327.8107333,-278.8078556,462.6182628,352.3667131,501.4325476,-189.5116409,420.7396885,106.8914849,678.2090036,132.2063492,-15.91896973,-290.5224266,58.13048062,204.3932161,316.8469674,301.5856562,47.99225739,401.2843725,64.76031251,-133.7687034,369.032047,-169.5147147,-54.98474707,-11.82665243,102.0006924,-81.06049488,276.9130519,27.51614775,4.20543226,-99.98454502,302.126889,15.15881265,440.1511867,-3.409346351,-19.38527061,-158.5369325,-61.26060558,46.441121,169.8207764
0,-655.2109457,-336.633035,-341.3546803,743.9458197,-26.74018731,-484.1686552,243.5949596,195.300758,134.9872913,-236.9124289,194.1042207,-169.0061571,-172.7201372,-91.99527568,62.17995737,-368.7161869,63.34439105,-626.4267944,153.1247205,-315.1735324,206.8511429,-319.7661163,-305.1804055,82.3476373,-112.1206191,193.1037218,-51.69065462,-125.2157658,311.9261616,88.47283292,-132.5625015,75.10988347,-245.8493839,-51.6692936,74.77365165,-72.99156739,-10.84714834,147.0497592,-86.30774454,-256.9066205,-161.9637874,-19.53342968,-77.56982356,-288.6291793,-79.53283509,-90.96478532,-94.05356809,-214.6130836,75.0144483,188.023255
0,695.9879989,-82.89135723,598.2078023,517.0350113,190.6998078,67.54106974,881.9053153,-329.0109716,-329.8558221,322.2419575,220.6956401,-218.7019558,265.2009042,-755.8248972,10.65425161,352.2671729,408.0899203,53.04067169,511.2597777,-1.325234925,320.5556721,-191.6745018,-164.7370361,-121.6398394,-105.5717611,-21.76623668,49.52873075,-22.1021425,171.8826507,40.25738048,69.81366216,445.9598202,28.75560777,-132.2396786,7.494693968,128.5938698,44.96881759,-76.42231593,166.6398457,206.9507178,56.23012621,45.94939953,-98.19855853,-7.315801156,38.65174006,-95.95651534,-164.1944115,-95.12125139,111.8217226,-107.9438486
0,-566.7711275,-221.5961833,-355.7656797,-663.4156581,130.8384812,105.5577348,-374.9134116,317.7094933,492.9607248,228.2435137,456.1355268,-99.02938962,-96.68347507,286.8101249,-54.629603,-191.5275841,192.2827979,150.2845077,-61.31502611,441.4688719,110.1841837,-57.32676396,-553.7676106,11.80358069,-86.13439746,-102.3199792,-145.5142764,9.15668218,-60.25877438,96.4111699,1.415470961,37.05703598,-8.667907157,-18.81533043,55.43304804,-232.0730519,-33.17051482,-118.7984244,-184.9256914,141.5181782,-61.78729367,-52.14175439,25.46807848,-212.5623296,218.1001758,-1.220785537,45.10866044,-61.61604843,3.062981396,21.44660963
0,-82.91053611,-632.3156302,-288.2867701,539.0920688,-148.853563,-628.6214921,507.9002869,-421.9226471,411.8652869,444.3831131,-117.4200615,-45.57024459,-776.1266155,-25.43313862,-4.189811043,-117.8792604,76.50451826,-61.56649353,215.924675,-237.4336574,129.4159772,-211.5644059,-5.544173109,77.07169092,-351.9212878,66.5385045,84.33175004,205.1659933,670.9821276,-229.1479053,-12.44839666,182.5128528,-56.80729768,-38.91067958,-208.5639593,-90.68775468,-39.36305263,-173.5437321,-85.65365498,-76.73190261,-62.32974181,235.4894141,38.24769055,-19.52199627,-201.1301661,88.67218302,104.5876338,-85.95626286,15.88483641,-75.62432811
0,-80.70390098,-223.0366308,-208.2257075,-3.795947623,597.7766906,-936.6041051,258.6716113,213.9317815,435.6672469,99.33357672,162.1514077,381.1646265,-248.3526775,76.09138332,271.7980146,-19.82338688,42.27323129,185.74939,311.3484563,-528.468144,295.797378,-386.5347418,-11.36488349,-535.6526065,363.0673768,346.7471715,-128.7308032,236.8458571,-84.13524761,-53.00537532,-28.4495155,-44.28734282,-10.22343356,185.4712265,111.4497538,-384.9506378,23.35148144,100.0893726,128.6852904,52.00322425,244.2029149,-252.9831907,-266.182106,27.11222662,33.64784637,43.74546334,73.37189331,-271.0064576,103.776386,37.90626915
0,874.9181809,-625.9447911,659.6646399,-338.8545923,-309.7230265,-14.82519016,-910.6112313,387.9359993,-213.1744465,-293.9065026,470.4353413,299.6261379,-14.73633117,129.4860125,-166.4168605,-3.417328943,-300.2741948,-260.963399,-117.4730836,-446.3405084,-555.9301026,-109.0796887,66.23858461,-222.8167033,-99.69374008,31.14166466,177.7682613,70.97340122,-91.63727396,-185.0292492,-327.3730427,-171.9264843,176.607711,-210.3797699,89.08050397,-151.9587392,-582.4896303,-83.84454225,58.54408815,125.0511786,410.6664362,-401.0839171,178.0752184,-52.22295059,57.62379452,-37.16819942,-57.62319721,-152.0500788,-311.1328676,-92.19113616
0,-373.2159644,-576.123617,-362.2499983,498.8474044,-341.4877129,-425.3512589,254.0079716,-321.8643062,75.17100898,-258.0700448,-378.6362953,-223.442294,-218.7186801,74.00596356,101.1862976,-199.8453759,296.6139743,-481.3144677,-231.8800101,-248.4521574,283.634672,-48.40695263,-199.9959074,-198.3856046,292.9571968,21.21893073,-18.16333731,93.75427242,-209.8862829,-71.39461543,-259.7649499,258.5833725,-7.874934806,-53.51109729,-126.2042363,165.609374,-58.42388511,-10.76362739,-22.29467862,126.5057565,-64.88114466,11.69279312,352.4305203,21.13843246,107.1217596,-0.527863321,-187.0114343,-53.25964004,122.4104111,-13.20058155
0,-765.7118845,-10.49074567,254.8387482,336.9743641,450.4473361,-403.3716116,-578.4496187,416.9790815,91.30652846,-398.3670441,151.287843,-269.6911619,-124.0377699,-547.4815622,188.5034928,-113.7890576,181.6360118,-472.4744106,51.15267292,380.6674155,76.65687785,-298.2948161,45.77762045,165.6833356,151.6048082,-253.7059886,328.4274531,-294.9255143,-92.9195351,110.142362,68.64828659,-239.2337042,27.78446515,-112.8184694,-165.8707166,-58.71865288,-128.3506097,101.6828516,-168.9561082,-85.88424755,240.1969721,165.9492101,-210.9174381,81.35424147,-17.55744375,61.4979423,55.12962712,53.43238679,-34.80168182,-6.891219185
0.002,323.2986128,-202.0013259,-354.9728841,-62.81892965,-1005.330371,-251.2311854,300.8315035,185.5419049,-270.2879641,-426.2244012,-106.563191,-268.8601904,364.235983,-89.14146634,415.7351365,-439.5489528,-108.6992827,462.9796122,-302.7555929,-156.1487405,-157.8463133,74.62104548,-66.0410933,26.53257066,82.85403367,-63.65847898,-93.71764313,167.264744,137.2669937,-94.16848653,-136.5782012,7.244104342,320.7834902,45.94581242,-33.03168825,-8.426742581,-124.608795,58.83019323,-119.0978059,-11.29139802,0.959824982,-215.7511201,-225.1303983,3.791075962,210.3861299,65.0439371,-221.2006451,171.7070974,117.6736465,97.55785206
0,-131.9718505,-869.6320546,503.7536304,66.28767544,-471.5580768,-477.0327967,399.3448051,95.37613488,494.0901362,2.661141191,21.23346197,203.3946276,-485.3982363,449.9420349,513.5293808,-125.2116045,-220.686927,453.1895905,-210.1245567,492.0175128,113.8966061,-255.4724561,-200.1218346,-71.2096506,-27.22474552,304.6879613,131.01936,-336.3832715,-30.4140043,-32.53071442,62.12555275,447.6488573,-54.94725476,-424.7098704,-39.52881263,-155.4187303,241.3683515,88.19244873,331.0100054,35.53152213,295.7609636,-82.72817931,147.9160531,-360.9785093,170.8022051,-46.96611726,21.10692204,22.33409372,-293.6031258,-349.7933525
0,-289.7418317,-828.7464632,-293.8272634,209.762835,-185.1081793,-495.0529366,344.1523962,-338.6891122,156.9029996,197.928269,-368.5476712,80.57278441,-350.2050371,218.6774896,145.6064831,-127.943654,317.5901433,-230.6379832,-21.34262411,145.5755545,-83.46424863,205.0337303,-254.1114802,167.9836884,-29.63110479,36.79054051,134.0458056,244.4912815,122.2024203,-154.4927517,-82.09024718,96.24106788,74.69413513,10.32011758,7.207426723,289.0146363,-1.806375815,97.66820709,123.3762518,-170.2594796,208.7825495,302.0614954,96.37123656,225.4368446,-181.8969024,140.3686162,323.6298685,168.6042356,-274.9142253,-8.544902746
0,4.957200165,755.6792313,1238.768332,625.9007947,-417.5198335,-67.23348264,937.5897047,-518.4419089,431.043857,70.82955077,107.976095,747.2926983,117.665055,-309.2823892,-45.86926795,266.117908,1.96404473,485.6495511,77.92890779,429.9400843,-378.114851,-576.0776205,-35.25131421,-282.8490388,-138.6972917,28.74820968,-2.036587719,52.78288955,-6.520027041,114.0575482,513.5635611,-307.4804152,-117.3347438,361.6286673,178.6032712,201.4813979,378.1076597,315.6331824,187.5254714,-237.4595804,-81.04234391,-54.66661149,71.78057085,44.72220741,197.5255019,111.3570109,-420.9848429,268.6436508,-62.18921756,-23.63996418
0.001,-5.263554836,-600.7913781,-324.5771046,-39.253052,337.6010698,-990.8101214,374.2500028,-285.5895921,-54.86395918,207.9379967,-85.98695983,-166.0735555,73.10440796,465.9167825,126.1446188,-13.1272034,160.1365231,-262.5131515,111.1146029,-435.9119288,-79.14673441,-287.2294206,415.5277734,88.05412455,-4.562477095,95.15156088,-47.86950051,76.83157717,-83.16531519,-232.4530947,129.8275455,-211.7382662,364.6390121,-53.50080097,106.3166704,-34.27709393,-141.681819,-52.38996488,-106.9951552,181.653641,59.90200022,120.237599,18.21198471,101.6969677,126.3795006,-22.61975497,115.3423587,-126.4826055,-79.61872394,92.63426167
0,-320.1043743,-518.598634,-329.2765743,817.3040157,-287.5783071,-512.7608457,849.4612799,-135.7662564,67.05948566,-68.69520792,-291.9740429,-164.802213,-212.9386052,-79.30080294,-161.7989113,-340.8044625,-167.8144361,-209.1005247,49.99804949,-259.5599111,163.2544815,124.0945742,-98.26532422,5.945252471,-422.7094116,-220.2837159,420.8720653,18.8487863,74.66248516,45.44324508,-292.6795314,89.84939534,167.810987,86.68933744,-80.81408789,-258.844984,-130.1894559,-71.76577154,-59.1572743,262.2122535,52.00368368,226.3790725,57.55741236,132.3651533,41.80201289,-68.08058724,29.81819528,-67.14666599,214.8689779,123.2195114
0,633.9795949,664.7623315,582.9214949,263.7525387,92.37506826,17.38061269,783.525962,191.3746932,-484.6976133,19.72499813,59.90478497,-49.32321401,-54.42639791,-544.7463747,428.4910043,-8.532473211,126.2151752,172.0282452,547.0825526,-384.796503,321.4129551,-401.7955713,-230.7140453,-45.92674942,-272.0878919,7.452699152,56.96871137,-302.0222398,157.8489479,-27.59127583,-155.220278,226.8455501,181.5737607,-168.7009452,48.25083457,81.78550249,-106.0672004,110.5855369,69.1807601,47.00084761,205.9230605,-133.1377096,3.54238209,-177.2644005,63.83798297,28.82521037,-96.07529969,-162.6195552,77.29282854,10.33466023
0,-448.0300348,-456.3436564,-586.0867015,-530.1422405,67.15788497,185.7061704,-168.8439739,408.6719991,378.4924731,110.1172105,385.8726979,-42.77316537,124.3961652,209.0489956,-182.6948694,67.58011758,-342.9402169,188.8630259,-129.281592,127.8219813,276.6715064,-60.48968009,-425.2197611,-70.44392008,-120.2249667,-176.5644013,48.26152994,-8.481400302,136.1023135,213.9625761,-42.20854921,236.0079327,319.8185628,25.58190915,-37.82767308,-259.4959577,-34.59945739,151.4962185,-67.80677867,136.4766689,-141.1183537,-61.75151018,148.6359717,-171.9644833,-126.7304614,-4.063185502,17.03654956,-72.46340385,53.80951284,-89.27120566
0,206.8452107,453.920587,-636.7322847,-243.7980105,328.7522326,-467.6031596,-736.2226922,189.8955848,128.8907209,-179.4791955,-94.39220094,428.7714275,-301.7654723,51.91067786,154.1370968,9.40754061,-58.05282833,467.210155,169.4105255,83.57509788,-121.9658483,58.11210938,-176.3126278,-281.3992125,204.698187,202.8889666,126.2213937,153.1688008,-60.48968349,-270.0168302,-19.77162735,43.35858485,-170.7697069,80.17131725,20.43030574,-107.0293874,-8.579713339,42.00227076,-105.2713257,25.64131232,168.8321115,142.0736821,92.44453448,75.67968385,68.60983722,-22.30352403,207.6247613,75.02017423,-178.7733313,-50.54817588
0,-497.8993443,-563.8129272,-650.1531681,-480.1661753,159.8669138,-54.88444588,-159.878351,121.6196736,370.9394535,266.9349694,230.1836248,-50.99788157,-60.5693711,164.7600532,-369.4459165,141.7470701,-16.08667389,9.694622991,-122.3326457,12.6097367,194.6652313,167.6298643,-505.112242,-175.2652283,-153.3780315,-214.2986024,-37.04880933,-5.880185115,109.3609048,194.0251758,-89.09477079,199.001131,28.9374222,-253.4225384,-98.75246719,-182.9892024,9.49080471,17.82260733,-16.64223178,129.6808629,-64.98163069,-188.6278276,136.5876755,-132.2772721,42.9935504,119.4050177,66.11930028,-27.28310413,30.77949437,-94.61520166
0.002,693.5501119,-244.0141613,-715.5949621,212.6725418,128.4086143,281.0597672,-659.1898594,332.1478967,-577.6354345,61.38859105,-498.4456262,293.6314723,-101.6292223,96.52105222,-267.8645965,25.26768597,-138.0711295,228.0297213,217.551902,134.4943723,333.8169604,-88.51962418,-132.5128634,-67.40506562,93.83561634,51.31343929,55.82557891,-97.29960591,-128.3586526,-37.52207886,-228.3104982,-304.5358333,-72.08753594,-333.1165678,-139.7856895,-56.37793676,54.24474164,42.36470302,-85.90665889,-58.73970663,89.05430649,-165.5489211,-192.6180938,10.51451017,161.1051617,-133.180209,57.35857408,74.88205892,27.44592043,245.5090471
0.001,-232.6129842,-957.4068207,450.1893167,43.101633,-449.7379015,-76.50518461,941.7703932,-365.6943872,-204.8156977,74.37692738,130.6577334,313.9112555,457.036881,-524.8839915,-299.7963263,337.8574063,-442.3814322,308.4290485,81.34796827,484.3552292,-423.2583246,92.43352947,-509.1037583,66.18723585,-6.910190559,174.1962906,147.8029975,361.9894159,-67.69607364,-278.4640435,18.69168277,-259.4426469,-121.0886719,-179.1936224,147.427941,155.320342,74.29472129,563.7340018,308.0036898,13.82808801,1.971270195,39.97990438,7.203990904,171.8238805,44.81253917,75.11167841,-203.1986462,-175.2160916,74.69465968,-38.2331558
0,-745.9651306,22.37233516,195.0456523,182.1461559,402.5561483,-161.7280868,-368.2618596,-296.4102587,823.919949,412.8347345,-135.3598121,-148.315937,70.05792878,-579.4087099,684.0126351,-131.6839527,-318.3294006,-97.38828394,437.6490715,-236.0327745,127.2871982,-98.85342371,249.1541005,-46.9608405,-56.47017831,-235.2029703,693.5569157,-36.2578614,-151.14595,-46.97932423,-286.9623326,-135.7265614,-241.3909891,1.599883486,-47.2495578,-171.1850703,-111.8990769,148.4541791,-16.34365562,-234.8892373,142.4428582,114.5274895,61.23741501,-47.2508782,-40.54791623,-51.51102033,201.1305902,105.8225075,-56.0193974,-58.39996343
0,33.33572232,-58.56968941,563.1115821,-516.0011953,-225.9451234,329.794033,248.5296057,-504.780287,1065.487428,384.8977685,-599.079841,396.8216813,90.0089597,-233.8189698,94.5673149,-189.9858728,-470.6515074,185.4908594,-51.7660926,-575.795325,255.8858888,-71.98276119,423.0813253,-375.1156179,-292.7531885,-249.78571,-124.8253552,344.4315859,-105.9483276,573.2371493,-49.71990453,-292.0079401,165.4848369,-188.8898807,32.8202432,85.45597079,-136.0509841,159.7021002,-52.02214081,-19.9575586,-165.5808387,-72.57192516,91.17823181,45.77255842,513.1062153,182.6968128,267.2545007,38.16020262,-41.56596325,179.5386893
0,-138.5701289,-341.1582868,-287.8728829,187.8502554,191.1024366,-792.7096385,-81.10556156,-130.3681242,816.1683952,440.7303882,177.2152881,147.1375251,-197.2851852,-11.09118124,333.2690216,155.1971778,53.76708883,69.12334147,150.540013,-550.6267799,175.6442068,-234.6227811,57.18633362,-163.7997865,233.9683238,271.1599979,166.4948072,-139.9704581,404.7252104,91.3549398,46.73706692,-313.5907065,-5.424396285,-25.51971427,363.0237338,82.24129336,256.5980567,139.0538649,-244.9281896,-289.4693967,-75.02884228,-220.3675454,-60.89161373,-194.2302371,-37.69015796,-194.0644183,-242.8847373,35.20724787,266.3255659,276.9321408
0,-510.3083241,-473.4160928,-539.3788601,-482.5034012,224.1505414,124.1094872,-252.8707529,287.4460731,375.7189763,274.8249182,477.9480277,-195.2965758,89.28208121,186.0207093,-218.696659,-15.46187271,-141.4113398,129.9038828,-26.70020274,277.202136,246.0002439,11.72117857,-490.4780846,-168.1292287,-149.0057478,-90.58649542,-40.71968621,-62.74460481,-13.17332493,203.4564431,-82.09691736,173.6102332,145.3384093,-40.49320379,47.77889007,-314.7992704,23.53531532,50.47481344,-68.73768015,145.1479202,-186.4421549,-239.9592899,78.69557546,-260.4172447,-5.334969325,20.25330108,-113.0467031,-147.4776613,91.70691904,-99.64609492
0.004,96.27729094,83.94352722,-62.91148541,-633.5315026,-9.370546898,382.0008651,-32.2501932,113.4074162,207.4322313,237.979793,128.7282399,100.9730497,12.51382664,185.2543754,295.7959975,-79.31475901,278.2481944,695.7347325,114.752299,-115.9774789,-256.270848,344.5714173,-54.69516018,139.6930494,-177.6769054,186.6759864,11.54976234,204.8335482,349.8369587,-152.3742126,6.330290037,120.2590834,-506.8128905,67.7011197,-6.491265297,46.113788,-165.6551607,353.6959961,-246.862295,113.8898056,4.634072098,20.53348867,-15.38751401,175.3879831,214.3612835,133.6292399,83.33052784,-16.25249896,529.2712493,78.04914072
0,-619.3214801,-132.0905605,-281.1643087,-446.1116934,171.2183795,354.5462176,-552.5615919,377.5715743,236.6996086,441.9699179,510.9802662,-134.9021725,-24.75910922,221.542249,-59.52774682,-199.830524,252.9612178,223.8554844,-122.2206606,469.2917767,112.6938645,-318.8698046,-264.5568015,109.1807972,-30.97698465,42.67086407,-70.14693123,-11.60198192,12.90428475,-12.60429852,-19.38844216,-5.405806264,44.14336819,180.0486593,-65.75186612,-214.6886816,148.7569969,-194.6061418,-125.1886561,-22.96427177,37.02440468,-22.27019622,129.1513883,-183.8537975,16.09762858,-55.7642795,40.74863513,-236.8738939,47.36774615,58.3915127
0,-526.9010472,-745.5295775,-487.2411736,-661.4687763,155.0497816,213.0799077,-100.7667035,-125.1723967,268.3630447,187.278622,267.361157,-158.3005722,185.1307975,78.0752458,140.2573699,-96.4884771,81.68911856,205.3790389,77.98675132,300.1034299,105.4086648,-20.85124065,-288.2190878,-20.83049338,-113.9284354,-65.3048813,48.20320418,-11.15609144,-49.64507877,1.297287626,-143.1857403,81.06901784,27.74460004,-46.40597813,93.19475066,-274.4814082,29.30365879,-52.33359242,-147.9757092,176.4258768,-36.11457766,-85.03773155,52.52255329,-253.5821677,77.61860171,-101.8449138,-38.59766081,-52.08397806,99.67084473,18.44621234
0,-399.1263774,-312.9214901,-363.8250302,89.14943234,269.7425712,-665.7575666,-45.02981136,-100.8324791,622.9079424,396.2123519,135.0348931,-136.0884597,72.06706084,40.83802469,301.4093178,-2.751818347,316.6603552,-51.42483508,322.7335931,-51.70059386,-44.0473422,-9.484204516,-211.3745768,106.452609,458.3849606,168.6728021,226.7724049,-225.7722822,-9.762561508,-167.3974885,193.1281229,-391.055381,61.12715713,-36.41311134,198.6982229,-63.0304045,181.8377548,291.8453207,182.0153286,11.60547153,59.04247353,-160.115197,-180.7329112,-41.85068477,-142.5554536,88.73065425,17.27912776,207.841857,-186.5154098,111.6665156
0,-354.5757615,-738.1986526,28.75609577,698.8531948,-199.6613612,-449.9157067,-168.3770996,-30.87459605,563.7220201,75.64817146,-425.3984163,-237.2714804,-763.2934252,296.4396205,291.2170644,-208.0867561,106.0215355,-363.4750083,-358.6810205,94.52393966,181.5820903,-64.81980918,-381.5698255,16.08902149,111.9012007,198.0601844,134.0338282,-99.78390609,107.4827161,105.9097401,-39.40782762,448.7029639,-243.9977346,-42.22072595,-14.67597278,119.5735731,93.61456218,204.46549,89.53260051,-43.44943154,-173.9938038,6.310498431,262.4152897,-144.3255419,-184.0884204,-20.04348659,111.1615755,-225.2658222,45.25758773,15.92085248
