pred_prob,f_1,f_2
0.589,276.59844045866146,1087.671189309995
0.549,-798.0977685,88.60907820903819
0.519,398.5345308410873,-616.0321701
0.598,-1188.748457,22.056411103319622
0.597,-423.8011067,387.7777494348095
0.51,-577.083554,-506.4047557
0.516,514.6801282156374,83.97973912
0.571,-281.0728658,-2.943174491
0.533,-744.8653822,-564.8249011
0.536,-895.1032642,-648.4932863
0.651,328.3628480645836,611.2296645440259
0.602,1114.0807522626076,44.935534146345375
0.608,295.282715,499.92265121289955
0.666,-458.9662153,148.61102917525747
0.636,636.2810952991808,408.59959369834235
0.68,-9.909697709,-388.0521522
0.602,140.38873194611506,523.9917639647084
0.641,-129.2492762,559.8657319
0.691,-970.0933668,261.4363997949093
0.605,-538.3948865,365.642116
0.611,583.7467838474097,-488.5530997
0.623,715.9180536014502,573.8857165998751
0.635,-1146.5742,456.0143318244717
0.674,1248.6611750355078,52.09362191782655
0.693,-1044.41844,-76.56559089
0.62,-678.8144159,-84.58423198
0.628,-511.041408,473.9123527141235
0.665,-851.1955645,466.4458956357035
0.62,-434.6364759,-749.4772898
0.698,285.10837979013957,-463.6786383
0.626,466.32146122715073,168.7683392461669
0.669,455.6854862534087,-944.0456419
0.638,600.3454398059016,774.5413915463078
0.657,359.7557480425647,685.6510355064967
0.605,-384.2027603,813.1423362
0.601,42.56034490140111,77.40284768061602
0.621,-495.0450646,-213.1568938
0.614,-1319.177928,-126.7019341
0.614,878.6602263820507,-1082.451884
0.608,726.1175412758508,206.15068038896146
0.629,579.7382674,67.59688754222887
0.695,-1304.247314,347.9630531572169
0.651,-316.7517854,-514.5323316
0.651,-354.1464494,175.9783520385787
0.622,-1052.66591,-185.2231552
0.653,-527.6337395,560.1022739332043
0.634,301.90927703803715,907.0165708932616
0.608,1520.4556926222801,-102.2046493
0.661,31.37527629501851,231.3122883092441
0.601,-345.996596,-122.0170333
0.653,1088.5782705474494,-199.0277742
0.686,-628.0864614,368.11226232721236
0.639,692.8195909574499,-735.6679445
0.617,625.8577383421471,193.93679320180948
0.66,1151.580157627493,-90.95809719
0.771,572.4181811291043,437.0294426362689
0.769,764.0488726037773,-83.06265446
0.735,544.9751860711064,-330.8551389
0.728,-218.3501212,164.33338438604773
0.72,-723.8517748,34.75519557902041
0.757,686.4633770140126,-14.6620784
0.762,1147.94433,805.6609819155628
0.734,879.9206588930404,42.33530221882913
0.751,236.88863514100035,1026.0435376413743
0.713,486.55846053764225,-734.6038678
0.752,1126.7517404167204,-1015.993488
0.733,-846.0122415,-519.402971
0.785,989.9579263022324,-489.5571603
0.762,-981.3841844,-162.6299285
0.747,396.00954373144174,-106.064125
0.735,-512.2317827,519.0404091274494
0.77,275.07953438668244,1185.5551157411346
0.709,-683.5218386,-494.7848997
0.704,304.4979762766209,-185.0033267
0.767,1302.3060831066218,228.75775383486558
0.775,1277.280179073177,640.7169863365148
0.758,934.7860516960305,-175.5158287
0.757,1282.1597834009501,-322.5657024
0.718,-734.9738409,-252.0353531
0.754,-1025.950481,-614.9286277
0.737,-10.54285303,918.9656638901179
0.794,-1137.367962,-490.9438539
0.73,-163.2917502,1174.9796640231582
0.74,-901.6326806,-274.1920482
0.799,-520.8143569,378.35233001275185
0.755,-75.13781673,211.39082758629706
0.779,-1127.394146,-4.943728823
0.735,-1216.445068,168.3889862158602
0.764,877.9392321473948,-542.022199
0.745,-1281.413009,-149.4159631
0.701,-867.5026632,496.2819126802312
0.799,710.7148662836935,367.4959441873969
0.77,128.8599847188671,-137.515244
0.762,-205.8245148,-357.0673656
0.777,-1042.749869,344.2215593964761
0.737,714.2082188243276,-233.5224842
0.79,360.6731560237964,-802.2571872
0.74,-149.3321447,1113.3111295574627
0.728,560.5391215107384,-867.6187313
0.78,644.5154108403136,-629.0221467
0.706,-713.8559899,535.5423798443425
0.775,-425.9875825,344.43520697734107
0.789,-753.9983707,74.60325123
0.769,358.26518638311205,-596.505286
0.785,-952.847975,760.6438628550665
0.806,110.85952673786345,-198.0696995
0.866,-1027.302504,-683.3904072
0.887,185.64331742374796,-653.1659158
0.889,573.2127611194992,-910.3089937
0.88,442.5845928188242,-113.9090159
0.868,772.6636730475291,77.39250462951784
0.827,-544.9730288,-338.0325796
0.879,-824.0487689,-695.0110058
0.859,-622.5869948,572.5381810700709
0.844,-662.4613766,-639.5912398
0.833,821.3200822867014,-346.7816326
0.889,1079.1730812606152,413.8514032
0.867,586.4846670567106,-1159.339032
0.897,-914.7372822,-384.3959468
0.833,411.2412198008696,181.95317694339496
0.87,-929.9636358,106.03440458686379
0.899,-102.1046841,645.9517235031132
0.804,-446.4395891,1136.6951294619707
0.823,-863.9794369,-920.9241714
0.896,-222.9954981,1100.4407851550138
0.815,-539.9316097,324.5693775956198
0.89,460.80183212271754,254.6263996174421
0.868,508.27516049337044,730.3081287996232
0.827,-385.9575259,233.53312960620343
0.816,-0.033809442,407.12248788235075
0.86,798.4285783958366,111.8732186425013
0.879,512.7488784235906,-862.0122356
0.86,-922.1716772,386.3312390444033
0.804,-533.9088741,-363.3658179
0.877,295.9494770261445,709.8067396224244
0.848,131.6896178889603,1195.5570147277165
0.842,-16.69566592,604.4402336908689
0.888,63.84346602297305,343.7449981805948
0.876,229.19330447185422,550.0415829078638
0.873,503.62346618163457,-592.9844712
0.861,396.7533345276411,284.9117194
0.898,105.22137413492366,804.5958164437614
0.866,1235.6070050909182,-374.8521177
0.841,-519.1750707,195.70128162793108
0.846,881.7448516170767,-910.9481771
0.858,221.66121904467377,-640.4757771
0.852,1284.2685434669036,-140.8422945
0.837,906.1163585280508,-384.9484398
0.882,-211.6632689,-382.7983284
0.877,-1147.306445,-475.3155897
0.856,139.77285171807412,578.0233336895724
0.823,-848.3158354,-962.4210788
0.871,1106.0433736328919,752.9599074771876
0.833,177.57689814353589,541.2673873033351
0.896,3.8458004055453343,425.81961273360406
0.992,949.4132673651047,-489.682823
1,-539.1237424,497.0660822715941
0.995,63.335471472580764,514.6992928780246
1,-481.2698835,247.63745699983275
0.999,765.4048582460376,-838.1616865
0.936,-822.4848702,-701.6967054
1,214.06587392260792,154.22789167236454
0.995,931.9359145,501.0716064616478
1,-576.1948105,210.6514482
1,-472.236262,432.35295349723253
1,978.4563667673599,715.4897778870171
1,-1000.686178,-200.4279488
0.996,432.5104876701826,343.84679983594634
1,-690.9448277,758.2063712758861
1,355.91693674871584,784.2502220556737
1,1557.8398287748319,1.9460232529898795
0.993,-783.9958686,-517.4844448
1,-471.2714861,27.73325253089549
0.995,958.303871,70.92526938963184
0.981,1086.5026465031187,-412.188948
0.942,-799.8583955,-295.9769859
0.983,-861.4812715,-406.0956153
0.999,-256.8593865,650.0200571313387
0.998,695.5743317096551,432.2053618985381
0.997,-13.35443526,418.01387890379925
1,-974.379578,160.61518440555145
1,-901.1592707,-455.6515006
0.992,860.9702967901754,-567.4191464
1,-1023.374415,-732.7399952
1,1193.7413736155918,-636.9786718
0.934,148.2821204222713,-363.3565311
1,-270.1812566,704.3815363044994
1,927.8161022,245.02400464438153
0.989,927.8485965550854,-274.6730767
1,278.1902444165395,849.5808609501892
1,291.94867889931606,-182.5234115
0.996,898.7889658000882,-497.2947492
1,-477.5573594,430.7946889270388
1,762.4125629313778,687.4615896653928
0.999,808.0713161519097,105.56822108298522
0.993,1291.906029329583,295.14583014777753
0.999,786.7141436517065,692.3514321813386
0.996,-746.5971176,-508.1125912
0.957,-738.0225158,-428.5264061
0.997,784.1837799783926,-128.1386309
0.981,-693.8788894,-710.7091892
0.949,-59.57352512,476.56983036070375
0.981,-839.614299,286.3057818272183
0.992,265.6979559417918,450.4896486139821
1,20.046820138445202,-25.14445192
