pred_prob,f_1,f_2,f_3
0.294,165.4101884,158.7752737,309.8958722
0.248,91.33231003,-1177.869963,404.6160624
0.277,-990.4530546,-22.86575156,-36.92247966
0.274,451.1018809,-802.5078968,-24.61800016
0.224,274.448991,474.335433,-270.2639633
0.252,-528.73258,-262.6768455,-260.0862561
0.238,158.7583135,176.0728944,526.9988039
0.264,1224.227517,-415.7214438,-88.92568329
0.213,841.1212231,500.6540798,640.4692092
0.281,607.6193411,809.5389895,827.5168835
0.208,-106.6283538,706.0698058,-670.1266309
0.252,-77.59584601,-582.7115565,-583.3411257
0.259,-235.9553058,802.4357585,51.44236202
0.218,672.9436432,589.9181671,-397.2868541
0.264,1023.700921,-87.76462613,207.8722007
0.254,-99.84844699,-299.0087719,36.09086354
0.204,-921.8926563,480.1234747,453.1241846
0.288,290.2696178,-465.6067659,-777.3080109
0.228,1.868046251,337.8074002,-816.9823911
0.27,-133.8288767,-443.9355617,-447.9756907
0.326,944.6862889,620.6838926,277.2588723
0.3,651.7277885,-912.384817,751.4288876
0.32,-77.17742863,-345.036398,-250.8097829
0.318,-209.3632656,368.6425385,-427.9817209
0.329,219.4415958,63.71702286,-64.21571071
0.391,592.1702293,-1084.920211,198.395405
0.344,-490.8334222,646.2906001,-332.0787625
0.391,-843.1790503,92.39001048,36.47602417
0.32,808.6847663,809.49321,367.1993713
0.377,764.2447199,1267.257768,-63.52118417
0.326,-746.6798745,-415.350154,29.53928994
0.352,266.7768775,-918.1219045,348.0338769
0.331,282.8737589,1004.186228,-500.6916335
0.338,-77.86238451,144.4644727,42.18006389
0.348,-1258.895391,365.0596354,596.7643736
0.31,195.0337087,26.78852352,-782.4929786
0.384,-232.5582405,204.8611225,-510.1314427
0.31,-334.3529976,-145.4928615,-661.6304589
0.383,202.0619157,258.369767,-864.8436089
0.344,-587.3927598,-1005.434557,-137.7747116
0.373,-51.40986225,149.5949596,-857.8188025
0.314,690.0659553,331.9702517,-21.31573363
0.329,-533.5522584,501.3364722,182.5630432
0.31,-1271.301269,406.4750068,727.7841279
0.367,-1172.65489,-85.9988622,990.4645851
0.393,-773.0291721,-915.8716012,152.0591067
0.324,-426.9885687,631.940065,631.3730024
0.303,547.0806957,37.80999977,-927.4087568
0.383,710.4994676,532.6594269,560.8279449
0.356,359.285743,195.7494583,-434.0787351
0.359,380.0768936,294.5787187,-386.7233585
0.342,388.2551181,-835.0442627,495.9670446
0.384,-837.2358765,-38.37062048,-161.2850958
0.347,-692.8788474,17.95241823,-200.4258429
0.382,-73.22934839,374.4610932,-573.4888459
0.398,1072.623082,474.6366692,1145.748743
0.301,-766.3667747,356.2589366,40.92455458
0.314,-189.0444653,789.6699029,-140.6286533
0.366,281.5655111,-908.767045,29.99770626
0.388,1123.235115,550.7269571,360.9021718
0.33,497.4355704,151.6632112,-209.6359622
0.38,108.7035726,539.2228936,-65.83392928
0.346,-110.9407004,1355.62093,615.5413699
0.316,252.3564441,1141.967445,-283.7540624
0.314,454.2157615,-813.878435,-309.6851413
0.334,773.1515248,-646.7262346,521.5778733
0.32,-393.1519352,-626.206408,941.1046161
0.344,-311.9516641,126.4018353,79.30670175
0.345,-1130.003709,-141.0116655,623.5595142
0.395,-133.9387954,533.0163164,-238.5981305
0.498,1213.51218,-202.5394649,816.1406442
0.434,-475.4717521,-147.1546323,-513.4582131
0.44,364.4210541,-187.0844591,-266.8357499
0.439,-476.4773702,-1052.455892,59.79974016
0.495,-585.2108514,708.9522394,175.3078324
0.412,1082.870111,-276.1848111,725.356256
0.476,656.2292805,144.958967,-158.2522147
0.425,-814.1425551,-513.1695335,100.7391383
0.407,224.5457369,467.7135846,-165.939196
0.427,-378.7640126,-664.9670967,-313.940527
0.465,-621.7672083,352.8929382,-513.3939301
0.471,862.1387652,-84.44998699,-221.6690222
0.408,-318.7605156,1197.495302,676.8254078
0.431,1209.705277,-513.1147364,63.60780675
0.48,841.4958932,1051.384314,361.5929154
0.407,619.2131779,1113.616622,658.0798313
0.486,-689.762304,262.6348607,135.6184048
0.476,-68.03604716,613.4126692,-262.6658649
0.404,-1145.463324,258.9248676,702.7396242
0.464,596.3507377,-123.4062558,-267.6346966
0.412,282.3630572,-601.4266896,-312.6965867
0.437,987.5070839,770.3764457,603.5420083
0.406,285.5014231,-884.858087,770.9486218
0.447,-357.889294,731.1670447,75.8154412
0.494,-622.8358624,603.8323444,59.60792267
0.481,190.2317216,767.8710265,600.6973854
0.413,108.7295949,-891.3808949,75.6098962
0.453,-1007.186159,309.0973912,-18.46088103
0.429,-1097.243223,-679.5535134,383.5335744
0.428,-130.6223174,1413.871455,589.3577631
0.48,-150.0269122,304.8308682,-167.0221722
0.456,-1245.222328,156.0417779,556.0203624
0.488,30.6480164,131.1797094,-689.0929939
0.464,-1422.78469,-79.27232498,537.4995265
0.481,-406.5199897,-530.6899915,-906.0855581
0.434,-265.7679931,-791.4579535,-676.5154868
0.485,-622.1288418,21.59594379,640.9758096
0.418,505.6413523,-955.8020777,280.0408799
0.438,929.0855567,-522.4181852,800.1273178
0.409,103.7583929,-622.0366667,-317.1694783
0.477,822.867192,119.060795,-345.4036814
0.472,-797.9580486,17.67441624,-382.9438779
0.484,520.8713579,-437.3386638,462.5130102
0.435,518.055811,-74.45338533,-594.9708929
0.535,352.7810123,-537.8188024,217.8985664
0.581,-545.8983134,851.1344341,179.8308038
0.548,-783.2501709,-668.2219731,99.37557084
0.522,1023.656524,-856.0155672,579.623313
0.501,-130.5563364,-307.6261438,-811.7293163
0.542,-210.9004569,96.49929147,58.47048574
0.509,1151.165976,-521.0319121,197.9233681
0.524,1237.763056,-20.06232296,492.469348
0.518,-1032.934283,-493.1851873,831.5908289
0.524,293.4118408,-157.8487497,-709.2676138
0.523,-1095.338323,549.4079912,184.5897624
0.592,968.468903,245.9955552,42.37211827
0.503,417.6089406,773.3613242,-107.4175858
0.588,296.6919597,271.2243345,-481.2869482
0.502,284.9843031,778.3559253,443.6080922
0.596,-275.6330457,-326.7231507,-495.6449964
0.512,-872.5622262,732.4868154,51.33613112
0.592,161.1448829,142.5170982,-449.6247033
0.546,1077.950167,-304.259199,791.2392823
0.596,-86.72985407,-250.0088291,-807.2159278
0.561,812.2453907,-21.32199207,-723.1649845
0.533,966.2300476,-485.412381,-275.9069714
0.508,-541.2194081,-30.90607331,-465.7718958
0.512,-785.3001349,-708.6407125,-107.388185
0.511,718.5067321,320.7854144,-495.2402311
0.506,36.3728974,-373.7038105,-846.7206362
0.589,276.5996959,1087.668781,295.0678856
0.549,-798.0981777,88.61277989,124.7563357
0.519,398.5341042,-616.0367456,329.5999006
0.598,-1188.748944,22.05927942,259.5741421
0.597,-423.8001463,387.7819376,98.12382797
0.51,-577.0844421,-506.4006453,-366.5408239
0.516,514.6806289,83.98175418,229.2547181
0.571,-281.0704011,-2.943662086,-806.2355936
0.533,-744.8663211,-564.8261533,445.9994303
0.536,-895.1050834,-648.4953148,256.7037755
0.651,328.3610237,611.2266313,-727.1202404
0.602,1114.079702,44.94024961,594.222335
0.608,295.2831121,499.9216342,-712.5098094
0.666,-458.9674523,148.6038964,-612.4269456
0.636,636.2800845,408.5996475,-576.9058057
0.68,-9.908192857,-388.0541748,-883.526311
0.602,140.3891181,523.985302,-605.5294215
0.641,-129.2469281,559.8653192,-189.9516175
0.691,-970.0925256,261.438632,731.2791754
0.605,-538.3953322,365.6399026,-418.2186466
0.611,583.745656,-488.550456,636.5632458
0.623,715.9190819,573.884156,25.50896509
0.635,-1146.575304,456.0097866,874.2505206
0.674,1248.66163,52.08639714,193.1198273
0.693,-1044.414886,-76.56105345,390.3276007
0.62,-678.8103526,-84.58213358,464.2693034
0.628,-511.040637,473.9133657,394.9862226
0.665,-851.1987892,466.4430741,434.9835587
0.62,-434.6364147,-749.4876416,268.5777169
0.698,285.1063553,-463.6885711,-344.6767269
0.626,466.3228317,168.7769418,446.2720125
0.669,455.6881945,-944.0396299,138.0520289
0.638,600.3473309,774.5459618,662.758577
0.657,359.7570555,685.6641202,557.0722959
0.605,-384.2033486,813.1446984,148.1547142
0.601,42.56227878,77.39674334,-580.2367749
0.621,-495.0433665,-213.1630077,-404.8345246
0.614,-1319.179293,-126.703219,677.4646647
0.614,878.657718,-1082.454289,-299.3211374
0.608,726.1208386,206.151526,174.4930875
0.629,579.73829,67.60567454,291.907287
0.695,-1304.249288,347.9627537,333.9829079
0.651,-316.7508141,-514.5303225,-885.4432067
0.651,-354.1462107,175.9793478,-477.8238039
0.622,-1052.665941,-185.2263427,-255.1803668
0.653,-527.6310738,560.105893,-163.0018012
0.634,301.910783,907.0179672,-400.3715875
0.608,1520.455767,-102.2081351,468.3615925
0.661,31.37235965,231.3031675,-812.2092214
0.601,-345.9960009,-122.0030317,414.0093917
0.653,1088.580859,-199.0329726,302.2753308
0.686,-628.0853725,368.1170069,-272.4573843
0.639,692.818073,-735.6719995,539.3446842
0.617,625.8570505,193.941931,-313.4568077
0.66,1151.578665,-90.95257401,286.0181214
0.771,572.4176945,437.0329233,-450.5669875
0.769,764.0475685,-83.06505319,-683.5242197
0.735,544.9760826,-330.848859,194.3113214
0.728,-218.3506978,164.3355552,-213.0302293
0.72,-723.8507444,34.75714574,155.5151198
0.757,686.461934,-14.66537405,-203.7466279
0.762,1147.944269,805.6654189,212.9877253
0.734,879.92267,42.34162916,129.6469074
0.751,236.8865193,1026.036177,-541.0085955
0.713,486.5596315,-734.6051409,165.0112062
0.752,1126.751303,-1015.997173,115.2639244
0.733,-846.0126585,-519.3998396,174.1860357
0.785,989.9565248,-489.554223,-347.7318019
0.762,-981.3854992,-162.6266294,68.06581589
0.747,396.0121059,-106.0635643,-194.8389764
0.735,-512.2295228,519.0437169,-308.4783563
0.77,275.0795703,1185.556104,56.85171175
0.709,-683.5197767,-494.7838068,-280.2107841
0.704,304.4985705,-185.0010833,378.5783535
0.767,1302.306168,228.7629009,289.931221
0.775,1277.279974,640.7169191,-14.4931046
0.758,934.7860301,-175.5114099,-375.9166476
0.757,1282.161099,-322.5645077,505.5898463
0.718,-734.9754272,-252.037749,-604.4910344
0.754,-1025.949516,-614.926774,580.3551927
0.737,-10.54454485,918.9713499,-246.9994391
0.794,-1137.369005,-490.9436068,202.5253621
0.73,-163.2905752,1174.982006,386.1361362
0.74,-901.6350492,-274.1959859,604.5634387
0.799,-520.8132197,378.3551041,-347.7431259
0.755,-75.13712784,211.3877276,-414.8613247
0.779,-1127.394054,-4.943938946,340.6183798
0.735,-1216.445961,168.3886506,702.2473637
0.764,877.9386059,-542.0235893,490.8631097
0.745,-1281.413427,-149.4174569,710.1310968
0.701,-867.5021804,496.2853921,-29.88873169
0.799,710.7142111,367.4973439,93.7667592
0.77,128.8597546,-137.5117636,-713.1192185
0.762,-205.8241765,-357.071584,-920.1362711
0.777,-1042.751128,344.2186837,314.1985689
0.737,714.2070382,-233.5194619,374.8841615
0.79,360.6713398,-802.2544816,67.80634321
0.74,-149.3327334,1113.309913,-296.4579673
0.728,560.540083,-867.6179155,-61.74942358
0.78,644.5160637,-629.0162638,362.1867082
0.706,-713.8582038,535.5404037,1043.94691
0.775,-425.9897754,344.4365038,65.37452303
0.789,-753.9969679,74.60544326,-270.794586
0.769,358.263469,-596.5070566,-130.1068628
0.785,-952.8481955,760.6402508,896.6812574
0.806,110.8593501,-198.0705835,-724.8677953
0.866,-1027.303653,-683.3850301,-1.210897504
0.887,185.6410737,-653.1583999,323.575529
0.889,573.2113349,-910.3095825,132.6142579
0.88,442.5830574,-113.9178756,-507.745308
0.868,772.6647715,77.39643775,-212.6694717
0.827,-544.969273,-338.02725,-661.4930505
0.879,-824.0495271,-695.0190023,443.6078268
0.859,-622.5857744,572.5413686,-143.0538165
0.844,-662.4612985,-639.5915361,141.4306987
0.833,821.3204841,-346.7745142,-800.108923
0.889,1079.17522,413.8549635,622.0831256
0.867,586.4830865,-1159.34782,579.4451508
0.897,-914.7368406,-384.3904963,37.9349879
0.833,411.2425307,181.9535109,535.1476237
0.87,-929.9648947,106.0358034,678.9155498
0.899,-102.1043769,645.9505162,-558.8466336
0.804,-446.4385755,1136.695358,375.1810545
0.823,-863.9781041,-920.919308,-58.44969247
0.896,-222.9952077,1100.444728,579.4236103
0.815,-539.9300002,324.5749908,-75.12222459
0.89,460.8002292,254.6224702,-159.8123364
0.868,508.2768533,730.3180003,277.968511
0.827,-385.9545087,233.5357226,-776.386706
0.816,-0.033094231,407.1200054,-678.8177558
0.86,798.4260568,111.8728016,-633.1538784
0.879,512.7484667,-862.0126075,-385.6069914
0.86,-922.176377,386.3254326,529.872578
0.804,-533.9114982,-363.3779754,215.40314
0.877,295.9507308,709.8143498,-0.990958536
0.848,131.6886637,1195.556932,-283.1804375
0.842,-16.69467783,604.4486386,1172.819078
0.888,63.84466225,343.7390114,-634.8573205
0.876,229.1924806,550.0370517,-629.1314273
0.873,503.6268659,-592.9754309,41.83014607
0.861,396.7539306,284.9053325,-809.7394634
0.898,105.2201353,804.5954557,-226.8307465
0.866,1235.607641,-374.8553883,-104.8309488
0.841,-519.1728419,195.7131803,98.39620351
0.846,881.7451423,-910.9604332,537.5715116
0.858,221.6618278,-640.4725067,-484.7057879
0.852,1284.270497,-140.8462536,656.2388647
0.837,906.1152061,-384.96204,857.7204498
0.882,-211.6624487,-382.7986098,-857.8000356
0.877,-1147.30749,-475.3135257,507.245278
0.856,139.767396,578.024139,545.6045911
0.823,-848.3152918,-962.423677,49.68269421
0.871,1106.042893,752.9623446,377.5398426
0.833,177.5770987,541.2685836,-916.9375632
0.896,3.845506095,425.8214627,-574.7552265
0.992,949.4130853,-489.6831099,155.5461531
1,-539.1233113,497.0614088,-702.6946987
0.995,63.3354782,514.6943236,-576.4439234
1,-481.2732388,247.6383288,-415.6264803
0.999,765.4053829,-838.1632539,44.03041139
0.936,-822.4862602,-701.6956841,41.4908087
1,214.0643355,154.2286737,-695.868569
0.995,931.9346206,501.0652144,-324.0364005
1,-576.1950794,210.6522173,-340.5987387
1,-472.2355583,432.3519371,-740.8824339
1,978.4578002,715.4978082,-241.9104054
1,-1000.68504,-200.4258062,-78.211858
0.996,432.5108681,343.8567812,-540.9477599
1,-690.9445224,758.2091958,-222.4393809
1,355.9160024,784.2529088,-403.8312599
1,1557.841034,1.949002246,339.1033656
0.993,-783.9967508,-517.4833087,209.8610588
1,-471.2706069,27.73336085,-796.2078385
0.995,958.3049009,70.93268403,-110.5697432
0.981,1086.502856,-412.1865116,191.5369002
0.942,-799.8582243,-295.9770939,-43.03273213
0.983,-861.4798562,-406.0935805,-13.00499992
0.999,-256.8595146,650.0195189,148.8410779
0.998,695.5764291,432.2118905,-770.2495042
0.997,-13.35376012,418.0101896,-866.5482135
1,-974.3790347,160.6193397,2.324126017
1,-901.1602035,-455.6497235,-338.4231367
0.992,860.968073,-567.41918,-402.2356677
1,-1023.37282,-732.7381785,586.4303725
1,1193.741603,-636.97744,381.6501284
0.934,148.2808938,-363.3689757,-554.601506
1,-270.1815444,704.3795073,65.69939271
1,927.8156712,245.0246831,-419.4526929
0.989,927.8463068,-274.6756453,897.0670772
1,278.1905188,849.5796793,-424.3489479
1,291.9478199,-182.520168,-333.1524903
0.996,898.7877297,-497.2985723,-372.3449489
1,-477.5566397,430.7963555,-405.8993591
1,762.4138274,687.4670027,-226.1291416
0.999,808.0722921,105.5765276,-609.1481511
0.993,1291.907939,295.1405356,939.5732334
0.999,786.7126034,692.3500926,247.9794783
0.996,-746.5965033,-508.1178761,-0.975668444
0.957,-738.0223127,-428.5214281,-383.7981611
0.997,784.1837163,-128.1377697,-518.7187043
0.981,-693.8786767,-710.710455,131.1504543
0.949,-59.5719598,476.5678766,-747.5139822
0.981,-839.6152753,286.3139013,142.9081021
0.992,265.6983357,450.4863685,-753.8794612
1,20.04542006,-25.14015007,-318.9995735
