pred_prob,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50,f_51,f_52,f_53,f_54,f_55,f_56,f_57,f_58,f_59,f_60,f_61,f_62,f_63,f_64,f_65,f_66,f_67,f_68,f_69,f_70,f_71,f_72,f_73,f_74,f_75,f_76,f_77,f_78,f_79,f_80,f_81,f_82,f_83,f_84,f_85,f_86,f_87,f_88,f_89,f_90,f_91,f_92,f_93,f_94,f_95,f_96,f_97,f_98,f_99,f_100
0,725.9791276,58.68689839,639.1787106,-15.45020883,229.2313838,648.1255554,1114.459925,-642.0620123,387.2754982,-77.37338358,-183.2463013,206.4623457,59.02889516,91.02071023,199.069669,281.1536798,-142.2523046,410.8019311,103.7482792,344.0526347,241.8842611,-219.9993096,-191.0038806,-137.7070829,-79.20257831,-261.4043762,37.08565464,176.9538426,129.7405375,117.4043389,-107.4276968,96.05306423,-282.2743586,143.6492873,-131.0234302,349.9947607,-53.52859701,208.8937735,255.091836,-133.809167,-11.0442044,-132.2728479,-232.7835828,320.5628993,-39.47033542,26.16008821,-260.34926,87.74888298,75.16817547,-172.4770265,161.4488511,192.2940548,-146.048568,-83.52045825,32.76780021,236.958644,81.22437762,-170.2830041,-49.9745786,-56.06877101,42.31562368,63.65412162,87.05385517,139.1445781,-89.40474659,-197.8318557,63.91115216,-294.7967484,-255.5455754,-118.0964927,25.88947754,-79.84514123,-14.44895618,-225.044012,47.97694013,32.4465917,-133.4254555,14.58835511,-16.35581506,24.22724327,-42.47364416,-117.8245197,106.841956,-57.00429775,47.45882493,-46.91529261,-16.26495804,4.930705629,-181.4875388,-27.55475769,31.97537247,-109.706749,164.8732842,96.61962183,-49.99963689,64.81533714,-31.37409047,25.46797468,60.47975756,-53.31606553
0.006,126.129012,-631.680452,906.2151515,-93.78345184,-473.9106262,27.74006912,485.7776762,223.0982353,352.238557,-327.2692457,-32.63668506,-327.7472053,-278.8165761,462.5985079,352.2998272,501.3657211,-189.3439004,420.4387817,107.2051138,678.4149767,131.9847512,-15.72340187,-290.3912047,57.12700268,203.6295746,316.5189993,301.2196401,48.32638115,399.3842368,62.57850662,-136.0212547,364.6444365,-173.088424,-50.94499484,-7.812718367,105.9704445,92.33591963,274.1618403,-46.89041271,-8.90123496,-89.30017309,313.7278799,-92.89287916,372.6960594,-8.895828323,35.63356426,-92.90402586,-86.28033373,-11.85629232,-234.1593103,-89.21493911,104.7665615,-53.38580723,-38.89811264,-200.4309642,382.825437,-235.5513721,127.1963841,59.25947043,69.01585775,241.9118526,-31.22134727,1.105154609,-81.45088642,-29.41229626,-146.1370677,308.9780775,150.7241877,88.94832608,9.533660406,17.47395504,77.64990142,66.39527683,-91.0829755,69.21713966,-113.5373849,-119.7508625,118.7231451,-54.65440172,-87.70789494,-28.86183843,67.25279063,131.7716931,149.6292126,-101.7215597,-125.1534901,46.15490953,96.45600982,-87.82053295,49.71862408,13.04692291,135.045923,-70.58403781,5.251014406,145.3036989,-42.26438535,80.40351289,-27.09670284,46.71548205,-108.1921962
0,-655.2109449,-336.6329653,-341.3549242,743.9457784,-26.73511681,-484.1708396,243.5961987,195.3200819,134.9747308,-236.9426786,194.0806452,-168.9526058,-172.7268204,-91.97273878,62.25124447,-368.4876187,63.17555516,-626.3423434,153.1672821,-315.8881355,206.36987,-319.8594689,-306.1832477,83.36626908,-111.2344337,190.6787707,-52.17612098,-128.4058681,311.8700815,92.24915458,-134.1380889,73.98351702,-243.070104,-54.34148949,71.43964212,-69.27614814,0.344459444,124.2755669,31.14993617,-273.7424218,-158.0499148,-24.13472581,47.35134596,-248.9077568,-88.7578186,19.85527957,-212.7878544,61.33331805,-201.0738846,72.41590973,-294.9301452,-106.7690317,62.36279837,297.1768868,28.81178394,62.42752156,44.59375182,-149.0383353,-152.637971,57.63879464,135.8986261,-65.42535724,45.02673186,-127.0337827,-191.125595,133.6742094,-41.96549399,53.01966594,59.1798275,-66.67771575,76.43030572,-1.643635475,-35.54777627,-22.56709139,-50.95967175,104.6345429,-74.9917062,-198.2142009,-22.27358542,24.92297523,-222.5023444,72.17810908,8.722390829,-26.68213588,-55.41701161,102.1498665,52.15936966,108.4580935,-25.48210896,30.08219185,51.71310819,-36.63889562,-42.89856252,-76.07593282,63.46396757,-21.09010639,-44.8471664,-64.34811804,13.32691977,54.17776704
0,695.9879998,-82.89138565,598.2078716,517.0350414,190.6958385,67.54726611,881.9044791,-329.0234822,-329.8513058,322.2413283,220.7044313,-218.6824669,265.2138663,-755.8150049,10.6843826,352.2142841,408.0752202,53.05556598,511.3336707,-0.780544704,320.8924301,-191.6928282,-164.2280566,-122.3895754,-105.8899572,-20.77556791,49.38585457,-21.18693936,169.9321912,42.61867943,68.39058053,447.0125026,27.66712651,-127.3129086,9.785764698,122.1976026,-51.28129532,-71.06776265,-131.1644549,230.1570834,72.18847436,64.57500739,-85.73992117,-52.96612789,42.88991016,-56.59783629,-178.1853158,-56.75807448,-138.4634657,-40.9316547,106.5935757,82.27693516,40.30035474,59.02579118,33.27008533,164.9216062,156.4348839,24.27135517,22.99290278,197.3904836,232.3899362,102.5670565,155.7758348,-34.34229422,-22.5362988,-71.79263634,-29.90218952,-44.45378914,-47.58687452,-27.20468248,-36.51300147,60.22091324,-95.8304937,75.15336736,99.99118525,79.32516392,1.420665734,131.1502563,-78.96632277,-12.15481685,17.2923566,134.9004683,55.18218853,63.74210212,-50.14936141,-57.14615908,70.63667798,-73.61129185,64.80959544,54.0427156,33.911282,-63.8486216,-85.32036637,-144.9755481,-52.77850044,-136.3545157,52.00921665,-61.38448546,-17.71407489,-45.99372903
0,-566.7711311,-221.5961801,-355.7656344,-663.4153352,130.8371442,105.5588241,-374.9146877,317.7000736,492.9632216,228.2614171,456.1448544,-99.06710946,-96.67787115,286.8058714,-54.62692973,-191.5818403,192.3518044,150.2156829,-61.29113536,441.6925981,109.9985717,-57.10921036,-553.5201864,11.47370405,-86.66443418,-101.7730413,-145.6573517,10.47799899,-60.26594189,94.14789392,1.927465763,36.65686149,-10.38551395,-18.06411413,50.84135707,-238.051684,39.07682214,-109.1989181,196.0941117,104.708935,-69.94229908,-80.16510437,111.8787691,-194.5149663,209.8167682,-13.46822801,26.26647552,78.59204743,0.419768325,-115.5031719,-20.84553202,115.1020907,-35.70184646,52.29651921,54.13872763,-33.23050789,-16.72149468,90.42325302,-7.287648204,6.693347653,-75.95715227,-55.11542432,-16.53929743,138.4670663,139.6212917,-89.92811709,-48.5504173,-179.6277327,-118.3290572,96.2323486,-39.80104075,-53.03250814,39.93273014,-54.98407896,73.39216663,-129.3342581,42.51767073,63.10644921,44.47864585,-129.4401051,-120.4169725,-30.30449333,-41.51397222,-21.10586618,21.25561833,77.40209008,-13.91855323,62.98670132,-33.5789386,2.484746094,23.19481773,-32.17621218,50.13470165,21.72402173,7.495967927,-20.11910267,-15.39357255,-40.53236217,-42.20749179,23.31474787
0,-82.91054284,-632.3156498,-288.2864203,539.091826,-148.8515023,-628.6229531,507.8999749,-421.9154858,411.8702373,444.3581499,-117.4142477,-45.59787748,-776.2007187,-25.40141649,-4.060937082,-117.8483694,76.6026914,-61.47971508,215.7054415,-237.3378238,129.6642067,-212.0503514,-5.05965068,77.52998555,-352.7267925,66.849643,85.88096352,204.1397489,673.8839533,-225.8725885,-14.57838417,186.0357667,-51.10536667,-41.57215104,-210.769136,-90.3692235,28.33431873,-178.2995123,70.14080652,-77.76966753,-90.27495381,221.6340058,32.41458377,-0.267891525,-203.9474664,53.53134429,105.8951357,79.30737908,-74.25555262,103.11,-92.56653551,63.64788717,-115.1894766,46.89946126,42.8976063,-64.41034705,-177.5560506,-145.9893291,-3.124875978,52.8566514,27.72274901,160.416824,228.2071756,-44.38469275,167.7266588,13.32033596,207.1685643,9.748891157,-5.271961788,-198.2801442,-228.5386847,142.5839753,-39.05848551,-84.14939452,137.3729875,-69.80271398,-19.05803557,-82.93101165,85.59940303,-94.79198113,-23.14345458,98.43359302,-147.8798274,-58.85987048,53.67323237,-99.76408384,-95.42866355,-0.35664152,63.04677576,56.92822681,35.8371232,61.63337693,26.72142582,1.053431166,3.61965366,-66.01957194,-24.37566364,-9.006433991,39.685437,-62.65878738
0,-80.70389507,-223.0366026,-208.2258058,-3.795675789,597.7755493,-936.5970959,258.6700555,213.9376363,435.6772583,99.33838531,162.1523455,381.1848095,-248.3466838,76.16048388,271.9622039,-19.8284121,42.29468329,185.7603893,311.2616122,-528.1850217,296.4150774,-386.6810917,-11.39117247,-536.4360463,362.1667577,346.0621798,-129.8347617,236.4150868,-85.05723516,-50.99686562,-30.7664834,-40.53107874,-12.74027197,185.5092681,105.6219573,-379.9595738,-24.18234229,103.324149,-119.0271509,52.76210608,239.675091,-229.6772879,-278.0084464,-74.2243465,48.78782732,21.94980719,-5.026581424,191.1347381,-187.9419864,60.99594384,-152.0394148,-14.22703268,204.4685543,-72.10257472,124.6733553,149.8036441,-58.58645199,160.2349112,57.2192806,119.2071139,75.57401302,-27.80604869,22.99987785,-1.829172161,86.82294225,-69.78793173,-76.36384675,22.31256743,-103.2452122,215.7538033,182.7714945,101.5691086,-144.9906404,203.9603131,-64.37940115,-47.70341936,-33.42605924,-28.86723984,-8.701147118,-227.5329232,29.76333091,-93.6234657,13.78661217,67.44172617,167.4270154,-69.17867919,-212.262288,14.9335325,-43.68596112,-7.722272021,-164.010114,28.24359202,67.2452213,26.57252706,-110.4492389,121.5386209,43.42791999,-148.3429343,16.02560073,87.89750318
0,874.9181827,-625.9449547,659.6644373,-338.8544002,-309.7233806,-14.82125759,-910.6098913,387.9251085,-213.1806524,-293.8760402,470.4260089,299.5876492,-14.71893865,129.4804887,-166.4873789,-3.422768332,-300.374047,-261.2008442,-117.333618,-446.0815026,-555.7561126,-108.3873242,67.33817972,-223.2132311,-99.47607098,32.53135883,177.18667,72.65195129,-92.62256008,-187.7630908,-325.039509,-175.5844209,173.1657597,-203.4434486,84.50197553,-162.8379255,584.9055211,-105.3018743,-21.01756762,125.1078515,426.0013919,-403.7771976,182.5409722,8.134862443,80.38989765,-60.74145732,-215.640195,192.6560642,244.7456509,111.4001414,128.9673694,32.63327432,196.5747517,-145.5487856,19.5983414,299.1125681,132.8094416,12.2458268,-60.33576949,-162.9163909,64.65597548,-159.3061542,38.62030676,-301.0509917,26.25992779,22.94291302,23.05346688,-289.1470892,85.0123099,-170.3418707,2.939158938,-16.02577156,-103.1464932,-135.0977593,8.835522526,-31.90064566,-66.88525935,112.7326607,-244.5200446,-174.6047173,41.72894052,73.71911727,-66.07127796,-60.97930978,55.73929846,50.05544842,-6.951679995,-118.7858243,-51.02471089,-42.34238682,82.21172064,-135.1654812,-31.35793298,81.84260941,-27.98657875,30.48080475,-230.6451977,-2.633059284,-65.34008356,-54.78695882
0,-373.2159584,-576.1236234,-362.2500078,498.8472966,-341.483357,-425.3554727,254.011375,-321.847802,75.16064918,-258.1113622,-378.6585067,-223.4195742,-218.7138953,74.0324778,101.2684887,-199.6257016,296.44492,-481.2781384,-231.8974273,-248.8671896,283.031126,-48.72177552,-200.3309976,-197.0010048,293.932959,19.85479807,-18.45179417,92.07252003,-208.7636226,-68.34212895,-262.2909314,258.8115403,-4.449607914,-56.51477316,-114.7750583,169.4711225,54.4052236,-9.641832338,14.53189897,134.6040571,-80.77466646,0.770226603,322.6155692,185.3474256,102.8635867,41.67959072,-174.1763555,-98.11739775,-158.7328054,-36.49606538,17.12397707,15.57679446,193.5419594,-209.1251232,69.89970951,-78.5734749,132.6339336,-88.51575762,-183.0784117,-123.4296473,165.6698656,38.86265867,-176.999903,217.903933,-101.5573181,-86.48887634,80.04174,-29.39521902,81.22109559,-19.77129225,-41.76699477,-28.7011176,210.906943,-30.6963983,-50.42386328,84.99210749,79.66055579,-201.5119915,125.0362384,39.35999518,-34.5795,104.444053,26.35909727,-62.01089624,-88.98995311,57.58082259,159.8302078,31.94289436,-92.46558649,52.74622875,0.864778148,35.07350619,-61.40652738,23.91930912,-95.5652333,-71.84379479,-54.34171123,20.62690959,-101.0155739,65.85973619
0,-765.7118865,-10.49076742,254.8385905,336.9744796,450.4472264,-403.3725438,-578.4535565,416.9760904,91.30045793,-398.3469267,151.280557,-269.7097012,-124.0509216,-547.5003586,188.4777539,-113.7977896,181.7373918,-472.6274616,51.2968167,380.5587966,76.34496408,-297.9807734,45.20444331,165.8134427,151.2369496,-254.1124571,328.5574672,-294.2940992,-93.40739249,106.665534,71.24057643,-241.4315289,29.01945625,-110.7476145,-169.7572804,-58.27541417,144.5341879,102.5905603,170.2066898,-108.1976188,229.6457848,165.9729313,-194.0622313,-36.21106133,-16.53673353,75.01184142,91.47042374,1.294406342,63.47056856,73.04488676,13.28197639,-79.33301881,-40.82616422,98.508745,-14.81334877,-59.53872297,-27.01257416,51.28241509,106.581799,24.45907212,-95.37693328,-11.61553936,-59.79173931,79.19872008,70.92436362,-31.34930197,-92.75676531,129.7070491,-137.8063331,-48.90897395,72.65820762,138.0578981,26.14492677,-81.24240591,7.692530628,77.98301677,86.14728811,-27.403905,-143.3825363,-19.32451792,-69.94527673,-49.40098995,4.028945247,-48.60900056,-56.35730467,68.42020961,-97.40049722,96.53367899,-1.009928398,43.02709253,8.929747893,-98.45336303,-64.7346537,64.62026604,55.79336505,63.6556138,176.8297403,-46.96199095,46.9081759,-118.3414198
