pred_prob,f_1,f_2,f_3,f_4,f_5
0.2,908.4335228,-643.5608589,243.3991985,-145.3284934,-258.0720843
0.122,175.942066,-331.5491545,-447.022231,434.869157,-120.5179636
0.144,621.2496908,302.4609764,153.945074,-92.96181955,732.8267475
0.106,-1115.520703,-27.88428378,705.2169161,78.55828367,-502.0404749
0.123,418.8626372,-196.5986767,320.7808474,410.5446525,-694.2108983
0.134,765.101966,-138.3823085,-183.7661647,-374.915643,-707.9993343
0.138,43.06889536,757.5970255,-78.04482699,-124.9926799,-728.4611275
0.118,494.5839285,481.9940887,-667.6680172,73.10711726,358.18042
0.138,532.9018516,-280.3750121,-496.5350461,-263.3896049,-440.0019049
0.166,311.8754327,-947.5660551,-478.9775532,-321.7953292,163.195832
0.173,-881.885269,408.7904585,562.8320994,-184.8341274,-376.1517426
0.173,-796.2124894,-479.8973141,519.6148609,315.7612635,51.78564564
0.183,-183.7371362,205.5139596,-172.1001225,-420.2870748,115.7273261
0.108,738.0379121,-265.6481849,-30.81359026,-599.9853246,97.60480033
0.128,160.7293883,1300.390434,351.4013583,-97.26945276,510.7949441
0.109,1218.234544,-620.8400668,396.962269,163.7362934,675.4348415
0.108,-124.6162278,-827.9423516,-412.9262165,-246.5541982,212.2182612
0.119,1512.6138,-236.0479262,1027.536793,362.1223125,-38.06048667
0.111,966.2683914,-444.4947301,724.5434194,9.937064609,-161.1534978
0.176,-922.8307562,1191.146219,839.3749368,147.5914244,-398.6810515
0.129,-47.24764234,-305.2847263,-402.5311385,236.6395784,341.7275657
0.153,-857.5258215,110.6934414,-92.33072903,511.1293762,522.4648809
0.142,-263.9522522,376.9628251,320.6257915,-881.8052105,173.6630966
0.146,-85.49304363,80.49261551,-289.1805454,939.1491614,193.6829683
0.184,888.2408731,-911.0218988,566.8831872,97.4162233,-372.7234397
0.14,357.8658965,393.9280694,-782.4455468,-559.9548782,217.5026541
0.177,972.7983903,-277.0848918,216.2388913,291.0258983,987.8664537
0.111,577.8045434,-372.309125,705.3910614,237.1508317,-608.3020188
0.145,20.47785929,83.47884727,-472.2644675,603.3132072,-296.0460116
0.183,371.333704,482.4648797,-206.0509101,658.3433764,-315.3654468
0.106,167.171559,-445.1085511,-699.5020164,-568.0648306,189.3179625
0.2,-649.968164,490.3624821,-210.6286311,142.2382234,-473.7184001
0.138,232.0602304,-279.9981616,531.9201825,106.4526823,-454.5904058
0.177,1269.338482,-68.26644919,755.2025633,257.970551,-408.373595
0.14,296.0066899,194.6108838,759.5801935,-846.7952087,188.8361587
0.146,1120.251267,403.0386301,-195.1064517,55.01244567,77.92226505
0.103,1240.715847,-263.4811183,-34.8594984,-253.888824,125.3896005
0.113,646.8017127,629.6307452,-128.3784937,-13.14374286,-13.83957452
0.109,985.2591237,1051.722387,508.0659341,561.9778154,106.4426751
0.19,-359.4951217,-390.158087,-586.9449108,-400.7012687,127.8198984
0.156,-1122.997419,212.928113,598.9749181,-175.5145623,225.2284869
0.132,-880.895516,-102.9445618,-296.0926518,359.1499679,135.7260846
0.105,-225.2445983,-3.655966614,-764.6719564,-312.1004909,141.677993
0.193,992.4772294,467.0063511,542.7294701,-66.37199908,770.9111305
0.113,-554.0723101,586.4422272,506.1036567,-601.1711034,-543.5975635
0.137,-656.1958674,-944.7705521,182.7798486,-527.2059192,-403.2031717
0.109,253.0407133,304.8944621,-542.3353892,-346.7177808,-470.3063259
0.159,-893.1854312,-609.0242839,180.4379611,-181.6736936,112.4818373
0.101,-458.0625246,776.9665663,162.4870303,142.9883417,313.74694
0.287,-1169.386773,410.2499255,226.7846907,192.5458209,-226.5304258
0.213,-489.6461373,-327.8694328,-82.20269909,705.3862325,27.59682865
0.276,847.2363339,-500.8158293,-90.42795521,252.7814175,95.9224477
0.226,-45.03202955,281.6046954,-502.2083663,151.9717734,-239.6761421
0.249,39.74852765,675.6492431,-858.858713,-153.3820122,364.1527208
0.202,990.4728371,-29.88146362,-369.32976,-337.7581378,-57.98498044
0.227,490.717591,-169.2870927,278.41376,734.0274485,291.7636067
0.201,-640.7332133,313.5258236,-327.0238044,-73.50501297,-492.741734
0.237,-1180.182808,-370.8281501,710.3881119,-160.676237,-3.978742514
0.267,-398.749814,6.068309485,-406.0069807,470.3057159,376.0252474
0.204,-626.4923567,27.64216981,-3.32409687,239.1984743,78.76131455
0.235,-342.1568294,679.9136656,-328.0550358,319.2314812,-635.9085788
0.262,-938.9063963,671.332664,467.8223744,-462.2462807,-263.4533803
0.259,-999.5428522,547.9197801,350.571639,495.6281632,595.5350572
0.25,-526.6044,-194.7824924,-537.3907233,-39.12326017,-163.6172592
0.235,-365.247996,-166.1895725,-719.7581813,-703.6039646,-172.2479894
0.206,859.8811505,923.1453765,969.2314931,-312.7498295,542.8082466
0.22,-991.4131501,-74.59539589,752.405307,-25.93398199,328.9181164
0.224,-999.3351955,-456.4714408,632.9430749,-376.7106424,-325.1356319
0.297,-1146.056626,626.7675306,165.7722279,261.5902224,56.09030496
0.281,965.8911983,-182.4345569,828.2878179,819.1263484,569.8974415
0.24,43.97234416,-225.4024069,-76.93235796,1352.955417,-232.6683096
0.223,432.3482348,-159.4874496,9.797385112,697.9681871,243.2090335
0.234,-843.24796,-741.6456541,337.6471647,59.34903233,-102.4936911
0.21,-1273.198037,263.821619,770.1826625,191.3197093,423.1214944
0.269,679.4812567,24.24067345,572.3359707,-466.4308432,-198.6826617
0.258,-1044.69472,635.3843195,511.2879863,-155.935895,-211.0121768
0.218,209.789525,-853.4118067,-440.7813656,-66.776276,-114.9166369
0.231,-954.8663926,-654.7434899,688.1238896,-487.1884059,83.8273256
0.203,-976.3424617,-387.4865574,252.7890815,-641.1441681,-356.5220407
0.294,165.4103163,158.780596,309.8390419,-1017.233246,179.3114377
0.248,91.33181023,-1177.873634,404.6088701,7.651087323,-17.90583937
0.277,-990.4532131,-22.86582551,-36.89024379,252.7951528,-745.0834959
0.274,451.103725,-802.4936736,-24.63351099,229.6042451,-751.2183073
0.224,274.4500255,474.3445227,-270.2779812,668.9606002,790.1040529
0.252,-528.7319831,-262.6673804,-260.1490171,-625.1756705,-147.3132834
0.238,158.7580186,176.0677769,527.0056648,420.5934631,32.48784889
0.264,1224.226819,-415.7338805,-88.8517464,-111.2315302,-26.74351228
0.213,841.1222679,500.6608154,640.4980865,876.7362699,-825.3211595
0.281,607.6206799,809.5508729,827.4874973,-246.8732644,667.1560725
0.208,-106.6276233,706.0765198,-670.1413858,65.66659329,216.4665336
0.252,-77.59537659,-582.7102964,-583.3191982,313.162741,402.904702
0.259,-235.9544916,802.4451017,51.3879886,-684.5870175,-61.20367216
0.218,672.9437533,589.9188206,-397.3150121,-21.74688019,253.4115752
0.264,1023.701213,-87.76264105,207.8589041,-316.9226355,96.17064554
0.254,-99.84816197,-299.0125682,36.1419128,1036.323239,485.3456782
0.204,-921.8928175,480.1172588,453.1505869,-230.7083334,76.48800448
0.288,290.270023,-465.602969,-777.3198543,-425.336785,123.531884
0.228,1.867629432,337.8030268,-816.9522354,-106.0667889,-659.3333432
0.27,-133.8287769,-443.9375004,-447.9615208,736.8693219,77.03793656
0.326,944.6867443,620.6870885,277.2703573,641.4130014,32.81909646
0.3,651.7282506,-912.3721416,751.3400292,157.7800042,-732.6203716
0.32,-77.17751048,-345.0363209,-250.7652045,690.2073794,-673.0907933
0.318,-209.3630254,368.6472554,-428.0241279,-200.3313461,-549.721487
0.329,219.4399347,63.70244507,-64.20152695,552.7904103,240.0336057
0.391,592.1687318,-1084.932335,198.4270652,270.4402324,-202.6187108
0.344,-490.8339551,646.2854276,-332.0540526,117.9082573,333.4567823
0.391,-843.1793352,92.38557409,36.51212066,12.78861177,422.8632215
0.32,808.6839356,809.4878834,367.2041205,-254.8316521,449.114524
0.377,764.2449042,1267.257143,-63.51010298,-412.2399338,127.1142238
0.326,-746.678586,-415.3457102,29.57653109,193.3576361,-17.5929263
0.352,266.7764771,-918.1222741,348.0204223,-518.2924303,-226.6185888
0.331,282.8742098,1004.188674,-500.6764998,-417.3810879,236.8599644
0.338,-77.86143371,144.4667235,42.21082489,1461.593266,-644.0845008
0.348,-1258.894779,365.0699358,596.71254,-29.91584298,-78.88758262
0.31,195.033251,26.78010731,-782.4427236,-183.5226052,66.3998792
0.384,-232.5582885,204.8551894,-510.0706905,-681.9647704,370.1867469
0.31,-334.3522766,-145.4888552,-661.6147864,-454.3019759,37.96880686
0.383,202.0627651,258.377622,-864.8689217,70.9120474,203.5309188
0.344,-587.3935663,-1005.438286,-137.7851769,-724.0885964,-71.64371142
0.373,-51.41033841,149.5869678,-857.7539111,592.2108742,-85.31593614
0.314,690.0649615,331.9596733,-21.26536156,-231.4372627,614.7979075
0.329,-533.5522877,501.3349129,182.5866028,-44.72852581,620.2363111
0.31,-1271.30147,406.4796328,727.721571,169.544893,430.0252664
0.367,-1172.65565,-86.00291076,990.4571567,203.263818,351.0214294
0.393,-773.0300969,-915.8780055,152.0494743,-496.2832475,-61.67758669
0.324,-426.9891088,631.9389678,631.3340668,-95.58973822,251.909164
0.303,547.0817878,37.8199634,-927.4470382,94.31805248,96.99459131
0.383,710.5011463,532.6764209,560.7853327,272.3926409,985.5088393
0.356,359.2846453,195.7381297,-434.0557186,352.0285778,-598.3204345
0.359,380.0766431,294.5784344,-386.7361973,306.6777914,-1088.920865
0.342,388.2554864,-835.048196,496.0132334,-52.46009512,474.4171189
0.384,-837.2359653,-38.37006698,-161.3090442,-275.8203495,335.5268444
0.347,-692.8783717,17.95708091,-200.4534444,579.4747082,171.8547739
0.382,-73.22873638,374.4665732,-573.4962862,-166.7964882,733.8990196
0.398,1072.622282,474.6229618,1145.817237,397.0872962,127.9951478
0.301,-766.3662954,356.264522,40.92122705,-220.9208138,-221.4009795
0.314,-189.0459642,789.6567886,-140.5855821,-61.71665426,-668.7936768
0.366,281.5651631,-908.766737,29.95125841,152.3983178,264.4262832
0.388,1123.236019,550.7314601,360.8913258,-573.216516,219.9619696
0.33,497.4351665,151.6623157,-209.6527911,-481.4907735,525.7369175
0.38,108.7041952,539.2294095,-65.88523638,-494.8772678,54.34525063
0.346,-110.9408729,1355.61864,615.5790724,-385.5688932,-75.40889804
0.316,252.3564365,1141.968335,-283.7646735,479.5190755,391.0933436
0.314,454.2167568,-813.8692803,-309.7004061,-375.4711806,-546.494699
0.334,773.1517966,-646.7179887,521.5214851,-173.6511703,-96.30472436
0.32,-393.1520214,-626.203919,941.0574093,445.0626994,-471.6258222
0.344,-311.9520151,126.3947921,79.33760951,872.0768366,14.87821365
0.345,-1130.004021,-141.0119873,623.5161829,535.1437337,-1.79051852
0.395,-133.9391118,533.0117851,-238.5873042,-956.77772,-246.5170694
0.498,1213.512218,-202.5339377,816.0516915,387.5989159,172.5680403
0.434,-475.4710216,-147.1433068,-513.5065943,347.1457534,-146.3428148
0.44,364.4216637,-187.0731335,-266.933619,-705.9266785,18.18962962
0.439,-476.4763645,-1052.453814,59.81626173,234.3276095,236.4982623
0.495,-585.2099501,708.9684287,175.2122134,15.60599091,-201.483356
0.412,1082.869976,-276.1861058,725.3846479,7.968203241,-553.6700492
0.476,656.2290083,144.9587743,-158.2857846,-599.9702603,-89.07332087
0.425,-814.1428814,-513.1742979,100.780502,-349.8409806,134.4749558
0.407,224.5451909,467.7093908,-165.930612,-300.133773,-464.6222523
0.427,-378.7633041,-664.9654668,-313.9593506,723.2657982,203.3061477
0.465,-621.7670691,352.8984899,-513.430304,-63.99159132,13.45183862
0.471,862.1392682,-84.44853551,-221.6361992,532.3013963,-1072.560166
0.408,-318.7602146,1197.493087,676.895591,-545.1692012,-514.0086106
0.431,1209.705995,-513.1094257,63.59000739,44.46930901,11.29147353
0.48,841.4971403,1051.390914,361.6008973,413.0224709,-370.681211
0.407,619.2137525,1113.620889,658.0638338,-326.5733888,506.1549262
0.486,-689.7614133,262.6381355,135.6423346,-657.5776456,-180.1441681
0.476,-68.03676669,613.4143596,-262.7427428,795.2532714,436.8773744
0.404,-1145.463496,258.9184694,702.7978898,361.6177168,-218.9143876
0.464,596.3493703,-123.4231002,-267.5696227,-192.2459753,-240.2038077
0.412,282.3630473,-601.4271205,-312.688204,-173.8096228,144.2870469
0.437,987.5083036,770.383089,603.5688279,1070.432499,253.3645699
0.406,285.502271,-884.852053,770.9451635,296.6395886,506.7877279
0.447,-357.8896206,731.1574377,75.86966936,-196.2871584,-621.8678237
0.494,-622.8364582,603.8281564,59.59805369,-340.9842569,276.1067919
0.481,190.2327235,767.8823669,600.6800556,-4.353350305,663.1383183
0.413,108.7295573,-891.3838182,75.61798477,116.6939796,269.243653
0.453,-1007.185786,309.1007581,-18.4646315,96.78615206,913.8590853
0.429,-1097.243393,-679.5548066,383.5255027,-404.0074526,277.1822737
0.428,-130.6213164,1413.878124,589.3331703,79.58928822,52.0226363
0.48,-150.0275761,304.8244444,-166.9984167,1216.222775,-422.1655242
0.456,-1245.222354,156.0379666,556.0523975,-47.35363063,68.93887047
0.488,30.64859557,131.1935901,-689.1942552,-143.2664753,376.1540969
0.464,-1422.783614,-79.26374579,537.5007269,146.2069103,-483.3962759
0.481,-406.5195277,-530.6899656,-906.0416718,-310.3732028,84.24092724
0.434,-265.7680093,-791.4609469,-676.4687793,-267.0951628,15.76709104
0.485,-622.127775,21.60447164,640.9225717,422.8104753,-152.9054969
0.418,505.6415677,-955.7959724,279.9938533,9.327155907,-249.8558187
0.438,929.0855558,-522.4159257,800.1049731,-222.7011585,77.59136312
0.409,103.7580155,-622.0375481,-317.198054,284.4548688,-251.9509379
0.477,822.8676029,119.0623518,-345.3971508,182.8819154,-534.9904467
0.472,-797.9592067,17.66243981,-382.8771387,724.6032158,222.6611665
0.484,520.8715139,-437.3270293,462.4109788,-575.3614723,-108.1058187
0.435,518.0551798,-74.4555548,-594.985247,-516.0434254,-478.7573345
0.535,352.7816534,-537.8174464,217.9380483,735.4955804,-245.4864297
0.581,-545.8976441,851.1363999,179.8339376,-285.0729248,-133.3922608
0.548,-783.249843,-668.2131676,99.33413981,-363.6934095,455.7961381
0.522,1023.657661,-856.013498,579.6869721,-72.68677938,1020.962565
0.501,-130.5557922,-307.6238567,-811.7082526,-71.93204787,-2.32190202
0.542,-210.900927,96.48960306,58.49152686,201.163141,133.68025
0.509,1151.165469,-521.0419263,198.0066028,-73.09327315,708.5544954
0.524,1237.763221,-20.05717461,492.4191029,-335.1469745,-99.95577829
0.518,-1032.933586,-493.1862371,831.6623782,-277.2031674,-91.42967427
0.524,293.4120084,-157.8521377,-709.2334334,-190.9719605,196.0299981
0.523,-1095.338884,549.4046639,184.6090301,264.4867504,59.90431328
0.592,968.4681742,245.9917009,42.39993606,20.67982077,-847.9583687
0.503,417.6081464,773.3566352,-107.4440149,-274.0410063,225.9975225
0.588,296.6919897,271.2279687,-481.3246141,-818.8562896,300.816276
0.502,284.9849373,778.3575189,443.6468731,-129.3583895,540.6977486
0.596,-275.6330306,-326.7279508,-495.5977543,688.7813405,99.54568834
0.512,-872.5617887,732.489924,51.32351175,454.601266,424.1748134
0.592,161.1453935,142.5259645,-449.6810996,-141.708551,749.5993685
0.546,1077.95048,-304.2602523,791.2958637,-434.8439509,66.89805687
0.596,-86.72956291,-250.004242,-807.2616987,130.3256517,-591.7122043
0.561,812.2456747,-21.32279554,-723.1277163,523.6998213,-2.566961156
0.533,966.2299854,-485.4145419,-275.8819011,-302.2471326,168.5194742
0.508,-541.2188854,-30.90270623,-465.7481535,-297.9949925,490.7087894
0.512,-785.2991399,-708.6306223,-107.4247529,352.801774,99.94697218
0.511,718.5067871,320.7861656,-495.2370414,-615.0287491,-397.3163512
0.506,36.37203927,-373.7117968,-846.6864994,-53.28273279,-27.08759167
0.589,276.5988331,1087.664527,295.0713558,341.1533749,-592.3073305
0.549,-798.098269,88.61505575,124.7542347,825.7134041,-813.6848973
0.519,398.5346603,-616.0384051,329.6759776,290.384532,1097.087131
0.598,-1188.748642,22.05771687,259.6098659,-541.4247108,-345.6443496
0.597,-423.8007386,387.7758936,98.12664778,-39.05719767,-396.8770102
0.51,-577.0840319,-506.4020894,-366.5070909,718.1343114,6.905006351
0.516,514.6805796,83.98258142,229.2435847,-402.9069706,183.1687875
0.571,-281.0710558,-2.95284462,-806.1935967,385.8083531,-605.4638944
0.533,-744.8661809,-564.827498,446.0462154,-320.1077735,-20.12838093
0.536,-895.1048917,-648.4892531,256.6820036,-277.1889613,158.6914476
0.651,328.3618518,611.2352246,-727.1540435,-330.6055991,33.51253245
0.602,1114.079976,44.94481302,594.2002682,-159.3809012,469.0655568
0.608,295.2830524,499.9225338,-712.5361808,-766.2516461,-39.87543418
0.666,-458.9666778,148.6125037,-612.4747181,-265.1298863,-44.04017791
0.636,636.2803217,408.6039779,-576.9449384,-686.7327552,235.2437929
0.68,-9.908978859,-388.0618916,-883.4865736,229.6402937,-436.6149594
0.602,140.3893544,523.9866682,-605.5217804,-768.4067756,156.0871978
0.641,-129.247712,559.8566422,-189.890281,791.1657454,385.480756
0.691,-970.0929601,261.4334212,731.3128065,-125.8065536,544.0488222
0.605,-538.3950637,365.6435844,-418.2343964,32.88988856,-297.98633
0.611,583.7458821,-488.5510291,636.5799242,-500.9137072,-231.3353516
0.623,715.9186528,573.8855021,25.46338322,-625.6065099,224.5609411
0.635,-1146.575391,456.0023233,874.3291546,-400.0464247,-500.6263508
0.674,1248.661343,52.08554397,193.083261,326.5517163,-68.53612797
0.693,-1044.416295,-76.57785293,390.4006613,-127.3506962,-349.5327948
0.62,-678.8122593,-84.59580784,464.2663863,260.8568567,188.2454775
0.628,-511.0410923,473.9067177,395.0034842,-857.7197853,-658.1576344
0.665,-851.196787,466.4581245,434.9445329,47.82868596,324.4537926
0.62,-434.6362784,-749.487073,268.5503255,-255.18771,-188.7976283
0.698,285.1076457,-463.6846672,-344.6208591,411.7693485,74.9526684
0.626,466.3223164,168.768933,446.3071561,-603.2757814,568.4059164
0.669,455.6877968,-944.0472974,138.0959297,255.3847492,-57.54263898
0.638,600.3469065,774.5388452,662.7989388,-614.9638494,215.5465313
0.657,359.7570093,685.6594556,557.0844716,845.6936734,-441.0802096
0.605,-384.2029308,813.148982,148.1229146,-421.6696708,422.4627675
0.601,42.56173606,77.39171301,-580.2044449,-443.4354367,-8.635156418
0.621,-495.0435088,-213.1652374,-404.814169,254.5902407,488.4402745
0.614,-1319.17875,-126.7001487,677.463385,104.2461297,-221.4883137
0.614,878.6591717,-1082.444937,-299.321346,110.6719844,-275.2600457
0.608,726.1191774,206.143663,174.4860489,-449.1656876,-529.1932871
0.629,579.7375966,67.59743548,291.9668175,401.3427077,1070.989041
0.695,-1304.248179,347.969128,333.9826607,327.8762738,-237.2263638
0.651,-316.75094,-514.532465,-885.4126185,-214.0972335,6.462865699
0.651,-354.1462465,175.9808308,-477.8629601,-144.2614647,-595.8154477
0.622,-1052.665477,-185.2259675,-255.1394627,520.4270473,335.7428371
0.653,-527.6321421,560.0943168,-162.9353898,17.61412132,353.4937306
0.634,301.9104501,907.012016,-400.3403224,459.8594751,-904.9956174
0.608,1520.456115,-102.2038813,468.3709846,-298.6913087,-487.905234
0.661,31.37352445,231.3143559,-812.2197076,62.36673601,191.9300228
0.601,-345.9964365,-122.0041063,414.0214474,142.4979294,-346.8650876
0.653,1088.579951,-199.0335548,302.2418621,193.3689334,543.3177967
0.686,-628.0855265,368.1115918,-272.4203427,-671.1143914,-312.905753
0.639,692.8181864,-735.672572,539.3422335,-297.0734413,-227.1766563
0.617,625.8563849,193.9346317,-313.4251772,194.6387226,456.066286
0.66,1151.579412,-90.94833727,286.0409596,194.9192751,172.1844301
0.771,572.417219,437.0326551,-450.6040238,-324.7265116,115.4432832
0.769,764.0476809,-83.0656689,-683.5099833,661.7420521,271.3179828
0.735,544.9754662,-330.8513369,194.2894229,805.8804313,271.3225735
0.728,-218.3503872,164.3433966,-213.0917729,458.012458,29.46849817
0.72,-723.8514603,34.7553133,155.5216714,274.1067634,-364.3872461
0.757,686.4621061,-14.6533,-203.8637652,629.3539701,174.1210451
0.762,1147.944016,805.6612523,213.0290813,-0.990810792,-480.6541931
0.734,879.9218776,42.33371909,129.6870793,-36.57773644,671.8712163
0.751,236.8875475,1026.046586,-541.0534582,-543.0154801,290.5015017
0.713,486.5591771,-734.6102067,165.0568208,-309.4383633,420.1181292
0.752,1126.751774,-1015.990488,115.2379302,11.827867,-349.1174698
0.733,-846.0126819,-519.3991717,174.207561,-407.6227731,243.174026
0.785,989.9571735,-489.5475743,-347.7522495,-337.7908806,76.51800167
0.762,-981.3849866,-162.6181651,68.01916417,-301.636459,329.6510693
0.747,396.0110024,-106.0741385,-194.7834017,-135.881731,792.0175007
0.735,-512.230286,519.0351925,-308.4190456,-193.0126149,-387.7134605
0.77,275.0791705,1185.551342,56.8649059,-28.31571891,-64.18333902
0.709,-683.5203248,-494.7883806,-280.1973109,-403.1297778,264.6279733
0.704,304.4986581,-185.0006316,378.5826652,-912.1474526,556.939307
0.767,1302.305823,228.7567387,289.9653381,330.0183366,291.9946954
0.775,1277.28024,640.7170147,-14.46791553,-200.0169863,-521.7810262
0.758,934.7859661,-175.5158907,-375.90594,-59.57917336,-3.71364504
0.757,1282.160734,-322.5657291,505.5875822,-356.412894,139.4155379
0.718,-734.9747588,-252.0327791,-604.472799,314.7449168,9.678463866
0.754,-1025.950849,-614.9358777,580.3583242,-358.5036236,-69.71011601
0.737,-10.54387639,918.9766942,-247.0069224,-214.1764222,-210.817633
0.794,-1137.368915,-490.9435029,202.5348017,-238.2715238,-342.7825797
0.73,-163.2909684,1174.973645,386.2269415,-254.1105802,115.5485318
0.74,-901.6346515,-274.19431,604.5917779,-480.6277616,-193.9700236
0.799,-520.8130267,378.355633,-347.7489305,-632.4917364,-348.8019658
0.755,-75.13752768,211.3822136,-414.8219829,-805.8767305,-17.67508967
0.779,-1127.394059,-4.945351904,340.6298343,498.1304535,-236.164617
0.735,-1216.445269,168.3891156,702.2602685,617.9067109,-89.79253974
0.764,877.9387179,-542.0289687,490.9196297,-608.0765299,461.5181903
0.745,-1281.413915,-149.4140818,710.0710421,26.15665663,-129.7135477
0.701,-867.5018743,496.2869451,-29.91722521,-373.5163935,405.5606748
0.799,710.7152908,367.5019259,93.76328218,68.21537835,-548.4221982
0.77,128.8595081,-137.5141285,-713.1088488,-250.3441887,-399.506594
0.762,-205.8243518,-357.0751114,-920.0891397,179.4492874,-241.8424236
0.777,-1042.750884,344.2233831,314.1617845,-39.53884369,224.5385141
0.737,714.2068848,-233.5184812,374.843544,-743.295549,270.8031914
0.79,360.6721574,-802.2498168,67.80598841,-364.242377,468.6130433
0.74,-149.3324044,1113.309964,-296.4586978,-459.8686073,9.46506165
0.728,560.5402923,-867.6218056,-61.67763898,26.09590132,171.1391753
0.78,644.5153894,-629.0223088,362.2082144,-662.0820687,117.2768575
0.706,-713.8572981,535.5469409,1043.963281,-677.1992813,-383.5586528
0.775,-425.9888697,344.4449222,65.34521811,-734.2323466,72.57708972
0.789,-753.9973314,74.60555052,-270.8032324,-151.7867039,228.0035064
0.769,358.2641574,-596.4976909,-130.1273719,38.33488038,-847.4516948
0.785,-952.8484063,760.637237,896.6814278,1153.33457,-3.691109151
0.806,110.8594551,-198.0707211,-724.8386486,135.8953776,-298.3115046
0.866,-1027.302932,-683.3797449,-1.213132278,-38.21814035,-95.63512398
0.887,185.642814,-653.1400033,323.4935456,858.0216635,-128.2279562
0.889,573.2124935,-910.2970342,132.5994121,-473.6531851,-274.0088164
0.88,442.5838403,-113.918612,-507.6816986,209.5591534,332.9137049
0.868,772.6639201,77.39002603,-212.6668416,-858.9385255,-144.650962
0.827,-544.9703752,-338.0390399,-661.4382061,22.36833507,173.3666723
0.879,-824.0493076,-695.0169633,443.5983568,-362.6900374,172.2033502
0.859,-622.5858937,572.5326788,-142.9821947,-647.8146057,194.7328688
0.844,-662.4609578,-639.5933355,141.4437214,545.2932542,423.1585858
0.833,821.3200975,-346.7817086,-800.0531201,17.1821136,30.5170352
0.889,1079.174409,413.8472365,622.1071661,-350.2565057,376.5753486
0.867,586.484504,-1159.340289,579.4697252,-495.7876579,197.4625791
