pred_prob,f_1
0.398,1072.623272591657
0.301,-766.3662932
0.314,-189.0448988
0.366,281.5655397972479
0.388,1123.2361352414723
0.33,497.43610661982194
0.38,108.70256939806652
0.346,-110.9406893
0.316,252.35584683335824
0.314,454.2164589480333
0.334,773.1514108908347
0.32,-393.1522752
0.344,-311.9509745
0.345,-1130.004306
0.395,-133.93969
0.498,1213.5129096849462
0.434,-475.4713384
0.44,364.4209779444201
0.439,-476.4760165
0.495,-585.2107439
0.412,1082.8695021102917
0.476,656.2274031884552
0.425,-814.1433703
0.407,224.54455929651797
0.427,-378.7630356
0.465,-621.7667701
0.471,862.1382435494313
0.408,-318.7588061
0.431,1209.706533042597
0.48,841.4970854575037
0.407,619.2136935811146
0.486,-689.761748
0.476,-68.03566666
0.404,-1145.463416
0.464,596.3484772
0.412,282.36460064949364
0.437,987.5080872776272
0.406,285.50145487517875
0.447,-357.8898103
0.494,-622.8369756
0.481,190.23362818519087
0.413,108.72900027115875
0.453,-1007.186057
0.429,-1097.243105
0.428,-130.6199632
0.48,-150.0270609
0.456,-1245.22187
0.488,30.64800061769983
0.464,-1422.783629
0.481,-406.5191453
0.434,-265.7679608
0.485,-622.1299619
0.418,505.6416328
0.438,929.0877525977711
0.409,103.75701714183158
0.477,822.8657414
0.472,-797.9608553
0.484,520.8706407
0.435,518.0549793464213
0.535,352.7810585735458
0.581,-545.8961169
0.548,-783.2500245
0.522,1023.6575124859238
0.501,-130.554346
0.542,-210.9003026
0.509,1151.164858741095
0.524,1237.7629815639118
0.518,-1032.933689
0.524,293.4129705399831
0.523,-1095.339115
0.592,968.4669084676292
0.503,417.6099646483208
0.588,296.6922369509052
0.502,284.9858500411492
0.596,-275.6327829
0.512,-872.5615122
0.592,161.1458851826953
0.546,1077.9499273148454
0.596,-86.72999489
0.561,812.2452111881262
0.533,966.2288190861362
0.508,-541.2189196
0.512,-785.2982994
0.511,718.5063525834267
0.506,36.37284350616815
0.589,276.5989001214755
0.549,-798.0994063
0.519,398.53548344154177
0.598,-1188.748132
0.597,-423.8012778
0.51,-577.0847729
0.516,514.6792361934756
0.571,-281.0709427
0.533,-744.8666576
0.536,-895.1060909
0.651,328.3615969621555
0.602,1114.078735142936
0.608,295.28358375513176
0.666,-458.9650921
0.636,636.2802538128019
0.68,-9.908634382
0.602,140.38952461617902
0.641,-129.2479845
0.691,-970.0944485
0.605,-538.3946346
0.611,583.7459581465844
0.623,715.9186811082872
0.635,-1146.573043
0.674,1248.662419682356
0.693,-1044.41686
0.62,-678.8127103
0.628,-511.0400541
0.665,-851.1979911
0.62,-434.6352302
0.698,285.1083659
0.626,466.3219257883754
0.669,455.6866452076226
0.638,600.3460081247612
0.657,359.7553621812513
0.605,-384.2027647
0.601,42.56152907002395
0.621,-495.0437936
0.614,-1319.17858
0.614,878.6591589492801
0.608,726.1181711884182
0.629,579.7360900525566
0.695,-1304.248034
0.651,-316.7512945
0.651,-354.146282
0.622,-1052.665437
0.653,-527.633178
0.634,301.90973901173766
0.608,1520.4559678843318
0.661,31.373682778320322
0.601,-345.9999152
0.653,1088.580471344425
0.686,-628.0858411
0.639,692.8200525941404
0.617,625.8566136117496
0.66,1151.5787405620956
0.771,572.4177732294918
0.769,764.0479741272468
0.735,544.9739665758526
0.728,-218.3511603
0.72,-723.8529373
0.757,686.4616430771599
0.762,1147.9433262698108
0.734,879.9205978628005
0.751,236.88868599654367
0.713,486.5589164449294
0.752,1126.751688136386
0.733,-846.0145307
0.785,989.9565379037352
0.762,-981.3859859
0.747,396.0102339
0.735,-512.2313925
0.77,275.0796310099728
0.709,-683.5219554
0.704,304.49841478984666
0.767,1302.305119692529
0.775,1277.2797124034983
0.758,934.7858202947243
0.757,1282.1612647513327
0.718,-734.9743779
0.754,-1025.949471
0.737,-10.5445433
0.794,-1137.368458
0.73,-163.2915465
0.74,-901.6339683
0.799,-520.8131441
0.755,-75.13696449
0.779,-1127.394257
0.735,-1216.445059
0.764,877.9396474
0.745,-1281.413339
0.701,-867.5019018
0.799,710.7157267481359
0.77,128.85922141180546
0.762,-205.8239017
0.777,-1042.749637
0.737,714.2073427173073
0.79,360.6720471517966
0.74,-149.3301446
0.728,560.5394485796082
0.78,644.5148412447162
0.706,-713.8566439
0.775,-425.9893288
0.789,-753.9989173
0.769,358.26323996835856
0.785,-952.8470789
0.806,110.85909011435473
0.866,-1027.304124
0.887,185.6413444513883
0.889,573.2117132285198
0.88,442.58474109407047
0.868,772.6637625639061
0.827,-544.9713699
0.879,-824.0494784
0.859,-622.5858271
0.844,-662.4607539
0.833,821.3186401460516
0.889,1079.1733672068128
0.867,586.4850846361572
0.897,-914.7379705
0.833,411.24121690507195
0.87,-929.9654583
0.899,-102.1039146
0.804,-446.4385306
0.823,-863.9795292
0.896,-222.9966378
0.815,-539.9305413
0.89,460.8013229777927
0.868,508.27564200515997
0.827,-385.9563861
0.816,-0.032650104
0.86,798.4273343
0.879,512.7479762
0.86,-922.1745726
0.804,-533.9095026
0.877,295.9506496
0.848,131.68894664892596
0.842,-16.69534803
0.888,63.84532838
0.876,229.19349087547175
0.873,503.6242408943522
0.861,396.75410187171707
0.898,105.22083944940174
0.866,1235.6069476603866
0.841,-519.1767474
0.846,881.7471987468125
0.858,221.66025660957217
0.852,1284.2700206342342
0.837,906.1185960433849
0.882,-211.6626121
0.877,-1147.307204
0.856,139.76986139584054
0.823,-848.314824
0.871,1106.0432937184478
0.833,177.57718932515533
0.896,3.8446014899822254
0.992,949.4137426031537
1,-539.1234967
0.995,63.33551310712595
1,-481.2726861
0.999,765.4052469446319
0.936,-822.4872177
1,214.0641358924575
0.995,931.9362237882182
1,-576.1944989
1,-472.2363486
1,978.4559849423483
1,-1000.687226
0.996,432.5094458502121
1,-690.9443092
1,355.9159936022453
1,1557.8399047671126
0.993,-783.9966523
1,-471.2705541
0.995,958.3031323119737
0.981,1086.501897
0.942,-799.8593542
0.983,-861.4822032
0.999,-256.8605463
0.998,695.5747569278643
0.997,-13.35348552
1,-974.3799609
1,-901.1615697
0.992,860.9682211290502
1,-1023.373601
1,1193.7420490789889
0.934,148.28297844505283
1,-270.1795913
1,927.8157662
0.989,927.8485015964259
1,278.19012496555575
1,291.9482836529185
0.996,898.7886241907763
1,-477.5566919
1,762.4125294149933
0.999,808.0708139986622
0.993,1291.9073595032457
0.999,786.7128603290802
0.996,-746.5952986
0.957,-738.0232443
0.997,784.1838315843373
0.981,-693.8794471
0.949,-59.57300519
0.981,-839.6154038
0.992,265.6993587449849
1,20.045650142100374
