pred_prob,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10
0,-53.53228974,-899.966932,95.96956635,489.8201226,-367.558942,-545.1872661,459.2861043,-578.9840428,-55.17459748,306.5613523
0.001,-408.4993634,253.8824652,-436.4503124,-432.7754237,-873.6651808,-56.58402775,8.460622269,209.9522744,-456.6054456,79.60583944
0,1016.878901,-206.5005795,825.2703604,165.7217614,-109.1375874,-187.0008849,-847.6135172,302.4289376,-85.42812835,-274.962074
0,241.8172381,-823.4335699,731.8300819,-180.8014305,-811.1753917,-21.12450805,58.18168317,6.76567383,715.9715422,49.69266054
0.183,-287.2028587,615.6845871,-306.346203,-910.1694402,-463.9197487,-430.2774419,-340.3342267,72.76092296,315.197769,152.5587403
0.2,908.4336918,-643.563229,243.4174709,-145.3486526,-256.7375576,1048.499328,-58.90129422,114.1001034,288.9066444,-482.7562708
0.122,175.9420953,-331.550359,-447.0090378,434.8529448,-119.8511156,-703.6574157,-77.35160707,267.9519868,29.37443174,-429.4040718
0.144,621.249709,302.4606289,153.96164,-92.93808009,732.634964,-75.47759849,-10.90196502,-438.4841738,25.15755268,-21.59906665
0.106,-1115.520713,-27.88342,705.1979385,78.54336126,-501.8920644,-152.5142691,-116.7338158,273.1564132,-286.6531207,34.33210774
0.123,418.8625089,-196.5964674,320.7568161,410.5601524,-695.2625878,594.4556906,32.08994192,11.49511405,23.62602548,267.9338075
0.134,765.1020328,-138.3826421,-183.7720284,-374.9353652,-707.5583139,252.9144164,-311.8436978,467.1765485,-250.9299355,258.4707735
0.138,43.06888204,757.5977041,-78.03580949,-124.9769607,-728.8692584,-6.759801606,35.27626327,-178.503528,-719.9016727,-357.4680934
0.118,494.5839664,481.9930973,-667.6531592,73.10275369,358.5534707,295.8835903,-243.8466059,76.87272094,-523.8633565,112.9408582
0.138,532.9018888,-280.3754135,-496.5292766,-263.3998036,-439.7132311,222.8448674,-265.8240792,340.0272767,-195.3760511,231.2240062
0.166,311.875417,-947.5653185,-478.9779573,-321.797681,163.1815524,-106.3225822,-270.1873572,-292.1957107,-236.3798116,293.7548409
0.173,-881.885317,408.7925999,562.8067507,-184.8231316,-376.9287435,44.95362121,-430.928797,130.5579917,225.9725783,-281.591149
0.173,-796.2125062,-479.8991547,519.6357221,315.7554273,51.71380122,447.899623,173.4742344,-320.2788619,-532.2042805,-285.3002609
0.183,-183.7372549,205.5154395,-172.1691861,-420.3211555,115.4115893,76.58290771,-113.1265305,210.1207366,401.4181899,66.51415818
0.108,738.0379047,-265.6485748,-30.77919277,-599.976377,97.61137018,39.5649977,67.27958935,119.7232712,-127.3442574,218.9263791
0.128,160.7294273,1300.38912,351.4419962,-97.25373541,510.7342901,-533.2744913,-339.0384068,-180.4669979,322.6914777,365.7710022
0.109,1218.234562,-620.8393763,396.9489618,163.7359378,675.4702542,-432.8329583,-867.19453,-162.3426262,145.9639731,349.7605827
0.108,-124.6161714,-827.9431388,-412.9453587,-246.598777,213.278996,-546.3751512,421.8805023,-64.85839858,433.3526105,87.20291947
0.119,1512.613795,-236.0472992,1027.507798,362.1043589,-37.92487677,130.7296404,-649.8017743,361.4110183,-218.155051,-101.9184564
0.111,966.2684,-444.495616,724.5275009,9.910042756,-160.7531907,631.2202731,-22.53202653,14.86160115,-85.02256936,-386.0124175
0.176,-922.8307478,1191.147442,839.357719,147.5807174,-398.6043276,-106.4760752,-307.0345586,-253.5388109,-47.9913793,-466.5650058
0.129,-47.24774447,-305.2840606,-402.573044,236.6174496,341.212139,-31.46734383,-346.0836897,28.27906846,111.227386,641.3179411
0.153,-857.5258252,110.6926273,-92.30034965,511.1464878,522.0199022,-25.94635278,-417.4565176,213.3902905,583.185986,-122.7226977
0.142,-263.9523086,376.9646967,320.5792467,-881.8195512,173.5836293,-581.8220361,15.69688884,-290.2561281,161.0288752,251.7604401
0.146,-85.49310747,80.49346999,-289.2283718,939.1191713,193.704513,-347.0379201,157.4523054,337.751337,746.5969006,180.8261824
0.184,888.2409129,-911.0227634,566.9315994,97.457699,-372.854597,414.1711036,-459.6218251,41.478136,115.0055104,-100.2182618
0.14,357.8660297,393.926413,-782.4127745,-559.9661323,218.4253175,-29.93326898,121.5079598,28.60593139,-83.6755517,-329.331464
0.177,972.7983593,-277.0849076,216.2384958,291.0319195,987.5707057,-661.4778479,-196.0686447,79.41827867,-250.1189146,722.7622098
0.111,577.8044213,-372.3093197,705.3682534,237.1545819,-609.4365088,-560.7878157,-539.88766,-355.4641858,165.5382998,-134.8689328
0.145,20.4777942,83.47941089,-472.2629658,603.3327967,-296.5955758,198.1455855,-73.1714176,87.21285745,-315.8289916,426.3156386
0.183,371.3337533,482.463737,-206.0735291,658.3121878,-314.6621509,-38.99148902,-277.0323397,186.0826903,-448.9389136,623.4955268
0.106,167.1715795,-445.1087271,-699.4754525,-568.0524278,189.2227228,254.6282397,-190.2691715,-21.79616022,-359.4958638,-13.11974016
0.2,-649.9681343,490.3609704,-210.5981849,142.2461898,-473.4656388,363.6094733,-184.1862857,66.51600395,-448.5868376,-237.0392104
0.138,232.0601483,-279.9963611,531.8681736,106.4405645,-455.2079407,-1019.620645,279.3708862,-656.0425234,466.0153085,276.8173623
0.177,1269.338471,-68.26653709,755.2260476,257.9964223,-408.8096979,421.1347383,-44.23647882,334.6675935,-179.8885018,-83.42365851
0.14,296.0066024,194.611595,759.5492358,-846.8029755,188.3770397,278.7805464,445.8528945,152.1022571,-317.3678785,120.0930383
0.146,1120.251245,403.0390743,-195.0975361,55.02452266,77.50899748,-504.2981338,-482.0559955,516.2880029,139.5303287,469.0142099
0.103,1240.71586,-263.481033,-34.82536581,-253.8650378,125.1248426,-287.6018165,-786.2462753,220.8102933,56.79277305,423.1193647
0.113,646.8017075,629.6303873,-128.3485101,-13.11046568,-14.50982762,-333.6220886,-49.1043047,182.246531,258.040248,-46.00004694
0.109,985.2591333,1051.722249,508.0912941,562.0065411,106.2013031,-279.4116899,-461.7673636,337.3563127,-59.10452493,-291.5188118
0.19,-359.4951575,-390.1570264,-586.9735188,-400.7122274,127.6553114,33.30896294,76.39116632,-238.0248116,337.7125438,-95.093375
0.156,-1122.997371,212.9281407,598.9558266,-175.5472365,226.0877406,-4.087277365,-212.8818916,-501.1552878,-156.5912151,-104.3062062
0.132,-880.8955706,-102.94431,-296.0992725,359.1451269,135.3301935,350.0197545,-344.7064472,76.39117394,384.4547396,-197.8230419
0.105,-225.2446573,-3.654537259,-764.709798,-312.1141511,141.5625582,388.9341615,-152.7265931,466.9443483,142.7075959,-142.7627161
0.193,992.47729,467.0053989,542.7448402,-66.35419133,770.972857,-180.076924,-271.2584309,-205.955792,124.5065309,9.881364497
0.113,-554.0723561,586.4440869,506.0743388,-601.1691509,-543.899708,-494.0083619,-27.21086326,-211.4787175,-473.7836864,256.9018194
0.137,-656.1958953,-944.7708427,182.7852716,-527.2023256,-403.4040589,72.69293418,-227.2543682,-54.03017026,-451.3341556,-32.78978388
0.109,253.0407041,304.8934745,-542.3217866,-346.7157411,-470.390018,62.45008015,305.5146915,-62.53807492,452.1587592,140.491022
0.159,-893.1854792,-609.0236645,180.4222907,-181.68667,112.4514496,-130.403019,-467.3419382,42.03659653,-108.1133423,-234.950567
0.101,-458.0625588,776.9669736,162.49203,143.0043862,313.1400107,31.73834073,656.1675141,-170.253204,-70.19309137,164.9525652
0.287,-1169.38671,410.2487367,226.8068071,192.5414005,-225.869552,710.0315431,-136.5098681,339.0714292,-324.4302254,100.8980985
0.213,-489.6460678,-327.8703022,-82.1793475,705.3875361,28.05473741,-193.0153368,309.866917,-217.8792346,560.5643074,459.5584406
0.276,847.2363127,-500.8151256,-90.38076344,252.8311087,95.22610849,-97.73559631,-249.316693,-180.685787,-9.454301129,123.6157358
0.226,-45.0320961,281.6059965,-502.215592,151.9922877,-240.1341895,296.8899512,179.2412536,844.9675812,34.01767998,-59.27513231
0.249,39.74848427,675.6496791,-858.8462825,-153.3498706,363.2121692,-12.35242037,-95.62902349,-116.8983042,-41.7680078,167.1932943
0.202,990.4728345,-29.88090753,-369.3176071,-337.7467881,-58.25987712,-370.2743319,-519.7028667,82.48589241,-28.18477878,760.7607655
0.227,490.7175134,-169.2846275,278.3287291,733.9888894,291.8466565,466.675505,38.78696097,-1006.161661,43.36823921,-405.9421089
0.201,-640.7331363,313.5249061,-327.027006,-73.52449072,-491.9109539,438.3101951,238.7211957,168.1142901,-467.3690191,73.74864171
0.237,-1180.182824,-370.8280221,710.3953225,-160.6651363,-4.2854461,14.03085512,-325.0296142,-324.4396214,206.8554216,191.2468968
0.267,-398.7498253,6.067605329,-406.0570425,470.2512809,376.6994757,138.3637303,40.51863628,253.5127797,-342.8689253,894.9823531
0.204,-626.4923348,27.64168621,-3.2814222,239.2215472,78.48952515,-272.2056056,308.0234872,-95.06011478,-545.122828,-413.1794223
0.235,-342.1567887,679.913308,-328.0504332,319.2220755,-635.5252036,390.0296462,615.9811325,-11.57265382,-408.9210756,332.1583672
0.262,-938.906381,671.3323192,467.7797086,-462.3016367,-262.5185559,5.845782172,-152.4730195,-793.4548585,371.6950785,86.73087166
0.259,-999.5427685,547.9176945,350.6048255,495.6210416,596.1086698,506.8095035,-257.6792397,286.2004979,-84.85596579,-56.72291414
0.25,-526.6043779,-194.783036,-537.4009306,-39.13587612,-162.9853716,242.4046378,224.0446631,560.0391903,-88.53884178,181.0315352
0.235,-365.2479799,-166.1894858,-719.7708473,-703.6145207,-172.1138432,-220.1273554,24.34443344,35.41677277,482.7972857,-243.2314577
0.206,859.8811147,923.144737,969.2147191,-312.7630827,542.9859942,273.7628205,408.3449246,-65.43140641,-17.64819336,-71.86102064
0.22,-991.4130787,-74.59663807,752.4468386,-25.91253146,328.8820013,232.8808158,-228.9687322,649.3155495,-202.9526166,-461.2827823
0.224,-999.3351966,-456.4710833,632.947683,-376.7001737,-325.4757941,134.8085472,-395.2960476,360.1404259,-491.6984294,-45.8700698
0.297,-1146.056557,626.766482,165.8059907,261.6014633,56.46743765,911.9050763,-225.0865654,24.48733289,76.66425326,86.82135175
0.281,965.8912569,-182.4353729,828.3248073,819.161603,569.7152501,-361.8320007,-195.582858,558.415315,-117.7522944,-560.2775991
0.24,43.97241612,-225.4019287,-76.92208581,1352.970158,-232.5483647,-452.030292,-29.81428673,-564.6099178,332.2942192,233.5146472
0.223,432.3481861,-159.4882931,9.805679551,697.9788444,242.707508,-122.5556747,-566.643963,-220.0266222,-374.1120932,494.297563
0.234,-843.2480715,-741.6438812,337.6422595,59.3681438,-103.3707918,178.4956545,298.0573737,173.8623086,746.1086662,-396.5512574
0.21,-1273.198038,263.821617,770.2378383,191.3601966,422.3515873,378.5168171,-489.9260516,-286.1807022,110.4011914,-166.9929552
0.269,679.4812509,24.24017986,572.3443075,-466.4324036,-198.8566352,-53.13722039,773.6352095,378.8881469,-258.701587,143.5445177
0.258,-1044.694677,635.3838371,511.2736946,-155.9594752,-210.6274278,455.9677498,-299.1050759,-306.5165019,435.2475335,-113.9477452
0.218,209.7894978,-853.412418,-440.8051397,-66.81235945,-114.38241,-629.8371636,29.21422109,-436.8788166,210.6580755,-236.226318
0.231,-954.8663704,-654.7440765,688.1435974,-487.1693488,83.56994171,68.23959936,-155.3203242,104.6429275,-216.4277722,58.22130953
0.203,-976.3424883,-387.4867099,252.7600819,-641.180561,-356.0291751,274.1524776,-206.8265725,-477.7695813,-184.4941758,718.6482063
0.294,165.4103546,158.7804798,309.8913458,-1017.175434,178.9360168,-91.31891486,457.6322072,-352.3608983,134.9124656,16.76640834
0.248,91.33182326,-1177.873491,404.6251824,7.663398556,-17.8489862,-263.860152,402.7143245,-255.2496334,-357.7859791,-274.6481669
0.277,-990.453219,-22.8678807,-36.92393271,252.7325975,-744.046983,-173.303388,-184.7735032,180.3561767,120.6909177,-38.13489831
0.274,451.1037418,-802.4932198,-24.62443817,229.6265332,-751.2746447,660.8183425,-11.37819441,386.9646988,389.4098788,321.7175537
0.224,274.4500648,474.3444789,-270.2588774,668.9758539,790.2318254,584.1085587,104.0992306,481.3248656,-339.0165821,316.6943033
0.252,-528.7319426,-262.6685055,-260.0984595,-625.138138,-147.4858212,399.573937,-47.09271946,60.61583547,-131.9569443,184.1994161
0.238,158.7581629,176.0670504,527.0255711,420.6031242,33.20297632,714.6020448,373.7784773,-873.6767993,335.8136567,-338.5065945
0.264,1224.226781,-415.7329371,-88.89663377,-111.2827864,-26.11971891,-184.2545449,-419.6261373,107.3933346,60.88460042,92.53440587
0.213,841.1223281,500.6601769,640.4932691,876.7239925,-824.7099244,-76.4086567,-598.4410917,421.713407,-186.0557462,468.3795738
0.281,607.6207146,809.5502694,827.5210635,-246.8458681,667.00067,109.6415863,891.7069352,196.0889811,624.4877847,150.0700445
0.208,-106.627676,706.0767247,-670.143805,65.68515061,215.8767286,52.99619211,-186.7470575,248.696767,-189.5757997,-406.5491645
0.252,-77.59547729,-582.7089503,-583.3590532,313.1572016,402.6182137,37.63535541,2.406460276,208.9102591,103.0556537,593.914719
0.259,-235.9544203,802.4440767,51.42696524,-684.5633419,-61.08573015,-452.9276828,117.0107685,-92.81502406,-138.3366713,119.1510571
0.218,672.9437051,589.9187644,-397.307046,-21.72791218,252.8783884,76.95066873,143.1968598,69.35319034,303.2861803,48.53007933
0.264,1023.701229,-87.76331253,207.8750744,-316.9296994,96.6675711,-258.1428868,54.6849767,253.1562471,-311.7345001,-520.2179446
0.254,-99.84828914,-299.0097307,36.09471639,1036.331347,484.2197744,-114.7576346,-450.8296747,5.923903343,-395.1033772,328.258854
0.204,-921.8928013,480.1185946,453.1493087,-230.70959,76.54488215,-116.68012,-324.2476928,-797.3105494,162.0212202,-465.8216288
0.288,290.2700573,-465.6036828,-777.3052038,-425.3400342,123.7579376,-493.2339103,-193.8457956,-168.3496684,-399.4891894,240.9759659
0.228,1.867686822,337.8028117,-816.9522935,-106.0579673,-659.1132051,7.162002283,-39.51620553,129.2386453,-69.65445859,-132.9358943
0.27,-133.8288589,-443.9367965,-447.9948255,736.8624785,76.50489727,-371.8451756,-173.3006341,-257.6503207,-214.2651327,-69.0183209
0.326,944.6867663,620.6869377,277.247152,641.3932005,33.17103933,284.3880689,-438.2511299,130.5032329,218.3743447,-387.1623779
0.3,651.7283908,-912.3747886,751.4128471,157.8232799,-732.5147805,436.6062678,-320.4611041,172.8989609,330.4101966,-177.6234669
0.32,-77.17750073,-345.0374198,-250.7871067,690.1708896,-672.3822631,494.7166477,658.1322809,81.27691131,138.0841409,608.7535801
0.318,-209.362987,368.6470916,-427.9982733,-200.3079572,-549.92454,-20.82214919,-35.04619553,44.09797178,-635.6236836,-265.1818301
0.329,219.4398842,63.70303361,-64.22910466,552.7774498,239.9244805,-538.442449,111.1824824,-108.7650498,-163.7362761,-68.09111887
0.391,592.1686972,-1084.931508,198.4104104,270.4438989,-203.0471989,-13.45167453,-25.55267305,-318.760208,-166.0133659,-149.1749268
0.344,-490.8340147,646.2858791,-332.0672427,117.9009585,333.1150754,370.0163396,-569.7847911,245.7432427,608.7342811,387.9552819
0.391,-843.1793428,92.38599777,36.47477547,12.75339539,423.3670945,-255.3442676,-442.2680559,195.9826672,-4.661454613,-203.4792028
0.32,808.6838732,809.4884039,367.1908668,-254.8366033,448.8426284,-375.2495863,438.9563871,494.9716799,-191.3252476,183.1896049
0.377,764.2449371,1267.257196,-63.51446013,-412.2484807,127.4375925,103.0931448,-3.546934574,-78.04572588,-259.0616993,-8.230641194
0.326,-746.678486,-415.3458244,29.54182557,193.3125723,-16.11989179,-565.7793793,249.6631477,-117.8661641,-609.6917847,312.4268118
0.352,266.7764469,-918.1227935,348.0274583,-518.2983842,-227.0014743,177.4394835,317.4658341,109.519526,174.954229,-109.2241922
0.331,282.8742234,1004.188947,-500.6840154,-417.39171,236.9497826,-193.9995236,-263.3358489,-200.4523567,135.2082316,-271.1205228
0.338,-77.86141301,144.4673062,42.19200587,1461.577065,-643.6653491,269.8133057,544.3114763,-201.1802645,-438.6498447,673.2928041
0.348,-1258.894749,365.0684214,596.7411067,-29.91843567,-78.46314496,736.5138112,-299.1026076,48.13444393,-267.0867625,178.456891
0.31,195.0332089,26.78059271,-782.4879608,-183.5551507,66.67069448,-505.1737596,169.5149889,149.4204746,20.79816099,-315.3951574
0.384,-232.558267,204.8561788,-510.1176055,-682.0016221,370.7831062,-245.797008,-0.824520742,205.8323939,103.6983065,-370.6834374
0.31,-334.3523374,-145.4879521,-661.6371586,-454.3099219,37.78542206,-228.5408448,-361.2381878,-15.55248077,-174.5760928,-462.4489391
0.383,202.0627101,258.3781298,-864.8629005,70.93670622,202.8761618,9.663889529,-145.3432257,39.10756785,-433.778607,-355.9746354
0.344,-587.3936226,-1005.438597,-137.7778095,-724.0791321,-72.14446373,97.5012966,-153.6025745,-244.8532474,-257.1425069,9.352711133
0.373,-51.41035863,149.5878835,-857.8179479,592.1701961,-84.88399705,-500.236369,-74.07330801,37.85700028,99.46502238,-134.1999901
0.314,690.0649346,331.959662,-21.30450757,-231.4806805,615.3521647,-14.72228024,154.1809401,-55.68494233,-432.7472292,311.6199089
0.329,-533.5523168,501.3354773,182.5679452,-44.73006873,619.8481912,54.75232514,238.8341182,793.2552662,837.7604086,-393.5242936
0.31,-1271.30143,406.4782074,727.7830897,169.5772141,429.7332168,605.0633174,-608.5591597,85.27149254,-56.53115342,151.5655547
0.367,-1172.6556,-86.00416245,990.4878143,203.267791,351.1607223,181.922364,-153.5414388,90.50235425,-349.7306604,-379.7418749
0.393,-773.0301194,-915.877557,152.0598338,-496.2621885,-62.29202125,-13.12530455,-52.1751313,-338.2459673,77.95681065,-44.01072849
0.324,-426.9891517,631.9388318,631.3681276,-95.55289928,250.9503282,-334.3655314,291.6245935,-641.3140091,591.7745877,-51.94371116
0.303,547.0817643,37.81989743,-927.4233416,94.3339216,96.56660916,-116.7485331,47.63825168,430.2897357,172.5267212,103.5639221
0.383,710.5010857,532.6761577,560.8081558,272.4245219,984.7259213,-321.8286131,380.8111914,216.5694979,233.0358738,-222.8027732
0.356,359.2846363,195.7393925,-434.0706876,352.0305169,-598.4806594,510.8818244,534.0787934,-177.8391841,-199.5470325,443.5403189
0.359,380.0765646,294.5795599,-386.7168701,306.7321989,-1090.116394,-103.7163714,400.127675,193.3678903,360.3397958,-254.6622629
0.342,388.2554391,-835.0473046,495.9682243,-52.47587862,474.1923936,-282.2145312,497.6324243,-100.8799804,-152.6711713,-159.6866947
0.384,-837.235987,-38.3700337,-161.2948664,-275.8086264,335.2689855,141.1426458,-794.576247,-124.8335235,-14.7183754,106.0969935
0.347,-692.8783342,17.95616509,-200.4301132,579.4843666,172.2493801,164.542567,-96.54366541,459.1787298,-436.573931,100.8139222
0.382,-73.22867758,374.4652585,-573.4833737,-166.7951106,734.3725697,-155.1592679,203.923847,-331.8281123,-412.8493927,275.6685492
0.398,1072.622272,474.6238672,1145.784369,397.069056,128.3337502,334.5139061,143.4411753,-782.6688925,105.8663779,-580.3687971
0.301,-766.3662416,356.2629579,40.9267995,-220.9394098,-220.4840521,490.3354159,-148.814962,285.3769699,-220.47066,599.5731976
0.314,-189.0459175,789.6568582,-140.6209291,-61.75224111,-668.093546,208.3828152,-152.8559443,-118.8807804,-188.8797379,-375.8269534
0.366,281.565066,-908.7660841,29.98455786,152.4496092,263.027521,-588.1618549,459.6447126,-325.2332514,-183.2338595,-27.11119982
0.388,1123.236086,550.7312858,360.9065926,-573.2165607,220.6955982,186.3027651,-56.64891214,48.89374328,-73.61840742,220.9202722
0.33,497.435132,151.6624351,-209.6405756,-481.4763544,525.3320841,-409.3807327,32.18616947,319.5713822,-373.7500535,-71.26772104
0.38,108.7041709,539.2292264,-65.84969466,-494.8448336,54.00292308,-16.03356647,-19.11378488,107.2156153,-385.0533544,-388.9008971
0.346,-110.9408609,1355.61852,615.5623943,-385.5808404,-75.19639892,-606.6206184,-36.86193345,114.376126,451.5600922,614.0649209
0.316,252.3564075,1141.968208,-283.7565029,479.530138,390.8792121,-469.7730447,-282.7986536,190.9472072,-103.6154384,-449.9395578
0.314,454.2168279,-813.8710129,-309.6716401,-375.4741665,-545.9489033,262.0166891,-300.6289756,-26.66568211,186.6667662,-86.76167334
0.334,773.1518611,-646.7198772,521.5751803,-173.6091495,-96.61506549,-323.3611086,-511.8735905,216.8449387,459.8928511,17.01260594
0.32,-393.1519444,-626.2054208,941.1082815,445.0962127,-471.9290212,-445.0867319,-178.8146487,510.0170529,14.3103515,-94.67393795
0.344,-311.952054,126.3965341,79.31211886,872.0798287,14.41801512,-256.6052822,228.5981076,1136.687727,148.2361271,-328.7742158
0.345,-1130.003966,-141.0123196,623.5626088,535.1756586,-1.991457224,-132.4698873,157.6577678,176.4218292,339.9045998,-566.6973063
0.395,-133.9390885,533.0122275,-238.5866883,-956.776438,-246.4185171,-670.1790436,-7.804742941,-100.9197078,275.5333014,-104.8857602
0.498,1213.512231,-202.533607,816.1272241,387.6877226,171.4856751,307.6480956,99.49090637,8.99145649,218.460713,-79.72423279
0.434,-475.470882,-147.1457418,-513.4578231,347.1629288,-145.6170875,-290.2362383,-47.38527087,247.8026402,-824.1291613,-142.7416875
0.44,364.4217519,-187.0751572,-266.8490153,-705.8883399,18.27226389,-305.620401,195.1326693,-136.5920779,-185.2640508,-11.68600101
0.439,-476.4763456,-1052.453156,59.80704662,234.3257753,236.8839169,-124.1816829,467.5979092,208.1934977,-286.4686832,128.6702503
0.495,-585.2098778,708.9666541,175.28698,15.65473601,-201.6804174,284.3915154,-202.7444027,-180.4951089,-468.5700895,234.9259701
