pred_prob,f_1,f_2,f_3
0.423,-172.7906412,1213.93152,-172.330857
0.45,-992.2861667,-23.55227674,-83.19646177
0.411,-392.8738131,-190.5742034,-775.82294
0.438,-591.8947454,-184.2139192,-761.1821954
0.427,257.4927423,-135.90258,943.4363991
0.401,-306.3662251,-245.486625,-468.0460666
0.512,-119.9029567,-573.6586602,721.8850398
0.596,-115.2954937,-346.9794311,54.67008881
0.573,603.1395121,-22.97968055,-306.6263223
0.543,968.731128,-93.29922658,201.6053329
0.599,783.8548605,-293.9495244,-486.6767507
0.569,-209.1170689,767.5548475,-654.1481665
0.593,365.9256903,693.0333277,-617.7435822
0.576,100.7734401,-96.24504276,-683.1257372
0.554,-557.8465897,339.5701813,16.60286302
0.51,1089.345046,43.3878625,-401.5719047
0.527,885.4281806,-588.1741081,723.3061825
0.556,1552.122014,401.7468711,30.38819873
0.571,140.8880736,-191.4946484,1257.264951
0.541,-878.2007739,-237.2711289,225.1137607
0.519,-386.9776479,-358.3923301,-124.9295873
0.563,-859.4696762,-193.3674574,561.5551668
0.6,785.4901847,1190.701011,-515.3901582
0.581,1019.773555,1229.868625,444.8305985
0.598,-869.5961259,-91.45228095,141.8879036
0.577,-196.6093066,205.0448484,640.4742878
0.595,-644.1882313,-259.7103111,733.0591317
0.545,334.3063349,-435.5114219,-73.52069016
0.572,-1089.126932,123.4097038,-321.3489494
0.556,3.1325282,-117.267994,-419.554615
0.557,843.0809901,-272.6764767,-104.0460266
0.567,391.3524648,-632.9518757,382.6863598
0.54,168.035828,-37.55231934,-231.4268601
0.504,641.8385239,-579.8051267,-506.1889182
0.546,263.2844682,-647.4295116,128.8473374
0.537,637.3541926,-232.5739938,173.24908
0.558,332.8092522,-613.1777663,-20.24393995
0.561,28.27619252,-607.5596811,112.7448308
0.589,-390.4241028,-193.8516865,124.4121244
0.573,802.6591173,-467.1141267,-317.1156896
0.555,-1007.196833,-194.7160481,83.91000532
0.565,-957.1042047,555.0273838,-28.61139589
0.526,-888.0168506,-377.8078219,-256.121791
0.528,-681.7326502,-296.6758198,484.8301387
0.586,114.7142655,1132.714857,244.0616686
0.554,-1210.43379,81.01655885,477.0858313
0.561,-989.0222776,402.6651772,348.1564058
0.579,-798.3927924,191.4052634,-301.0417602
0.549,-681.8645329,-184.2945355,-378.0448717
0.53,9.728145754,-534.271941,784.8943373
0.525,-756.5541851,-10.15510601,-606.629312
0.531,-700.8630762,48.51965026,-925.5502952
0.521,164.135895,-383.3465678,353.9778323
0.592,760.7846866,-518.9754791,-435.1120141
0.502,688.3968908,1284.323029,-3.625315081
0.534,836.3333339,97.22419058,125.2595038
0.604,765.5697897,-186.4848284,292.5112812
0.613,311.134441,-449.9922918,1032.763558
0.615,-165.589666,146.7832325,936.6590095
0.635,265.8928844,128.3036253,148.4108338
0.677,498.921104,-519.1116994,173.1110538
0.648,735.3992726,235.7082281,-219.3934123
0.65,-262.4337654,64.81862987,336.8005919
0.637,-82.2778449,-780.0371092,267.2213357
0.678,281.7859434,-613.4421978,-54.30449008
0.674,-680.512235,-466.0565667,37.94212333
0.6,961.64981,-382.0605785,-162.4358472
0.691,63.96229987,51.30919886,373.4135065
0.621,-883.4938035,-95.87195226,-307.4368386
0.64,1476.656574,786.1798988,130.7511179
0.65,-519.8176566,531.8240392,-395.7033699
0.692,-75.77475504,699.2918845,-92.11009698
0.7,433.9030793,-729.3470166,-863.5634036
0.677,-913.3240404,666.3487322,-455.2690332
0.635,349.8469025,-406.4844723,324.3827521
0.696,-944.7401182,-124.3225477,-362.4012108
0.604,-124.730527,392.508184,-866.9165562
0.648,-504.0880834,-260.1857851,77.63441284
0.61,1293.320713,-142.8928468,-300.5376199
0.643,-1226.487966,263.6527092,394.0370384
0.699,-728.0324209,-560.1436166,-65.4924842
0.626,-770.5769378,128.249631,-707.3293275
0.63,338.7598247,-594.6819243,1084.100671
0.656,-1039.68146,87.81355008,693.8171958
0.612,-1144.86513,412.8920814,-353.8161379
0.632,-121.2293352,6.674766339,-611.6173027
0.608,-1013.848732,-107.4578752,325.2353924
0.658,-600.1021294,-25.23641706,-62.46889754
0.621,-311.9020327,-228.9721988,735.8321811
0.687,748.1520446,109.7463211,271.4654426
0.667,-1190.384544,625.1665237,-208.6756636
0.62,-994.7114067,409.3509961,272.8558561
0.63,-926.3814185,-65.91354346,-307.1492474
0.676,8.273188153,-34.02603377,813.7631838
0.698,598.7088284,87.05633067,-259.0413471
0.656,301.925706,596.9632491,308.7987144
0.636,-629.0632144,506.3477654,495.8662053
0.695,-189.1282268,-562.0993138,319.6155187
0.668,-371.0558913,-293.8852654,1028.515586
0.679,99.29653047,-910.2810638,-30.9753444
0.664,-321.7429129,712.7738533,320.5512092
0.672,661.9927969,-402.94215,-563.6742154
0.657,412.3454623,-249.5771119,714.4277241
0.682,1019.016001,17.27187267,32.60186662
0.646,532.9871244,1210.583125,-69.61337813
0.615,95.05216778,1463.766378,-181.2493521
0.792,164.570023,-702.7847718,-257.1736395
0.777,350.7468277,457.1651663,-813.6982193
0.728,72.69923531,980.3153942,-197.9470738
0.723,-492.5211196,-110.762131,883.2022861
0.768,476.659345,-559.4261281,-437.443695
0.763,530.7963973,-543.3412101,97.00061165
0.792,638.3325484,-367.6200898,-415.9728499
0.795,-200.9962356,719.4356661,-155.4709877
0.759,56.1513961,-362.1181081,558.5500616
0.729,-15.46848457,-497.0938057,252.8201588
0.754,-729.4790134,-409.5796506,615.1648958
0.791,1082.729933,-292.9905427,679.3714811
0.721,-415.9049044,-410.4413938,-162.6792609
0.797,648.4405472,-842.0901774,-345.7278418
0.762,-803.29029,-81.92282495,227.7099262
0.787,-567.9099708,1204.756757,2.728757849
0.8,-969.5795416,1200.936058,321.543282
0.756,327.2596521,-17.3473127,-1154.81893
0.73,559.6027905,-800.0565872,-134.2799812
0.71,393.7513158,-306.6166929,44.64893943
0.713,759.1709116,148.548269,-648.0031209
0.795,492.0659093,-678.280775,321.5115646
0.79,-383.6543297,290.0452339,261.1736888
0.746,18.79887408,260.0843662,-329.7655627
0.706,81.98031617,-547.8742259,858.7633462
0.766,-716.479298,-246.6324082,411.3601678
0.766,-325.0588112,-271.8748541,850.9694554
0.773,-3.787700412,1542.103561,517.2878602
0.761,-311.2544744,481.246259,1.411841338
0.76,-411.4300237,731.566479,-92.67829203
0.738,683.6001077,-407.150502,-470.9491744
0.73,-1256.308129,511.6372727,-124.0625357
0.789,-860.2611552,53.57826606,-725.9443817
0.777,-445.669424,-647.7262665,450.5105929
0.798,547.0029556,1419.558643,459.1910553
0.748,-451.312083,-181.165414,-726.1075798
0.713,-648.7502392,256.2502666,-14.63655143
0.71,536.8857152,-515.4307691,-459.2459062
0.71,428.1701071,-335.9454045,-95.16351816
0.788,-870.5258227,29.06594875,-222.0389736
0.723,-170.5946143,617.2792925,434.6385172
0.772,-505.5158492,-294.6613765,473.2242387
0.746,-704.1325481,-453.9821899,-169.4702659
0.794,265.6686346,440.1483647,-40.50010841
0.71,-839.7185316,78.83944531,-145.5238858
0.775,-5.287677069,181.4962325,692.0850805
0.701,-614.0450499,852.8294595,266.6534781
0.771,-130.5775764,-409.4248172,-531.4120992
0.731,-1066.499702,652.9019667,353.2551201
0.775,211.7923617,-353.0234042,47.59271029
0.881,408.444003,1208.905179,-168.7502073
0.875,1080.1018,-287.3792069,74.60352654
0.868,702.0746767,-224.5108732,-294.4604073
0.814,493.045239,-221.3425144,177.2201956
0.852,-450.5968398,-571.7405829,-18.46258548
0.878,-40.59177666,103.8404252,-548.4037244
0.898,939.0633067,-281.2985183,-201.262311
0.825,896.5866243,396.6525354,-364.0806206
0.822,359.7290351,-338.5083514,-81.04751193
0.867,-755.4551362,631.3426897,-236.781021
0.803,381.3361062,-802.0766716,109.4129623
0.849,-733.7057775,424.0391182,-576.5284656
0.856,-12.52457817,-676.8297431,522.0231537
0.838,-549.0042476,-561.2707007,-15.52958903
0.827,228.0897467,168.9265394,-446.2183997
0.816,103.3963348,479.9466749,544.7176164
0.874,875.1625358,730.4984428,-176.6176482
0.843,678.7749905,343.5785585,-218.8005705
0.858,184.6513526,-37.96514488,950.1867492
0.851,284.9220065,-411.1248067,-74.06947507
0.833,649.442678,46.16539183,-392.0382629
0.82,985.7820331,-476.0410349,-60.07357406
0.893,-12.09830596,150.7297106,-790.5853928
0.851,-655.220107,100.1215851,-470.5987653
0.883,57.23301382,-126.2751045,-123.40355
0.875,492.4590545,1879.726379,641.4221331
0.886,125.9134586,256.7803453,224.9606401
0.897,684.5908404,-449.4113946,645.696897
0.815,-568.0571319,-225.660639,-617.5727813
0.867,69.38079474,-13.76964228,-469.879455
0.859,140.6733597,-141.3262835,378.6382539
0.865,-407.7786282,229.7406529,-74.68089773
0.859,-839.6783122,-185.5262271,-171.770735
0.878,-988.9363958,141.902112,-338.1416852
0.892,361.2202694,1082.360665,421.7788781
0.81,496.0427682,-179.0493825,209.6386253
0.883,202.4483704,-56.84981795,564.1389158
0.892,-710.4690745,-128.0335493,-598.907741
0.824,882.1927706,179.797165,-280.9219067
0.889,-383.7497808,-813.6512156,636.4510442
0.832,577.6423603,-621.0127813,660.0096737
0.864,-1218.294662,322.1674961,123.0716419
0.883,-1025.13346,-50.21543251,-393.8084875
0.885,-532.7036726,-79.7434879,-422.1788215
0.85,-194.3667205,-500.8234804,401.8808623
0.815,-891.5670844,-106.4079885,366.8060264
0.882,-505.1176027,302.9713009,-510.2988832
0.89,593.3552892,-337.6286255,320.3640486
0.814,845.0871207,783.9183439,-219.7533954
0.841,618.2127458,402.4176808,-833.2008646
0.986,-856.9506014,102.1672416,809.4987081
0.991,382.4211076,-173.2744301,324.3046027
0.999,-664.3093888,802.1453842,-538.3591431
1,459.1798669,107.9437459,446.0732429
1,-341.3660087,175.5860271,146.7787054
1,-108.5622362,-19.65333307,658.9251333
0.963,234.9755705,-83.53512494,270.9677911
0.998,553.4881191,321.6483851,-469.1521943
0.986,655.5915889,260.1975254,-463.8011514
0.97,7.831345369,700.5829768,-707.5234022
1,700.6059309,-164.5009252,162.0060972
1,-871.8288157,406.371649,804.3299413
0.933,-16.02670772,-177.4340511,-799.6332919
1,-573.2660419,-1.041142035,799.1591924
0.994,703.1496713,573.4854058,250.5748033
0.994,474.8255377,-132.9117814,408.1036328
0.999,-124.7684969,331.9295044,-557.4806105
0.979,492.179737,732.1039355,253.1943279
0.997,-901.7322105,205.214486,-190.5167255
0.998,498.4579819,-136.5180436,195.3912983
1,490.8324696,-440.7755389,119.7708015
0.998,229.3139236,-64.10606259,-480.5446893
1,532.0609048,-563.7235342,152.8766067
0.989,247.3524461,-319.9118989,3.047770023
0.995,-240.9547707,-300.6094004,447.7791652
0.999,-84.42092856,-457.696601,651.5275203
0.995,255.1559051,239.222837,487.2447539
1,-733.6504931,440.3737785,267.2326401
0.998,124.1549166,271.1469522,-209.1716564
1,-32.05687812,462.1706027,594.3833646
0.997,222.860242,-782.2639298,1099.940517
0.995,-739.9897047,-241.1135454,-358.0227653
0.998,700.2778098,1392.42701,311.0028264
0.93,-790.1504936,216.4703824,-456.6226005
0.993,-91.31529383,-118.6787321,252.6548168
0.963,247.4755047,-260.7607061,615.1815859
1,-290.0811608,363.919494,112.6541927
0.945,96.76193897,86.03174532,568.7980388
1,-475.8812323,-145.5882166,26.46182651
0.983,3.831329851,678.0357846,-476.6745231
0.997,277.8415632,-554.7885435,-59.76970632
0.998,222.4254945,-165.3049272,507.7272669
1,210.5377015,856.033995,192.9149305
1,-963.5067211,-37.16818012,152.9062439
0.994,-832.6284485,-78.43306334,205.3380524
0.994,85.60328533,-111.7689777,-155.1581213
1,-177.9623047,392.7543598,-226.3391679
0.969,694.3166518,344.0583696,-193.2651201
1,201.7013392,-238.1508992,171.7910125
1,-62.48205133,238.3148539,-50.86353537
