pred_prob,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10
0,423.1078401,-106.1652503,-340.6022309,234.8829366,492.7011061,283.3775164,465.2276849,-595.6530285,732.6716133,-528.3270189
0,-163.4151454,-975.0974225,-374.7301713,-263.1630949,59.67802558,350.4626934,331.9051797,-343.8815605,-3.284200589,-172.0359088
0,1080.215336,-250.5503606,-329.0737201,-385.9862304,330.858495,72.25166564,521.8479256,-45.1331082,719.1974853,-81.48530644
0,67.96756734,-383.9484584,557.2740276,-1121.409398,76.42058043,414.1970944,-93.26546361,514.2310002,-329.9610524,83.72536555
0,-839.9807724,-328.7039777,665.8468211,133.4787087,0.420229514,-531.5939477,-427.4671929,-597.8847976,509.7566379,-77.46009181
0,-229.8853994,225.821291,380.4138431,-941.9142513,42.05747547,392.8417516,-1080.845565,-689.0445357,338.1014805,486.2133724
0,221.0966264,-677.828676,631.1823188,14.06905467,36.8465909,-18.82932056,251.4334781,-924.2110107,7.267761753,-205.6414914
0,-229.5961851,-978.7074303,-463.6219151,-134.1616955,178.0525152,188.8418375,180.2493136,-248.3863557,4.641831515,-358.3674941
0.001,113.8932884,59.5247847,-739.7672766,-366.9617373,-4.090125377,115.8841444,-229.6206154,37.686367,302.6398089,-141.8152181
0.003,-331.3252595,-760.1616151,-754.081035,210.2067397,501.8973643,-45.24978434,-52.12784197,-160.6045304,-21.609853,-238.2848455
0.003,-325.853341,-1023.111936,-487.318095,-590.8219422,-124.6901172,143.0676399,55.6796309,-249.6183335,-14.56178184,-306.4489502
0,-16.05754112,-808.3347424,314.5128388,108.6563654,148.2798778,-16.30158781,424.5358308,-649.261699,-67.21125545,-149.7349629
0,167.4969645,-437.912846,347.8048804,-14.02799248,-240.6094953,-506.2507494,313.0852496,-571.1486037,-794.3497182,305.6024426
0,-471.4952506,-322.1794827,-602.1236286,-815.0308505,-20.3189375,133.6530729,76.00654823,69.66671961,-58.87994482,351.5531514
0,24.07734289,-451.5677911,-566.1247202,-144.3360765,319.6586495,639.8646318,-4.094055768,-540.2087353,238.1405471,-516.288607
0.002,61.25438828,414.2031334,-237.8998118,-175.7899746,-344.7233649,572.6896246,649.8194195,29.79706984,559.4533278,-501.4856962
0.001,304.8377696,-727.0344246,-316.5583358,-38.00622132,180.5197503,628.4004805,454.1248571,-237.9791584,111.9292631,222.2921615
0,-465.237914,-476.035688,-70.5849434,-540.8342101,-138.0250143,97.91656655,-148.4878026,-304.7499807,-500.8688391,207.3270806
0,751.2030849,210.2682427,1006.660695,165.6198144,-219.60628,-34.30942712,682.7181933,-266.9774063,-581.5290875,225.4778791
0,321.5028183,-331.2946775,821.5494217,-914.5139307,-86.65711814,-1.173606085,289.4728432,-220.1858561,-222.7314289,600.7252329
0,-168.6099519,-21.02071475,-426.845131,-168.57581,424.4588451,880.5132069,201.8921443,358.8435361,18.19409741,-78.15920653
0.135,884.0259925,120.938312,-452.793298,-726.8520535,804.6198437,-380.7978403,-102.0275066,298.6823549,-73.35568267,-466.6726885
0.142,1077.13332,-179.6492036,122.3013715,-514.6596008,-241.1415123,-489.0733696,117.4346183,-328.9591931,183.3028355,55.32570105
0.111,445.2457971,307.9383803,-153.9663261,-278.8336592,-967.1059,-897.3090956,-225.9751406,-143.8906183,431.9606037,257.5437925
0.172,1140.140703,1153.148939,-116.3308882,46.40351191,1030.498683,-169.479785,-322.9034328,92.30729467,180.1151297,-398.594876
0.166,394.7663316,-312.819223,-413.5240527,467.9188091,-300.2478783,-429.5475803,24.19429711,-254.5928594,-14.14176953,-61.15266241
0.105,-611.1978235,-557.0906477,-728.6827749,479.6734184,439.9788103,-286.4570454,-209.5726965,-84.09704485,-27.70682427,53.55797182
0.186,-529.9261363,730.3135333,85.12052503,205.5280867,101.242837,133.6217416,-394.8046228,-585.9900665,-52.94083904,430.6688099
0.155,105.765932,593.6244393,-110.4265645,850.9384184,-47.60652135,498.0309957,-241.48283,-437.3694033,-23.62498134,-425.8537986
0.136,337.8169834,-592.739335,460.2219805,546.6898267,-7.820228354,72.93690817,133.426202,-547.4767107,450.269773,-142.8778558
0.15,619.0439147,-232.7752721,-731.3974057,-371.687918,413.0798029,202.6711348,-252.9632501,-113.9784346,180.3923662,-89.88680766
0.182,-660.5552796,-612.3226259,570.5414452,-707.0009414,508.51582,149.3806319,-52.78265757,105.9590174,94.33359512,57.42503307
0.153,-26.90567906,-228.5963039,-391.7629189,407.1927914,-235.1587778,149.8952292,-146.9928288,-280.567443,62.6689948,-515.9851631
0.197,1096.841914,-16.26488555,163.3806381,-925.8003693,-203.8271325,70.6980341,271.5406795,-302.8225971,203.044862,414.1143518
0.111,-253.9435966,135.5544044,714.4663633,-218.0426145,-86.76022475,344.6495326,-826.1607975,-288.4383523,201.5239634,-311.7353742
0.142,528.1352075,-427.6150796,-92.87656279,-131.2886341,-189.9632094,315.1004523,139.165308,287.3697767,390.2601265,-172.0963133
0.104,738.3933713,-173.2367743,-377.8579084,-656.8075768,-104.6345062,5.158282723,-111.2187593,63.40246283,221.0998763,-439.0788152
0.145,-83.73924855,-624.2778303,804.0877051,-65.1936424,-70.77098741,-416.6620949,-648.1756121,-255.5308453,1047.562898,-60.63090156
0.112,1218.39568,-231.1226566,106.9010501,-401.8190663,593.3446247,-858.1598994,307.0448072,-198.2760353,582.6373006,-332.9521722
0.121,-314.6971784,-813.4825617,156.9056651,56.70009751,-359.133106,408.9122362,247.4915456,244.8499642,-101.3722617,-394.2376611
0.158,1252.092464,648.5307911,-244.3824004,-500.0971106,624.802186,-552.7413712,-404.0548739,308.939208,-394.7758942,-375.8999071
0.113,1098.605653,537.4746422,-228.5336775,237.9192118,202.3817315,321.5679107,-693.3805766,421.7117298,36.03149588,362.4677876
0.133,267.2373406,-827.2319668,-377.5960796,-533.5413606,-417.8874135,350.6310807,459.4393202,-82.19811409,279.4600189,23.36677771
0.113,-170.6938842,-269.94926,-806.6577088,-286.4882589,-683.1921817,-0.128867397,-328.8456476,-142.1332341,-27.72651893,-167.1483446
0.177,-46.86018327,-127.0520622,881.1465912,230.4770206,-207.2981311,-969.689613,-486.3516255,-164.4519248,70.90698942,136.2814016
0.191,196.8737641,-286.5592108,-777.3313833,393.7869854,-104.4798908,407.4014295,-65.79786857,-584.4748177,-61.63591647,-213.6419509
0.156,-80.23349191,-390.0220306,-6.487171512,428.5207946,-115.1885559,-100.5231454,601.0562935,558.6649598,560.9507491,287.1866688
0.184,-876.2014774,76.44386482,-240.5751759,-649.0895418,-379.9038912,-632.7624507,787.3366066,-79.87725583,210.8310506,208.7441753
0.171,-214.5339357,-51.48730119,445.7573857,-383.9724103,-497.0817336,348.3256449,209.6098716,196.8180762,63.41042828,505.2696928
0.107,303.0842385,101.0708591,-60.86894162,611.5103023,-852.7038426,-110.5789424,322.0142783,-475.2496693,198.153031,-281.1449711
0.177,178.8814201,-507.056333,312.1365572,-552.0884148,324.2257984,-184.6390345,74.73673782,104.9545674,-293.261556,-102.7065722
0.123,800.6754094,-202.2884823,-537.0229135,441.5135719,622.8631186,-694.6398225,-338.5092183,-157.6461664,-34.52802402,455.8340756
0.114,-226.0487485,-545.6407042,489.2620944,-442.3793884,169.7395245,-35.27984429,-176.2835643,120.495811,353.2191511,-417.7846839
0.148,-338.8073907,-36.03997182,-425.4149415,482.3964388,320.6156085,348.8800566,-172.2871685,110.0661322,106.9735524,-479.4737028
0.141,302.2466382,-548.8061029,714.2548126,125.5443852,785.4726402,40.60340074,252.6969112,-294.9780125,-357.1127031,-70.60045817
0.134,-259.767983,-202.7116607,1002.561183,389.3683751,123.8263259,-455.4351149,142.9972879,-357.487312,-296.2981337,311.8154539
0.137,-143.075853,-218.2920633,242.2921731,1109.947306,214.2992308,222.269517,-183.4703239,-449.8189261,94.5109781,-187.8869474
0.142,450.4486209,-157.7459543,-369.8282749,157.4638498,-489.7787743,643.2019997,-112.1634464,343.5023479,-248.1518863,143.0155137
0.12,448.0752478,-393.3067447,282.8999422,103.9867063,-187.2808676,711.1232664,-127.5033613,132.2236063,-413.5774554,-51.15308699
0.187,-1053.604505,486.7653644,51.08919254,-175.4329949,418.1464578,220.218664,8.728711348,-706.8703698,-180.1853742,624.7138029
0.183,83.00566358,1127.620342,-289.0202723,-92.77828846,120.81301,-51.25712693,-76.3356302,-302.5812793,-516.2071638,129.5416231
0.134,-484.7947309,-783.6222012,-332.0304358,-288.8561648,228.4908168,71.30710096,42.64041827,562.1615939,310.7767762,-417.8671759
0.149,1347.498776,72.46649893,-176.0057273,372.7810645,515.8674752,45.4987229,205.2226415,-217.6612707,609.1414404,-89.00393525
0.116,736.8715803,470.3719296,-190.6418776,415.0611258,-78.63330314,287.4284586,375.486725,-204.100057,127.0976352,-211.186236
0.144,1056.820855,-329.8607404,-49.30273263,-204.9616655,251.0411875,-373.594272,-75.60863257,-79.69262245,143.4962648,-72.7465754
0.109,-267.7212763,-475.093053,-818.1657198,542.723413,504.1294254,83.64591778,-298.6781494,189.9525862,-148.8838325,-221.4567807
0.108,135.912837,1056.001198,-139.4865678,813.2840361,233.7277087,-381.9703641,-417.0160628,-148.7706496,-324.6429545,468.8211638
0.102,316.4659459,863.1724143,114.8574736,626.7673241,-172.8860067,-477.6507631,160.1951264,-367.7474107,288.8022897,814.7655912
0.184,-301.4367136,-476.2756395,934.0670828,138.3069326,379.4563795,-4.388623566,-162.4952931,-180.6797292,110.9625289,-431.3157403
0.123,-864.0145918,-88.51827231,-62.81856596,-856.8403669,42.83330257,-96.71328831,276.3454163,-479.6922005,-406.4249683,160.9964376
0.115,-1097.805225,32.34625792,-110.3350617,-700.7883997,-456.2454524,-568.9308899,108.2748138,23.41671145,57.19602425,441.7489568
0.244,777.4349656,196.9690267,-338.5287378,322.0764664,-429.5710957,464.8595893,-614.5288617,293.5818188,-118.2475987,430.7538443
0.266,-337.7075368,1483.957854,519.2936234,308.596851,598.8026031,539.9273416,-34.31107068,-78.06559854,-238.9986484,-137.7758734
0.295,-745.6918794,761.154762,-419.1863561,-530.5727499,-679.4532403,153.4470683,-374.3336199,-251.1245403,-200.5040279,332.420133
0.22,516.4991614,-837.0883866,-68.21319344,118.7415669,249.2425632,-47.00147509,509.5646752,179.9456873,250.3525327,297.4933291
0.234,698.0202716,419.9615922,-58.60719766,-362.0655941,-63.25301515,97.00426639,37.58988063,217.8431678,-439.9841711,549.5594356
0.222,521.1504656,-592.9840937,19.35802236,334.0997495,82.40891176,246.6218169,711.2977258,159.994488,131.5430649,231.4129808
0.257,-3.174613252,206.4824958,737.8985139,67.5650799,110.948472,133.4806239,-28.79632699,626.7606171,-608.3192946,705.1507389
0.231,-334.3879469,-364.610596,-859.2661208,-271.4400745,-388.9310875,-439.5309791,237.4104623,257.8776428,-159.2172311,186.2737577
0.274,1143.517823,-309.2986478,-237.2133633,-214.3210763,552.0804414,210.5636496,-45.31247838,-280.6852567,757.3863322,26.48443394
0.286,19.61540303,72.61888267,-812.1778082,-109.8148892,177.897349,489.7170563,143.3008462,-100.262142,280.0368936,-149.5736952
0.26,918.5298046,843.4323582,-236.0091738,-658.23008,-108.3819804,-595.2224844,-213.6249863,-13.65713896,-460.6097572,-245.3946582
0.212,340.4686628,-890.6014616,82.07472121,-226.3266852,195.4523845,-51.96024975,28.21093955,-235.9550252,-26.34239927,309.6115679
0.27,40.33806533,294.0186143,-552.9015231,233.2857261,-938.438457,-575.1166102,-243.8143625,-30.70705308,368.4690784,57.1201393
0.26,-833.2444079,-400.4153102,-525.0406087,-189.5543977,-45.39457025,-720.123843,207.269358,12.61637673,287.7601057,155.9017568
0.284,-698.5362527,-475.8429601,-455.8504702,-88.49390721,-82.50502053,-425.2069173,-29.05022195,173.1110074,132.5050821,27.75174369
0.223,-957.7688804,314.1480179,-630.9256896,-502.868145,-102.619726,-790.4757212,363.7259487,223.7232643,-70.18328875,457.3096362
0.207,30.4229983,-562.7283095,-176.2170856,-36.48144672,255.0348462,317.5708696,57.08664407,6.004706027,-369.3399535,-230.4106935
0.23,-776.9756096,-485.2013087,14.06622904,-851.991421,175.3562082,114.2528034,-21.85970333,661.682199,253.8287017,-358.0225542
0.215,1006.182759,-359.2088041,-151.8943614,2.182270157,-187.1804247,14.80774732,244.4462497,-224.2816349,134.1705719,229.8928201
0.254,-512.0733511,-594.7478187,-225.6026683,11.99207691,-3.127201209,-519.8280242,558.5074681,-85.96751262,-324.4520327,-423.8798992
0.289,-36.64580458,-693.2820013,-313.1948768,180.1295366,191.5747396,565.5954246,245.2299943,503.393737,-237.8313918,-39.37119191
0.235,1243.711851,-330.183489,-299.79042,-167.2836578,369.5727128,164.6321447,228.9484742,-141.5951832,293.8041402,-94.38527536
0.281,-657.9169943,-31.69132277,928.2661653,-450.7533775,197.8737178,354.1946403,-2.362467539,307.0699754,380.6831589,969.6551936
0.244,-681.7100849,221.7848048,19.71460027,-207.6552857,528.2912194,146.397932,139.5051016,-146.4996941,136.536597,278.1637116
0.212,-1052.254318,72.82219217,407.1531793,-965.4986369,148.5835719,657.7960289,-513.1893922,-204.4707822,238.6478775,604.864713
0.231,-290.0856228,1223.331513,707.0371979,143.9920348,-23.13973501,132.9966853,731.0733363,30.39736073,-84.77592598,1.530363329
0.244,-478.3811656,-528.2458548,-718.955639,557.4655916,360.7334044,-521.9082399,-26.19224372,-82.73216082,-76.85628965,-49.79773173
0.217,276.5055316,659.6285425,-139.0423012,340.112574,229.6759875,-229.2797546,323.4169525,9.107435132,207.8825129,-308.0979885
0.218,-652.5680056,-287.1710853,-841.1129842,438.7868695,325.8492108,-436.3391939,-407.8236693,-50.15503164,-118.634625,188.2787819
0.22,155.9852833,350.2098699,-740.1507226,255.8259304,-390.1791709,631.4855519,10.40578491,505.2647389,41.98595639,347.3483605
0.213,-528.9472258,-111.4851532,-948.5504385,472.4755306,277.9004688,-321.9485115,-279.6591577,126.730324,-256.7680045,89.81816515
0.225,-510.1716844,381.0639508,-616.1735869,-410.17455,-196.0547545,-775.7482019,439.6127198,163.9327113,259.5783407,5.190870089
0.273,-484.4051055,1089.927263,-223.4230914,-570.5919982,-149.6628377,488.9539415,-60.63310219,-435.1786645,-0.835125233,23.03101752
0.222,-648.0957826,-571.1732697,-159.6483745,-974.8866059,-143.413563,21.86809491,170.1743654,-251.6862871,-239.6613304,-12.62008213
0.203,993.5759265,-476.3886219,187.0255128,-34.99138437,658.9705436,-76.00522633,765.9371294,-82.57944263,-126.8410216,476.4114123
0.271,-98.37322644,-60.66468599,-990.6309887,84.57965892,-600.0441723,-158.7290825,-417.1735246,-80.11913114,-49.06689149,-81.56427111
0.294,196.8515609,29.78987446,-163.4474909,339.0976853,-176.4480465,604.0471891,467.5634611,381.4224539,544.7920074,-84.80314883
0.266,-988.7659939,85.02812163,900.503499,-660.7058541,624.1215995,365.7249294,-25.88512978,139.4791357,423.2393877,563.846853
0.297,-192.6831623,123.0324381,-335.4499699,-319.2782141,-824.1656326,-324.9492798,-795.7543798,-198.4568518,4.150295885,47.50029755
0.206,783.467118,-399.4922883,-333.5027355,609.7062941,243.827933,476.1128279,156.4581989,-204.0803824,195.9141979,13.43917511
0.236,-850.9713828,43.11584177,-584.3582429,485.0731099,218.0224694,-598.9483675,-373.8535348,-146.057654,-142.6964812,151.2566597
0.252,243.1431053,409.9281599,-511.6584754,186.9516319,-395.4296311,700.5026315,318.79352,251.4729539,-224.7786467,-130.5917931
0.247,822.1614567,20.140057,618.9715083,888.3270085,412.8953827,47.21535743,221.5627761,-93.03575472,-411.664349,52.50966954
0.211,1065.155176,268.7391656,-304.6824195,-772.4021756,-307.1087233,-48.10520545,-247.3379752,406.8533884,-287.0819841,-411.148225
0.252,-686.6383846,25.45867405,756.7261257,-300.8790846,696.9081184,-15.38376201,-166.2825103,931.8359593,-173.3750539,-124.892903
0.297,907.7332651,-373.7950668,-161.9721932,-640.2621494,223.8542801,25.56135199,-532.1014936,199.3832776,-417.5202974,484.5162929
0.295,1166.158225,116.0051676,-436.8357923,-581.419543,740.1399799,-5.831696947,142.4400044,331.0169487,126.3157754,-130.1532051
0.251,900.2592152,-377.6155974,33.7007345,-357.5442589,355.8534374,-189.573079,85.65109507,-422.6831916,-177.8788879,42.3769449
0.222,187.1690887,-629.9385367,-40.14701841,693.8218949,-97.83853397,266.6916194,95.29242975,-206.2410863,-97.84002808,-397.7019559
0.252,-477.0662163,-335.4887284,-164.0636909,-1092.315315,40.83091345,316.7862197,265.3759243,455.336546,-85.9622327,-207.1181878
0.341,519.4007948,-644.9629248,-164.0747038,498.2226765,559.3721392,648.2521667,11.02343593,-163.0406614,20.01933575,47.52671704
0.344,366.4912372,771.1763877,-58.14678181,224.8835904,-699.1976405,465.7058946,319.4289907,224.8930102,-340.0436579,33.84457762
0.382,951.5993535,85.27097431,-536.5904192,-521.6380818,494.5984719,441.4868046,-174.9748289,202.0265068,240.6710059,-150.3211895
0.306,-974.1615103,-285.2313691,40.44738535,-546.173036,-639.3239571,-317.9224361,-368.7576128,-53.56194309,271.5490764,277.2721573
0.34,-381.4687388,-296.5404243,200.6153207,-350.1258761,-225.3313287,360.5068394,-561.9534228,-261.4894774,-87.22828438,-316.5785126
0.307,598.0715444,-814.5875375,-183.4809964,-1062.459386,103.9163461,-62.04527085,462.3611805,-206.5122704,424.6162423,13.64335387
0.356,558.954578,681.4236172,-74.10979455,-892.7869942,-431.988453,-305.2047133,73.24204295,-74.16049387,-421.8010505,-283.9871684
0.373,1028.956856,40.32455437,690.9821007,-259.6438526,-186.804637,-610.5144867,824.6519448,54.13892403,-44.51492041,118.8951843
0.388,805.2846393,180.1028967,-273.0350936,479.2155731,-258.6308864,182.8142558,418.4001896,-136.2536997,50.35078942,258.0133995
0.363,519.6094157,-283.7284242,-184.5701716,-588.8360633,-115.8915182,-248.506163,-166.4844408,620.8722045,283.771829,-500.1042979
0.383,-264.2845886,1122.367553,-382.0426976,-772.6662716,-316.0211826,144.0991118,-90.17978498,-630.5606618,-427.7476805,362.4927044
0.328,-108.9214075,-443.4888832,549.8580142,-63.33886195,-301.4574913,34.70763331,-337.4714172,-267.1001773,328.5359634,-358.9418534
0.391,611.3971998,568.2541673,-64.2153538,-10.65632984,-564.7318782,-132.5577137,-279.008769,413.3540673,-411.7412662,-148.4520471
0.334,12.52204312,376.3654428,-458.8367687,665.8945796,-63.98476003,378.605437,192.0284114,-227.0160978,71.12109804,-27.32335397
0.36,212.8651858,-67.14257492,761.2500755,968.4004481,-265.3852161,-530.1481188,333.2844688,-185.9675843,-148.566321,-10.55289034
0.307,-264.3227929,-838.8762848,-189.2222995,-314.6002227,145.1582212,-12.10490457,76.31080245,-106.5824553,-5.870251207,-577.6468095
0.342,-538.1616124,1219.300213,63.88509816,114.5650677,222.484731,578.0645942,-121.5684953,-474.3695371,149.3092041,295.3858014
0.391,-893.3782278,772.8860941,-226.4783353,-23.97224206,268.809401,337.24045,-210.9539649,-735.9947301,-335.0127623,453.9234025
0.319,-10.96566829,-675.2089932,981.4271463,10.13758069,-45.46858731,485.9419571,-270.2508589,322.262033,-467.040932,-272.1537634
0.367,-361.0774264,1068.974459,-27.57024854,58.62621326,-824.8515534,-3.954175612,-120.4241137,27.95249647,61.19979259,238.7346707
0.345,1355.477782,-155.0890164,-321.8312311,-402.9511496,534.1417429,-232.7201801,65.12171124,-355.0824497,547.3475097,-137.3881687
0.307,-609.4620326,-339.5120467,-620.5029236,369.5474379,434.4084772,-12.91516337,-427.1914548,53.52903287,7.763293287,-328.0323697
0.364,-345.7389552,-398.6901605,499.519797,833.6291191,-11.25089634,-427.2029978,187.4324085,-39.63409385,-449.4756599,-558.8962363
0.351,-413.886648,-793.9947968,-461.9421341,-964.0900964,-138.0340989,87.40300955,122.6448269,234.0512669,-60.99481015,-262.9809258
0.305,-787.5297969,126.5027795,-832.6128095,249.829356,299.762326,-688.013773,-304.166306,257.3859075,-4.38759838,249.6928921
0.388,532.0479938,1421.131788,-416.1595293,-36.9224285,202.9141339,-70.02096695,-488.1227979,-444.9291409,142.6433115,-144.7043626
0.307,973.3195557,617.4549793,600.4097651,-70.32138493,435.5211994,-739.557127,475.1100897,492.259036,-147.4144066,-677.4180341
0.355,603.4761089,667.5878179,3.97989667,255.0687651,309.7361187,-50.40295822,956.2147045,197.702832,21.9595914,15.42158087
0.303,-566.6385412,131.6427713,228.6942599,46.52067573,212.8992462,-409.7598996,365.5786886,586.126874,-426.522956,-724.2962241
0.348,291.4854139,-68.0431485,-20.69574302,200.0347526,-412.3297569,869.5641866,-632.1469087,-260.0138783,215.5638486,-25.099227
0.382,-1103.494651,554.653684,543.5850907,-608.5041664,57.57392297,400.380163,-424.0077558,-394.3292391,239.798564,513.9904045
0.394,-349.8685128,-300.3403897,376.0169787,-220.0183157,195.4605159,156.357938,277.0903413,644.3784013,-659.6456593,-119.95692
0.354,-1000.550462,599.7948986,1094.800422,-319.0642486,465.0584846,458.2726872,-319.2481162,-144.2642659,381.6586405,489.7086171
0.333,-1019.556489,432.7183022,885.8470247,-621.1812597,475.5817579,526.5582012,-311.4466223,-8.973449843,362.5672325,668.8939871
0.332,217.6839145,303.3201153,-1055.044726,-657.2033227,-670.1807762,-120.4442606,-84.8296,-8.185081165,-320.6155222,-112.0137056
0.37,-197.1933501,-613.5369468,-592.9472517,817.9986304,476.4455189,-62.67706848,-119.2845521,-370.1432522,-113.5061885,6.826306308
0.322,-536.0816412,-291.8589307,-823.6706365,668.5751569,548.9412007,-44.71034666,-433.2048594,-56.4942363,-89.80282285,-90.85272357
0.389,-39.95938127,-252.5026237,120.5296132,57.93373485,702.5050137,-579.1092339,-20.26404114,656.5415038,63.24831499,-476.4683771
0.382,-577.0437592,400.4180966,40.06067172,894.0622201,-275.8184288,110.4335241,139.1680586,445.0993235,369.4294809,19.72405797
0.304,503.6999112,-562.4674248,-308.6216209,429.0509253,75.16935509,477.5376103,146.6631553,-566.0680374,-322.764512,98.51010921
0.349,139.733149,-90.53348146,-899.0382674,-426.7943587,-569.1626406,-524.2089809,26.36844183,7.334967267,441.6434094,81.05301544
0.358,-72.13719469,-806.243635,-186.901678,415.6924214,449.1524197,136.1821074,288.5976375,123.0390023,-156.5536144,133.9875143
0.353,-563.8577216,668.941448,-316.3324127,-143.542384,191.618476,95.21841014,654.9464424,-279.0322844,34.47829256,-145.9124421
0.366,-672.7898162,648.9592618,-537.7300841,-206.3542039,241.7947624,20.21873167,610.9709603,-184.488113,-199.3416958,441.5101143
0.303,522.8391746,-493.8839838,-761.3136071,-261.9862933,-298.534814,-6.007045196,-320.0081855,-71.80355221,-55.93482038,175.9316666
0.4,165.781687,425.6233167,-32.70441706,-695.0025418,-102.02583,349.0681297,-49.32809963,42.84590084,-152.694535,-604.5941799
0.349,380.3775821,-290.7431689,-494.3124824,379.6610358,258.6551617,525.867688,499.3512767,310.5139843,513.664066,-103.2718161
0.323,-505.1830252,883.5999306,-25.99246639,506.9628301,-124.9163819,349.7558596,612.9047661,-285.7823756,92.14736564,-76.22437333
0.309,-717.7352148,-100.5249905,-828.1964351,555.3613576,425.4417476,-406.6270005,-346.3445929,135.5517674,88.99635185,126.600552
0.382,1055.827104,1368.579035,189.835958,348.1373205,1229.48906,-8.187932464,-665.3386663,54.31592696,-195.2533908,393.6018862
0.402,1058.917231,168.9233264,575.8742149,-138.5181432,-356.5739963,-193.2766264,-82.63074099,-240.7569438,189.5371144,351.7193564
0.43,-581.2952372,-616.4927159,-132.5620327,33.30212857,-202.7496096,-206.3132916,27.03190924,-24.83281557,4.417901818,-336.7621502
0.439,590.4244839,-744.0472418,-31.35445811,-417.0207984,69.08999217,135.9881967,64.46912895,-455.7827437,49.89124324,199.1136066
0.448,230.9177077,-359.598492,598.4757907,446.6089415,-332.0239457,607.9193004,-223.8445777,54.90225541,459.9142147,-201.2307602
