pred_prob,f_1,f_2,f_3,f_4,f_5
0.142,528.1359203,-427.6123397,-92.87556164,-131.2895542,-190.4367448
0.104,738.3938364,-173.238699,-377.8356246,-656.7818792,-104.5556063
0.145,-83.73915271,-624.2799688,804.0953049,-65.18278391,-70.67571084
0.112,1218.395149,-231.1272093,106.9294387,-401.789569,594.0794429
0.121,-314.6974052,-813.4825944,156.8981309,56.69486564,-359.0377031
0.158,1252.092815,648.5304507,-244.3722971,-500.0864698,624.6992275
0.113,1098.605657,537.4761455,-228.5594822,237.8934574,202.2079776
0.133,267.2374787,-827.2322881,-377.5902023,-533.5354834,-418.0476888
0.113,-170.6937968,-269.9544989,-806.6302651,-286.4495038,-682.8085408
0.177,-46.85991513,-127.0543711,881.1615568,230.4973747,-207.2727959
0.191,196.8738342,-286.5569632,-777.3329785,393.7803772,-104.556291
0.156,-80.23322172,-390.0181868,-6.493658321,428.5099193,-115.8120147
0.184,-876.2011958,76.4476835,-240.5913239,-649.1065575,-380.3847567
0.171,-214.5338784,-51.48966889,445.7847109,-383.9401398,-496.7339314
0.107,303.0840951,101.0767176,-60.89590424,611.4748788,-852.9412365
0.177,178.8813486,-507.060572,312.14415,-552.0800616,324.3398623
0.123,800.6753423,-202.2879385,-537.0210098,441.5166636,622.6684689
0.114,-226.0485834,-545.6477045,489.2955532,-442.3331664,170.4460442
0.148,-338.8076235,-36.03996802,-425.4228027,482.3908384,320.8972985
0.141,302.2463687,-548.8078954,714.2654947,125.5500805,785.7832455
0.134,-259.768145,-202.71588,1002.58375,389.4008345,124.0961416
0.137,-143.0759545,-218.296667,242.3179428,1109.979444,214.6873584
0.142,450.4485489,-157.7419972,-369.846722,157.4392132,-490.0349044
0.12,448.0752182,-393.303494,282.8820509,103.9674802,-187.6284227
0.187,-1053.604427,486.7642954,51.09704754,-175.4213654,418.4669714
0.183,83.0061277,1127.625198,-289.0330968,-92.79850547,120.1938093
0.134,-484.7942449,-783.6160522,-332.0507554,-288.8882325,227.6355557
0.149,1347.499004,72.46564775,-175.9876266,372.7983393,515.9244847
0.116,736.8716678,470.371065,-190.6236846,415.0774234,-78.50128437
0.144,1056.820939,-329.8636938,-49.27294028,-204.9286825,251.3508195
0.109,-267.7210936,-475.091627,-818.1681635,542.719148,503.7975181
0.108,135.912938,1055.999104,-139.4747332,813.2955752,233.7253769
0.102,316.4662059,863.1779886,114.828215,626.733027,-173.6220418
0.184,-301.4367905,-476.2748923,934.0461831,138.2863992,379.4477854
0.123,-864.0144163,-88.51196498,-62.83523867,-856.8700317,42.41839369
0.115,-1097.80506,32.34965368,-110.3473371,-700.805296,-456.6045217
0.244,777.434992,196.9727423,-338.5510516,322.0471179,-429.9316508
0.266,-337.7075343,1483.958555,519.2917361,308.5939553,598.7345113
0.295,-745.6915027,761.1570199,-419.1832897,-530.5721116,-679.7920586
0.22,516.4994648,-837.0844103,-68.21607726,118.7236985,248.6492788
0.234,698.0199255,419.9658901,-58.63545652,-362.106651,-63.46296666
0.222,521.1504896,-592.9852532,19.36693587,334.1088474,82.38614482
0.257,-3.174597977,206.4783439,737.9338007,67.60813713,111.2170583
0.231,-334.387695,-364.6098363,-859.2764491,-271.4511536,-389.1105067
0.274,1143.518101,-309.3002412,-237.1989429,-214.3043483,552.0077076
0.286,19.615677,72.61210316,-812.1310286,-109.7532539,178.506177
0.26,918.5295988,843.4339688,-236.0051979,-658.2328502,-108.4603644
0.212,340.4684608,-890.6035902,82.09178629,-226.3138748,195.7999746
0.27,40.33818324,294.0164728,-552.8896643,233.3064385,-938.46001
0.26,-833.2442687,-400.4170704,-525.0385181,-189.5497514,-45.33869567
0.284,-698.5364044,-475.8444695,-455.8498101,-88.49372142,-82.27506294
0.223,-957.7686409,314.1526482,-630.9530354,-502.9030135,-103.1361049
0.207,30.42343459,-562.7272687,-176.2272702,-36.48931943,254.7249524
0.23,-776.9751796,-485.1981101,14.05835796,-852.0041006,175.0155692
0.215,1006.183117,-359.2061468,-151.8959991,2.175374137,-187.6690578
0.254,-512.0733226,-594.7426211,-225.6351277,11.95244062,-3.666467358
0.289,-36.64561258,-693.280582,-313.199077,180.1206748,191.4728908
0.235,1243.71203,-330.1801546,-299.7999653,-167.2985495,369.3291934
0.281,-657.9170887,-31.69293565,928.2773829,-450.7376459,198.1996992
0.244,-681.7104028,221.7805306,19.7348893,-207.6281737,528.8979067
0.212,-1052.254384,72.82506127,407.1457275,-965.5117426,148.5388389
0.231,-290.0858253,1223.330342,707.0295333,143.9897811,-23.02320627
0.244,-478.3810849,-528.2456652,-718.9641667,557.4575551,360.5965511
0.217,276.5054905,659.6219044,-139.0080454,340.1526661,230.4992424
0.218,-652.5681779,-287.1739994,-841.1067902,438.7949778,326.2112596
0.22,155.9851262,350.2101928,-740.1428997,255.8293983,-390.191291
0.213,-528.947255,-111.4881402,-948.5435641,472.4854265,278.1216926
0.225,-510.171483,381.0637447,-616.1817455,-410.179913,-196.2821252
0.273,-484.4046939,1089.931853,-223.4460133,-570.6240306,-150.3240832
0.222,-648.0958691,-571.1703488,-159.6536947,-974.8990927,-143.572812
0.203,993.5753219,-476.3894992,187.0259624,-34.99926591,659.4592716
0.271,-98.3730184,-60.6688468,-990.6061641,84.61618176,-599.8082653
0.294,196.851556,29.78925659,-163.4309729,339.1104925,-176.2866355
0.266,-988.7658475,85.03210009,900.4843647,-660.7272472,623.8262652
0.297,-192.683104,123.0270777,-335.4255718,-319.2409127,-823.7833137
0.206,783.4674662,-399.4883428,-333.5003274,609.7008044,243.6069462
0.236,-850.9715623,43.11100259,-584.3449845,485.0904914,218.5843008
0.252,243.1430338,409.930671,-511.6707725,186.9336528,-395.6081052
0.247,822.1617349,20.1415373,618.9648049,888.3249861,412.6025933
0.211,1065.155108,268.7418685,-304.6928398,-772.4183367,-307.1963142
0.252,-686.6384939,25.46226905,756.7180352,-300.891702,696.6678887
0.297,907.7331327,-373.7958826,-161.9800546,-640.2627632,224.1961281
0.295,1166.158463,116.0045631,-436.8402224,-581.4161756,740.2418191
0.251,900.2583888,-377.6170818,33.69183607,-357.548312,356.6161644
0.222,187.1690222,-629.9332552,-40.16316704,693.7968861,-98.0911492
0.252,-477.0665732,-335.4885124,-164.069352,-1092.322743,40.72344081
0.341,519.4007541,-644.960309,-164.0909596,498.2053941,558.9735226
0.344,366.4911256,771.1786849,-58.16975529,224.8556663,-699.3262546
0.382,951.5993599,85.27061975,-536.5930846,-521.6325721,494.7923349
0.306,-974.1616481,-285.2354258,40.46052282,-546.1542128,-638.9139605
0.34,-381.4690416,-296.5457443,200.6252492,-350.109693,-224.634984
0.307,598.0714412,-814.5896845,-183.477695,-1062.452419,104.185313
0.356,558.9543606,681.4211416,-74.09452592,-892.7748102,-431.6807764
0.373,1028.956874,40.32360546,690.9891455,-259.6343151,-186.8927346
0.388,805.2849127,180.1051064,-273.038128,479.2101636,-258.9611124
0.363,519.6095067,-283.7270165,-184.5652516,-588.837603,-116.0132494
0.383,-264.2839873,1122.377882,-382.0718365,-772.7123184,-317.012888
0.328,-108.9210851,-443.4861929,549.8397867,-63.36083685,-301.7850156
0.391,611.3972911,568.2508265,-64.20064676,-10.63901718,-564.6951532
0.334,12.52175971,376.3609397,-458.8143916,665.921406,-63.42567072
0.36,212.8654583,-67.13972598,761.2470486,968.3897687,-265.8504747
0.307,-264.3229299,-838.8734431,-189.2382175,-314.626172,144.6617142
0.342,-538.1609972,1219.306248,63.87334352,114.5441478,221.9392869
0.391,-893.3783077,772.8831855,-226.4715066,-23.96396602,269.1734922
0.319,-10.96563087,-675.209299,981.4380089,10.14906287,-45.49571125
0.367,-361.0773299,1068.973434,-27.55345004,58.6443135,-825.0200083
0.345,1355.477904,-155.0901441,-321.8188871,-402.9410466,534.1348937
0.307,-609.462002,-339.5140955,-620.4899345,369.5609861,434.3691965
0.364,-345.7388317,-398.6898078,499.5146956,833.6299567,-11.26816986
0.351,-413.8866286,-793.9924279,-461.9560196,-964.112102,-138.3608613
0.305,-787.5301871,126.500307,-832.6095546,249.8317461,300.2532816
0.388,532.0484206,1421.132058,-416.1562043,-36.91615494,202.6868235
0.307,973.319314,617.4544188,600.4122981,-70.32451147,435.4920231
0.355,603.475763,667.5825841,3.998097596,255.0937258,310.4499717
0.303,-566.6382023,131.6479138,228.6879969,46.5095647,212.2530026
0.348,291.4853399,-68.04532359,-20.69395028,200.0364374,-412.1603012
0.382,-1103.494671,554.65685,543.5670569,-608.5297619,57.38286567
0.394,-349.8681998,-300.3406839,376.0329536,-219.9998029,195.3495141
0.354,-1000.550367,599.7964069,1094.789096,-319.0734558,464.8271114
0.333,-1019.556564,432.7234615,885.8222987,-621.2133716,475.2691863
0.332,217.6841551,303.3188562,-1055.03248,-657.1871156,-670.0827222
0.37,-197.1932498,-613.5363719,-592.9399656,818.0058402,476.3907394
0.322,-536.0817886,-291.8604195,-823.6593792,668.5866359,549.1653605
0.389,-39.95945693,-252.4958014,120.496636,57.88888725,702.0153283
0.382,-577.04396,400.4193124,40.04371601,894.0480364,-275.8437825
0.304,503.699733,-562.4643908,-308.6359017,429.0326485,74.88670668
0.349,139.7332643,-90.53320313,-899.0400892,-426.793393,-569.1417818
0.358,-72.13746086,-806.2470401,-186.8866671,415.7158558,449.5333669
0.353,-563.8575339,668.9367472,-316.3204619,-143.5250986,192.0069322
0.366,-672.789932,648.9606173,-537.7395707,-206.3703817,241.7475643
0.303,522.8395905,-493.8833521,-761.3051271,-261.9798483,-298.734603
0.4,165.7819666,425.6244106,-32.71305687,-695.0123808,-102.2916283
0.349,380.3780473,-290.7406878,-494.3064348,379.6623357,258.3423336
0.323,-505.1832382,883.5967315,-25.99002785,506.972158,-124.5114089
0.309,-717.7355111,-100.5293081,-828.1838582,555.3786502,425.9574073
0.382,1055.82655,1368.576973,189.8396599,348.1475288,1230.005356
0.402,1058.917304,168.9175006,575.9071475,-138.4750357,-356.1464275
0.43,-581.2954172,-616.4887286,-132.585175,33.27084252,-203.1108356
0.439,590.4243404,-744.047047,-31.36229411,-417.0241796,69.28255563
0.448,230.9177466,-359.596721,598.4704058,446.5957587,-332.0828117
0.442,-475.1080676,-272.7059983,-147.248524,-141.117121,-1044.342325
0.46,-89.11523586,137.0957668,-990.8892734,-108.7628637,-823.0113882
0.435,-179.0570586,-476.9128394,1199.404148,101.8421699,167.6202086
0.416,-970.5652558,93.66779035,-93.24842184,-746.2138844,177.2908334
0.488,1067.950815,929.1252824,386.169354,205.3810915,437.1308658
0.468,758.2151195,927.5671616,-186.8539894,-588.1521274,-236.5322783
0.468,-498.7080263,1275.280912,248.7078844,-88.90458966,331.704571
0.475,-18.91707947,34.16638938,411.6574347,-221.0694486,-658.1427369
0.484,-14.80033786,873.3004372,12.6378695,-902.176204,-415.6329536
0.463,1239.522065,-68.78323439,-210.3843799,-1104.066511,-37.34729971
0.42,655.4041223,1193.449739,757.9392454,-350.2741687,-109.6349674
0.467,219.8650391,-582.2540752,-23.86935803,68.83619333,-128.517878
0.47,133.6182642,309.5223541,171.7154037,-1061.257601,8.329441521
0.479,5.772716616,-473.4586578,-463.9291303,72.53634883,-175.7095103
0.401,-949.5852881,538.607499,-126.019575,-46.94018103,111.246926
0.416,1286.071687,132.1426724,-670.9701815,-281.2580212,534.843501
0.462,-514.6733937,-587.7460616,-597.7233306,678.7084052,373.9945296
0.403,159.2923107,-1007.199776,184.4927521,-516.9160363,4.519223296
0.45,-931.1204946,176.6211354,-65.54021196,-154.9167939,426.608675
0.446,-768.5532021,-103.8497643,-206.4003181,339.7501328,728.1480179
0.435,-487.962363,-518.4792877,-287.5671387,-905.5994036,106.8197741
0.468,-543.3313204,-452.0154434,-913.7132534,10.90027709,-61.62136192
0.423,-493.8928657,-588.496723,-365.1868818,-799.850932,300.0296297
0.419,218.1366294,520.8888213,-600.4935534,858.1567899,-72.26382529
0.485,-501.0481489,96.90998425,171.8263144,338.2191794,-78.56919764
0.417,1014.550452,-128.254496,-113.6513801,182.5652943,535.5384376
0.42,-1124.781487,66.81919758,326.6773289,-368.1153804,285.7717294
0.482,-362.6662259,-148.956569,188.4699399,17.95275783,-123.8169
0.458,-1085.682073,245.0761916,-275.5859659,247.1148446,418.7908979
0.426,-77.01910083,326.6807205,-122.2531728,248.6087154,-657.9525618
0.487,1063.060999,842.0387698,259.0011329,463.9008004,311.9956998
0.423,832.4165565,998.0003558,879.5321463,-397.9174365,-515.8101494
0.471,-1090.880639,144.1965029,-50.98869567,245.8266054,-397.8049482
0.432,-401.4955615,328.3980502,-315.8436775,601.8581234,30.45574082
0.415,-622.3366034,-183.3595305,-129.7093043,404.9354625,557.0759162
0.457,-1066.39101,354.4625445,320.9767496,212.9308415,198.1843983
0.492,107.0100467,624.9265076,-265.8313317,117.1157898,663.7329742
0.4,-512.2127882,899.4552007,-407.5389893,-314.8802105,164.0059545
0.454,-702.4321914,-304.4247454,-13.09268327,270.2712814,136.4005417
0.488,1249.954441,-362.9602157,-174.2344836,-685.5028392,503.935768
0.423,-172.7888145,1213.956571,-172.4261201,-543.4399779,-256.2715312
0.45,-992.2854414,-23.54423237,-83.21044137,-344.0265813,134.5982062
0.411,-392.8742038,-190.5746701,-775.8230509,749.295737,608.8965214
0.438,-591.8954313,-184.2199042,-761.1647231,655.1112999,536.5148259
0.427,257.4920676,-135.9188401,943.4874927,769.4472427,64.28296907
0.401,-306.3665177,-245.505823,-467.9937003,-104.0353987,-231.5321661
0.512,-119.9028009,-573.6761022,721.9346138,304.8608641,-261.2755538
0.596,-115.2958236,-346.9889823,54.70273179,896.0368098,-5.204615912
0.573,603.136953,-23.00198783,-306.5560845,-286.5144404,389.6744577
0.543,968.7300564,-93.30753821,201.6510623,154.094401,39.96159199
0.599,783.8536822,-293.9603539,-486.6392725,-411.7126693,329.7584282
0.569,-209.1158799,767.5711544,-654.2010447,752.0503093,282.46586
0.593,365.9241817,693.0263103,-617.7011758,187.1606173,193.1880835
0.576,100.7754799,-96.23532458,-683.1961429,42.40398683,-196.7343214
0.554,-557.848544,339.5513075,16.66827344,146.9591736,-279.7591952
0.51,1089.344723,43.38492727,-401.5598766,-801.6403922,58.73301132
0.527,885.428437,-588.1648329,723.2864209,75.92320681,-104.6957347
0.556,1552.119825,401.7345278,30.45378035,-372.1538941,1035.162892
0.571,140.8900805,-191.4861984,1257.19643,260.2890243,47.0360746
0.541,-878.1991767,-237.2640918,225.0601689,-556.3141025,680.3470179
0.519,-386.9776722,-358.3954115,-124.9007515,-617.6291925,509.7654537
0.563,-859.4682561,-193.3572602,561.5334648,-40.52935425,304.6755773
0.6,785.4904616,1190.692015,-515.3556166,370.4219377,425.0960522
0.581,1019.773215,1229.866319,444.836484,689.984635,729.2751672
0.598,-869.5969546,-91.43776589,141.8496686,-270.5484214,531.1433341
0.577,-196.6105692,205.0643152,640.4425828,-161.2295104,-551.1379932
0.595,-644.1882109,-259.714611,733.0793385,16.86496827,-494.1847644
0.545,334.3060169,-435.5161071,-73.50095173,379.2029718,-252.0750564
0.572,-1089.1274,123.4055969,-321.3279218,-83.14396016,-218.0822417
0.556,3.132922078,-117.2696696,-419.5583556,108.7328513,-1148.564889
0.557,843.0795023,-272.6822864,-104.015107,-517.4444326,305.7811001
0.567,391.3516239,-632.9661621,382.7258511,414.2061291,-477.5384604
0.54,168.0360838,-37.54959765,-231.4391561,785.7550855,181.35056
0.504,641.8369429,-579.8127527,-506.1603346,-790.0380753,-38.24269121
0.546,263.2837568,-647.4290682,128.8546364,111.8345031,-156.0887442
0.537,637.354347,-232.5705666,173.2655557,-254.1007357,353.0426513
0.558,332.8099578,-613.163154,-20.29315857,293.5403875,-241.2095031
0.561,28.27616439,-607.5585891,112.7340756,61.75607706,-432.2816165
0.589,-390.4258976,-193.8632827,124.4678789,656.6231369,-112.8680145
0.573,802.6594591,-467.1208421,-317.1027764,208.445414,262.5150102
0.555,-1007.19532,-194.7136653,83.87550919,-521.6593627,475.3936491
0.565,-957.1018083,555.0457097,-28.71672527,-311.0648318,411.7230138
0.526,-888.0178782,-377.8224848,-256.0685707,-324.4123904,-141.3724768
0.528,-681.7324427,-296.6619309,484.8067532,-419.3135657,-84.95001743
0.586,114.7143645,1132.729629,244.0100537,-302.1390619,-76.21579146
0.554,-1210.432113,81.01558231,477.0643934,-377.9168995,543.6775688
0.561,-989.0234356,402.659349,348.1768092,-512.2792618,571.837961
0.579,-798.3921957,191.419695,-301.063998,131.438788,180.5434508
0.549,-681.8643285,-184.2788938,-378.0800702,-1055.544517,12.71244098
0.53,9.730099379,-534.251307,784.8003728,473.9551361,-17.52101795
0.525,-756.5549058,-10.16400402,-606.574189,-127.0873647,-64.29143711
0.531,-700.8633661,48.516801,-925.5406748,560.1828624,368.2633095
0.521,164.1339767,-383.3536415,354.030024,67.0232062,-470.2512053
0.592,760.7833558,-518.9818415,-435.0841492,-505.9223432,769.5060464
0.502,688.3983735,1284.331763,-3.678722442,241.9211703,225.2084531
0.534,836.3329351,97.22009375,125.2664852,190.428141,600.9044594
0.604,765.5692808,-186.4970983,292.5515141,-458.4227961,-105.0521358
0.613,311.135645,-449.9763231,1032.700856,708.7597337,187.3286254
0.615,-165.5882616,146.7887308,936.6112953,504.9755076,-544.9306966
0.635,265.8936392,128.3284211,148.3504101,-317.770959,-63.93724224
0.677,498.9196622,-519.1307237,173.1994608,760.6130052,452.1052271
0.648,735.3976697,235.7058121,-219.3570412,-813.5828769,-413.5881001
0.65,-262.4342182,64.81941834,336.7944272,33.4920306,-660.8333681
0.637,-82.27837739,-780.04846,267.2550442,25.15909035,-269.496091
0.678,281.7879068,-613.4211103,-54.39278722,131.9814125,53.770799
0.674,-680.5140768,-466.0620831,37.97994021,-236.5511528,49.80738245
0.6,961.6490109,-382.0719667,-162.3975672,-138.4785922,244.3926691
0.691,63.96198559,51.30726716,373.4380386,596.6425344,-438.5014082
0.621,-883.4949756,-95.87341501,-307.3837536,-97.10367985,-182.793682
0.64,1476.655871,786.1813438,130.7612535,-447.6664691,581.3200283
0.65,-519.8177104,531.8251108,-395.7038872,-222.2247647,24.56240578
0.692,-75.7755202,699.2896761,-92.09095216,293.3358504,-461.6913824
0.7,433.9046873,-729.3257582,-863.6472133,-299.1635963,279.733502
0.677,-913.3242002,666.3531456,-455.2495577,-739.9769164,-533.7039837
0.635,349.8467173,-406.4913669,324.403653,1038.530032,214.8930485
0.696,-944.7412311,-124.3252608,-362.3660521,-89.34335229,61.55625367
0.604,-124.7302043,392.5018466,-866.8925465,-214.8659827,-973.2361232
0.648,-504.0894587,-260.2110968,77.70724768,291.493824,-256.4620838
0.61,1293.319834,-142.8902011,-300.5207259,168.3746618,625.8732385
0.643,-1226.487542,263.6579293,394.02448,423.9666139,771.600519
0.699,-728.0324856,-560.1359406,-65.50566765,-709.2475634,91.60291982
0.626,-770.5775597,128.2372494,-707.3049188,460.0652959,450.0516868
0.63,338.7625281,-594.6451241,1083.961513,266.5889969,189.8218283
0.656,-1039.68066,87.81315448,693.8032312,-468.5601402,735.0313454
0.612,-1144.864645,412.9069967,-353.8732681,15.62767562,493.929828
0.632,-121.2304178,6.670803921,-611.5945504,513.9186306,-439.4862117
0.608,-1013.84879,-107.4489105,325.2369777,-281.7952149,281.4763079
0.658,-600.1014086,-25.22438188,-62.51006724,533.4232898,-316.0163308
0.621,-311.9013041,-228.9692443,735.8207618,348.4446066,-102.8145538
0.687,748.1503305,109.7247696,271.5325714,421.3531297,1122.731392
0.667,-1190.386691,625.1593164,-208.6228681,43.50783076,117.904539
0.62,-994.7120984,409.3602236,272.846706,-861.8057484,-13.36813692
0.63,-926.3804532,-65.8971183,-307.1935242,-804.741901,130.0361417
0.676,8.271742299,-34.04531049,813.8235455,326.0836524,-172.7359319
0.698,598.7074956,87.03573649,-258.9772326,438.8439155,-470.2973119
0.656,301.9239662,596.9472798,308.8545691,-836.4252872,-484.5688726
0.636,-629.0631375,506.3573875,495.8291882,-75.30243242,-63.44324883
0.695,-189.1276418,-562.106598,319.6014727,-128.7734904,-472.3324405
0.668,-371.0572087,-293.8842057,1028.525774,-71.0757846,619.2893751
0.679,99.29744135,-910.2652559,-31.02856539,41.6843763,-453.9139066
0.664,-321.744128,712.7792739,320.5496698,477.5744119,-564.5763867
0.672,661.9938677,-402.9341209,-563.7141753,28.78858822,428.5984195
0.657,412.3468855,-249.5771901,714.3970545,88.74660836,44.34846252
0.682,1019.015419,17.28787416,32.56814725,129.6068491,421.7352824
0.646,532.9881122,1210.579737,-69.6175948,588.9630981,592.6779314
0.615,95.05321741,1463.769427,-181.2710946,441.1121647,280.2831485
0.792,164.5706152,-702.7700545,-257.2345273,-232.7844418,-365.0136964
0.777,350.7486293,457.1774931,-813.7299073,-185.2089976,275.1745073
0.728,72.69871002,980.3068787,-197.9338538,22.17620536,-168.4776968
0.723,-492.5210056,-110.7644435,883.2131728,239.4189285,-72.12932951
0.768,476.6591941,-559.4207966,-437.441496,532.6897968,461.4523818
0.763,530.7952068,-543.3464,97.01302439,147.4641362,35.04490893
0.792,638.3341192,-367.6044259,-416.0306546,360.7861734,93.8947937
0.795,-200.996241,719.4302236,-155.4782346,169.1178955,25.82124837
0.759,56.15122933,-362.1186452,558.5522423,-629.8691056,455.6518169
0.729,-15.46784265,-497.0993913,252.8197741,-241.0205819,-853.9232411
0.754,-729.4792265,-409.5682591,615.1514403,-721.0745494,144.743337
0.791,1082.72681,-292.9993026,679.4448564,-534.1305266,479.8278558
0.721,-415.9073106,-410.4649868,-162.5847279,629.1535132,73.29439642
0.797,648.4395342,-842.0863312,-345.7265068,-281.281824,306.3960294
0.762,-803.2924115,-81.93430544,227.7629213,481.7516978,-125.5664298
0.787,-567.910132,1204.752033,2.732077701,11.2310235,421.6221708
0.8,-969.580384,1200.934335,321.5471128,140.6727144,764.8167676
0.756,327.2619162,-17.33917394,-1154.884215,-481.9461483,2.753202209
0.73,559.6024568,-800.0628091,-134.2499763,-532.2511953,-176.4534202
0.71,393.7509396,-306.6284057,44.67170115,246.753634,202.3537721
0.713,759.1707084,148.5488766,-648.002081,-537.1746505,-22.7869663
0.795,492.0652944,-678.2768164,321.5177321,611.5588521,88.25537877
0.79,-383.6540865,290.054443,261.1480708,573.438438,-352.6617513
0.746,18.79865687,260.0821392,-329.7373729,140.7376025,-402.4261821
0.706,81.97944087,-547.8688998,858.7682839,231.3062263,-418.6025465
0.766,-716.4793913,-246.6455382,411.3847053,385.3117594,7.667643875
0.766,-325.0593073,-271.8794652,850.9811467,669.7610941,-178.974183
0.773,-3.788038732,1542.105563,517.2944812,-196.27729,-307.8733731
0.761,-311.2542502,481.2498137,1.396859197,816.9151741,94.36119681
0.76,-411.4302888,731.5539756,-92.62445645,370.2036456,-241.7793613
0.738,683.6015455,-407.136412,-471.0039305,141.1488049,-47.68911737
0.73,-1256.308124,511.6393842,-124.0750924,-51.01278888,382.9025651
0.789,-860.2612146,53.57345423,-725.9473028,446.6212437,242.2819929
0.777,-445.6701109,-647.7318488,450.5316155,-590.2365587,337.9209062
0.798,547.0030568,1419.556902,459.190543,-984.7048834,-420.7618842
0.748,-451.3132204,-181.1776212,-726.0578055,261.9717664,-178.1810991
0.713,-648.7490536,256.2675329,-14.67570453,100.4849633,-243.0138203
