pred_prob,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40
0,601.4763766,562.2649451,164.2409258,338.6960739,-304.1103936,-143.6446283,140.1695948,-312.2932577,135.4168124,553.6458997,472.1753423,49.41141629,446.5261228,2.064224076,-112.2230413,-300.9351174,-197.7958436,38.28587639,-112.3753365,-85.63146581,-263.5841265,-209.4970782,362.7118657,88.14720211,-228.5622613,228.156901,-165.1015555,97.63015541,-90.56137289,-1.032841958,-42.85506723,17.17933631,-193.4822186,113.5488808,62.04526832,334.3257213,10.28450459,82.4189416,-76.4389196,-62.79569206
0,-579.4251966,-167.3334643,487.1955187,74.95408021,-122.4831806,179.6355135,281.477387,-279.508601,-96.70615603,-312.1903898,-9.321086395,45.20415555,-212.5658252,-173.0839567,190.1954572,-112.9896292,30.30436569,-128.2166059,111.3444485,54.35171801,152.8662494,-106.2663573,91.1326133,11.71212288,2.771336202,-115.4374691,-8.584273517,203.4505211,136.6036103,-75.61874521,182.1209277,7.744612438,138.7426696,-21.64017592,-40.95350508,-66.42315165,-9.883827909,-84.32227543,39.36441169,-52.49041699
0,174.8641428,-79.92890025,809.9029376,395.5932726,-135.944396,-16.78709868,-14.27621315,-42.84732866,177.5586635,386.002607,246.8965898,253.7546915,-9.583751816,177.6392495,110.9538801,-371.9756284,268.3780836,-21.41317343,-330.2276094,259.3907658,168.7263437,-69.90577544,-143.8390929,29.6815748,-58.07594284,184.5944423,62.97275792,-61.71555501,-172.6057443,201.6264887,103.1534966,73.15653448,-50.05759325,-36.50782725,155.6647115,8.023159621,-291.0612541,183.65829,144.5396396,59.37058834
0,167.7629444,121.8785965,100.9476523,258.1581422,-491.4482604,299.2427789,302.8935909,444.0102706,25.82778132,58.453612,-282.2510509,-358.4390347,0.520354836,-175.1277232,-259.23773,52.87711156,339.1339739,-367.6292621,42.54897008,36.94576223,102.2694439,152.9062172,65.11051944,113.0244871,15.89961408,-88.4042152,-42.54312306,276.5172631,44.32856555,120.1605147,49.63497676,-86.76612697,-4.808379332,195.0990913,-227.0706254,59.79297842,-114.5478034,-54.97397761,22.32705827,-8.730104867
0,271.4232291,-6.860812263,721.555254,349.5192175,419.1787746,393.1244517,356.5508532,-66.44388805,27.39679543,260.3408543,-190.8224867,101.7407072,140.5792317,575.9263831,337.0779797,195.3495319,214.8860815,216.6591673,-77.82827426,-163.3043615,332.2816108,133.1435444,-12.54742287,90.65908304,298.1477375,320.6573695,-70.69506804,-0.711573075,-274.7448744,441.3991351,140.9131983,328.2419145,13.6346074,75.21698715,-178.9975363,-181.3586375,-106.4849055,-62.12187366,174.8505374,-108.3213442
0,157.407501,-275.7336571,-287.3902015,-295.5720053,-133.2183515,-237.5020842,-181.3124232,390.0931078,329.568154,55.0545148,220.3305841,311.3876243,-16.81096548,-38.96099165,-31.77726647,75.32723472,44.64538343,127.4626887,-130.2259199,-23.86655208,80.49345329,-81.82422099,85.73416941,-244.2469993,37.45795242,-127.3404968,248.6676239,90.27956332,-139.0706964,43.7849487,34.47873249,-54.53430125,33.8860872,210.4755143,-225.5627759,96.25263195,-42.80533891,20.48857659,69.23373798,-173.1094169
0,270.5293807,-96.06401518,259.053338,168.545281,32.50185429,-194.6630589,123.2428698,23.69170753,295.9896904,220.145618,567.423202,49.27255759,5.386063377,307.7792239,155.2359612,276.2013945,243.5953936,-83.55932486,434.1051816,7.180611575,85.78627126,125.34169,-59.74278172,-167.9715007,145.4979951,-206.4958152,-2.483223653,-16.16503183,-228.9210931,-83.82877107,-164.1444192,-88.91857141,110.192112,-225.3530131,-260.0414076,-216.9969932,267.5326605,-76.91340224,-107.6180165,-197.4757844
0,462.3886713,162.1601495,146.6312887,-233.4332832,-203.3597371,337.7828535,174.3548115,-220.6482389,-64.17518762,-66.80145344,-105.3233772,592.5247942,-96.61963792,-44.9865331,54.76722354,104.5442988,-134.2949422,-237.9314991,191.1621522,-5.020418488,314.834579,187.3005025,-223.3879511,-177.4872929,-329.5118323,-319.2114653,-181.3887284,199.0941129,114.9534316,-17.50193813,47.47912638,178.0857629,-125.7832032,2.547759693,-299.3319243,-284.8404307,43.38978667,35.3532318,84.64667618,137.7589515
0,-195.4850956,248.9758691,206.8989923,197.0080356,-35.61934729,-507.5427543,52.79053578,-47.58894897,180.3148374,-284.762886,309.0981533,-342.3560988,-248.0227505,64.29677879,-174.0681223,59.87847074,-58.9426876,82.77903437,-47.79911128,-26.33368835,40.85479504,285.529033,-94.11722643,191.7632197,-254.2538543,-5.577602316,208.3272681,17.89460135,-22.20253195,-34.50448038,-284.0152391,152.1068075,-29.75305473,-31.74627271,3.082581376,-85.84322547,-208.0155332,-165.2619097,-118.8758321,232.1185916
0.014,417.0692212,-281.2446059,26.60182957,-384.4575369,-136.4421242,-156.8511457,-145.3847478,-18.7725632,-95.31289531,97.80005558,-38.12467529,241.739392,-298.3474238,-164.2723051,-102.1179697,36.51678011,146.4400066,-83.60379527,-128.8736218,-72.68524844,8.411227604,7.05830823,-68.62127846,75.72143134,4.450388535,32.06404536,149.2342515,-155.5053976,-47.19879361,-177.3675663,-21.11524841,16.89729551,-141.6653515,17.47187457,-29.9905654,-57.39122569,-195.4619566,155.24057,87.36830871,-9.308996745
0,611.2388129,1083.742721,25.04805146,595.9665249,-397.891301,-286.1654151,454.7129868,-388.3333123,-193.1943822,203.4652978,60.36654304,472.7333206,-199.7870373,93.30774502,-346.3762193,492.1687019,-456.3448496,-38.53861046,-92.27745652,-178.5298747,55.87340582,170.7184202,-227.5361699,-5.107560986,-209.2611278,-55.82424986,111.4219195,-213.1935633,-54.41565272,28.37672383,297.4357159,-267.5027482,-64.0480475,-287.6628919,192.0030852,182.1718371,-56.32633726,-142.9382257,-71.61396161,-151.6275837
0,477.9821277,-142.5814039,175.1429948,-192.9940293,-41.13100132,-124.2864934,21.85337683,306.7811101,-108.4560775,230.6012362,-194.3531157,-375.3496129,304.7873167,-279.1789295,-175.7264866,-8.843185862,56.66825988,-170.7931097,-124.619565,42.61602858,354.3263971,-43.22863227,-209.4670441,188.6852254,216.455951,-190.5580244,126.4452227,114.9575568,-302.3473364,65.54680152,-54.04564153,-75.15851925,106.4443838,55.85768938,-69.67509337,118.8478033,84.2129699,-141.7901769,-31.23893931,33.28390694
0,480.0820995,91.03903047,-277.0415785,-315.6868838,-143.4778894,-374.843192,-71.63414321,212.2601998,98.59313059,-49.82094333,263.6262265,17.79568144,96.12580193,76.68974264,280.6736834,-166.2552161,47.87816075,-165.0732287,-26.79608959,10.51209647,12.97418519,-17.01809163,175.3723651,223.4561578,-87.91646587,-194.8675906,230.4662555,41.41981549,6.048711482,120.3539832,-24.19798899,-98.54643866,59.12210588,33.25742145,40.40101566,-173.5197022,-213.1720588,-56.23292845,-75.28668976,-9.652794514
0,432.3374512,737.9121949,128.7163712,608.1863437,-43.00805531,-277.805804,151.2485301,-284.739912,567.6785231,531.3185376,156.7373918,-73.61169186,193.8612971,190.7544956,-149.0890341,-230.9263573,-70.09032579,-258.0748766,-26.2299531,-129.5677857,94.72961425,51.67416828,302.9206756,150.2309461,-146.8413618,-63.3160842,-280.3264023,120.9732935,-70.10388851,62.82041403,-39.71604448,-12.7770849,-7.781444428,139.7939399,-100.0836731,82.42334691,53.40643269,68.64250818,-52.340188,-60.52164534
0,-541.1119415,-196.0336562,503.8124747,-14.70237337,-316.3923087,143.6734485,345.8252972,-41.40796932,34.41986013,-311.6305324,98.79498357,1.426212887,54.66975267,-14.94695651,331.4412376,-135.9980144,-77.52132382,-178.2370771,233.6795954,69.51953741,84.29522652,-73.53618155,106.824963,-138.8102894,-79.29167983,-295.4864863,114.4820526,32.22519177,-198.1904432,39.27664973,-21.38404758,-133.6557195,-120.8594565,210.5135288,34.10254862,-150.2815424,63.87547704,-133.0813795,30.04230981,108.7653788
0,-110.2179123,-175.7597388,486.2316353,637.4419699,110.753465,-37.61489675,105.0770302,216.9763152,27.72029929,-238.2760722,-250.5394115,-357.679422,-247.3287959,-189.3167993,-123.7050177,79.16763109,293.9264073,-118.2122798,26.10263281,-253.085673,-123.7405747,188.2884944,-41.38546259,-305.4449493,-70.46150675,-101.2117874,-159.0621308,-25.83458658,159.2362247,40.13447923,-164.110441,110.2463622,-75.25114735,14.15217646,16.20891155,-195.4796332,-9.418177855,-179.8783196,123.1382302,-111.3764873
0.001,-412.2745284,-455.152769,443.4095061,-96.7689796,-397.9749642,-53.47951287,322.5382673,1.380871038,-91.04945665,-346.9599891,-44.69231145,66.797216,80.85404305,-51.01317487,262.5979644,-204.5839848,-37.00938636,-1.144691515,-25.87624347,-45.02343705,-15.41957244,-80.12429926,252.1690452,-27.42140129,-96.61354742,-240.5788637,91.4812331,146.3838583,55.54019946,22.71708948,59.48650767,-2.565780678,80.0317913,145.9317033,21.48771505,8.7542651,166.6242253,-18.06921969,-74.15100226,10.02514699
0,190.0936877,-354.1807804,558.2762238,468.9375645,384.530621,129.1444406,107.5268416,104.1022971,342.8678714,-56.22501896,74.77325941,-158.1925779,-119.2752508,321.1601236,-16.21345348,-375.5618183,-224.8122188,-156.4012513,77.26700408,-181.9782333,-180.0669104,267.2782653,94.00733956,17.20780633,184.3464698,46.8488591,143.7726626,-134.893176,216.7130315,111.7373868,-161.4051459,7.349021641,-0.845146309,169.0329538,129.0261106,-35.45664329,119.3116621,59.50720464,16.48089942,-207.9364107
0,393.6370575,253.0117738,393.7829799,-353.176438,-463.3427575,-194.4322665,499.3959035,-230.2659784,-351.6515243,580.1819611,404.2025585,371.1562092,43.49317559,285.391984,95.35862546,250.0369898,21.64628687,100.1019581,180.92097,-7.279364331,-34.25184394,244.8856794,-63.79123697,-211.9498103,-120.8037059,-51.91362515,170.6007322,-242.4113612,156.8090448,22.14890058,-26.47918947,-156.2018401,-270.5911803,179.6825017,498.4855277,101.1794384,-18.64303526,-102.1834255,-27.65072943,-142.6474331
0,-381.0478675,785.8610464,203.0379443,-120.9051018,-199.8958251,-105.8024484,-567.3269278,212.1581495,-309.1138672,-183.3975119,-274.5263431,-40.36751786,53.81472569,38.2997752,-83.3762594,-92.62480423,104.3157513,33.95370963,-76.01699113,-121.2112844,4.633262131,272.0909568,150.4503486,-110.2065433,127.7073255,-17.6686311,-140.5079481,20.46034116,-82.09418214,172.7808871,-83.12854792,-23.85270832,25.17921367,79.0414534,10.31634689,-9.609987399,-148.8564274,-30.90700322,-31.1692182,-8.792651841
0,246.3908266,532.6910212,807.7495531,236.8295655,-565.87538,-224.7115004,-193.7225008,130.8579509,-122.889913,-232.3291921,-138.3446607,321.428195,-189.6950056,607.775727,-63.24447051,-52.01573342,58.67431082,21.91145866,-123.2576766,317.9430291,221.9025728,50.20753205,35.64567679,367.7800023,147.4371212,-294.935068,-135.7862089,-180.9073762,-113.8767706,-99.29695798,132.6428529,-256.7106097,140.9070929,-34.32915984,-130.8407366,197.8785937,-104.6676344,112.4293158,-62.37948149,116.0668195
0,141.0116221,187.3637625,-38.98991958,196.1742699,-576.4976348,414.8068633,-117.3582831,200.1409624,78.30999607,-51.94020445,-493.5999276,-238.7348848,43.2562152,82.59741027,-172.5273235,136.3168597,-95.65076346,22.90359026,-25.25335057,25.74891463,175.9817538,335.9287955,121.1430513,122.7660376,203.1801223,5.78999132,181.4706137,218.1026828,-148.7878492,36.01032241,-110.141212,-30.0792399,-194.5787405,-287.6953287,125.347339,94.91774826,80.83610058,-138.7327946,79.10222365,-86.92376504
0,-560.1845447,-146.2067813,427.7275049,5.626157021,-288.4377899,282.2136713,363.3338314,-196.5331077,-7.617402074,-299.6078985,118.641564,-67.62957741,43.52229042,-74.66679982,288.7918969,-238.1723424,-104.7624468,-39.68388211,207.4461129,143.3458158,25.13626334,-20.05184439,101.9964229,-24.29923243,49.36544353,-324.8076915,87.61896997,112.8209525,-58.47176957,111.1705763,50.01598517,-54.10121307,-12.27411057,109.7597475,54.60740718,-19.0247738,62.17297666,-144.0137113,20.61813287,105.2310744
0,81.83232542,181.8267539,777.4632029,332.0827891,-79.43222461,-111.4257458,86.55827042,-253.3764317,131.6584719,-117.924937,-25.20310396,76.01969062,-136.6661452,18.75242887,-118.7748842,-10.10100029,301.1822498,47.18352757,240.5076574,143.9675357,163.7373866,165.1193851,129.47062,83.68406511,-43.83942301,167.6018868,97.50129405,57.4593489,84.58299608,-112.376555,-62.28730384,-76.0816844,-3.357627717,-129.3715592,221.8738502,-124.4164634,122.7804371,-56.45797108,35.66267143,-5.482761654
0,-608.0138335,40.98567339,432.0253959,129.5488484,61.03259337,222.9238589,276.7105223,-408.6090593,17.60741561,-312.7699105,-125.4009022,-4.107975388,-145.6591467,-184.1379753,41.39071576,-139.7205077,-36.44377918,-36.46699325,309.2452665,85.13046853,25.66359325,-216.856709,-82.26521776,57.09087951,148.6412875,50.1871499,45.43824622,150.3551777,27.23275778,-31.38957582,90.4846511,-137.119732,1.337964724,21.64345249,38.82168421,-85.37937871,-50.07201772,-170.7142526,55.77213238,-48.23807682
0.001,-352.4275996,30.20409691,636.3496409,-177.1071577,-233.3856936,192.2746365,107.8405541,-119.345642,-53.58765783,-139.9986291,238.2677365,-23.10890597,-80.67157766,-131.531229,196.7630055,-128.8951468,-29.20212681,-147.4090061,188.017392,110.2613747,88.22157215,42.42638813,74.65910712,88.02178184,146.1980152,-135.5045295,134.5048461,163.7007267,65.02900851,-31.40606273,198.1839544,94.07020635,-15.39620265,-1.182580817,42.50794479,-57.54523573,-17.39290563,-88.29825187,28.00858245,42.80196734
0,-140.5007047,-8.622389783,-8.07343778,-61.99957372,-334.6691418,321.0825015,-173.1475931,5.160983409,-288.3234746,162.1634433,-181.3995147,-373.8867663,-252.1575308,-245.2733946,-195.2547772,266.7906504,-31.98508342,-107.1965771,-124.678131,-18.52225349,159.7619261,190.3151404,-16.29923762,2.075558821,-69.10859079,-69.71689287,122.2118621,46.38047556,-135.2032094,-142.8427843,-92.10369771,-93.04573744,-28.50814135,129.6996287,29.31264673,55.77901896,194.4898347,125.2731277,-206.9335843,-18.94282405
0.002,161.2091886,-195.8756174,-393.8041136,-233.3934708,-126.5866238,311.4360693,-249.5090963,60.56691804,247.0717854,-247.6245716,-247.3400848,599.127083,-97.68891071,-100.6690962,71.49592673,-108.2144501,79.76676275,163.9195741,-30.59169897,56.5948906,50.16059744,42.46233351,-63.43966734,-208.8816434,-35.09861759,-93.95910858,96.92158492,140.2283697,-84.80721963,103.6402179,-47.84919102,37.46301269,-85.54856344,14.71576485,54.54216629,-15.80346813,-48.26628391,55.21930186,-103.8285226,50.39787101
0,-26.55758766,75.51979831,597.5141172,-341.8352465,-49.93090355,-161.1251787,224.3533192,-298.8699783,173.1870657,-11.75710738,-34.98415155,281.21318,-98.2732585,-71.34928335,-54.55206251,184.6702503,216.6091469,125.7851064,216.8728804,230.399258,-152.6730589,-119.1098973,-275.605539,354.5031414,77.60551005,70.86807566,67.79017367,217.3059879,92.7988362,-9.322788403,90.00638884,-147.3677459,136.510467,53.24570229,275.5771014,121.3447638,125.4329481,26.92221658,-137.2208512,-102.5330999
0,-287.6473828,-29.72210623,592.2292568,306.6575024,-104.5901871,-89.51313156,154.627965,258.3759093,39.33972937,-274.6291325,-55.95489111,-94.880892,-377.0030937,47.9411477,269.686198,14.30906259,45.9718513,-78.2184699,110.4011453,-65.67619604,245.559184,65.39594933,190.4887725,-267.3756752,46.68174925,-157.4695136,201.0734098,-75.59072356,95.94275197,104.2131968,-203.4132467,185.9252965,-108.7492945,29.36596491,46.17590769,-46.05976062,126.2700979,86.90118421,-41.23486986,68.51044353
0.001,-109.6095919,18.21504778,453.8583653,494.8245893,134.2977209,-508.3608818,125.3953389,156.549849,548.6167308,114.4594315,261.6275534,-250.1591418,-43.51792193,-200.250553,154.4524469,-33.14617141,-158.2796111,97.55046217,75.2733369,-112.121707,-40.61034104,215.4663592,-225.0885047,10.92098883,-137.9193296,-217.6340243,-43.69415387,-65.68912603,-18.71335738,-59.3510925,74.03425206,-41.43639791,81.3964366,36.29716351,-42.85258011,-53.48815468,37.8065296,-39.70145529,-241.5183997,119.8136533
0,-52.11725594,-539.2489605,427.6076788,-11.22398361,-34.48223688,-237.6334381,230.349989,45.22224077,-167.5851685,-395.7154805,-27.26092365,-97.10092792,-43.16667529,16.06756703,362.5296921,-44.7303597,-125.4406553,-218.364688,26.66721418,164.4855506,60.92242708,116.0958333,345.4331467,-61.2886645,-98.97562714,-243.8287543,21.46918845,13.3557632,-11.74307425,79.08996893,-100.6843667,-28.02461403,-179.7133195,130.3385889,89.29956471,110.7171323,54.13971582,163.1438782,-54.79482667,29.34979294
0,-105.5406255,227.6000644,351.1346721,-431.3021945,-71.23157034,-70.5922417,-320.7712769,-131.7949045,192.7868694,158.7696508,-75.63755804,209.025456,-161.0710957,138.2667277,-42.44396873,295.352194,-158.6001012,27.78101686,141.7525404,162.111305,245.8242412,-150.2021366,101.7989279,255.4164585,-25.07470022,-119.6820193,302.389336,-72.80997756,-42.54947192,-7.128833177,-108.7738501,31.02733645,11.5210493,27.93711569,-118.4425822,327.8366173,139.6362688,37.26752133,33.89401018,-18.25177782
0,640.6199912,-58.64316346,-644.7174439,256.0834403,175.4006587,83.45189004,-123.780698,289.9746771,194.5948351,-155.3806837,66.94177569,368.826542,112.6773517,11.84993241,325.6214337,32.93242535,-184.8799161,-61.62313737,-36.80428987,96.04365019,-212.3975896,66.33176454,22.77457857,30.43793114,32.42583862,-171.726528,-71.97855797,-53.08339043,-228.1799909,13.16180056,-203.5651722,-59.37566835,-112.0319927,-8.510606019,8.399525528,-65.34387547,-276.8837456,83.05356043,-87.01146384,54.10719794
0.001,827.4613942,319.6442218,92.8794316,-613.1378285,-29.58237316,51.90396855,-118.7060636,228.1354228,135.3532605,23.92323836,-65.54952237,-5.498048922,-303.8525387,-28.82982822,158.1865293,-224.6029332,-206.4611467,-22.95533381,-23.22575265,130.3568738,-94.37574795,28.80383131,-101.287513,169.892075,-166.4458924,-168.8803585,-34.02085299,101.0767796,-71.3521806,228.0569477,-79.34341027,159.366076,-82.3506035,50.63469007,-39.55095266,-94.36392949,67.95443034,118.1895513,-81.1148431,-111.6458574
0,-87.82893108,90.17282983,449.414741,-30.78494256,44.28819008,-351.7643571,354.2987045,81.12172585,337.0339424,-20.64337018,-39.67733208,-238.2408386,-213.3847983,98.33767308,-77.92714923,77.01545865,-104.629064,59.07498647,400.1678396,-7.913438247,166.2157699,21.20964602,-115.6225916,11.12955072,-76.81666143,40.93187791,47.96579909,-116.9772876,-138.6450015,-99.2049361,-35.56176556,130.8295494,67.59917266,-173.8049632,-353.5415158,-23.32559428,114.7785719,-55.18700891,-12.57975722,-128.346609
0,381.6325964,-48.45642822,438.556932,641.9109433,412.8773473,473.620173,-56.94392947,-127.7130106,137.8734654,156.9956901,-116.8436867,160.7387838,114.1068639,330.1978286,-65.47952659,137.1105089,297.9862288,224.6489838,92.07926812,-400.1061714,280.4259351,-245.2870826,290.6604862,129.9464713,3.385173737,150.1732303,-109.5174766,-74.14588481,-269.6692841,384.3445417,209.8583772,252.1664033,-208.9764338,-34.91224298,49.75561486,-183.6512036,-257.57656,-42.97320842,159.2404334,-169.402809
0,20.97310464,115.7969613,-41.76209526,-65.20850326,278.3790022,-387.9380678,429.252299,204.8243226,288.6012957,62.0777169,446.6800993,-53.43926873,-282.669434,-232.3743845,-364.656426,-141.0159861,-116.7873314,-175.6821719,-51.42766336,-21.55078988,100.1698193,160.0894424,220.9481939,-130.1156879,33.54692147,-220.0526087,87.40109674,-84.73461451,-85.59463726,145.7090966,-213.1632919,-172.5101634,-167.7179048,15.82821836,-66.5704887,-79.99982002,-19.05950176,-224.7584883,84.45111848,60.0099776
0.001,238.7332678,-184.6567995,841.2031118,178.747946,-239.3088126,149.860679,-134.6014794,201.2699174,204.3932367,274.0866761,256.4527939,158.9948711,103.6152195,118.2000112,51.86400126,-340.2418302,43.8944092,87.01025158,-125.8866217,-142.0384281,-85.40982904,-259.2624414,-161.4080891,40.59577232,-264.6195239,26.85897804,-189.8656921,-135.3444229,-69.80120054,76.3456008,127.378286,-71.72692969,-24.11453482,33.41942722,217.5350164,-32.86198025,41.57970997,97.60537964,-24.93670266,184.6867236
0,532.6050949,142.4219344,650.9070719,-115.127977,-205.5236839,402.8187146,242.0669626,-105.5900455,53.56415656,-210.3847302,-192.8802964,602.6305145,-170.1840537,9.040837214,349.1728603,414.9623823,-395.9107369,24.37748276,26.52475177,75.53790872,780.266808,62.5807317,20.5105924,51.01842258,-78.50268757,-61.09005839,-354.8660119,-183.1361689,249.6466149,450.8955396,-313.2232797,277.935843,-201.2180665,-26.6606109,-45.73805696,84.46036286,-129.5401405,111.731277,-271.848617,-166.9757978
0.16,-303.08973,-246.9810248,-481.5220394,229.4338474,74.54024268,192.8068503,191.9059525,-426.4310338,-9.773325581,-81.99290923,213.9606965,109.3551106,-115.8491732,216.7935394,-13.57603698,-27.07747923,241.3657764,-0.342236444,33.93239711,-51.37514184,12.4685735,-208.4795716,20.03434632,64.19617252,85.84189189,-88.50644722,-28.7680809,63.70872551,-25.58543067,38.20082312,119.4072185,-55.2364383,30.05525353,-47.90887303,-102.8938524,64.37200426,-96.48142717,-104.226395,194.1287035,12.96563294
0.116,-102.4196535,-190.9681603,347.2219402,-262.9535616,-80.38415966,-207.1484131,250.6326615,-109.1821373,-517.6985531,-19.61024617,-79.43636837,-88.42853794,-95.31055148,-98.91597676,27.32070923,-176.059445,-268.2041814,35.93394513,90.78849075,220.9908604,35.5177137,-30.93185925,78.11569688,113.0515558,26.23136043,67.05133135,51.18980921,189.1766221,256.7469855,43.8677625,20.28061768,-150.4170841,34.01399836,-172.6092897,-87.13721673,-15.66814951,32.31355321,224.408482,193.4452736,7.974071468
