pred_prob,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50
0,789.3411799,813.9019616,352.8642966,439.8412647,-455.7950956,-196.1085712,196.2051645,-511.9139631,-129.6856714,-788.7234282,566.9200359,76.31826538,597.3674754,-27.17936774,-175.2621911,-405.4744093,215.5601922,147.5060065,-166.5037242,-31.90489248,-292.9474489,-262.3142315,-464.9942563,-205.0128577,-341.8065299,248.9266375,249.3182795,-57.41733644,-160.2748552,182.1258869,16.02474119,275.6170671,-50.90677353,-69.09363695,480.2963924,37.92839252,113.6225301,75.31818647,-136.2406852,-60.66138443,-74.42213773,237.6065908,86.95506238,-22.95735703,-7.191155228,-188.7195153,150.705491,108.875073,-190.6713634,-20.08599401
0,-817.2396902,-382.5748537,636.5491167,146.2003866,-139.5208426,203.1772828,410.9229977,-372.1574649,162.8948499,434.4049595,-33.91634159,76.493289,-304.5459044,-207.009876,248.5105831,-221.1255248,-103.4597828,-140.5728497,178.1839608,89.10298653,233.2053986,-136.7944276,-130.4902691,-10.14508827,86.90934844,-168.8683608,269.3077416,150.6545688,84.22754224,-130.7487331,-272.4362563,-171.9215245,65.11923898,-38.53099282,-117.1353774,-48.99936159,-104.4205644,-68.48799654,-82.78591919,-101.5786597,200.2854318,-49.37579884,-79.33807112,-51.58396195,60.56500771,18.40271296,192.2527338,-25.44806854,26.09566526,-11.84516732
0,214.0170071,-275.274817,1096.105348,690.2062988,-188.5909418,-31.10210589,-24.04879004,-77.21935856,-241.0691444,-537.9394525,391.892952,388.3463777,64.34226064,250.7226877,26.65518816,-472.5547579,-505.4461439,27.86699613,-534.0862774,299.3494307,310.8651151,-35.03736731,203.6599806,-85.26459094,-173.4403733,250.8307268,-181.5010221,-328.8706619,176.8738978,205.9251323,-146.0218331,186.0009506,140.6373036,49.60876892,-34.62126427,-354.1011141,382.1778127,-112.5022298,118.9709174,56.22922551,111.6239153,-258.24887,-7.373960159,149.9988572,20.84761672,416.2616954,-311.3109716,166.3663763,271.4334932,-106.1418657
0,242.2190391,182.6585738,148.5013452,346.5992517,-732.6585283,433.4781604,478.512055,602.2652363,-58.32532586,-95.17609785,-432.2842887,-490.5028557,-95.32848086,-293.7266216,-379.9537933,173.567073,-443.6229384,-550.0621769,13.98460251,-23.39529634,85.20570474,187.1274001,-141.2969131,-116.718511,197.2525497,-16.91052511,332.014817,-6.858476162,273.686957,-18.71942049,-97.0297408,-58.94022505,-375.1542592,-256.8116635,132.3454488,-158.0745436,-79.16489256,-37.77657116,28.88776531,86.15732034,35.07151676,27.51614916,62.88747732,158.8678278,108.169429,-138.1297848,157.3266239,55.926673,-189.7562225,80.77788982
0,316.2112503,-231.7154531,937.2085299,641.3922872,617.0508427,520.5093006,547.4400288,-26.16141329,-31.38684622,-348.7509902,-227.1056923,86.49226188,335.4929905,816.8071648,451.251272,296.9823686,-343.0266045,268.4126862,-88.18576463,-368.1442517,403.2800305,82.71832481,-11.23273548,216.1262727,142.7424442,694.4986506,-91.70298906,-510.5098079,391.488155,507.8533196,-305.3426795,-243.5974947,-294.5917556,31.11455155,-207.2872435,-71.47961608,-76.57767087,-175.4629943,-128.7168094,200.1664973,212.4423113,-37.22319302,178.1886566,255.0571462,-15.517339,203.9061162,-332.5982281,203.9133122,97.44336539,179.5670794
0,256.4231716,-283.91202,-309.3945288,-436.7015006,-161.2324325,-272.6661501,-247.2749531,483.943244,-491.2882111,-59.06146141,316.3863576,421.5671727,9.050927308,-45.33773674,-33.92288718,157.9279651,-10.66015128,156.797009,-202.1224303,-64.9219583,131.7620483,-86.69618797,-42.98669146,258.7810734,-127.1556715,-372.232003,-17.9773044,-254.0891775,108.9613119,-62.9936389,-61.69549486,-77.91279677,-317.5295008,-250.5206599,170.6328018,-52.82722203,1.795292089,-43.03484365,-199.4166978,72.09833165,94.39826917,57.70243277,-161.8706241,6.93511636,359.5261008,19.94602576,24.65019007,-42.74539049,-138.2103305,-52.10594707
0,390.2035079,-153.2380704,340.1365284,294.6318833,48.0951192,-284.3081663,169.064392,-36.00794942,-432.6034316,-287.5489918,815.2553166,42.00032949,111.8450427,407.8682695,189.4774992,415.7655057,-354.4886845,-156.0436778,616.9364737,-37.21326753,93.40132423,218.2252703,70.41490914,288.0798962,259.1134261,-224.0264774,-23.16685548,-287.7527416,-181.9948745,-232.7388139,274.7908175,-362.9296603,-212.6296711,237.8770987,-269.1470754,279.0847724,-139.7994712,34.37527095,-332.9558312,-15.53535624,-194.3263346,42.10431914,-121.8071257,-126.8335181,13.27449194,43.8279364,-8.505913252,34.91650098,40.23836775,75.0632
0,616.9318182,179.3274165,305.5938317,-371.2550006,-259.3225264,455.9263726,267.6865391,-300.7343156,102.8236805,112.6118273,-153.4339871,861.4400599,-103.7317013,14.07269222,104.2370036,26.92515071,183.8544353,-350.6315196,347.8286019,-58.9927614,476.0601941,437.0542614,346.4385318,-241.4931554,77.11913694,-462.2392772,402.2875911,180.2938469,-134.8251153,336.9193603,-211.1448412,-151.6585654,-457.3354906,144.4741056,-324.7270605,134.6455573,106.2016622,-177.5789404,181.1912676,-124.3098388,-180.6669947,232.3673086,100.8658378,190.9828385,95.5210629,111.3131025,59.42801897,218.5395805,-117.0052125,-26.43609337
0,-397.9181323,204.4366554,317.1589048,255.1556324,-106.3221421,-782.2754421,26.18625989,-39.54457943,-305.1158983,427.377104,531.6062725,-561.8908459,-330.9547632,-21.80150688,-245.5345015,121.5675102,155.2972726,46.45188812,-72.02363581,-92.28094009,-54.48985177,339.840198,58.00202094,-493.4374994,-198.2294304,-172.1762413,-31.42149276,-71.61534988,2.392387738,171.8902673,351.4239923,-115.8555186,-5.681215224,103.1909651,-127.0106705,-302.237458,-245.8038906,260.4662191,378.1922108,60.32639718,-139.9415139,160.4356203,86.63255914,-191.4207865,-37.47992595,-93.99031232,-111.874034,45.385131,159.4939945,117.482487
0.014,547.5489663,-487.9616471,129.1266895,-651.9746175,-189.9403502,-241.9481452,-252.7055488,65.8755327,122.2415621,-128.2625668,19.12953881,363.7228417,-456.0155726,-226.3138877,-152.511492,88.8503382,-147.1332211,-145.9217347,-186.3210524,-145.0204121,-46.1045997,-75.58091605,62.9519857,-78.91814545,-79.70321785,-55.24609608,-226.9360269,5.957507041,-234.49078,-56.82689305,2.497459912,130.5970881,-144.939444,67.48778676,-74.6503018,-170.3434616,263.9160642,9.258148096,25.66647847,189.8884988,8.554352031,89.43646307,81.80783686,306.6989554,-171.1850455,-113.4456646,241.8949603,-55.45189385,267.8347998,-120.7725242
0,790.099481,1578.782529,145.8818745,798.5517818,-594.1372196,-406.0312952,643.3005277,-564.1942377,302.907233,-231.4191179,56.49709203,692.2354674,-238.6343358,312.2018495,-264.5781592,553.6177894,805.5198705,-134.8280865,-93.74792943,-256.0671178,61.33541305,286.6487018,302.0266575,-286.4581596,-17.19695549,-47.83557011,-351.7343789,-78.54164123,103.0771986,-456.7553017,-196.7063757,273.4931976,220.5879573,305.0620007,157.0340906,-222.4185588,-171.0112487,-1.720383135,-243.6636886,-106.7299518,26.69675453,2.708020713,-124.3282455,-331.7457474,-31.4398717,222.7526222,-262.4386602,-220.8477238,-49.98510422,-47.78751552
0,613.0453823,-259.2987528,344.9607514,-316.3651845,-69.67298202,-180.6414614,2.890971824,512.3361857,131.4145234,-373.9560475,-239.5189025,-512.0993873,329.7956196,-539.5853078,-257.4756411,55.01695826,-40.75670838,-281.9764132,-195.891188,-36.63801379,403.8481684,-149.1518662,214.9869544,-43.23481351,427.3468132,-41.23927037,23.74474507,-467.7107974,117.193607,-184.4458469,126.768053,-119.3983467,-39.1883633,-122.9170319,178.4935956,64.57262472,-272.5980209,14.06363816,49.54717856,-80.65983803,28.65188175,-139.0860757,75.24090059,-102.8217525,107.2563523,24.74641966,-52.74207764,-100.6925221,-35.55840942,-40.30852399
0,717.4318961,211.1544734,-375.6996143,-545.5844476,-188.1958594,-557.6592039,-170.9312341,326.9625932,-195.7034648,70.73881002,428.533307,-4.574353146,199.3901938,55.02738019,341.8379321,-310.1363349,-185.0020525,-217.3579652,-28.74998276,27.16943148,-20.90069445,-122.2971913,-332.3009791,-337.7787077,92.86135252,-313.5360435,-80.65004164,-111.091467,307.4895484,-55.34276709,78.28060228,40.51309724,-10.60126514,-131.2541415,-307.8335677,-295.999114,-57.63992496,111.2175237,23.53195015,84.77387284,-77.46105655,-115.5687152,-57.54466322,-27.58888605,-150.9106151,-80.5034289,-41.13361243,-133.9655316,-53.09415048,-12.61222431
0,540.8381645,1039.120757,239.3594861,854.5935775,-159.5805471,-416.143413,208.0408429,-491.717954,-769.7376111,-804.5371225,180.6137771,-111.5412598,295.5781239,242.8260212,-281.9707945,-351.5694419,55.30123847,-302.6305928,-24.89057527,-191.9639747,127.472305,76.09527915,-465.3988517,-276.1919812,142.9558211,119.2431527,312.2491701,-42.58340374,-98.27644348,165.9174739,5.040947733,3.723189284,-194.1958452,-199.7200296,140.5560633,87.41453716,108.48519,-19.01854713,-174.8296287,-182.4527051,-117.1036979,149.7232894,103.2058014,75.07921946,-102.5617932,-133.1495773,2.032219625,-57.25429171,-91.59547245,151.2777535
0,-706.3135628,-358.7691645,682.9842801,30.01013659,-361.6489807,167.4356807,493.0429625,-72.53716832,-38.21925309,425.6025428,100.1537028,10.66769817,112.0843386,-14.49078243,408.5711633,-294.7426974,-14.55787624,-183.0682454,323.5759866,125.0752015,163.7021533,-23.02024421,-131.8249352,32.63058269,78.92917249,-445.7845322,-4.248523889,-288.2261927,-31.57463304,10.5510379,57.47321996,287.2418873,-148.1410438,-216.1534287,-153.4366269,72.04532953,-220.5481943,-88.41420008,102.6452789,-163.3797774,37.28481346,-70.28016051,-93.31274375,129.8217114,-28.36398637,48.70110523,67.04164031,63.69131224,189.4472616,39.94418365
0,-102.4365962,-235.761675,492.6031889,1058.085468,152.6352621,-40.77108272,165.4775765,247.3364152,-21.01841045,331.9694296,-394.5041494,-462.4075368,-437.4056715,-187.4640061,-114.5347009,157.314361,-342.0002318,-181.1669765,-0.029951781,-371.535268,-169.4889474,357.4403061,127.4400015,205.7900089,-78.94730433,-217.1635179,81.56901653,273.4182814,-134.4275431,369.7162649,148.9563092,62.49370914,-48.13321808,43.58466516,-226.7660441,-36.50054819,-227.2582714,-212.3401157,-136.704712,130.1030747,-200.2672078,-2.455962962,-145.1885212,92.73965557,250.0981097,88.02590307,11.14448128,-40.42751995,84.15128285,-16.07142603
0.001,-501.8478284,-667.4345919,582.5295755,-94.23368897,-449.491022,-95.92309823,439.1882672,20.47754842,134.2472346,483.8653505,-94.36648661,97.92125863,122.8776099,-46.00666414,326.1912705,-330.6731551,-30.03058071,58.69471729,-33.28025484,-20.00699824,11.43966297,-106.7304246,-314.4470737,-64.55335648,23.36966839,-378.4429697,142.7217723,8.644287553,113.6868334,1.97237038,-97.43974776,-29.32656591,51.58195656,-206.7489311,41.07485087,196.9516351,-83.12477951,72.08171155,-5.336423589,-63.63347699,-28.21964284,-110.0453134,-252.4532161,25.28699267,119.0752458,-23.09844523,-43.27768367,-46.93741438,-13.2704431,14.486948
0,256.2820364,-653.6823466,640.1347696,784.2542059,521.3385107,159.5308224,154.0309095,160.9052833,-512.163924,78.6833234,164.6108779,-290.7167842,-90.75466874,402.6988153,-113.9804662,-628.2752716,221.824318,-190.7049913,130.419377,-239.5709215,-390.1313172,219.5845567,-186.0649797,179.2273898,42.35557087,24.33060494,-254.7645434,250.1066639,262.0355877,116.6739432,210.7590315,109.3542524,89.24185878,-219.5340261,-9.007158123,239.0997382,-15.43226645,55.33255038,-271.0580842,219.0303239,41.4335453,-11.68601211,-169.9111338,82.22003629,134.8820604,24.23389559,-35.2672317,176.3512753,8.991072951,-199.3711615
0,506.4629938,302.8256522,714.8654992,-502.061057,-556.2782039,-300.7613561,683.9077079,-290.2929197,508.1541592,-729.9375514,575.5858755,537.9032741,149.3955292,470.4993061,158.8052243,338.4653385,-3.984493586,127.2159548,232.8312953,-62.95389688,-58.7094824,438.4213871,103.0641244,42.97441521,-162.0769893,-241.1796442,-380.2526326,194.1101396,92.47368977,-23.46409532,103.0796662,746.53679,344.3536658,-130.7745669,155.5174112,3.528659868,-215.4034255,124.7069348,-120.1209098,204.0782726,18.38993204,64.56373154,65.22145212,-39.41243724,-120.6767396,-29.24501347,-115.7953704,-57.65772987,-192.7550546,-34.86360476
0,-626.2046917,1099.2789,378.3628072,-108.3013381,-241.9787998,-62.62237137,-829.419089,324.1993934,413.2866426,278.8319262,-402.2627391,-49.63340303,49.84698575,65.82053801,-121.9201852,-81.34524172,-130.6224332,61.84813628,-136.0479176,-237.2491456,-35.65340352,405.3244197,-205.1664926,230.6920027,165.0402432,118.8424913,52.87061843,-123.3206386,123.8862922,170.4041176,116.5974395,1.748498071,-42.17917795,-152.460742,-24.21114594,-196.5018322,-25.83300601,57.99216503,-16.22377121,84.89725076,47.1522498,-0.645692693,-175.2142994,103.3537809,-197.3153426,-39.34247832,-35.12996902,81.69624296,-1.907540661,-14.86449935
0,263.5040259,645.1925704,1221.843453,419.5391302,-762.7317893,-298.0276317,-299.1485669,248.3265826,144.0566916,415.4750011,-135.6780271,445.3104501,-118.7146398,893.1577565,-182.241199,-49.35213479,-107.8449726,57.13339878,-179.0932992,411.6768732,333.3230814,42.03847336,-156.7890533,-300.572729,755.6436403,119.0243389,-222.8700031,-83.10848834,-82.1990395,-484.8443617,-46.08568029,-147.461518,-66.62936779,-109.8549464,240.9363197,-225.5425737,182.708139,111.1767331,194.091157,175.3253892,-140.155113,-137.4731738,-3.728349061,68.50665193,395.6001261,193.0535471,-196.0090424,85.41904853,180.3678474,235.8298149
0,67.02731594,69.78371911,76.08619614,65.41185347,-954.1150232,571.3582245,-150.6793199,386.4578316,-176.4217288,58.91140914,-624.7176864,-380.7864737,55.4785702,-27.51984503,-251.7910722,226.7029431,200.3825741,-53.90357872,-32.4229002,-68.98517269,94.55197908,299.3920952,-266.4415651,55.47907452,149.4361904,25.03619532,191.3851489,-300.0768929,260.5106749,-181.8361216,251.824404,154.4108494,158.1669017,489.2307116,152.5392,63.23726687,-224.3822784,-62.32197483,-52.94458297,223.9589968,-80.87490147,-34.13855337,-148.0885044,-47.76304277,-62.74405723,-108.808676,132.5944465,13.24268108,-197.2186357,-94.25105443
0,-791.4906031,-368.5792419,611.1135802,-3.881611154,-374.747988,337.0700517,521.5293597,-256.6286489,19.14902308,398.5388452,141.299239,-98.14188573,85.23378824,-147.2271333,333.9343864,-405.5042896,16.00598858,6.536993706,287.1301702,225.6008843,50.13327067,-22.44135285,-155.3865129,41.09936716,263.6626385,-390.3373814,83.23174043,-152.6630433,159.8082917,36.98215434,-50.20150006,120.0230466,14.84545752,-133.49368,-7.825531319,42.17535495,-197.7643156,-124.4327519,102.4144901,-189.8107869,-50.23574099,-59.36111469,-51.54571358,5.392574626,94.69217327,-20.98704145,-2.011165801,-0.021749678,-12.31403412,15.89764071
0,-21.30381029,-10.32849033,1185.6412,609.4063831,-149.8126101,-250.5690278,86.01049405,-387.7618307,-202.8118442,213.4220715,-14.51084366,83.78987581,-228.2136132,-86.30868783,-285.3109863,109.8466193,-503.1295886,53.26676899,419.659741,121.0554822,183.0182922,232.627273,-283.4530472,-89.90023222,-240.9408386,112.974056,79.07493149,129.9436905,37.35507957,-244.9230756,177.3648027,133.568973,365.4563479,167.4557233,-242.3972581,196.5843808,-89.95473062,-80.83776612,-10.24550717,-37.7396614,14.38576882,107.2947388,-33.41534657,-389.2631888,78.25491588,-62.46526046,-31.65519846,-215.5353315,-213.4962025,-140.5747899
0,-913.1987452,-161.7355727,605.0775412,175.6199239,57.51697786,240.8257444,396.3211256,-524.1379835,6.187663501,396.4372379,-170.7454387,-12.43806195,-228.3505805,-291.2383554,19.80112241,-234.989798,-7.308056387,-20.36103869,447.741901,162.2041602,30.92484589,-333.7984516,106.1102369,101.4366255,58.74815431,60.93153047,164.4587838,5.696659701,129.5091362,-199.9004851,-74.65557262,94.86001131,1.437678882,-55.83706677,-139.9077286,-112.0312678,-210.7522234,-133.4174532,-104.5904739,-164.2746553,176.265341,50.02828234,-21.326415,16.81983498,123.015968,-33.33231956,147.9406667,36.30694569,-6.831112228,-53.3659198
0.001,-614.3697242,-267.1891391,1024.720966,-317.4834798,-335.1352525,212.7554574,146.3189365,-73.80699198,41.23514765,159.0129299,376.8425828,-51.90589906,-87.48173521,-289.9249816,197.7656278,-219.6047248,-44.83072041,-184.5846147,260.7910837,141.8066609,42.06673559,-48.68074478,-162.7383127,46.99122187,181.1165338,-187.8278123,140.3144808,28.22974076,134.2243032,-28.73438382,-297.22323,13.1526196,68.65720313,38.66142661,-74.47458119,-16.5462148,-125.0945858,-37.72705312,44.1623004,-63.71671086,35.75150227,56.37049253,47.14659167,-189.118013,143.1180673,174.2358183,22.30645621,110.0855929,-23.42904217,-83.79460862
0,-224.5795506,-77.03598572,71.71561673,-165.2922685,-487.9573747,449.9445263,-203.0097522,48.46835434,390.8317747,-225.493471,-233.7790678,-469.6395695,-433.9558966,-306.5906339,-162.6833615,377.9263784,164.6070613,-221.1994116,-171.9165357,-78.60058156,165.282377,247.8982161,-13.48353081,-96.75286317,1.635771897,-152.3715435,2.735698614,-160.8220683,-110.040879,-226.818769,132.4418515,71.71660796,-2.917165748,-146.9383963,116.6181519,321.9164755,65.29395075,351.5266567,0.850970232,69.51658645,47.49544917,30.97697506,-46.68549535,24.17778548,-34.62541851,-120.9591229,49.98863257,82.45575373,-212.0966454,-65.66138312
0.002,260.924382,-225.6673323,-549.5959432,-396.2677716,-172.8999466,458.2845944,-339.7395159,66.18758427,-374.0767039,369.3521044,-342.4086544,858.321363,-124.5743983,-97.01917769,60.84562258,-117.74855,-126.1942269,247.0301179,-45.1447073,46.26026228,102.1882684,114.8656285,146.417219,146.7436912,-96.28622988,-257.300183,126.5309585,-188.5417713,138.1575912,140.0694083,49.78613993,118.472488,-22.94227128,23.56286625,-0.610903906,-27.69838016,69.77547912,138.5232616,30.86855677,-99.7644147,-155.7896052,100.9273867,17.11712716,161.3787198,180.7169519,218.4295246,39.8003673,35.75142101,-14.18761333,48.58331865
0,-132.5978731,-100.6867097,954.4393334,-474.5892671,6.500728794,-295.8239862,300.8927444,-406.3393488,-232.53292,39.47901233,-29.48296415,413.8924752,-154.6410734,-136.7001211,-86.85870657,366.3118853,-281.1965306,133.9304966,294.8916722,363.0187695,-278.922241,-302.5936909,347.6409654,-273.2006325,164.07925,238.0272969,223.131827,61.66354224,305.9107236,-337.2079397,-49.50804203,100.1551987,417.4418614,-197.463536,135.6424874,162.2936117,14.22941702,144.6002138,-229.0053856,60.77215676,-276.4989593,192.331656,-101.7997578,270.5867505,-127.5143136,155.4566622,-224.3193871,54.62343688,69.6764111,-81.44356345
0,-480.2995717,-218.4092382,786.6284036,507.3174174,-157.2983186,-145.3164628,212.876783,414.3301185,-101.929349,417.7575483,-26.35090777,-144.8983602,-511.7630746,100.2271912,384.3282515,-56.29314609,-117.3582859,-122.404214,195.3332852,-146.9794285,355.860185,123.5140768,-241.0814747,307.9510208,-86.24281034,-458.8083782,-188.1840714,91.39850912,111.8917479,361.1670845,199.8400925,38.81587345,-7.403896689,68.93966701,2.256814202,241.4499915,98.23336854,74.1539943,-10.65305273,-335.0609047,209.8885891,183.032,50.70627872,116.0015621,115.4530476,-83.49667579,-100.987066,98.96242668,136.6669878,11.69096491
0.001,-136.8695522,0.431651806,549.6215678,785.2368552,164.7430138,-683.2571971,159.34244,134.8909697,-753.5274406,-182.6793969,334.813495,-309.7843675,-59.29306573,-258.4096314,252.0631944,-77.15223269,209.1845808,113.1723333,71.12054192,-133.1786165,-93.20223602,325.7586013,267.1630892,-187.0535907,182.099705,-176.6109749,-72.73148672,10.16495304,-115.8203761,-100.1320581,-89.590122,-67.49845392,-2.611942413,-117.1626099,-61.78989186,26.05718292,-117.2825848,252.9336289,204.7141672,-23.77595116,-321.7487626,-352.8475466,-141.4626398,110.4366723,-213.2989708,200.5106961,109.1822317,-148.2686437,165.210448,165.8422284
