,pred_prob,circum,num_size,closed_loop,average_distance,variance_distance,k,b,right_1,left_1,longest_line_length,is_nine
94,0.162,101,0.147,False,6.538,7.121,0.0,18.0,84,31,17.0,False
95,0.147,87,0.147,False,6.291,7.826,0.294,11.235,63,52,17.72,True
96,0.163,88,0.176,False,7.38,6.581,-2.0,53.0,17,121,15.652,False
97,0.162,45,0.143,False,5.753,8.316,-0.579,21.316,78,34,21.954,True
98,0.176,78,0.101,False,6.916,11.337,2.2,-23.0,15,64,12.083,False
99,0.113,89,0.119,False,6.613,8.925,1.0,-2.0,33,60,18.385,False
100,0.237,64,0.091,False,6.011,6.438,-0.933,30.6,19,52,20.518,False
101,0.21,90,0.158,False,6.525,6.534,-2.714,57.571,33,91,20.248,True
102,0.23,66,0.175,False,5.901,6.42,-0.211,19.053,52,85,19.416,True
103,0.215,110,0.199,False,7.058,7.499,0.6,13.6,147,9,17.493,False
104,0.252,53,0.119,False,5.644,8.063,0.0,12.0,33,60,19.0,False
105,0.287,47,0.092,False,6.364,10.102,-0.824,26.765,34,38,22.023,False
106,0.251,91,0.158,False,6.233,7.103,-0.353,18.765,60,64,18.028,False
107,0.263,88,0.152,False,7.986,2.67,-1.75,48.25,26,93,16.125,True
108,0.277,75,0.23,False,6.437,7.135,-1.0,27.0,97,83,21.213,False
109,0.226,93,0.196,False,7.607,7.833,-1.267,30.6,75,79,24.207,True
110,0.295,84,0.144,False,6.412,6.448,-0.643,25.786,44,69,16.643,True
111,0.242,92,0.159,False,6.52,6.861,0.667,4.333,66,59,18.028,False
112,0.207,78,0.194,False,7.26,5.029,-3.0,69.0,28,124,18.974,True
113,0.297,99,0.135,False,6.762,7.148,-0.067,19.467,32,74,15.033,True
114,0.238,68,0.177,False,6.189,7.013,0.211,12.368,77,62,19.416,False
115,0.262,29,0.04,False,6.116,8.442,-0.375,20.0,17,14,8.544,False
116,0.217,45,0.161,False,4.71,3.736,-0.769,25.154,65,61,16.401,False
117,0.257,71,0.219,False,6.213,5.698,-0.316,17.263,95,77,19.925,True
118,0.21,70,0.12,False,5.32,6.966,-0.579,23.895,28,66,21.954,False
119,0.217,102,0.209,False,7.307,5.154,-0.647,19.235,105,59,20.248,True
120,0.295,95,0.223,False,6.675,5.712,-1.231,29.615,90,85,20.616,True
121,0.217,72,0.106,False,5.667,5.033,-0.353,20.471,36,47,18.028,False
122,0.224,84,0.151,False,6.043,6.799,8.0,-69.0,91,27,16.125,False
123,0.24,61,0.098,False,5.0,6.974,-0.25,15.75,54,23,16.492,False
124,0.279,81,0.112,False,6.608,6.223,-0.769,27.615,22,66,16.401,True
125,0.237,50,0.068,False,5.514,7.586,0.3,6.8,19,34,10.44,False
126,0.25,64,0.11,False,5.346,4.029,-0.714,20.857,62,24,17.205,False
127,0.245,51,0.103,False,5.223,6.818,-2.375,47.75,33,48,20.616,True
128,0.281,46,0.088,False,5.606,6.974,-0.176,17.059,34,35,17.263,False
129,0.242,47,0.073,False,6.119,6.106,-1.3,37.2,6,51,16.401,False
130,0.228,44,0.096,False,5.824,5.516,-0.429,21.286,42,33,15.232,False
131,0.243,81,0.21,False,6.631,9.626,0.421,10.895,107,58,20.616,False
132,0.202,74,0.121,False,6.228,10.913,-1.0,29.0,46,49,16.971,False
133,0.298,87,0.154,False,6.03,5.316,-2.286,48.143,53,68,17.464,True
134,0.232,88,0.196,False,6.83,6.493,-1.429,30.0,108,46,12.207,False
135,0.207,78,0.122,False,7.266,5.451,-0.062,17.188,49,47,16.031,False
136,0.266,75,0.115,False,5.852,6.14,-0.222,15.111,57,33,18.439,False
137,0.25,66,0.126,False,5.256,5.371,7.5,-71.0,74,25,15.133,False
138,0.213,75,0.144,False,5.217,5.066,-9.5,158.0,48,65,19.105,False
139,0.247,60,0.125,False,5.412,4.59,-0.562,23.5,40,58,18.358,False
140,0.206,82,0.186,False,5.981,4.657,9.5,-147.0,37,109,19.105,False
141,0.252,56,0.173,False,6.083,5.289,-0.158,16.789,66,70,19.235,True
142,0.206,77,0.259,False,6.096,6.077,-0.474,16.947,154,49,21.024,False
143,0.265,89,0.131,False,6.378,7.15,-1.182,32.818,40,63,17.029,False
144,0.222,76,0.102,False,5.878,3.535,-0.158,18.789,25,55,19.235,False
145,0.343,90,0.167,False,6.665,6.88,1.167,5.333,104,27,18.439,True
146,0.398,95,0.207,False,6.285,6.672,-0.263,18.053,90,72,19.647,True
147,0.333,86,0.13,False,6.482,6.895,-0.944,30.611,35,67,24.759,False
148,0.381,61,0.12,False,5.575,7.324,0.846,2.077,48,46,17.029,False
149,0.393,80,0.151,False,7.173,6.287,-0.8,29.2,37,81,19.209,True
150,0.311,62,0.138,False,5.835,9.263,-0.684,22.421,61,47,23.022,False
151,0.358,78,0.165,False,6.542,6.663,-1.167,37.833,37,92,18.439,True
152,0.343,77,0.156,False,7.644,9.575,-1.385,33.077,60,62,22.204,True
153,0.345,65,0.11,False,6.9,5.905,-0.118,17.706,41,45,17.117,False
154,0.367,50,0.089,False,6.112,7.078,-0.588,23.118,35,35,19.723,False
155,0.319,72,0.165,False,6.312,6.855,-2.429,59.0,20,109,18.385,False
156,0.383,50,0.073,False,6.542,4.401,-2.25,56.25,5,52,9.849,False
157,0.318,100,0.179,False,6.974,7.736,-1.889,50.333,12,128,19.235,True
158,0.351,61,0.103,False,5.294,5.571,19.0,-299.0,33,48,19.026,True
159,0.349,77,0.159,False,5.665,6.32,-0.579,23.895,49,76,21.954,False
160,0.338,79,0.145,False,5.789,5.226,-4.0,88.0,17,97,16.492,True
161,0.307,52,0.096,False,6.389,9.7,0.389,9.056,39,36,19.313,True
162,0.303,69,0.165,False,7.163,9.372,-1.357,35.571,39,90,23.601,True
163,0.365,84,0.173,False,7.238,8.445,-0.667,20.333,92,44,21.633,False
164,0.357,58,0.114,False,5.192,7.699,0.105,12.789,36,53,19.105,True
165,0.37,62,0.11,False,6.639,6.828,0.0,15.0,45,41,17.0,True
166,0.311,84,0.185,False,6.285,6.448,-0.474,21.368,70,75,21.024,False
167,0.392,98,0.168,False,6.895,6.833,0.75,5.5,83,49,20.0,False
168,0.306,84,0.186,False,6.779,6.762,-0.316,16.947,86,60,19.925,True
169,0.305,75,0.207,False,5.979,7.141,0.706,4.765,84,78,20.809,True
170,0.374,52,0.087,False,4.8,5.95,-4.75,83.0,31,37,19.416,True
171,0.302,68,0.093,False,6.698,13.817,5.0,-33.0,61,12,15.297,False
172,0.362,65,0.149,False,5.978,8.172,-0.474,19.421,74,43,21.024,False
173,0.303,73,0.135,False,5.647,6.83,19.0,-260.0,49,57,19.026,False
174,0.337,80,0.153,False,7.631,7.95,-0.588,22.765,63,57,19.723,False
175,0.315,67,0.099,False,6.766,6.995,-0.062,18.438,28,50,16.031,False
176,0.347,45,0.171,False,5.593,7.209,-0.526,21.105,74,60,21.471,False
177,0.317,77,0.148,False,5.691,4.471,-0.278,21.667,30,86,18.682,False
178,0.306,83,0.117,False,8.101,3.515,1.5,6.0,90,2,14.422,False
179,0.337,90,0.235,False,7.124,3.801,-1.0,32.0,75,109,19.799,True
180,0.348,66,0.159,False,6.463,5.824,-0.5,24.0,47,78,17.889,True
181,0.35,112,0.151,False,7.294,7.105,0.929,8.286,98,20,19.105,False
182,0.394,67,0.13,False,6.617,7.536,-0.533,21.2,44,58,17.0,True
183,0.375,73,0.11,False,6.229,8.129,0.176,14.294,52,34,17.263,False
184,0.329,68,0.156,False,6.56,5.787,-16.0,297.0,28,94,16.031,True
185,0.37,80,0.152,False,6.162,7.393,-1.0,30.0,42,77,24.042,False
186,0.354,89,0.116,False,6.014,4.951,-3.0,59.0,41,50,18.974,True
187,0.482,76,0.125,False,7.227,7.028,9.5,-164.0,17,81,19.105,True
188,0.458,71,0.149,False,5.542,7.42,-0.526,18.053,90,27,21.471,False
189,0.428,57,0.129,False,5.244,6.289,4.667,-60.0,28,73,14.318,True
190,0.403,72,0.144,False,7.221,5.674,-0.562,23.375,60,53,18.358,True
191,0.486,79,0.157,False,6.537,5.529,-0.667,21.333,76,47,18.028,False
192,0.441,72,0.096,False,6.668,5.981,-0.188,18.312,40,35,16.279,True
193,0.485,53,0.079,False,6.212,7.442,0.222,12.111,32,30,18.439,False
194,0.483,55,0.107,False,5.543,6.097,-0.818,23.727,51,33,14.213,False
195,0.431,56,0.184,False,6.246,6.758,-0.5,19.0,86,58,20.125,True
196,0.421,60,0.108,False,6.429,6.496,2.0,-5.0,82,3,13.416,False
197,0.434,72,0.199,False,6.001,6.998,-1.143,35.429,34,122,21.26,True
198,0.433,87,0.138,False,6.788,8.919,-1.059,30.294,50,58,24.759,True
199,0.457,56,0.103,False,5.223,4.94,-9.5,157.0,40,41,19.105,True
200,0.498,86,0.168,False,6.316,5.963,-1.286,27.143,107,25,22.804,False
201,0.496,86,0.156,False,7.205,7.784,-1.0,28.0,70,52,22.627,True
202,0.455,64,0.107,False,5.165,7.111,-2.714,54.857,26,58,20.248,True
203,0.485,63,0.175,False,5.598,6.089,1.636,-5.455,88,49,21.095,True
204,0.499,65,0.135,False,7.009,8.782,0.312,10.125,61,45,16.763,True
205,0.493,60,0.147,False,6.076,8.372,0.263,12.421,64,51,19.647,False
206,0.486,96,0.156,False,8.213,3.633,5.333,-86.667,37,85,16.279,True
207,0.46,84,0.205,False,7.556,4.14,-0.5,25.0,57,104,20.125,True
208,0.42,72,0.224,False,5.958,7.801,-0.789,22.368,129,47,24.207,False
209,0.47,49,0.069,False,6.459,6.972,-1.083,32.0,8,46,17.692,False
210,0.454,69,0.142,False,6.725,7.399,-0.333,20.667,43,68,15.811,False
211,0.474,65,0.142,False,5.94,8.674,-1.286,31.0,62,49,22.804,True
212,0.485,68,0.189,False,6.052,5.628,-0.158,16.632,69,79,19.235,True
213,0.407,96,0.168,False,8.375,2.241,1.0,10.0,130,2,15.556,False
214,0.479,58,0.112,False,5.894,6.651,-0.263,16.789,50,38,19.647,True
215,0.518,77,0.147,False,7.528,5.409,-0.294,21.059,43,72,17.72,True
216,0.563,79,0.158,False,7.606,9.2,-1.267,31.867,59,65,24.207,True
217,0.579,64,0.112,False,6.673,8.222,-0.556,20.778,53,35,20.591,True
218,0.512,82,0.195,False,6.038,7.001,0.588,8.059,97,56,19.723,False
219,0.509,93,0.218,False,7.157,2.903,1.273,-6.727,68,103,17.804,True
220,0.508,95,0.179,False,7.76,6.675,-0.867,29.8,55,85,19.849,True
221,0.533,79,0.163,False,6.857,6.313,-3.0,76.0,20,108,18.974,False
222,0.538,58,0.079,False,5.419,7.768,-19.0,311.0,12,50,19.026,False
223,0.597,65,0.091,False,6.054,6.575,-9.5,168.5,19,52,19.105,True
224,0.522,80,0.148,False,6.401,7.283,-3.8,68.6,67,49,19.647,False
225,0.559,73,0.135,False,6.533,4.22,-0.769,26.692,61,45,16.401,True
226,0.547,71,0.121,False,6.086,6.655,-0.529,19.176,60,35,19.235,False
227,0.598,74,0.218,False,7.122,4.718,0.786,8.071,135,36,17.804,True
228,0.514,53,0.096,False,5.948,7.49,-0.056,15.167,38,37,18.028,True
229,0.526,60,0.168,False,6.015,5.964,-0.5,21.5,68,64,20.125,False
230,0.521,97,0.195,False,6.728,7.151,-0.412,15.059,114,39,18.385,True
231,0.512,87,0.135,False,6.238,8.18,0.118,16.412,77,29,17.117,False
232,0.537,77,0.12,False,5.782,7.939,-0.412,18.882,53,41,18.385,False
233,0.506,80,0.233,False,6.476,6.13,-0.933,20.733,154,29,20.518,False
234,0.517,61,0.126,False,6.959,11.098,0.526,7.368,56,43,21.471,True
235,0.579,82,0.153,False,6.342,8.363,-1.417,34.75,49,71,20.809,False
236,0.569,60,0.083,False,5.426,7.708,-0.909,27.182,30,35,14.866,False
237,0.536,86,0.165,False,6.63,11.853,-1.5,37.5,55,74,21.633,True
238,0.586,76,0.11,False,5.419,6.037,-8.5,136.5,36,50,17.117,True
239,0.536,98,0.163,False,8.08,4.13,-3.8,83.8,36,92,19.647,True
240,0.53,62,0.161,False,6.476,9.524,-0.789,25.158,52,74,24.207,False
241,0.567,62,0.18,False,6.459,7.432,0.8,6.0,105,36,19.209,True
242,0.502,83,0.218,False,6.271,6.822,-2.375,46.75,83,88,20.616,True
243,0.56,88,0.135,False,5.8,7.372,-1.083,30.667,41,65,17.692,False
244,0.575,81,0.186,False,6.859,5.202,-1.0,30.0,63,83,21.213,False
245,0.561,74,0.202,False,6.124,5.386,-0.526,20.632,87,71,21.471,True
246,0.69,90,0.165,False,7.356,6.255,-0.778,27.444,65,64,22.804,True
247,0.627,84,0.189,False,7.057,3.442,-0.312,22.5,51,97,16.763,True
248,0.605,76,0.129,False,6.75,5.12,0.056,16.778,60,41,18.028,False
249,0.654,72,0.142,False,6.555,3.232,0.062,15.625,68,43,16.031,True
250,0.643,83,0.158,False,6.077,6.843,-0.222,17.111,68,56,18.439,False
251,0.698,77,0.143,False,7.726,5.363,-1.6,40.8,33,79,18.868,True
252,0.692,67,0.2,False,6.683,5.871,0.875,2.625,88,69,21.26,False
253,0.699,79,0.184,False,7.046,4.812,0.533,11.333,109,35,17.0,True
254,0.641,89,0.168,False,7.485,7.969,0.167,13.167,69,63,18.248,False
255,0.699,80,0.121,False,6.307,5.912,-1.75,42.25,39,56,16.125,True
256,0.604,69,0.195,False,5.67,5.84,-1.143,34.286,36,117,21.26,False
257,0.603,85,0.176,False,6.259,6.201,-0.706,25.235,50,88,20.809,False
258,0.676,77,0.154,False,6.164,8.49,-1.062,29.5,66,55,23.345,True
259,0.633,82,0.202,False,7.188,4.688,-0.353,21.765,64,94,18.028,True
260,0.603,75,0.138,False,7.333,7.036,-0.812,27.5,51,57,20.616,True
261,0.664,78,0.133,False,5.667,4.754,0.0,17.0,73,31,19.0,False
262,0.67,77,0.128,False,6.291,4.543,16.0,-247.0,37,63,16.031,True
263,0.641,75,0.136,False,6.167,5.017,-4.75,95.25,24,83,19.416,True
264,0.63,58,0.105,False,6.267,7.805,-0.278,18.833,43,39,18.682,False
265,0.652,71,0.2,False,6.619,6.138,-0.632,19.895,96,61,22.472,True
266,0.626,82,0.202,False,6.49,4.872,1.25,-9.0,43,115,19.209,True
267,0.636,54,0.078,False,5.94,8.024,-0.278,16.833,37,24,18.682,True
268,0.682,76,0.244,False,7.643,6.478,-3.167,71.667,43,148,19.925,True
269,0.62,60,0.156,False,5.673,6.89,-1.333,33.667,60,62,20.0,True
270,0.629,60,0.116,False,5.671,5.881,-0.105,17.526,40,51,19.105,False
271,0.638,84,0.166,False,6.176,5.201,-0.526,22.105,60,70,21.471,False
272,0.697,78,0.244,False,6.02,5.836,1.727,-9.818,103,88,21.954,False
273,0.694,50,0.078,False,5.45,7.112,0.312,10.375,31,30,16.763,True
274,0.671,79,0.134,False,7.573,8.341,-0.312,20.812,44,61,16.763,True
275,0.629,77,0.166,False,6.212,6.565,-0.105,14.421,69,61,19.105,True
276,0.618,95,0.143,False,7.278,7.474,0.286,14.714,81,31,14.56,True
277,0.734,68,0.125,False,6.332,6.098,-0.412,20.882,51,47,18.385,True
278,0.706,65,0.117,False,6.606,7.823,-0.438,18.75,46,46,17.464,True
279,0.784,65,0.208,False,6.355,7.542,-0.111,16.556,67,96,18.111,True
280,0.781,96,0.172,False,6.884,8.583,-2.25,53.5,29,106,19.698,True
281,0.792,82,0.147,False,6.833,6.566,-0.684,24.421,55,60,23.022,True
282,0.76,55,0.084,False,5.506,7.287,0.5,7.0,30,36,13.416,True
283,0.711,90,0.121,False,7.035,8.244,-3.75,68.75,49,46,15.524,True
284,0.715,69,0.091,False,7.358,7.245,-0.444,21.667,30,41,19.698,True
285,0.747,72,0.122,False,5.396,6.173,-3.167,64.167,41,55,19.925,False
286,0.78,59,0.098,False,5.508,7.734,0.211,12.947,46,31,19.416,False
287,0.725,81,0.157,False,6.825,6.402,-0.733,26.867,46,77,18.601,True
288,0.747,88,0.173,False,6.974,4.572,0.059,16.824,83,53,17.029,True
289,0.713,62,0.147,False,5.164,6.405,9.5,-128.0,46,69,19.105,False
290,0.777,73,0.244,False,6.469,6.616,-0.526,18.579,119,72,21.471,True
291,0.701,67,0.138,False,5.551,6.294,-4.75,96.25,25,83,19.416,True
292,0.752,56,0.167,False,5.968,6.712,0.105,13.579,74,57,19.105,False
293,0.77,81,0.172,False,6.458,5.798,-1.25,32.5,61,74,19.209,True
294,0.71,94,0.148,False,6.62,7.477,-0.867,28.8,45,71,19.849,True
295,0.776,46,0.12,False,5.106,7.445,-0.5,20.0,60,34,20.125,True
296,0.772,80,0.186,False,7.262,7.931,-1.125,30.875,64,82,24.083,True
297,0.706,48,0.11,False,4.84,6.817,-3.8,71.6,30,56,19.647,True
298,0.789,65,0.179,False,6.9,8.141,-0.824,25.118,78,62,22.023,False
299,0.781,64,0.139,False,5.31,5.189,1.75,-5.75,75,34,16.125,True
300,0.743,93,0.21,False,7.443,7.999,-1.267,31.6,90,75,24.207,True
301,0.702,65,0.139,False,5.568,5.118,-1.182,38.0,23,86,17.029,True
302,0.794,68,0.103,False,6.123,10.881,0.353,11.176,53,28,18.028,False
303,0.789,72,0.144,False,7.247,8.236,-0.312,19.5,54,59,16.763,True
304,0.8,55,0.105,False,6.27,5.907,-0.667,25.0,44,38,18.028,False
305,0.743,82,0.156,False,6.834,4.816,-0.5,23.0,54,68,17.889,True
306,0.797,101,0.24,False,6.795,7.283,-2.111,46.222,78,110,21.024,True
307,0.766,89,0.17,False,6.713,7.085,-0.467,23.8,43,90,16.553,True
308,0.786,60,0.161,False,5.915,6.115,-0.389,18.944,71,55,19.313,True
309,0.725,78,0.144,False,6.359,9.189,-1.118,31.824,40,73,25.495,False
310,0.705,67,0.126,False,6.769,6.104,-0.529,22.706,42,57,19.235,True
311,0.803,73,0.102,False,5.957,9.636,1.083,0.083,53,27,17.692,True
312,0.893,64,0.129,False,5.163,7.433,-0.688,20.438,79,22,19.416,False
313,0.867,68,0.093,False,6.73,7.134,-0.235,18.176,38,35,17.464,True
314,0.897,66,0.088,False,6.441,6.877,-6.333,128.333,19,50,19.235,True
315,0.821,88,0.152,False,6.428,5.061,-0.125,19.75,34,85,16.125,True
316,0.861,56,0.105,False,5.519,7.391,-5.0,94.0,25,57,15.297,True
317,0.825,71,0.12,False,5.514,5.979,0.158,15.368,76,18,19.235,False
318,0.86,58,0.098,False,6.268,6.557,0.533,8.867,46,31,17.0,True
319,0.872,65,0.129,False,6.401,6.414,-0.625,23.375,49,52,18.868,True
320,0.816,65,0.14,False,5.727,6.801,-0.722,20.889,84,26,22.204,False
321,0.82,109,0.17,False,7.213,9.101,2.25,-19.75,68,65,19.698,False
322,0.884,82,0.129,False,7.658,7.143,-0.875,28.125,45,56,21.26,True
323,0.883,71,0.093,False,6.881,6.686,-0.5,22.0,35,38,20.125,True
324,0.886,81,0.204,False,6.536,5.367,-0.706,21.529,105,55,20.809,True
325,0.845,71,0.193,False,5.816,6.593,-2.375,53.5,42,109,20.616,True
326,0.897,101,0.224,False,7.627,8.384,-0.947,27.737,101,75,26.173,True
327,0.864,91,0.179,False,7.316,10.225,-1.385,36.846,40,100,22.204,True
328,0.877,74,0.255,False,6.078,5.756,-0.765,23.059,115,85,21.401,False
329,0.853,97,0.153,False,6.752,8.365,-0.765,21.059,85,35,21.401,True
330,0.856,103,0.256,False,7.678,5.419,-1.2,27.0,127,74,23.431,False
331,0.889,67,0.12,False,6.875,5.211,-0.471,18.882,50,44,18.788,True
332,0.893,63,0.111,False,6.353,6.17,-0.353,19.118,43,44,18.028,True
333,0.809,88,0.142,False,7.843,3.475,5.0,-91.0,6,105,15.297,False
334,0.832,70,0.139,False,6.444,6.581,-0.278,19.667,45,64,18.682,True
335,0.842,92,0.186,False,7.369,8.039,-0.474,22.421,70,76,21.024,False
336,0.836,63,0.185,False,6.011,5.212,-0.176,13.353,98,47,17.263,True
337,0.858,79,0.176,False,5.825,6.057,-0.263,18.053,72,66,19.647,True
338,0.881,60,0.159,False,5.936,7.296,0.667,8.333,109,16,18.028,True
339,0.852,78,0.133,False,6.782,6.246,0.0,16.0,56,48,15.0,True
