pred_prob,f_1
0.24,-271.9652828
0.279,29.43591871636997
0.237,-883.3182241
0.25,123.4491727137578
0.245,-16.74908907
0.281,-859.8449621
0.242,-316.6812438
0.228,-629.2536711
0.243,-941.0559183
0.202,-65.81822517
0.298,213.91160314044174
0.232,53.68444385379712
0.207,-231.5141896
0.266,75.15028128129461
0.25,-384.5567629
0.213,-147.6027631
0.247,28.319437499924305
0.206,157.35198849462293
0.252,-626.0040553
0.206,1090.5276081046568
0.265,387.44381778985496
0.222,-139.822973
0.343,148.7037307295179
0.398,835.2402178890511
0.333,335.5358518220589
0.381,-734.8842022
0.393,8.867957887648409
0.311,265.8801217606995
0.358,-868.8593307
0.343,670.6010989323806
0.345,-420.1282363
0.367,-112.2639453
0.319,230.88732219326204
0.383,-127.1615222
0.318,974.0532928328576
0.351,-98.70688431
0.349,562.1471046970103
0.338,-345.082769
0.307,-1016.836805
0.303,1052.807681362865
0.365,1147.060583027008
0.357,-559.1272726
0.37,-526.3297378
0.311,266.35961438046536
0.392,-293.4262607
0.306,-266.5632343
0.305,-403.5833643
0.374,-334.6344762
0.302,-926.3605758
0.362,149.02844977242566
0.303,-446.2555172
0.337,161.57099602255875
0.315,-324.9782566
0.347,132.46711175238033
0.317,305.5670759716252
0.306,-182.8216114
0.337,704.6656314806962
0.348,298.55371045556916
0.35,-330.6012774
0.394,-579.7331228
0.375,-605.1576162
0.329,-419.0409815
0.37,362.60927584623136
0.354,143.21491581485506
0.482,-414.113665
0.458,361.61689974039837
0.428,-582.994275
0.403,492.3147251349161
0.486,186.29596178394465
0.441,-416.0544753
0.485,-847.5301893
0.483,-666.3908843
0.431,-408.3529266
0.421,-750.7395052
0.434,-139.2549597
0.433,408.3403009009285
0.457,39.345014133065035
0.498,607.4190378346733
0.496,615.6499176711905
0.455,-199.2580513
0.485,-331.9372109
0.499,-1099.738051
0.493,-921.5037548
0.486,608.7106314670879
0.46,592.2915013458378
0.42,952.8583511662924
0.47,-193.4879303
0.454,-898.0678535
0.474,435.6110344361698
0.485,-255.1592656
0.407,-223.2334449
0.479,-545.5496628
0.518,-327.5802257
0.563,669.2555540662356
0.579,-354.7024538
0.512,19.8876201
0.509,717.422828
0.508,7.457157782407629
0.533,-465.9670651
0.538,-646.1893944
0.597,-289.0234273
0.522,177.04333849886584
0.559,-51.98970536
0.547,467.08646766073764
0.598,-164.9621536
0.514,-779.342325
0.526,228.41809180386304
0.521,1091.086921922143
0.512,29.256845433771765
0.537,-622.8672295
0.506,1020.3199868246602
0.517,-1092.568573
0.579,791.5622225813503
0.569,-228.9488324
0.536,817.7592685540253
0.586,-251.1979517
0.536,297.2281883450295
0.53,383.6075493289365
0.567,-747.8050708
0.502,958.4939553
0.56,418.0901656083732
0.575,1328.7833347521084
0.561,-21.24472144
0.69,303.71452950736045
0.627,418.3603718197835
0.605,-297.1681611
0.654,-396.1466262
0.643,-626.5086676
0.698,671.6914413718547
0.692,-679.9977584
0.699,-206.9521712
0.641,-623.9504461
0.699,-291.6512964
0.604,722.4922410878532
0.603,493.6516547604374
0.676,625.4353219621408
0.633,1203.4891989772636
0.603,395.81538386714624
0.664,225.8832006001221
0.67,-315.223453
0.641,-278.6334883
0.63,-260.2438692
0.652,243.64260042609806
0.626,746.2593441593926
0.636,-659.6958893
0.682,1003.3826993589429
0.62,151.03645915815892
0.629,-834.8359981
0.638,282.1662076197485
0.697,-157.4775983
0.694,-786.0624631
0.671,-331.0768821
0.629,-573.0080586
0.618,20.412248615340854
0.734,-566.6917739
0.706,-600.5280964
0.784,-881.4463535
0.781,1067.2955414901471
0.792,132.25621017338753
0.76,-675.2733468
0.711,694.267442
0.715,-579.6304818
0.747,252.98406840848784
0.78,-734.1707579
0.725,564.5070491729009
0.747,989.6027633415798
0.713,-154.2598097
0.777,75.08106545068067
0.701,-200.2143897
0.752,-884.6170709
0.77,627.4565019498096
0.71,414.23800103406114
0.776,-225.541696
0.772,997.8176246
0.706,-345.2342528
0.789,647.6716923832112
0.781,-246.3619485
0.743,912.8096040963674
0.702,-614.6234202
0.794,-875.3675313
0.789,-1108.225685
0.8,-209.2025789
0.743,82.45920857638473
0.797,1159.7737546408866
0.766,1243.3632067871936
0.786,-543.0063722
0.725,666.0795066782968
0.705,-311.2907562
0.803,-480.9679234
0.893,115.6053198863851
0.867,-746.8018561
0.897,-304.4921196
0.821,491.73273401256023
0.861,-454.1778131
0.825,-319.1645085
0.86,-865.157124
0.872,-354.9943349
0.816,484.5264008786133
0.82,108.94177105782215
0.884,273.22969393157297
0.883,-460.043504
0.886,563.9211956134578
0.845,379.7172687007585
0.897,847.4396271807849
0.864,1104.4167303729962
0.877,1291.4723601036142
0.853,756.7833451188659
0.856,1019.7454646719239
0.889,-303.1024254
0.893,-757.6503613
0.809,270.4508641877014
0.832,-401.2748766
0.842,319.76951248804494
0.836,-75.70995935
0.858,177.7375346006746
0.881,-665.5253584
0.852,-346.4071093
0.89,-649.1437497
0.838,323.2748972379266
0.871,-133.5641957
0.879,328.0363155693104
0.886,756.8984315024962
0.897,248.62745715760082
0.897,67.46951173931798
0.84,362.9294492242415
0.893,-1057.043346
0.896,-185.2972354
0.87,862.5548043882361
0.872,668.1158144200419
0.88,-803.8701039
0.838,-645.0418695
0.805,-324.0030229
0.886,1117.3627898963302
0.854,-544.0428931
0.86,931.3954850882762
0.875,960.7639590396277
0.863,-929.8132646
0.872,745.6700463663253
1,-328.6267009
1,711.1539310966598
0.955,-393.9734233
1,-115.006451
0.997,-177.1396014
0.924,618.7903131
1,-624.8156211
1,839.7709015476838
1,984.3474180100999
0.978,335.1543173297634
1,1257.4026868192755
1,286.8427533770237
1,8.792090276026707
1,-285.9150872
0.991,759.2800676572874
0.928,73.52920608054603
1,985.6879916737025
0.937,375.07924006094476
1,-638.4327054
1,-99.15870489
0.972,-706.0783374
1,-229.917314
0.999,-205.3234808
1,769.2269943756485
0.999,257.30770140410465
1,-98.89095362
1,-384.3971646
1,204.75489375709188
1,-332.9711884
1,468.39451426884915
0.963,-375.6151212
1,-391.2799665
0.991,663.7789543448014
0.99,-76.60628031
1,-483.3467953
0.999,-674.0658472
1,-668.5111116
1,-754.7403097
0.989,919.6316457771245
1,351.0851278860256
1,1531.6960679930785
0.973,-34.81250424
1,615.2473539987845
1,-365.7703121
0.975,648.4269967115227
1,-684.3105363
1,-710.6910103
1,376.3842895579856
0.997,831.4010481048682
1,835.2847608442831
