is_nine,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50,f_51,f_52,f_53,f_54,f_55,f_56,f_57,f_58,f_59,f_60,f_61,f_62,f_63,f_64,f_65,f_66,f_67,f_68,f_69,f_70,f_71,f_72,f_73,f_74,f_75,f_76,f_77,f_78,f_79,f_80,f_81,f_82,f_83,f_84,f_85,f_86,f_87,f_88,f_89,f_90,f_91,f_92,f_93,f_94,f_95,f_96,f_97,f_98,f_99,f_100
FALSE,789.3411566,813.901996,601.5046651,439.8409377,-455.7952282,-196.1091132,196.2090962,-511.9144501,-129.6834391,-788.7267908,566.9318978,76.33260487,597.3438456,-27.18974735,-175.1769658,-405.498289,215.5276288,147.5535635,-166.4480213,-32.42238306,-293.164341,-262.6110555,-464.4280887,-205.5730771,-341.6153145,248.3856299,248.1039221,-56.87998464,-157.8684023,181.3691256,18.83129534,277.1531773,-21.35431683,-52.0591813,478.8349179,20.80483533,107.9157149,82.06727573,-153.3212686,-71.2304391,-70.44095763,208.1748559,-113.9516745,54.44150631,-5.899743254,-152.1844503,150.747137,106.4474983,-235.7561821,-39.7711283,-194.6446288,-3.653427497,-156.1829273,142.0284785,60.80781723,-91.30064691,-61.08107706,92.43504591,-121.1968266,-85.11489286,106.9110259,-161.8251481,3.642984168,106.3526709,-82.15554497,120.412917,-89.30644668,-112.2551821,183.1008768,131.0851631,126.4514985,-0.231005938,18.95136313,-85.38916335,-9.195190422,-60.0194628,-16.05455307,32.57637161,-78.59708782,-26.42481409,-123.5617596,-0.778879472,-72.74413395,70.74000861,-4.308579432,306.7368291,38.7668529,-33.10728765,-84.83691424,-64.79930809,-1.793190952,-61.82413792,28.86304546,-24.4616344,129.5996037,-62.90246298,-64.79553683,-51.56692005,85.56589968,47.86610277
FALSE,-817.2396991,-382.5749051,636.5494489,146.2000743,-139.5207709,203.1796981,410.9214599,-372.164149,162.8889671,434.4038571,-33.89855481,76.50835211,-304.5727292,-207.0172711,248.5021604,-221.1322821,-103.3597077,-140.6503515,178.2177103,88.82011681,232.9788479,-136.4898118,-130.4287912,-11.2714932,86.03074349,-169.5953935,267.8541922,148.2628772,85.76310227,-128.7951159,-269.917421,-169.9657069,41.94678411,-51.11642867,-131.6251976,-51.82219643,-115.3797769,-68.37389866,-83.55128307,-51.6303127,216.620289,-11.11524022,62.78534347,49.28491169,83.95675414,7.687925777,237.9064762,-7.075138235,42.66892165,11.24452983,-74.82384545,10.21738332,36.83698099,-52.82831349,-127.9243791,79.31528266,-4.033672277,-77.43737157,99.05060732,-69.25277977,-77.87246639,-73.11058469,99.0173785,18.46057891,70.36303667,182.8886494,49.27568704,36.94316981,108.2373092,-31.57184611,-0.139573779,-44.56174292,31.22447262,-19.51790001,-158.9713855,22.35879849,115.8881215,-67.2593713,26.6752696,25.29466445,114.3801582,83.14322675,-12.42904289,-38.70897651,-64.93006945,-45.85142727,107.3415688,68.33594008,-45.76657547,70.50136412,-163.8526358,-6.28977302,117.0207874,-2.143568557,33.80156987,118.1253571,40.77071003,-42.73918522,127.6437104,89.3655103
FALSE,214.0170175,-275.2748138,1096.105757,690.2068697,-188.590884,-31.10130014,-24.04872955,-77.23925667,-241.0732583,-537.9431637,391.9319798,388.3549051,64.32093809,250.7639724,26.45737142,-472.7310378,-505.3999246,27.58221042,-533.9214519,298.8520628,310.747878,-35.11323849,203.3211823,-85.98854778,-174.1821021,251.2785808,-178.4370752,-330.9102112,174.2181429,201.3363755,-144.9501931,173.0347201,155.6975738,52.57924804,-34.59984942,-341.4309775,378.5881902,-141.7183284,112.9449682,45.17832732,100.3477579,-235.8712902,-4.592962913,-150.0087358,-86.04732249,412.9436723,-255.3085789,-4.791434909,427.9476954,-228.8805355,-70.68681335,-158.102646,5.139273468,23.86515922,-371.2784715,142.7297519,-232.2946929,-122.4268482,-31.44144922,-53.95898289,58.64954847,85.96741803,-300.4013159,72.73595138,-122.5416232,128.8942328,-20.27263158,119.3978776,-339.8962834,-180.1078592,-77.60930815,-121.5559,-73.59884661,-41.37397552,-183.1900856,6.402349526,-52.18448968,-120.5336315,-31.14244455,142.4173411,191.1095608,-7.02450255,95.47229678,86.35405829,-173.5453148,-32.41189913,117.9459718,8.562097087,-77.01280653,30.17970215,119.572578,-30.18641176,-15.29248885,69.18311422,-39.5484015,-31.29104842,-63.74160385,31.64439559,26.19436481,-4.970767471
FALSE,242.2190562,182.6585334,148.5015848,346.5987717,-732.6582547,433.4805112,478.5120256,602.2544858,-58.31395195,-95.19075512,-432.2618541,-490.5042126,-95.28514285,-293.7047211,-379.8874874,173.4765437,-443.5296363,-550.2069095,13.82840326,-24.04227847,85.25152021,187.2682101,-141.4528323,-117.5105961,197.1019252,-18.82088616,331.8621708,-10.99014591,276.0922184,-15.95811557,-91.97965986,-12.67314781,-381.4058765,-256.2286594,130.9924275,-157.4441453,-75.58529433,-33.17559807,42.27479909,70.61992184,-0.677410738,24.75840019,-77.90665363,-181.5065449,64.30118051,-120.067688,129.0264908,9.89459231,-69.12644135,-191.2489455,-64.65457068,181.09245,-20.38219839,321.9214131,250.4672391,66.6444871,59.3379259,53.14909404,93.1949604,67.01461317,58.46020758,-89.6609236,56.27512226,-148.185888,5.541187836,-142.9909719,6.797628927,100.4283229,-3.751854882,330.2026526,-262.9938095,5.682591609,87.81757343,-21.0833131,112.5567852,-105.3702386,-24.08056152,-154.4201519,-15.69993064,-105.4734828,74.02563254,30.49755725,49.80518702,20.54326447,-65.33799711,89.49576313,48.02530714,-15.6797338,-44.97746806,107.321941,-16.99052026,-65.33008882,-71.27205241,-62.45029554,128.7493458,-103.4697871,-59.39891959,-19.64462137,89.55974399,-65.04802609
FALSE,316.2112887,-231.7155662,937.2097634,641.3919185,617.0526383,520.5152029,547.4288063,-26.15667827,-31.39012265,-348.7578409,-227.1201043,86.47183627,335.5231557,816.8636738,451.2022536,297.2980064,-342.7575927,268.2393517,-88.35940315,-367.8174224,403.4276131,83.57218434,-11.46652658,215.5943919,143.8978802,693.5663739,-93.3549036,-512.0305456,385.7451418,519.76341,-298.3011741,-206.2946106,-319.3573223,16.63790544,-214.8704203,-62.72562848,-87.8936997,-174.3443692,-96.92317502,215.980427,110.8172271,10.60680686,-148.4667947,-269.0963907,-22.91775773,203.024174,-253.8449483,209.1946789,185.284378,-86.6806484,124.1967925,139.7212722,176.0854451,-225.5052262,-14.80584624,-214.3621387,-280.021528,85.0648135,-96.78239062,156.4370832,199.3674893,-178.2087719,194.6185504,-183.303368,-151.2644851,153.423036,-239.5004657,14.08850517,-34.73641851,121.7250606,186.6275176,27.16565946,-207.2197951,-61.12887876,-5.458357532,300.554021,50.00836845,47.07399672,54.9544513,-53.02123787,-12.81991502,162.848814,-19.2644872,-208.5548046,-72.4832508,47.36622081,-147.1518613,121.0182814,-29.63481275,67.56129162,102.235389,-97.35635961,-18.94786461,38.00462613,-175.5002564,-46.88558813,-31.90855642,-21.61110439,-31.56757944,-104.9883904
FALSE,256.4231764,-283.912015,-309.3944597,-436.7011026,-161.232164,-272.6663984,-247.2783797,483.9476183,-491.2910495,-59.05105858,316.3447933,421.5638856,9.06421617,-45.38616159,-33.91706489,158.07639,-10.68495833,156.8614039,-202.1066105,-64.11631963,132.3061132,-86.36592042,-43.25041131,259.4729938,-127.0507957,-370.4332009,-18.32368609,-250.8260999,102.2012037,-56.67582125,-64.81807288,-45.21842427,-327.3424611,-246.952826,172.9327077,-51.98139693,3.228870154,-49.31564994,-182.1913747,113.3880608,62.841016,98.4780387,162.7658144,-89.2491552,383.4253514,71.43490638,-4.528084819,-48.75933108,-110.2366203,-60.39314149,73.37413463,-40.29945937,-17.94512358,-31.02503134,103.943222,103.8885413,63.48969316,-6.507236658,84.5204721,-82.00158891,-17.7833202,-107.2374668,-64.77977901,41.36471532,-180.1429166,162.2298437,47.30050926,28.95680242,-29.36177882,-116.5925136,78.27385995,-43.37627961,-69.8057004,-225.1578253,-2.578568408,-154.0135939,-108.2198779,-13.08395749,-11.95232747,3.663899071,-64.91769429,91.55866905,48.79250067,109.7033312,48.75942727,22.09651202,108.0547107,-175.9804979,88.91073368,22.72680903,30.78232933,-16.45118464,-77.8362094,-0.258418564,-29.98657041,62.66578443,136.2639694,21.32698647,120.3432374,-30.84876586
FALSE,390.2035238,-153.2380785,340.1367306,294.6318595,48.09479152,-284.3088398,169.0644453,-36.02047713,-432.6031552,-287.5547593,815.2599066,42.01120783,111.9028282,407.8628291,189.5734401,415.6186067,-354.5013494,-156.1940823,616.9925975,-37.28698062,93.82567511,218.7502231,69.68201957,287.2701288,258.2778874,-224.6480563,-20.88471602,-285.618507,-182.4159302,-233.730967,272.0314406,-350.9685358,-240.2195107,222.9633609,-267.010494,293.9968306,-153.8946378,16.87731965,-338.2087413,-41.53964203,-178.2726087,47.83147848,152.8484258,108.6334056,30.99993406,69.76100445,-81.92205994,93.88540764,97.23671698,15.73425357,127.7196159,116.8319613,77.36283726,-242.2496476,116.9187284,140.8083046,-86.99636977,-79.87459279,44.08107293,-119.2642304,-11.76609765,12.38455126,-31.88183971,15.74888612,204.6097423,-140.6690097,219.0180715,34.36067454,11.31278311,-0.245195067,-114.8891353,-185.9457904,-104.677008,-83.92012468,114.8887812,33.48485257,94.94023152,-36.06365127,97.92347221,66.8236512,141.1680972,-122.1576583,-12.5942145,-200.52624,-23.06499596,-28.39890633,-46.12097712,3.58345006,152.6807606,57.51396026,-105.7705919,-39.65208665,-31.25361538,-61.28977244,117.65442,127.5646221,-98.85607124,108.157557,-36.57054166,76.26209361
FALSE,616.931854,179.3273537,305.5944758,-371.2540062,-259.3216512,455.9278675,267.6807795,-300.733486,102.8231441,112.6178443,-153.4496076,861.4116652,-103.7268869,14.09046689,104.0521801,27.0458082,183.9074122,-350.735282,347.7250069,-58.44495362,476.5128127,436.9751526,345.6588718,-241.0253818,77.49062581,-459.7978326,403.1266771,184.4403998,-141.9086464,344.0073245,-209.7160918,-100.3834225,-472.540136,140.1897416,-321.0458914,159.0926049,92.32670976,-195.843109,160.361329,-213.1537031,-207.9708866,202.332378,-123.9074754,-251.8518466,72.87778465,123.3174576,5.004574597,163.2231461,-42.05672194,-215.2151288,164.3527343,16.35705832,-16.66462651,80.58910785,-63.8935148,209.4665933,12.53336398,-85.86941772,-17.82267319,25.56424738,-3.426795201,-67.87575641,-239.9776365,-61.13066388,81.86326066,12.82262025,-130.1911368,50.72952734,-165.7753622,-9.887701433,-65.60779178,-87.91760251,-47.92481508,-103.0964019,-183.5838512,-88.50037155,-80.03924948,40.62597222,-136.6419279,-7.116952822,-78.45722056,57.49927382,26.27821365,-74.34788821,-40.0393649,27.2505525,-20.43587403,-260.839178,154.1460954,50.23789298,-24.01457652,-153.590447,150.7954186,-2.314338649,35.80967078,24.05294028,3.779567537,-26.74467409,-132.0422039,13.5508491
FALSE,-397.9181123,204.4365933,317.1589539,255.1555953,-106.3211835,-782.2753811,26.18070827,-39.53295324,-305.1075467,427.3829404,531.5375616,-561.9263676,-330.8813863,-21.84246104,-245.3730206,121.8054458,155.3463109,46.57119227,-72.18270039,-91.49578999,-53.78637853,340.3097546,57.72291777,-492.2360535,-196.5182044,-170.7818047,-33.51194933,-66.08566063,-1.792266739,180.7670019,345.7156864,-122.0901177,-6.90136279,94.91515188,-132.6319023,-288.0023753,-214.4214399,274.708296,389.6469289,-20.64068711,-197.4007391,149.9076202,-43.29155217,139.5015044,79.11877003,-67.62087434,-188.554324,184.29711,42.48905594,214.5671107,262.766953,146.814009,157.7005089,-17.37355619,-24.61202465,42.0833521,57.94996789,230.607668,80.51275717,3.304004386,-53.99571553,-72.49964943,53.32715984,-182.5441704,2.149220037,-73.30086225,-195.8271356,72.67611883,3.478069678,90.99881841,39.84694348,-258.1738379,-36.42671379,95.80479208,111.6741053,-186.382498,165.8643339,-140.3630752,-21.66727319,-157.6111914,60.78466116,43.47707033,28.64057091,132.7781367,15.09671801,-78.77466736,-5.875131599,71.03731695,-1.440594959,217.1012814,-115.3021058,99.69391901,40.49685933,153.8674072,-92.24914655,-57.47523408,92.40338341,-99.56713954,-39.81612,-26.00685454
FALSE,547.5489545,-487.9616997,129.1266567,-651.9754266,-189.9405802,-241.9476075,-252.7031447,65.86590716,122.2444509,-128.2832299,19.16020767,363.7291964,-456.0385784,-226.2468097,-152.4300893,88.76931846,-147.0785645,-146.0189876,-186.1788297,-145.7344419,-46.56215286,-75.48668028,63.31745076,-80.42570404,-79.56975812,-56.88748068,-227.2444872,4.84462713,-229.9428581,-61.39087087,6.957622388,142.6758615,-129.9291531,75.71484604,-79.95101538,-172.5964738,272.5212682,14.65700036,26.74014277,155.5130562,-49.17757706,83.55793718,-100.0053897,-222.9565589,-237.921178,-170.5129604,282.465221,19.22870824,194.7673272,253.2618597,-107.4875874,-109.7749386,-42.71826251,51.41890516,107.2304716,-92.29840918,-37.00035698,-40.12302368,-87.70875593,124.5827876,-6.854440005,-35.03590665,-22.49802957,-8.675321379,-32.42916276,112.620481,72.31326342,30.86292604,11.76620359,56.47859832,-29.2731657,-214.8942606,-31.5553858,-17.42080575,182.2542569,120.8685746,92.01902659,-1.647665249,-72.42333268,42.27273848,-12.69259926,204.2747841,38.52858891,109.1015576,-39.94195705,-119.3950038,-84.17882355,64.26435273,-104.1315168,-112.7375392,-33.11147941,153.6336136,57.58457366,13.03519343,27.48862101,-55.44834819,-57.36649628,-61.77155548,-145.9078432,-19.5421372
