pred_prob,f_1,f_2,f_3,f_4,f_5
0.176,-628.2704236,-43.15242821,1049.708345,-268.4499202,-1.849481072
0.121,-506.3575223,-619.7562249,-575.0127595,348.7217591,-396.1024621
0.104,73.54959084,-845.9316948,-434.4133046,319.910474,345.6536498
0.149,304.0015091,4.082132268,-15.19027262,-772.0943295,450.3203891
0.19,494.3546089,-343.2885779,-110.4749933,-55.30748724,-48.62184357
0.121,-172.5681752,355.7883683,-56.30205636,471.2930077,209.2718062
0.102,914.0054008,395.7387483,-328.0783633,-247.4703566,1239.374495
0.1,204.9830782,-448.8619304,235.8399614,754.20023,84.08149278
0.111,-885.9888109,284.4734641,552.0926011,227.5388564,-35.78123071
0.159,6.349921026,498.5946251,177.7359634,141.5092903,17.64165608
0.146,-293.5597166,-557.5733796,-630.0517729,192.1119054,152.8972841
0.108,-262.0076077,-622.6280274,673.9388481,118.2635073,-358.4131092
0.136,360.7594988,198.520623,-105.4904167,-299.5153456,-228.5095432
0.12,240.1570616,-836.226829,-13.01122595,-274.0969632,79.30437162
0.118,-510.6096881,374.4467799,747.7112829,-403.1169089,-339.3077582
0.129,-789.0182295,-58.66867783,-245.4830809,-87.18776448,-355.4592405
0.101,164.001716,-215.2009136,169.0648013,-627.6102696,395.4747443
0.129,749.4404953,-368.9826465,320.3855609,1097.985477,274.7377372
0.107,740.1062201,-232.0896134,721.7203714,1029.429019,-4.250873994
0.101,-94.54541938,-890.5930765,342.9214404,-52.05679428,237.0211041
0.142,6.056510236,1114.977329,-173.9231668,1330.470874,-207.5363781
0.151,-730.200553,642.3690596,-192.513992,-113.5919523,-18.18535041
0.148,-508.3599006,-121.1684973,226.1520488,-440.2209166,-316.4349155
0.112,-591.6797808,-128.4392981,1154.6526,-261.459013,-360.0724316
0.192,-464.8884784,135.9166613,636.2457319,-556.3740544,369.3208569
0.149,-886.4295151,1051.442085,16.93766747,-29.93091217,507.1051129
0.113,505.6388229,111.1011451,-152.6789775,887.8304733,963.4844167
0.154,459.8640978,228.2096574,-154.0618577,842.5601901,662.407708
0.178,955.8777724,-397.2926777,-390.3028675,137.5106816,836.0575699
0.203,1.502107117,-741.1665556,-94.74198806,-121.763434,169.7156346
0.251,708.1835378,-826.3744809,-102.2929239,106.0090133,830.1326531
0.271,-156.1428258,226.8368322,128.1638751,-534.3886842,-670.1803167
0.203,-411.9256251,798.9030592,436.1165632,-244.5456186,-26.31048034
0.215,53.25444608,-781.6186825,431.9970711,112.1903253,257.8129985
0.284,637.7619901,-908.4006608,251.3241786,45.13614752,-444.7688336
0.212,-278.0144108,276.9972674,-130.8090813,1157.266559,-24.8246832
0.227,-90.11347268,-410.359187,237.5981216,-68.54284403,-265.6047384
0.249,-717.0252435,-215.8006002,286.2772359,679.2674923,-406.7145404
0.257,-718.2359541,202.3040716,779.393687,-358.1890686,516.2283874
0.239,276.8740948,-706.2821631,-72.61250025,-299.922342,296.4219464
0.293,-512.4795569,-225.0761442,641.4682222,327.5378692,-94.06045018
0.271,843.3636475,233.9353426,341.7998438,-901.5157724,122.8760369
0.23,885.2294744,-346.6168264,60.41776295,-672.5513915,157.474112
0.226,687.8459793,63.3809895,107.3550501,-690.6033611,-66.72730903
0.281,384.0444346,-867.1359914,-321.3287388,212.8997443,-133.4737972
0.223,796.7677744,-615.8769494,-318.0037553,241.3441197,-246.2541069
0.245,-666.5538106,-94.016197,691.5109029,-16.33509601,7.4266943
0.252,1387.722186,755.6617626,598.6795911,-274.1107121,-336.8991329
0.27,-747.2540527,-169.7424803,550.4455462,-397.5630832,417.7931542
0.204,-876.4165935,401.2236811,-671.7489042,35.94261975,2.665977543
0.203,-407.9845676,1316.333015,-451.4556006,551.5498948,240.249531
0.207,593.9065138,341.5101646,-59.26901825,1137.250793,326.85864
0.23,871.1617575,141.5271023,-562.6419187,122.7459338,-534.0513954
0.262,-356.3745547,-495.721726,-206.7416576,429.2780761,362.7176859
0.268,-180.6196881,-165.3227624,-438.2056316,-463.3358423,392.7949806
0.275,-224.9786469,338.5713344,126.7408217,-373.8420178,141.6901381
0.216,638.9705454,58.0725168,624.9773245,-563.6264222,367.9656557
0.28,-333.3989251,246.3362517,160.8147008,-68.39925364,-435.4285583
0.253,597.8752972,285.5493036,-310.5881967,47.76719328,-495.6326402
0.267,-824.8705809,524.6199927,608.8767244,-25.89174258,734.414161
0.27,-804.8437121,-330.9896433,694.5069959,-172.5031311,-167.958577
0.265,983.7923145,-482.3994332,164.228205,-271.7973904,167.7280293
0.295,825.7804771,-653.2552898,233.8432566,-113.2190792,725.6052046
0.227,388.328207,-202.692732,297.9770854,1224.739232,205.4544441
0.242,-179.5544711,-392.8455612,316.4226311,633.3568528,307.8050794
0.255,-710.9165408,292.3541993,266.3101559,269.4840189,607.2949121
0.248,779.2964859,-825.8032533,-173.0883613,442.6225851,433.3373795
0.211,-343.8874132,-380.9370408,-52.56241873,713.3896688,-51.36182224
0.296,652.3679309,401.0401006,1058.879437,-350.3164657,-24.34910681
0.211,-317.9998579,248.144863,-492.273241,-84.9640265,-796.8656364
0.216,-318.9304807,851.0555493,305.883206,-18.82523944,-428.7016934
0.299,-767.9834424,182.8844766,-457.7882497,38.65403333,-8.23043861
0.263,-325.6442197,-221.5080285,425.8234931,762.6089223,-222.9923687
0.237,256.1893418,-730.8112365,-216.1517166,34.86293859,176.133054
0.24,-718.0929575,465.2788002,-101.0111143,165.7597009,293.6365986
0.215,-107.2020442,-675.5989076,221.207796,400.1703581,-676.2838913
0.203,339.6230238,-781.2364593,246.4058191,173.4148038,103.7225845
0.27,-786.8793696,-160.003278,39.26756891,-92.18692359,270.7997661
0.237,650.6307392,-919.8529286,435.0766327,168.5698246,210.6385497
0.312,-629.3874228,-92.31160683,-158.9493963,-549.2823531,-276.4060658
0.334,794.8486603,76.85017051,318.6314855,-167.3578296,-105.0012943
0.318,-786.0343914,141.6916504,76.21818129,-450.9886139,119.1830369
0.322,-672.4052662,-446.247593,267.3436377,-430.1420324,-22.76699328
0.348,-596.4009154,-345.8155698,-374.3023722,-339.1413928,154.4827305
0.383,264.9395128,-89.90506643,343.1143877,-815.2298787,431.5061432
0.35,469.4871001,173.7545677,-46.17533988,-803.2638443,148.9186854
0.36,-999.858757,606.47267,-177.7743432,114.56898,233.2326503
0.365,-471.7583124,122.9291325,-84.30829413,1057.661475,381.8760244
0.317,-642.7238896,467.5504991,205.9740841,-457.8497686,795.3811318
0.356,-64.86393956,71.68906567,-165.9163089,-44.40970281,-581.4543075
0.373,-331.3629778,-645.0759128,274.9188459,-308.4055133,-248.4272458
0.363,-574.8476578,120.8029205,164.1451743,295.3793228,397.3119454
0.308,-423.7222786,-459.7338462,216.9152669,-85.59488125,-276.3784998
0.344,755.3259169,-471.5202065,-793.4381858,144.2279358,379.7408642
0.363,738.2755507,627.2716574,817.2678524,-603.0943419,69.42943526
0.342,-911.9935579,87.35444903,238.1382988,-178.1683889,496.955081
0.325,-60.34258774,-500.6245581,-442.7487677,236.1061702,31.57599971
0.35,506.9071274,-269.1952816,-680.6877097,-213.3807534,-115.8734623
0.351,-567.8897582,1274.155543,-235.2389204,569.0248815,55.54375451
0.316,-251.3762778,795.7142999,-165.6077518,329.5527594,-522.1590043
0.388,-756.556059,-219.8765924,9.135706167,2.069392893,-324.2439652
0.384,-518.3793673,307.7948812,139.3323182,-435.4727737,-407.787334
0.337,-16.49074583,-236.2870244,50.665646,412.9978363,56.55289097
0.307,129.082092,326.9907328,744.0211701,-785.8736989,23.22571261
0.32,-1030.502046,696.3193886,159.1874938,-80.88462785,269.5226717
0.314,-892.6401201,-456.8207274,-116.9470925,97.81952145,-112.7079643
0.371,-418.5232403,-434.7490458,-187.7097213,-107.2009467,-28.24198191
0.36,734.2708736,718.4908541,-578.8929103,1048.759173,564.2452356
0.352,-590.8396452,-588.8221798,85.13207858,302.0260526,-346.3824185
0.364,-465.421735,-353.4868757,-429.3852488,-270.9663372,424.69336
0.381,-905.926484,-518.5582459,270.7899496,181.2394353,-23.57873528
0.35,10.75527915,-216.5146298,321.5164599,-47.47803387,-52.36281302
0.398,-167.872258,-1028.363705,-20.69928158,237.6085829,43.91821738
0.36,591.8708196,448.0674909,-380.7961675,-67.24928389,16.77018663
0.339,-379.0338336,-494.9623075,-181.9049618,-230.3357377,-608.2387278
0.38,-880.3340797,887.6954327,146.1110068,-53.85195078,22.83580706
0.393,226.2743238,234.5506044,-383.8711062,1227.805954,543.0142722
0.318,709.7878892,-237.7710705,-525.9235364,-275.5465652,1200.032822
0.305,-562.4984159,-209.8041845,-354.4145533,312.5415811,-273.5761421
0.328,617.5012492,-503.511833,757.2738429,678.2221793,372.0049945
0.335,-599.3799413,399.9620178,-300.3437723,700.0639789,370.1496848
0.464,409.4257902,-743.1787172,226.6288428,-83.9129585,492.5600876
0.406,930.1618426,162.6542303,410.9208609,906.8955021,252.4029574
0.428,-248.5717556,1317.875571,-79.12090855,-554.4670463,386.5722114
0.483,259.4896654,104.3974858,84.76812637,23.6140851,-506.642496
0.489,-239.6339306,-122.6947841,184.2562298,-361.3460115,-142.3572626
0.455,-146.0716606,871.6008305,367.1953825,530.5776335,-443.3049314
0.493,-670.2803225,362.9371541,857.1274677,-302.2356795,580.4364106
0.404,-676.5018994,-36.569294,313.1915271,-116.0401987,-301.3440361
0.445,-355.953706,715.8551554,370.3470512,235.558481,-158.4466297
0.474,-921.6624608,169.1346888,226.0817757,688.1032613,-20.68401474
0.496,838.4575459,774.7543826,338.3801783,90.97362285,-743.7512426
0.48,567.3043721,213.5315527,-372.7233638,56.15347754,-785.8378676
0.487,342.3595713,908.0604432,-512.0288042,733.5742315,430.3395758
0.455,-399.7164374,340.8361593,-595.4088178,673.4552475,671.6063067
0.452,-715.8242978,27.46241394,-300.4557909,116.8805674,59.45875883
0.404,-821.4849427,438.1572742,268.885689,-212.3533484,797.7072098
0.418,-792.3742059,375.8510992,413.3132017,-404.7538843,788.6039074
0.489,-156.2466281,258.0233688,142.7533307,-531.7290706,-6.745353653
0.457,70.58518872,-747.8518441,418.9328841,512.0601111,-109.5099134
0.477,777.075094,746.7109737,409.7682891,1426.877713,-176.3908329
0.451,161.0856003,-706.9606825,261.3993198,-171.0101903,213.3350673
0.459,641.7480541,-109.7246746,-157.5779623,201.6372808,184.9584697
0.481,-604.3985366,614.8531429,456.0013232,-191.1865278,63.87157813
0.47,52.91731065,-345.9831054,251.999262,52.70752713,257.747594
0.41,234.1054449,238.3653769,-624.8184798,1150.381973,-88.88025898
0.432,-66.89120464,844.8349505,291.7441545,-162.2343564,-18.06724736
0.461,-629.2256722,-144.8018543,256.5013571,22.10409692,112.3927757
0.471,652.6312991,-696.1968558,728.2703359,676.0620725,425.6662663
0.413,-61.70080368,-614.4203981,-349.6401046,-0.500002546,231.2297364
0.443,738.6765059,-597.5157582,-69.42597276,110.4315242,755.212944
0.412,691.6177344,-285.9094861,-551.4520575,-252.952502,377.4315471
0.5,-563.4643723,214.0914859,-76.88500756,614.007414,486.1192817
0.523,-257.783523,-682.4887279,-604.0837655,350.2756702,-203.3014686
0.582,-523.6889857,950.5941559,-66.03835253,-290.4959472,946.7179562
0.531,549.8672812,-466.0250481,-434.3462077,-72.73859761,76.41700766
0.544,212.7528456,-626.4564556,86.51093716,18.42703476,-180.915964
0.525,1024.588171,12.58567499,-260.4854388,236.4884371,303.8842706
0.524,-1006.130492,-240.2172741,408.8278871,78.91492838,-137.3865075
0.521,963.7448623,-340.5434506,-42.17011357,-491.365104,-15.53794816
0.568,535.6770834,-663.3305452,-226.0387011,-118.7929404,-129.7116549
0.541,-449.8621363,15.73365207,-604.0105374,-672.7298031,-154.758088
0.571,-764.6911891,-367.907397,-702.1584003,193.8148809,25.07474318
0.518,-830.1952085,-31.75368706,-119.7175105,-224.8502139,-221.0898686
0.527,-739.7437655,31.35919099,526.4153941,-430.7619106,375.3457732
0.572,788.2567739,-486.5964594,763.9246127,711.7519086,-27.13174315
0.533,-688.8024189,-422.8478331,373.3347424,28.23086319,-646.4495383
0.579,-55.01799583,-447.6125468,-283.9461134,73.43212429,-523.9506358
0.551,-118.6334785,170.1605329,-178.3724789,217.3149856,-600.0234119
0.535,-658.3491347,-110.4989351,1.172615465,418.2648452,-251.3261211
0.561,-278.4662531,-107.4788834,-225.4883424,-338.6533119,-220.9607288
0.504,856.9468825,223.0985458,90.93832255,-737.1999232,-333.0780773
0.514,-611.6386287,-321.4574321,-182.2015831,221.2419357,-338.7208454
0.589,521.4493066,-414.3236595,213.5105206,674.5217062,10.79202387
0.535,1322.010104,735.7833531,797.1746479,306.7540438,-624.634555
0.546,167.3556911,-576.6495299,-189.5589248,-353.7438881,-169.6915824
0.56,495.7152146,853.7475048,-101.8839996,-266.4350412,-5.288055528
0.594,-873.3597995,146.364167,-234.8684254,371.4213183,183.8789728
0.531,772.5688663,476.8120717,-491.7138857,84.79441283,-788.5246731
0.571,-141.3878138,-785.2330891,-432.1079674,2.813887861,419.6796052
0.54,-529.2943412,865.6745257,-604.3958835,563.6230118,-210.395486
0.519,-559.4013908,995.1917895,-75.54747106,-448.5823311,220.5429605
0.57,531.0309413,-107.9187764,49.78163557,-175.0820926,-768.2258689
0.574,154.332412,499.1912793,-364.4905345,1030.315532,-252.7146419
0.552,-440.5618255,784.1628477,-458.891735,222.4299189,-285.0397215
0.59,1370.739165,76.42634277,156.5497753,-45.95023271,832.0616982
0.599,610.3826908,563.3160833,-130.4581335,685.3716519,-720.893048
0.673,-450.2902613,-459.9844105,-732.7844834,-158.0440185,-17.62445355
0.635,-794.2634009,483.2089376,-450.308527,834.4123371,41.13499831
0.616,39.87580201,909.7209365,-389.1436973,-284.5110155,-400.9995925
0.602,545.3000877,-500.487108,-393.4209116,-24.10108889,-343.8326746
0.617,2.14339052,70.31110805,-131.9676939,-120.8168977,-723.5092511
0.636,-603.3373402,2.735810013,-183.0955453,3.809947576,-431.7436431
0.691,-161.1451707,-704.5042559,-167.3792259,-331.3049565,-181.9692608
0.617,1438.130248,648.3753577,589.5525779,242.8134087,-455.707594
0.662,-11.11808997,-393.6858027,-59.64244502,-200.9935626,-558.4125297
0.675,-835.4615826,434.5835142,62.98018741,219.6729472,247.8464774
0.648,-957.6954986,482.2889072,-528.4286548,-136.2732302,280.2138864
0.615,163.7116629,-999.5938728,152.0625808,247.5463609,115.2566673
0.61,1022.625912,-92.28430326,651.9699532,-291.910965,449.7521159
0.672,1301.987496,870.1993013,-276.3258133,-556.429913,598.4364098
0.63,-282.8072173,-752.2499199,-153.9090133,-61.84974371,278.9307476
0.611,204.1474787,-13.22417493,679.0317893,-721.9524311,105.6645002
0.644,246.2354851,146.1795948,-423.4987639,59.37798968,-733.0287474
0.628,625.5218028,-331.6834736,-213.9959753,-19.49968287,-357.394901
0.675,-731.4128982,-636.9756044,-308.3260299,192.2925487,-381.3273577
0.634,575.9110002,-317.3400798,470.7360703,637.8521957,-163.782299
0.628,-764.0467306,339.6656392,-411.9671977,196.9791413,425.3317379
0.639,917.8834528,747.374835,-347.300383,-371.2716573,-212.0038136
0.67,-750.7161695,738.9323816,118.6560905,-245.5446276,539.5624888
0.658,-421.2974755,-702.5142197,30.97491546,61.39553512,-519.889794
0.696,931.4463306,83.73426218,-425.714525,777.9789987,354.7020147
0.664,644.7830074,667.5467717,916.0573656,-115.3647241,380.2913898
0.613,-21.93759267,345.3788436,-229.4953554,591.3164,-692.5755433
0.666,576.5248264,-792.229573,-152.9166853,-84.5830248,255.2782234
0.662,-778.8486142,71.33382064,252.6929297,687.0114748,336.0149698
0.678,-556.4254553,-68.61422534,-95.64598327,476.6750207,-455.379127
0.667,-236.5717788,-642.2115663,-407.6255684,-281.1666752,136.9267085
0.699,-879.8968334,399.744739,349.385563,-547.3462197,245.1749446
0.613,-247.718317,-954.838354,-4.686587067,145.8622515,-40.86508333
0.637,-29.70594819,-445.2390245,84.22444209,135.0543852,-410.5323438
0.683,-727.6582243,638.2671742,393.5152118,-69.54531388,529.5191
0.667,-584.7517984,-442.5003381,232.5376944,535.0343498,-335.6153376
0.692,-676.1929856,-540.5543275,-224.1324888,381.7269776,-255.667611
0.627,-292.2939222,-470.3929696,-306.9198728,-440.7494419,10.89055731
0.7,-77.59795007,-370.4554184,93.87318556,474.7525736,-527.0981878
0.638,-858.3194018,-335.8472057,-246.4945792,-178.6565864,363.6960963
0.653,953.6700938,490.5797296,-206.1896907,-481.7362945,774.4303137
0.659,-614.8592681,-735.4273753,139.0728974,189.9273222,-401.4385777
0.626,700.6510642,109.7590217,410.4086817,-290.418413,263.493128
0.639,-91.75435372,-723.6100496,-10.37908204,-216.6723154,-404.8197011
0.674,-976.8421681,-540.973246,-26.48196733,229.2519503,139.1342243
0.671,220.8710646,824.6990941,-429.8363636,53.97460993,1065.35374
0.748,1088.270299,-44.93900357,700.0285307,-350.0573462,76.62465948
0.719,1052.366509,153.4020533,97.91412854,400.5195636,-26.71361322
0.793,276.8887813,-147.5680508,-938.3099684,-51.90283622,-186.9012059
0.71,264.7370698,-841.0589551,-196.329563,81.19033515,260.769345
0.712,142.7012611,821.4581812,51.10833048,163.1404204,-714.4208385
0.789,352.2282989,-95.41960031,-1089.437246,172.277069,93.721345
0.734,137.3362641,-681.5103585,421.9197361,30.55319271,-601.2398505
0.769,-483.8941529,843.6729264,278.9378691,-456.5222219,75.45168349
0.743,-823.4295857,-136.8578413,-219.3367985,120.9791691,328.6852276
0.734,-957.5604916,314.672106,466.6845503,-318.4589169,531.2632338
0.763,-645.2872246,-443.6904861,-290.9211497,125.8374911,-109.439677
0.784,-561.8868472,-74.47325352,-126.2430097,-411.6458324,-406.2446833
0.786,-890.0782551,37.40660372,122.9855049,169.3371418,289.2093797
0.786,-702.2744983,-115.4700746,-469.6918917,265.5033811,-504.9361724
0.713,-475.9677795,-175.3397389,-1062.157442,130.5752303,-16.81838112
0.718,397.189889,1278.620672,-395.0824491,1416.215951,-66.95571672
0.753,-680.3303295,-571.3322069,-335.794051,-240.4832779,50.45363552
0.759,165.5495591,-59.12197921,345.6992313,-361.8804746,1015.474869
0.717,-407.9732588,-131.6670483,-145.4780455,-359.8329496,18.03215252
0.714,-772.7358448,1317.191056,2.420656649,354.7091365,357.2245084
0.758,-1.612656049,-530.9666037,-552.7153998,463.3120709,-319.5326997
0.796,459.3548796,-199.8227183,-177.1823146,289.1727886,-590.6508714
0.782,-777.4615037,132.1070835,-512.4145166,-1.233665188,-355.2008532
0.76,655.4924653,-592.1532191,395.7392925,33.24677358,-282.2626516
0.764,-344.7464418,-611.087849,-363.9641321,-303.8395607,-147.8727834
0.746,142.2016582,1338.768001,-902.6614048,10.72906861,-143.6665619
0.723,-587.4013478,776.3698101,89.33509168,-438.4973663,557.8271208
0.743,712.2328123,-555.3833712,-135.8355328,59.91478168,748.4677559
0.744,271.1549748,-133.0521047,-448.1477472,-414.4947186,-155.7740676
0.703,-844.0397701,627.4911884,-414.9182163,-141.0694695,362.675255
0.709,1088.1904,1589.759012,-12.48678173,486.8997752,-128.2158442
0.788,-919.4652339,0.654064711,611.8343071,-254.5510111,185.2766143
0.784,-450.6071933,-767.9179281,-368.9303555,-27.79580532,405.8119617
0.712,-362.0802667,-899.7553457,302.465645,57.54153465,-279.5778763
0.724,-664.3285894,435.873356,794.2559765,-337.7522393,397.3176564
0.797,-446.2816371,597.5707851,-569.2428447,254.3964396,-6.542219478
0.773,-948.2787899,604.1443896,474.8058864,-306.7956802,266.7461739
0.717,735.1859987,444.735855,1347.232564,-367.3863717,-574.6782322
0.786,-687.6782522,-304.6576678,-619.0565682,-143.147415,84.72366923
0.743,218.0262933,295.5524273,-667.9660901,115.2528899,-94.1341845
0.786,1581.955708,81.54876351,-427.7946375,-86.47001555,677.1591222
0.742,954.0043083,243.6549131,-605.6069556,-24.93206797,1144.348374
0.743,-736.6083639,-51.96069286,-405.039989,-479.8353092,297.2139195
0.797,-692.1866117,-437.4516493,-306.682943,-323.9357176,67.86067838
0.886,777.3990841,590.7739539,-600.1434061,-274.8516203,-801.1153159
0.854,-748.3155464,-434.7051781,347.9521652,-25.89209682,-99.62260854
0.804,725.5501872,-281.3194281,507.1596428,442.011178,238.0737734
0.819,42.98220239,-105.000794,-169.5075697,-401.0358217,-809.1207497
0.886,-236.2346626,-267.5653272,-699.9738617,216.0609019,154.407942
0.892,-1063.127439,514.3327946,-17.86312798,-76.06883608,358.6022346
0.891,-75.34036613,-477.5744636,-435.7422868,-176.0084355,-558.4066037
0.877,564.5560492,-195.6856419,-166.3370318,-547.3301923,-120.4884098
0.831,-187.109448,-880.5704008,161.3382513,150.1146019,-461.6107655
0.842,978.8171732,-45.65062697,624.1286663,-615.400033,-85.05433464
0.87,442.0717946,-0.792377823,-305.4056168,605.8413462,108.1647103
0.808,-171.4504847,376.3426027,-1144.717104,161.3272974,122.4846108
0.866,-621.159259,34.20944459,-725.3290065,-407.4725252,259.6301615
0.833,83.66153773,-212.740879,-739.9252823,-217.669113,-462.3900768
0.858,-158.0709478,-407.0900544,-331.1296615,34.05899577,-453.5250679
0.884,-345.1367287,493.8491938,-1022.861945,102.8643944,526.1709425
0.884,1331.962117,389.3701763,301.5921143,314.7592949,-108.6368591
0.89,285.4204827,-524.7454144,357.2434907,531.9584108,112.970407
0.811,-247.7258332,-286.7154615,-162.6106914,866.0704334,14.81488477
0.883,-496.4357572,-393.5045921,-43.83686418,-645.2910643,-329.3368988
0.879,277.0972345,541.9168161,-128.217279,-388.7470309,-477.8523502
0.884,763.5076492,92.51675555,-88.13658565,-613.8119031,202.114363
0.863,184.0010135,-710.0886591,-36.95156873,-260.9155584,-158.1915639
0.832,-840.5388858,-243.0883653,-272.9486144,-382.084783,149.4481003
0.802,-397.9622397,-844.8679609,406.8057481,107.9138366,-345.2586058
0.894,133.8844049,513.9697898,-394.1200637,-287.3738237,-805.2439163
0.83,310.4951453,-682.0066464,-61.63526816,32.83704021,984.3024318
0.892,-273.9881369,-307.7999984,-169.2939436,-607.9198264,-34.67770313
0.857,64.43282041,-295.9686961,-804.6154842,71.88559792,-690.6740746
0.878,-205.5969462,-117.6327811,-811.2663995,498.9094262,-296.2170109
0.869,355.2028002,1678.095106,-369.8329398,387.2503863,-302.8176132
0.806,-641.2838633,-207.1289712,557.670939,-209.0675877,220.1104731
0.812,898.2121416,1258.709788,-470.486133,0.263806138,-391.0401542
0.886,136.974164,1541.857389,-387.5371008,-195.4079958,-184.5659989
0.881,-922.2720002,126.4364246,-59.34644204,-374.0494171,658.5770798
0.889,-859.909748,537.0358073,-134.9805846,-376.4660956,911.1849837
0.805,104.3763113,22.81946737,-974.4453778,522.0200418,-79.63093004
0.811,157.6904548,848.5692152,-146.8024066,-438.4161492,-354.7673849
0.831,194.9830771,-874.4140312,-520.1045638,413.3022362,-6.341320877
