pred_prob,f_1,f_2
0.784,-561.8857708,-74.46415921
0.786,-890.0780646,37.40729449
0.786,-702.2745885,-115.4713376
0.713,-475.967876,-175.3403747
0.718,397.1897506,1278.616803
0.753,-680.3300455,-571.3312063
0.759,165.5498362,-59.11951373
0.717,-407.9728654,-131.6640028
0.714,-772.7346284,1317.202618
0.758,-1.612888023,-530.9705631
0.796,459.3550334,-199.8200073
0.782,-777.4618237,132.1021791
0.76,655.4923576,-592.1526011
0.764,-344.7459087,-611.082044
0.746,142.2010839,1338.76501
0.723,-587.4015238,776.3647608
0.743,712.2328114,-555.3821333
0.744,271.1557478,-133.0455044
0.703,-844.0398113,627.4896995
0.709,1088.190741,1589.760519
0.788,-919.4662487,0.643878215
0.784,-450.606514,-767.9133584
0.712,-362.0797644,-899.7513708
0.724,-664.3287734,435.8708495
0.797,-446.2824879,597.5644811
0.773,-948.2789364,604.1419937
0.717,735.1871025,444.7460508
0.786,-687.6779762,-304.6556103
0.743,218.0256341,295.5473111
0.786,1581.95602,81.55297017
0.742,954.0046131,243.6598483
0.743,-736.6078523,-51.95657385
0.797,-692.1865089,-437.4531476
0.886,777.3993111,590.7762001
0.854,-748.3159466,-434.7092544
0.804,725.5499922,-281.3237615
0.819,42.98277205,-104.9935108
0.886,-236.2344649,-267.5620469
0.892,-1063.127618,514.3314837
0.891,-75.33977168,-477.57143
0.877,564.5565552,-195.6799324
0.831,-187.1093136,-880.5696048
0.842,978.8176018,-45.64734648
0.87,442.0707655,-0.801756111
0.808,-171.450858,376.3410226
0.866,-621.158783,34.2146431
0.833,83.66108395,-212.7444125
0.858,-158.071312,-407.0940998
0.884,-345.1363529,493.8550239
0.884,1331.961902,389.3664221
0.89,285.4203916,-524.7486997
0.811,-247.7260127,-286.7174083
0.883,-496.4353059,-393.5013769
0.879,277.0976485,541.9194894
0.884,763.5059636,92.50201551
0.863,184.0004606,-710.09497
0.832,-840.5389466,-243.0905176
0.802,-397.9626005,-844.8695348
0.894,133.8839351,513.969232
0.83,310.4946016,-682.0109045
0.892,-273.9872566,-307.7933703
0.857,64.43337231,-295.9655915
0.878,-205.5967212,-117.6300254
0.869,355.2028713,1678.09643
0.806,-641.2846995,-207.1357379
0.812,898.212915,1258.7149
0.886,136.9734717,1541.853405
0.881,-922.2719829,126.4351455
0.889,-859.9092832,537.0397533
0.805,104.3763665,22.81894924
0.811,157.6895987,848.5626901
0.831,194.9837429,-874.4081459
0.898,369.7163007,768.9638468
0.84,-525.3033938,671.6099544
0.894,-479.4750395,1221.828289
0.849,-754.3908383,226.6512347
0.859,-399.1847606,420.1746932
0.859,-396.1636114,499.0383396
0.861,-518.6646136,-33.93615162
0.824,-668.6658689,-44.19950312
0.855,-691.2457478,440.5480946
0.846,-941.6004136,-0.98980695
0.892,-598.9626426,494.1563413
0.996,311.5623204,-500.7533532
0.987,-391.4781494,1011.784872
0.999,-193.669935,125.6929095
0.999,840.2035376,80.58327831
0.935,-882.083825,492.3513656
0.997,816.5645506,357.7515937
0.958,-122.141737,-535.6443029
0.999,-812.0505561,919.3423792
0.996,-1018.345173,257.8172992
0.919,-769.0295181,459.7068268
1,1283.476548,97.87242154
0.999,743.8154687,40.59293671
1,293.9040179,-863.0050664
1,291.6449735,-324.1637684
0.981,-509.1766163,136.2967096
0.955,378.1567569,-540.687859
1,935.2862205,-143.0339393
0.999,133.2436641,241.3282147
0.964,620.2365369,-790.6103373
0.999,-137.1756843,-301.3632028
0.997,674.4211548,-360.9613372
0.998,1277.640823,-271.9525186
0.997,298.9784091,-541.477033
0.984,682.6611114,-77.40244232
1,581.1400891,-527.6872076
0.935,144.8738304,-1017.847788
0.928,310.9663038,279.9801431
0.973,1291.760423,0.117418345
0.999,-394.8896583,571.3609341
0.996,991.9100306,128.648872
0.997,695.0829048,-330.9378864
1,479.5212634,-500.2561641
0.992,1038.426407,-237.134376
0.931,-239.8425281,401.5404297
0.968,442.0100832,-666.9258757
0.997,452.5029494,-700.4437648
0.993,-657.8447553,-304.9442321
0.995,25.593954,-476.0403902
0.998,1031.18694,361.6057474
0.992,-305.2444672,-366.5046298
1,684.2636046,-655.6243734
0.98,528.9454072,71.86061266
0.953,-288.2751076,-134.8772514
1,888.8943946,-539.2643346
0.999,1533.317189,476.5566019
0.989,-229.8208673,-907.7055847
0.976,94.91450912,-472.998573
0.996,-317.3150354,-356.4212814
0.99,-402.5873512,127.6638827
0.995,460.8317221,32.26265569
