pred_prob,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,Feature_30,Feature_31,Feature_32,Feature_33,Feature_34,Feature_35,Feature_36,Feature_37,Feature_38,Feature_39,Feature_40,Feature_41,Feature_42,Feature_43,Feature_44,Feature_45,Feature_46,Feature_47,Feature_48,Feature_49,Feature_50,Feature_51,Feature_52,Feature_53,Feature_54,Feature_55,Feature_56,Feature_57,Feature_58,Feature_59,Feature_60,Feature_61,Feature_62,Feature_63,Feature_64,Feature_65,Feature_66,Feature_67,Feature_68,Feature_69,Feature_70,Feature_71,Feature_72,Feature_73,Feature_74,Feature_75,Feature_76,Feature_77,Feature_78,Feature_79,Feature_80,Feature_81,Feature_82,Feature_83,Feature_84,Feature_85,Feature_86,Feature_87,Feature_88,Feature_89,Feature_90,Feature_91,Feature_92,Feature_93,Feature_94,Feature_95,Feature_96,Feature_97,Feature_98,Feature_99,Feature_100,Feature_101,Feature_102,Feature_103,Feature_104,Feature_105,Feature_106,Feature_107,Feature_108,Feature_109,Feature_110,Feature_111,Feature_112,Feature_113,Feature_114,Feature_115,Feature_116,Feature_117,Feature_118,Feature_119,Feature_120,Feature_121,Feature_122,Feature_123,Feature_124,Feature_125,Feature_126,Feature_127,Feature_128,Feature_129,Feature_130,Feature_131,Feature_132,Feature_133,Feature_134,Feature_135,Feature_136,Feature_137,Feature_138,Feature_139,Feature_140,Feature_141,Feature_142,Feature_143,Feature_144,Feature_145,Feature_146,Feature_147,Feature_148,Feature_149,Feature_150
0.239,276.8743001,-706.2824206,-72.64187265,-299.9332495,296.4746917,-441.250756,-215.2123155,55.84275762,-179.5274585,-250.4722939,-78.8312081,402.8920827,125.4188328,140.0837161,214.7217952,377.3900745,-637.1114681,-239.2992912,-42.51935882,-143.8551838,-72.33816635,278.891908,-59.24926803,87.20480637,164.3876948,120.0666874,39.38650997,101.9534274,47.77913639,-102.5051674,-21.35679448,149.177203,62.40503996,18.34245093,157.6654179,9.784176616,119.6330772,19.07403271,179.0425417,-169.6453089,-193.6380524,116.9604035,-75.45748302,102.2927339,123.2878477,97.64718498,-162.918252,248.7791448,-198.8933826,262.5363834,16.92789255,33.73347789,143.6560768,-53.01649442,35.89289801,121.1795759,-12.05122466,68.50558255,-71.2205923,82.8004165,17.17364296,-7.303993736,82.55826824,11.66979936,-14.82161463,-48.8603256,90.13171099,-5.052316501,-24.55965488,-81.32951136,26.02253065,24.12096235,59.11467567,40.84292146,-27.70009359,33.5856083,-86.37750299,-81.31079483,13.35056037,-53.70443622,146.1243176,92.00882153,-105.8352911,-134.0622174,-70.42410792,-71.15415062,13.37819139,-17.01756553,-13.6184634,-35.17034248,52.02141661,128.4806165,18.12011274,-44.19998039,35.47195431,-18.9065505,-40.95070919,124.5265793,53.7838465,-96.17436211,12.5293172,-75.76414233,-69.61106435,-41.42406786,-1.506027762,8.771438609,7.258805318,-103.2381834,-46.14019132,-34.03034112,-2.086428875,-10.52184034,72.38120107,-56.5637935,-42.38959498,-106.1518076,13.78421408,80.61014071,61.68984697,34.9245353,39.15721093,-42.36474915,-44.58074229,-23.05737359,51.87335815,-21.46641728,31.97307429,-20.90987878,17.31635138,37.88766635,-54.16968831,-27.96793232,-132.8784231,-65.32304924,36.40915801,26.83580118,6.915782026,19.75665548,36.44511228,2.953970087,20.14040987,26.31939951,-1.230763591,18.96901941,-59.21158417,-14.5216963,-36.1912999,-63.91821552,49.09406317,17.12033757
0.293,-512.4795732,-225.0780186,641.4360268,327.5122773,-94.09202058,-104.311796,24.29573815,419.4135026,385.0174655,147.9533135,-426.2882088,-131.3670582,-558.4955999,39.76404243,43.68386762,-78.72027822,-523.6875549,66.98459375,-50.91727407,-343.1951051,-47.74518517,140.9229961,-149.3738723,261.9233085,-10.78246626,-385.9206371,-14.10273389,9.06967934,-104.712942,148.0233342,86.8424704,-94.25928055,414.392162,104.5737891,233.3485699,-121.2863552,-52.28846324,-265.1787857,-128.4495424,-9.299583391,-38.57424973,10.16588474,-30.2502329,-130.1805359,-121.0607411,-134.4556288,-130.0962124,110.6640403,-78.1614137,140.2247382,-1.852894335,-23.95888687,48.08602947,87.35695026,-52.40541028,-43.57571021,-18.77131213,82.95541378,-95.57042822,81.36783886,80.81300136,-150.5224455,-79.95991798,119.8984978,23.85218691,132.2179587,-51.67343056,-60.6064049,0.406950149,-51.56145926,92.43885813,96.92264538,12.34768627,-59.05277673,-32.99607307,50.34563636,22.47900783,-17.65847732,-107.0088139,-16.18089821,-32.24491259,-42.98563778,12.92845052,-87.79385781,-51.25358272,48.44966892,55.17891079,31.05636363,-47.67373534,-57.93093024,43.86297169,-4.457651873,80.50148517,76.59702478,58.41616575,-52.39165757,18.36918193,40.16037885,-140.4769887,-66.91128513,-1.507927532,-74.40020119,-30.13420756,31.05995738,-24.87174694,3.303708386,-13.82587836,32.99169989,-6.39155454,-53.98937137,0.846192952,6.23649005,-1.691241773,99.12325986,-46.43475305,114.4165716,40.87864946,-16.23939847,42.14738987,-1.262054607,-97.85665961,0.87234909,-15.09669665,-111.929638,34.50788467,-38.48351339,3.464344068,-8.774890583,-6.348441811,-83.58623647,-50.23852948,61.41079885,76.15460781,-1.216662069,33.14248304,118.4285179,-89.81497902,30.07214309,-45.13676419,2.500808255,9.364834393,-65.13595272,108.7660609,64.91584985,69.29207466,-142.9956165,-14.82525252,7.755854125,49.21025847,66.18846652
0.271,843.3636186,233.9362096,341.8183657,-901.5049851,122.8779103,85.22494973,-510.2648101,188.3647679,-425.1409719,71.89155189,-258.1832567,-115.4598364,-393.7728573,-330.8411312,159.1223177,-33.56576052,285.6593821,56.1936684,-95.66280438,467.2778437,-18.79731555,-82.80166404,79.17233928,-105.2154332,-154.4267436,71.55364491,-34.33383416,26.20438713,56.16128917,220.3790124,241.8969424,22.33987837,-140.5945875,214.9878925,53.61467137,7.054965849,-211.5606851,-95.35510531,147.0077229,-104.7000537,-149.6743603,178.2144973,-99.88337143,18.23559913,-64.32804719,125.0471918,-170.9083257,-177.1287447,-40.41766769,-186.6831358,-96.67516572,156.6091999,65.6091634,25.69710929,124.617624,98.33197935,-9.257967772,125.0220284,47.59184341,111.0374496,-186.3634648,-13.15737035,13.23507477,38.61762458,9.100954691,-41.54464038,-98.50477828,19.76419761,41.70809375,-77.96859852,29.59526329,21.40696533,3.842692719,51.19973753,-120.793344,-105.1052832,79.04638713,-48.89431386,-83.45636291,46.62220887,-82.89002217,-64.42405271,67.0929684,11.67660103,32.04726024,-99.4692129,-28.40063521,-162.107937,-8.233152314,163.2793122,112.2395266,23.20400307,55.62753963,-215.220715,133.7653597,73.79997373,-19.5837088,-26.20360932,-14.70991033,0.235786009,5.238477654,28.59809198,36.9984282,-124.5466744,125.1441534,14.83645397,-0.383832503,-60.32549171,-9.870181851,-50.9226994,46.8770086,12.48431286,93.83300259,-14.09141908,11.46885404,64.25600288,-31.91596375,-87.33977384,-38.61177749,2.282813157,19.54295861,-4.550870516,-94.67463931,71.1496984,36.00581522,53.60718262,-28.50326928,4.350885778,82.03691873,-62.44463783,-13.92174542,-28.14491724,-10.84360618,82.29299856,69.73225691,-2.896597397,-43.62621143,42.31698891,-35.97066266,-65.41698842,14.11409723,-16.27607924,-29.70466538,44.13032996,7.554496124,8.050160154,19.86650469,61.21500702,-37.31131304,-83.06269839
0.23,885.2293956,-346.6168048,60.42912755,-672.5515348,157.4672577,-54.71849039,-356.4436492,7.52975993,58.6318155,38.30178822,-506.795923,118.8222647,-583.3359087,-182.0252822,-58.63019332,-171.9960579,103.7070045,-139.4148795,-131.640732,8.449434949,332.409051,114.9319591,367.9188817,-112.1519525,48.74313038,192.5130456,-40.7745834,149.9818974,-85.65532398,282.0897732,-59.73478049,-42.81335664,52.96823639,106.1197839,-278.4950213,-11.37479005,108.1981685,-73.94257935,70.45667773,58.22878486,-103.1553249,64.74109797,-66.07563034,101.9490167,48.37150567,29.03045884,70.68105486,-184.4154341,-0.104902278,-153.2214126,-63.13213862,20.83221548,-41.68217418,-68.838811,-0.396097434,-9.964853958,193.8188485,-107.8791232,109.7854153,-30.16184481,187.3983048,-248.7542261,-49.63761081,91.96424886,-2.320350612,-59.97823286,-63.87579887,-11.07815517,-30.22231815,41.56110387,-148.4369224,58.60370394,3.575264237,-109.4498,65.40340461,-52.47360131,-27.46122503,-31.53652645,2.48105283,-7.705959791,-65.96219214,-101.3071893,-113.8920645,-82.5170575,-5.454156121,-32.66203642,-86.28141569,132.0883157,-13.42097678,18.69763377,45.95220118,17.35922382,54.73064244,-30.84480878,3.426773765,-56.95186535,114.2353894,-46.19683763,28.36011775,-61.78893909,-67.10367921,103.4048079,-6.437350165,25.68545309,80.78974741,-40.02231165,14.85710742,-25.12407528,8.95706108,36.52010202,5.256039006,-36.72058499,-65.53157198,-47.29416511,61.14630751,119.7544545,54.2466509,107.2832405,-28.04140801,50.55789842,-61.22086647,21.72755898,127.1352613,144.7095201,-77.95619345,55.79416146,-26.88635688,-22.48678432,90.53056461,4.135894213,-27.37912038,33.28679903,-115.549648,-19.04652321,18.00668855,41.25224737,-20.84725741,59.29294102,33.30663271,-64.93507437,-48.02106244,35.56119888,-29.05255951,105.8575319,-43.61673811,36.43147086,-31.43750338,-104.5066192,-95.49394533,-55.59033665
0.226,687.8459107,63.3816614,107.3700087,-690.5859643,-66.71175229,27.120672,-389.6502584,411.8200795,-799.4344926,482.7617479,-370.5990627,152.1985612,1.613334434,-271.242944,102.012561,147.4742729,275.9605305,-93.66934762,-427.7599252,-291.5409902,162.5244682,-69.19798527,71.63874745,29.44840153,-41.0224818,-85.6538002,-12.59718801,-141.7407787,280.4082383,-47.92351683,-14.90555197,161.0866002,-260.4192144,216.0340431,166.1888705,-159.3140345,-82.01588895,-20.22971479,96.20914851,11.8796026,-196.7767022,95.99162955,119.9674576,38.74410122,256.6770278,33.04390589,-164.0647162,-172.0808412,63.32417326,91.58169251,36.77441216,-103.9975099,-174.889134,80.35098422,5.721178002,128.4661863,-88.88276277,6.409571973,-89.03571429,135.6501298,8.617563341,-58.30872285,30.93268017,-38.82436838,53.86562201,58.35151495,49.58301317,117.1563437,197.0367702,-117.1372225,-71.09383626,-35.3330087,136.4837076,-183.8625313,-60.90711526,-233.7922787,91.50159697,-14.26964036,-80.0043778,27.17932703,-13.1715515,66.93397398,153.0332279,24.79381996,53.82948535,-74.53795357,-105.4176525,15.05097648,51.24723957,108.1384042,9.346237407,152.3989432,72.01894565,-16.95915944,-13.59765882,-60.88862821,-42.99440716,-83.95180973,113.6500965,74.16380668,-42.29750584,-0.590127708,-51.14174002,-1.917383365,-73.40011685,-112.7275841,42.46318997,1.306901032,-32.83269817,-14.29656544,-22.2799276,-39.686084,30.86418632,28.47298838,32.78240429,19.60838334,-0.44169603,-26.08484853,-13.8126513,-33.74395565,-39.89064792,128.7050936,6.31551246,-44.90769362,-85.55349267,199.8653314,-45.47829039,-31.03882295,153.9221004,38.23586878,76.98202205,-85.95856742,-32.26870096,-38.50637986,131.6681507,5.710040374,-15.06553289,30.46690457,-81.37195906,-28.90144185,18.428396,-18.89551641,29.10041634,-78.20589076,40.98104294,-67.10951094,13.74541916,-51.50764295,-42.8513407,-40.6082581
0.281,384.0442875,-867.1374049,-321.3364426,212.8791185,-133.5087239,-352.8180071,400.829332,96.58916976,601.2565834,75.68114629,-104.6961395,-53.6048484,49.56779058,-184.6900951,142.6345078,-401.6796118,51.89111152,35.64549992,-279.6777534,-29.66076611,274.2284123,202.6210708,42.92281683,1.034815235,-15.79548991,-211.2015459,-102.8759428,-87.29971429,-60.24449454,-39.58464141,9.407333434,-74.30184764,1.009586358,173.8680566,104.8222102,-36.62781704,-72.59375699,-3.707212368,-69.10923731,39.96642509,31.57554286,-64.28078615,-51.54719499,-86.34473151,-198.2737243,-69.31378486,-79.81860114,-209.1692498,1.54975104,-51.72938651,30.7991314,202.7128409,14.78491064,17.469225,60.96017419,-135.7056367,-89.40934905,98.14891626,-102.2912931,-134.6990361,-23.56526849,32.07743399,-9.87252251,-21.86260706,-157.7875551,-149.2429558,-41.0956932,34.04524175,-26.76623284,-125.6565852,-22.63345464,48.95363258,-132.8176767,90.73037902,-39.14898412,-144.5559312,53.34665389,23.12107744,-80.5192638,-59.12288172,-8.681353026,-99.93293707,76.38877509,-45.70058291,40.46164014,65.43713746,-15.35887251,57.69119909,78.13699443,23.89255621,17.97593243,-212.8654073,-47.06608684,19.76888814,27.81534149,-136.0510034,16.01521559,16.88463562,-50.73044609,-4.071151638,41.38983038,-30.0232973,11.42809395,-43.45712213,-68.67443381,103.2286269,36.00172848,64.95171714,-17.22188315,14.97559258,8.455687783,92.53039684,38.02009859,39.09052846,1.758097334,77.5245925,-9.720081417,132.3013102,43.42940809,27.70417399,52.49601634,0.92844829,-22.98872921,-22.57167665,-53.7666243,0.43800678,12.67941589,-40.98488914,37.10996615,-59.06162259,-54.68156845,20.0390214,53.27077312,19.80479174,84.33837004,10.3488871,-57.17330919,8.188064736,-24.98626615,21.10754197,-118.7906571,33.60716881,-49.32566367,-15.47575184,-54.00155744,31.56615933,-95.6059587,-22.81973756,-29.88172094,47.37807118
0.223,796.7676901,-615.876054,-317.9742111,241.3585516,-246.2475147,157.78753,-411.6326846,366.9849141,181.7295349,241.3184962,-340.686192,-115.48761,234.660924,217.1209202,-264.3618968,-173.8853292,374.4372248,-218.4505155,145.0848399,172.2964277,157.423369,145.5344975,-122.651089,-195.7366335,-193.4748492,59.29399513,-62.08347987,-97.00869389,-47.54164743,98.03502394,153.6629336,-65.00283202,96.03298464,-259.6519901,-72.68222703,31.30601166,-287.7943832,-170.2367807,-23.62686128,-53.61107805,178.8720439,123.028362,-11.14669118,49.37864202,128.6458656,103.0027842,20.05353069,75.39380186,-117.4058695,-134.0092021,-113.5471581,129.7130023,-75.22417533,-170.3958948,-46.82346171,-271.0466831,-142.6922595,172.8990625,11.36921702,-30.70440553,47.56802628,67.01860761,-11.79646373,68.0833975,-95.90465724,102.0685275,-97.76521604,40.98223551,93.81973123,185.0777997,-60.90147705,-89.43336677,25.99606863,-2.22576121,-64.12307334,9.070103022,14.51367297,44.78656116,0.137479109,80.13535817,102.1465283,-196.7375207,-51.77557632,110.6473095,35.49070734,-0.341212352,-13.55274179,-22.83682813,-51.08588295,100.5875909,16.81253162,-126.9791349,150.7489658,155.7184515,29.65105461,-45.60800844,-8.508268945,-24.11531936,-34.47542928,14.36604237,-39.94958897,10.7882355,14.0246287,-46.4169634,136.1639055,198.1090325,-71.44273811,114.1811209,-32.98734311,-34.41595008,-30.66534549,44.47682392,43.78680553,66.84005108,13.90625047,-29.64925839,102.8261534,4.799070249,63.02232733,189.1211034,-124.9254677,-94.3263686,-34.12335882,14.73590059,113.8343317,-74.90076321,16.04363564,-27.54290804,77.02425713,13.28380569,45.32138417,-52.34355849,55.45307913,43.6477159,2.306804816,73.30979995,78.39475715,-22.38823552,16.9236227,-11.69147007,-23.0414164,-7.116210542,63.40659341,70.21812766,-5.768958593,39.02337523,42.12595322,18.7964106,75.98059594,30.84333051
0.245,-666.5536706,-94.01685398,691.492959,-16.35812127,7.465759303,574.9654208,35.14969798,281.8936532,142.8643286,225.8624494,351.0634108,-65.51362033,82.39533468,-290.6875836,520.9255708,23.15996958,-292.7549645,-269.5490085,434.7367096,74.77829302,0.507282676,-14.37663359,65.97348438,-55.81485342,84.80206009,66.66680315,65.57708638,-139.666526,-121.3105058,-68.80068107,-163.892401,211.8363597,-131.2104567,-87.52365759,173.7108087,-8.851334776,-74.68395952,35.83781215,219.6605974,205.1755842,-50.27812647,-6.126023531,127.4006151,-47.16162995,-9.757257852,-104.2549165,154.552396,53.96222796,104.3317338,-72.73978744,-91.13128859,-11.86169062,126.0157054,287.3181322,-195.3722795,-47.3603107,206.2030222,161.6810157,94.55473064,49.82590691,-93.01743946,-30.17453559,59.21084295,9.915730184,18.29041462,58.55261398,-111.5308846,-20.61660511,-9.007008771,-230.8398502,-7.270495508,-54.34276956,106.3382527,122.2055579,196.482741,-62.14050557,-35.85259581,-35.43470885,9.001074017,126.0625932,88.24969079,22.27053157,-15.8666228,44.24567697,76.36559628,66.64941369,19.69847001,139.6600986,28.32354857,11.20335146,-91.59060909,10.54026475,-47.86876952,187.9268077,-11.65119587,-44.70016847,67.07044952,-8.096061469,15.36261859,85.93779929,-115.1622158,51.92340805,5.725896283,13.10140291,103.0729068,-83.24996286,-21.39978811,-44.58258712,10.20555658,-101.4436687,-20.79273159,1.66835351,30.79823658,78.21638936,-72.52912358,97.74626381,28.07388867,19.45580176,-17.4190781,-20.80663632,59.90077459,-62.27337434,-97.45875725,10.55764162,-92.78957368,41.96663931,23.41040512,23.4217023,49.85328684,64.67634395,-4.889039888,35.4218928,-46.27261998,1.331522556,-47.08784281,-42.48201265,-126.5754309,-23.1365045,31.30673071,23.81579535,30.86600933,68.09400084,-53.17880784,6.132307623,-48.87589877,-79.68447612,-5.857969999,45.03470837,26.6221995,-48.49099763
0.252,1387.722076,755.6627781,598.7147716,-274.0924235,-336.8923064,78.84375482,-119.2049964,421.2656305,-138.9440761,-246.0418326,-559.2272652,221.1017792,-128.9205508,38.86024205,375.048826,-63.09836729,405.9577289,-140.0076021,175.8308179,88.00505589,-37.6781518,147.3771783,-108.5823214,434.7507174,-8.403442354,-107.3469371,242.064534,-14.5540735,-198.315954,-256.1178728,93.43048971,-144.3420941,-312.6687449,9.802111289,-138.1332252,-144.6222163,-30.53226315,-186.4680252,53.12561953,-244.8774071,-371.3811591,145.2747813,-114.92705,-35.75381426,103.3481417,-102.9544054,-93.1616993,12.04250195,178.0443618,85.65735264,-3.952060737,10.42629857,36.51806917,114.667686,-231.2077369,-75.11316051,75.04300925,-264.2698679,-71.97866244,105.5302567,-47.41136167,-28.77538019,95.31460852,41.82068348,85.84912161,20.42646622,-8.210832425,-52.24203343,-31.22492624,-192.8711758,-133.2421534,12.73210463,-152.6497549,7.194278375,92.51962767,-12.32840162,44.18074406,96.40086445,137.2106063,-42.38497338,55.20523978,13.02571109,-118.8016751,30.59392268,-66.22332544,-110.8009517,133.1188705,-17.59451173,35.2335139,-0.995407346,-99.30396298,-120.973762,-74.96002381,-65.21164957,42.90355843,-76.49661144,59.32697071,-39.6993373,-24.42676384,-160.1653734,-26.55635869,158.8818445,178.6884529,-63.63956474,-29.0227294,52.74562104,-0.162249666,150.6577818,-10.6061337,-59.63778488,179.5343891,115.0617873,36.08989435,-94.93331515,-108.9651579,-19.88138354,-117.5838307,41.94745636,23.48523849,-112.5396909,54.79802549,-14.54117686,-50.93716631,-90.6631085,-20.66481084,-97.65837506,38.23813495,116.0810785,25.87794109,-46.87656144,-120.4224716,85.82968694,-43.85818629,-10.54580074,-3.383302429,-65.47943975,122.2516346,-45.53721889,13.49843917,5.822631773,-45.87021039,-59.7343033,-85.36724865,-52.40066983,32.99509383,134.5962369,42.55558611,21.13076511,17.18881213,93.49517494
0.27,-747.2540193,-169.7426747,550.4459519,-397.5763328,417.8394665,160.3780455,45.66189366,-182.3964181,402.0333073,-382.0630198,-66.28508269,267.495711,89.67745912,-249.4025463,-78.06921612,-165.6790545,-121.2999332,-425.3716473,-225.5459967,117.3848854,82.61468397,14.63472507,153.8614987,128.3057198,-87.17783298,-371.9621255,8.285452882,66.33469634,113.1906306,-36.47830441,50.59973712,-98.93197579,-215.0988431,60.96456056,94.57942752,-75.71325836,14.02214455,25.71105052,34.53317338,72.32808819,156.2700754,-18.38370606,-40.97681432,-89.29051534,142.1476115,31.64462685,-185.9872272,-193.2771842,89.32889353,-52.07498182,18.43749424,70.20424789,23.63293834,4.779490666,79.75136979,16.95053021,37.91316318,-106.3849985,146.1496313,-10.48276864,22.76546359,53.99048504,3.455532505,-100.440914,-151.6965536,-221.0085355,-34.94851147,-72.1146991,124.2334658,-86.20957961,35.21862585,49.40715703,109.2931259,-7.250270243,96.04663414,132.3361258,-170.0071271,41.73060092,-9.166853125,14.81442266,-101.1892358,55.93736427,-43.99504722,47.85514431,76.91819279,78.3026877,-18.08303571,68.89297801,13.63985156,-208.1716084,170.6394731,-9.318030419,134.6040779,2.362510415,-39.61646719,-87.47308351,-58.74783136,87.12046106,166.2355865,-48.43530325,8.338231378,176.4089691,-42.50372826,122.6989944,17.67174748,157.3965664,-63.16767492,44.98085182,123.6986406,-21.28183164,-66.39110847,-110.9973552,-101.0729713,68.15810441,24.55304988,-20.87339861,-90.502215,-45.83920314,-17.90781599,26.03385433,-161.7826655,-89.9125661,20.78396229,6.524904336,61.64457491,30.12468652,106.5463784,147.5276965,9.233705331,13.77333494,112.3916403,153.3517042,-45.84955977,-88.52735999,90.8771537,-2.732853173,-1.613705011,17.39709156,43.33926046,17.27542799,-84.47611335,-16.83085236,70.82993151,-53.68919767,-16.38976471,12.7422266,-30.60485217,49.00562673,-25.21886759,95.73760273
0.204,-876.4166584,401.2236129,-671.7390321,35.94120546,2.686172185,251.9928217,-192.1319391,-316.9415146,-107.7291539,-177.5806119,44.29403606,-140.1202292,176.0290782,64.69672102,-49.9582757,-102.3575086,168.0726773,-327.6597977,-23.26584486,-158.3207823,63.24148851,181.5516865,-50.43271971,7.252712855,-183.4555458,136.2717578,48.15691465,-105.5791802,146.6573223,-221.8815304,-105.1884183,-188.8897563,-60.9766785,24.64861003,-246.7600748,-323.127129,-75.60089146,209.3894812,-16.81879592,-18.5221647,6.804925853,69.05692582,36.82193599,-50.92269819,54.08602628,-58.459583,-18.43382782,123.4416408,59.7386033,-129.7199472,36.93561259,44.1274047,-248.1761737,-44.452012,53.69927765,-44.90434129,238.540561,-59.1790488,133.5768245,-25.0468837,-126.1665136,-42.27103964,240.4023498,89.87880072,-109.1104438,-14.27729078,-18.28860453,48.52840014,-9.758191965,121.7014817,14.75573754,53.04971161,91.62015032,132.6970421,4.89201916,22.0500587,83.27231469,-66.1279979,43.54375776,29.04255059,111.3713872,-125.270647,-17.63045619,-182.3820024,39.85235572,-22.46653328,142.9402859,3.913594673,-22.15394401,-7.297542797,-16.44194216,5.491229146,14.86230121,-2.03736278,63.73297198,82.68139098,-14.52197516,-12.2075333,112.4290531,-46.39183455,-0.47323341,13.62709441,-65.81935461,-92.410987,-32.8932582,106.1617184,16.19112289,5.524884563,-2.549765215,-119.4278243,40.73343689,6.568754072,-57.04855302,43.5685276,17.35206441,-85.32861515,87.61155563,46.60928169,-49.67527186,-34.3875455,109.8643961,-81.00530431,9.179344347,-100.9882136,52.62966698,-2.732868204,-13.31274027,-18.76007953,-125.9003234,-67.97222174,-90.13871442,19.79030134,-47.67989547,-62.5337547,132.8145235,-25.05459555,30.92856676,-68.43642793,15.65602114,43.00229789,-20.2700425,39.33581351,94.46573687,26.57243891,5.231590558,23.41584016,-1.899202574,-46.38276879,3.207622881,-55.09642152
0.203,-407.9845813,1316.332069,-451.4722367,551.5331972,240.2245811,-102.6420998,-398.9194291,-3.927455291,881.3863818,188.6731779,-332.9695175,89.52978457,73.95636351,289.8886814,-196.1347367,-212.9038687,-333.1436627,93.99357764,-172.6558468,87.07950155,-79.81867795,328.4463384,181.5192812,224.2344416,-40.29604013,10.68204505,-102.8261945,117.5847451,-244.6437966,183.740918,-226.225677,-4.301996706,-199.608073,-73.64203563,10.47317711,-158.4450456,-26.92437239,230.0261671,64.34431458,-223.1101443,40.53563965,-162.6681063,-143.2559112,149.9972985,59.36804204,141.1861017,-56.91553702,-129.6424355,-63.9244788,9.288157628,73.52500176,83.31740033,172.4318474,57.75150167,-50.61458691,102.4120685,-109.5294141,139.346309,-39.0025657,-5.279181077,73.9360702,-92.73828363,24.7781417,96.7344696,121.6608845,-88.46273803,-73.3692376,97.27399203,94.61706674,-22.952108,10.87672874,-33.53169813,137.052607,-66.13662165,164.8836866,12.5865984,86.00631595,29.71868224,-134.9691098,52.76368489,-41.25824038,61.37218892,83.41981447,53.28202479,-83.94002185,78.4712059,-68.4949188,11.51019245,-157.3354329,-160.4280929,-113.6153915,-38.15077579,43.59368305,-126.8891334,-83.4865084,15.98142812,45.27999271,52.34426689,66.86732572,-139.1106014,-2.560650185,4.61249461,27.69510505,23.91057483,-77.39672743,-14.66789209,-3.5703924,-11.52735147,5.875487904,-1.837586229,-5.707298245,-9.029534107,-16.57125097,-16.25419098,-28.15465899,-11.16312197,-40.23656404,40.05113614,86.51921189,-135.6428589,30.38032425,4.68784021,-66.01882526,-75.80057296,-98.33723997,38.12029588,47.63902308,25.98985795,-31.83591342,-33.76549004,-124.9023385,-3.498530141,-14.81962607,-23.82727165,-39.53017381,-7.837920603,87.00241766,-44.84981509,-55.20405124,-74.48284825,8.577873617,114.1136743,-105.1191699,11.78180066,116.8336824,-44.64458721,70.55694613,9.762952653,-22.53407679,5.988242539
0.207,593.9064249,341.5103559,-59.2605626,1137.261892,326.830067,-195.7083162,-449.4157829,-100.8166278,-744.8702264,-222.3305447,167.9631602,150.8687749,167.7964835,-311.2353338,269.7670883,69.36120591,225.2145746,292.7567413,89.6490606,-242.5785381,-333.2211825,405.4531316,-76.53868495,-72.60308692,140.709139,-170.776137,-53.90028255,-64.42543835,-51.38723402,97.7001987,-86.35787292,67.68383071,-109.8310815,-78.0341562,-69.42148017,-443.5292273,139.9085805,-160.8031793,-168.6283518,129.278176,59.79266265,28.7926342,137.3600052,-17.00776751,68.73403178,-269.2537203,102.3627805,-90.31711496,-89.05959016,-136.2930494,-292.0088837,-139.1424331,32.77604409,141.7008755,159.3862796,221.27754,10.27567014,306.1566146,39.62616102,103.441362,-87.50300594,11.23411204,-159.5887231,-133.1680209,84.43123467,80.06284748,215.8242466,44.09310625,49.19831444,-9.807602432,-31.54875132,202.7644261,-43.03155921,-31.79067988,-183.0018332,202.3741045,-37.15769471,229.046868,26.79675234,-123.7610115,58.71325636,-53.2490847,62.49122188,46.75967258,-4.58255299,45.46221219,-95.67148788,-17.86209867,-95.50393223,57.96904707,0.798801045,-146.7854131,-6.031887632,-0.304665804,6.899756242,224.3160909,11.48791085,36.37819743,-86.66072875,-53.51109964,43.86388629,12.34263994,129.8216244,-5.889978,-16.81100165,101.0486936,-39.71600747,175.7461424,8.246720427,30.80314677,-45.58958765,71.6355585,22.58278428,84.0641395,-137.9758824,130.7889674,1.951991577,120.8836379,50.94813645,-29.33503535,-85.60176981,1.580686019,-102.8938054,101.164122,-90.98389691,40.04360458,-46.46401819,13.33100078,30.84319127,50.89842192,57.15154165,52.40636944,9.004137479,87.73274189,66.65646908,119.8801318,-46.50391021,-46.40782329,21.72192893,2.339619668,48.13898922,15.39184169,-63.98892653,18.15611979,-27.51897701,-9.506938234,127.2337162,-48.16666681,-37.60863533,-97.26169968
