pred_prob,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,Feature_30,Feature_31,Feature_32,Feature_33,Feature_34,Feature_35,Feature_36,Feature_37,Feature_38,Feature_39,Feature_40,Feature_41,Feature_42,Feature_43,Feature_44,Feature_45,Feature_46,Feature_47,Feature_48,Feature_49,Feature_50,Feature_51,Feature_52,Feature_53,Feature_54,Feature_55,Feature_56,Feature_57,Feature_58,Feature_59,Feature_60,Feature_61,Feature_62,Feature_63,Feature_64,Feature_65,Feature_66,Feature_67,Feature_68,Feature_69,Feature_70,Feature_71,Feature_72,Feature_73,Feature_74,Feature_75,Feature_76,Feature_77,Feature_78,Feature_79,Feature_80,Feature_81,Feature_82,Feature_83,Feature_84,Feature_85,Feature_86,Feature_87,Feature_88,Feature_89,Feature_90,Feature_91,Feature_92,Feature_93,Feature_94,Feature_95,Feature_96,Feature_97,Feature_98,Feature_99,Feature_100,Feature_101,Feature_102,Feature_103,Feature_104,Feature_105,Feature_106,Feature_107,Feature_108,Feature_109,Feature_110,Feature_111,Feature_112,Feature_113,Feature_114,Feature_115,Feature_116,Feature_117,Feature_118,Feature_119,Feature_120
0.212,-278.0142248,276.998432,-130.8117707,1157.278982,-24.77696908,-560.6755162,-455.96992,-249.7556773,-107.9084167,-170.2499006,-337.4639934,13.06985444,-110.8759687,72.05770264,431.1861223,461.2639423,-69.0599327,-139.9364014,62.36354081,242.9909413,434.8491712,-182.6059095,-119.5912293,52.83557229,41.29029988,-138.6680836,-91.99273474,-65.77932161,-50.27932952,78.00022406,223.4522151,-27.11905585,-169.8863485,77.12075584,153.7110547,-69.04411737,-10.09510639,222.9973283,-94.12244091,-69.98850177,43.00707661,-19.18308086,-3.150799387,53.84603625,-292.3150189,-11.76020568,-116.1073733,-316.5445437,82.00598907,206.2808174,-81.36965177,149.1352008,-191.6574693,-95.15941846,-104.1802147,-2.491343404,7.928686698,-109.0505724,105.7756882,-263.8419782,91.36598729,11.9327768,-45.64368559,64.44983866,129.0669298,165.5024748,-71.67427614,-89.77924101,-19.87688162,-122.3994314,-109.8537714,-79.44227896,-40.57832262,-15.86803774,33.84759608,98.77861027,-0.04197628,16.39433471,53.31730247,152.1243155,-120.1259659,-53.81033276,-20.73152847,30.85081592,-158.4114835,-217.8050987,-19.20454474,120.4035405,-99.30849513,-34.55913634,-51.94814954,121.165089,-129.6583661,-52.83659006,-182.8905363,-17.59967919,-30.18356341,40.56092887,-69.08978847,52.91391387,-116.6092257,65.89504709,58.70462017,46.56463249,1.039022197,-60.65860658,146.4274053,54.96104347,21.67843299,-47.09725675,-50.48262491,-76.97414046,-20.9544427,57.00736828,87.85771651,-38.41073335,18.9516665,-0.798833232,17.84244033,27.72781911
0.227,-90.11351542,-410.3579146,237.6321295,-68.52834448,-265.5662115,123.3389796,-478.144621,-310.0785643,35.25720616,-152.1810724,308.7637518,21.14931383,115.0761671,-28.91485829,16.34130252,-58.85735734,428.1566934,-289.0336735,33.62159866,305.0482328,-413.064325,0.929691203,-91.93375169,208.9170022,-24.79256521,-178.8102278,-37.18219887,-397.2391494,78.02107472,164.091858,2.267974522,39.62287408,11.66098718,-185.981599,241.7973843,-78.08456976,-104.6688355,166.5133268,28.49654077,142.7623672,265.2536009,68.32449565,-207.4861919,43.20056086,-18.66798691,3.719916529,168.0841075,127.1637691,120.3272036,-52.07867588,312.978065,3.816436669,141.693034,-43.34619052,53.14876753,-69.28198107,-334.2599234,-37.78919911,-80.2476879,235.4411548,-74.61194463,-138.5428562,93.75763037,-45.86243177,-73.27832243,52.13772487,-68.04624907,-225.519833,4.686369274,-17.05348862,-277.5702537,-335.1997099,75.69592398,-154.8119261,-90.52756961,-254.6096342,-20.24358631,-56.48426961,49.46516919,129.2998296,88.56853872,-97.8491459,41.90376093,-179.1480375,-2.571762898,210.3213846,107.1381893,-38.91299627,39.08653409,-48.94529008,86.0658347,136.5512418,32.1673212,-10.94452691,148.7603024,6.263054599,28.39628385,-46.56794653,-40.23113444,-49.72462683,-79.85650051,-13.52460453,-13.22783727,-111.7643075,11.84142666,-100.4423211,1.998004297,98.46723542,-94.56045502,-47.11509649,-55.22914446,50.8699368,52.47095534,85.62883365,140.3548069,-36.94205797,60.70689439,-53.84932123,129.2122849,79.52793278
0.249,-717.0251508,-215.8001582,286.2685318,679.2742969,-406.6924205,-158.3484139,-151.3363175,-429.7344931,-3.917215281,-374.2934234,-109.1883647,111.6027009,-276.0289085,-106.0071468,175.3169148,332.72359,-178.550224,60.42794468,-321.5580428,58.29283357,-174.1023426,-193.8870895,15.96001831,-175.0184683,5.231245375,257.8906971,-307.5990249,52.26992818,-33.99226915,86.13993414,173.6653165,-37.96881163,-248.900866,212.1532539,123.2791737,-134.6257498,9.204861985,122.4842241,-170.6309512,-146.3483977,-146.3304362,161.7617925,241.0493542,37.26047184,-32.24626918,-205.7169914,78.83236784,-152.7337233,-65.99143628,4.498340489,90.42111068,60.84574714,-83.92492567,31.97773612,69.26841544,-211.5122732,-109.3660296,152.0320825,55.9966776,-43.22031717,-10.97875746,-5.346591775,82.0366783,139.2485545,-102.3080554,-72.27999122,119.5349218,-67.83110942,82.80320423,-6.173760567,129.9143176,-47.98060291,86.40020499,60.44917248,-117.7973979,-39.665676,-1.79851935,59.57352049,-46.73805541,6.797053213,85.41419433,61.38902233,-39.39045393,166.1400892,12.3546091,71.97635211,-96.96981587,-29.77808707,56.5460309,-63.43683112,-38.204286,12.94931966,-75.54774,72.07579571,-10.46154494,-29.23025275,116.2657182,-43.41136245,-8.592007533,93.50543447,8.869609167,-14.44616468,-57.45850587,56.47114068,-24.82639944,15.87798517,-30.16714239,-75.18590029,-35.01723519,138.7741921,-38.95516936,-34.26514019,49.57939804,-59.46629071,-96.5513738,-16.50983579,19.95836888,-97.2240913,70.47453345,-46.8675644
0.257,-718.2359,202.3053759,779.407986,-358.1694628,516.2274335,-202.5202886,-440.4272399,-177.0463607,-219.3097863,193.7347209,-209.9660057,36.52577693,311.4780838,-254.6177628,-233.6821719,102.7365877,197.8632562,198.2038496,139.9102107,191.7104732,68.057183,6.405029604,200.8256601,53.76780204,-293.886542,-134.2941429,-216.8659942,-64.74589767,-147.8872164,148.0130372,-263.0427451,107.8432087,-170.6502566,-165.4779565,-41.13764582,-5.846576591,73.92694777,-117.5114837,-32.04403036,95.49384721,154.1281466,20.50761965,146.8151652,10.89697726,-4.92936186,-142.8997864,78.88040433,-17.32821087,86.55236097,-108.3665011,330.5566896,-53.33874084,-37.84522902,151.5992867,171.8381811,-101.4547197,146.7804343,90.68801804,-19.28334607,36.04405191,-95.94025884,9.758861407,55.80414417,-28.43121495,196.279374,-105.1149509,-3.969113232,-108.0431019,-24.55184539,-66.89572845,129.0249411,48.59281324,-55.78697009,-32.63115841,123.1006466,-142.8649342,6.454705785,-62.69506399,149.8103769,124.5167992,-9.686289067,88.69896615,76.79095116,-71.15285344,-49.93943983,26.04115902,-28.68935989,76.78036677,5.470766661,-1.082659129,-40.84234663,26.25058366,-36.84993556,-103.126589,93.82761897,-11.78482645,93.00068643,-4.289570674,-28.44404091,23.01689607,-32.3973518,-29.30334624,-29.51662586,-42.49887601,-26.47035393,135.287719,-35.55020046,-33.19386105,76.53772231,2.569396646,97.55593324,106.3200614,-76.89998775,-11.56487435,7.770026155,-50.06443028,63.64620082,-40.96664891,13.46986759,25.88502496
0.239,276.8743001,-706.2824209,-72.64187251,-299.9332489,296.4746918,-441.2507523,-215.2123237,55.84275557,-179.5274975,-250.4723203,-78.83107651,402.8922475,125.4188278,140.0839549,214.7217513,377.3894703,-637.1117939,-239.298037,-42.519571,-143.8582187,-72.33825118,278.8898661,-59.24846674,87.2058167,164.3907811,120.0689036,39.38824029,101.9690636,47.77329512,-102.4958399,-21.36388302,149.1579365,62.39683513,18.33259123,157.6686796,9.759887787,119.5973837,19.09515707,179.0729576,-169.6348737,-193.6057107,116.9421735,-75.52701697,102.2987274,123.3196536,97.54166168,-163.0995451,248.8119981,-198.9186978,262.2826905,16.93056369,33.60757463,143.2381224,-53.0786476,35.96460559,120.5895148,-12.14851023,68.34023244,-70.99104766,82.96412787,16.90122058,-8.113956017,82.19124316,10.78971705,-15.07933756,-47.93247975,88.86880922,-5.519134535,-24.60824547,-82.35037616,28.19049825,24.13973383,58.68316225,41.34507783,-26.0984062,43.67548522,-85.85335381,-78.92091517,12.96678533,-61.14602826,149.1117947,80.45934877,-102.0387116,-142.637149,-75.79844917,-65.47621771,4.732452038,-19.8916594,-7.240776366,-32.71318725,54.09083174,129.4743615,22.54549289,54.80612095,17.26095691,-40.00496047,-46.99031887,137.6723369,-21.11528209,93.1982524,27.82732168,-58.95056947,-54.19314013,46.49406908,-31.49299601,28.76347707,-86.51814272,42.43014115,-21.11147561,-12.7223752,-15.55852158,38.48832852,-23.01887555,10.34737397,-45.02387043,-63.20705567,3.00448119,-77.14114904,-35.02940289,-109.8463719
0.293,-512.4795732,-225.0780186,641.4360271,327.5122767,-94.09202256,-104.3117935,24.29572863,419.4135013,385.0174823,147.9533359,-426.2882007,-131.3671343,-558.4956558,39.76424356,43.68359675,-78.72034404,-523.6874888,66.984727,-50.91643076,-343.1958651,-47.74497758,140.9232721,-149.3716949,261.9235227,-10.77753483,-385.9189177,-14.10539387,9.063794521,-104.7149143,148.0240791,86.84902779,-94.25118922,414.3986607,104.5827374,233.3751664,-121.2767401,-52.25837188,-265.1440762,-128.4616832,-9.290613866,-38.56078186,10.12271582,-30.14868832,-130.2369479,-121.0335845,-134.3509371,-130.126249,110.5743569,-78.09882206,140.0355849,-1.782156958,-23.96568107,47.96036274,87.24669391,-52.37572569,-43.69939719,-18.92605526,82.81289164,-95.52168243,81.18324702,80.32492044,-149.7326547,-81.43668546,121.4307108,25.32828604,131.0715324,-52.09418471,-60.67300898,0.147984826,-49.50158007,92.70075522,98.59988452,11.19709224,-58.55237253,-32.37494135,46.69449952,25.01325705,-17.94473946,-108.3626212,-14.62043741,-34.0158692,-42.66839372,17.55140149,-89.14136409,-48.55184836,56.34568935,55.0589163,23.21718417,-49.37933403,-48.50413882,48.53983354,-7.377840971,80.96110963,3.80091452,-101.0994477,-64.98655008,42.80534147,23.25547897,146.0914369,19.12244597,3.1436564,-70.16279769,-44.16157858,-34.48314159,-1.624118211,9.507709142,42.87134934,-27.34094739,24.79990854,-38.45425799,-69.15843283,2.146721472,3.805382837,-125.2336285,15.5152771,92.34017804,62.2860014,30.41342302,-9.328839358,-37.21840197
0.271,843.3636187,233.9362099,341.8183646,-901.504986,122.8779072,85.22494213,-510.2648116,188.3647693,-425.1408967,71.89152792,-258.1833699,-115.4600192,-393.7728142,-330.8411065,159.1219051,-33.56536424,285.6594964,56.19461019,-95.66333389,467.2791495,-18.79927448,-82.80078143,79.17250611,-105.2144614,-154.4260988,71.55497803,-34.33375602,26.19583003,56.16226667,220.3740713,241.9091239,22.36071458,-140.5890234,214.9821399,53.61365801,7.086988485,-211.5544719,-95.39077867,146.9943538,-104.7137661,-149.6068861,178.2350894,-99.86673979,18.13420715,-64.33340213,125.1497248,-170.9154034,-177.1923753,-40.43527214,-186.5140271,-96.63400603,156.78805,65.95664106,25.53121761,124.5765176,98.35426181,-9.576572965,125.2162605,47.38158124,111.3824676,-185.9199861,-12.10039653,13.12222758,39.66598932,6.883321097,-42.05448711,-97.31548537,20.57269919,40.48711154,-75.46176304,30.07677259,22.40633092,1.914080686,52.36143034,-122.9676884,-114.5175623,66.43836448,-49.18863838,-83.44924444,51.40029855,-84.28309051,-58.29952203,69.75503173,17.58345599,23.58201836,-101.741384,-29.33201604,-158.9287237,9.573482406,179.54562,101.2939357,24.09630778,48.68063548,234.1763861,80.80798717,62.16090726,-38.67745538,-18.01318367,27.50082476,-7.752337381,-4.245289689,38.73478654,32.34790806,160.8743226,51.99362122,11.83002389,-42.20053741,52.04419161,8.12529569,-65.26506614,-90.53649729,85.91126585,-20.630636,5.720412649,-28.4429563,-10.16607387,14.43330324,-63.19852973,46.32451764,92.83308693
0.23,885.2293955,-346.616805,60.42912733,-672.5515365,157.4672594,-54.71848072,-356.4436271,7.529807584,58.63182862,38.30172553,-506.795922,118.8222797,-583.3358408,-182.0254953,-58.62958867,-171.9955608,103.7067209,-139.415384,-131.6413634,8.449278623,332.4094832,114.9306855,367.9198391,-112.1507173,48.73893562,192.5064319,-40.77057651,149.9941523,-85.66029848,282.0835239,-59.70968795,-42.78534215,52.96067222,106.1162962,-278.542538,-11.41475379,108.1410513,-74.0119632,70.53187972,58.17019196,-103.0181423,64.81268255,-66.16583102,101.9916188,48.38476377,28.7263676,70.67277477,-184.6442771,-0.166048208,-153.2351892,-62.73193908,21.07364355,-41.30047462,-68.10575565,-0.399634351,-10.1009438,193.4915428,-108.1475879,109.5923831,-30.80726554,187.4764608,-248.5099513,-52.10699898,91.47750613,-2.199088336,-60.92259415,-65.31106319,-10.30357827,-30.14087964,40.03299181,-146.193546,60.25381265,4.108190014,-109.9814708,62.29082294,-49.62058327,-35.53006636,-30.41396759,2.891048454,-8.23564491,-72.79735939,-103.1374485,-111.2473415,-91.25699269,-4.455689227,-29.53467287,-76.43748482,126.2129996,-33.6787198,19.48616042,42.56501307,20.07601946,50.48898574,18.14348164,42.42802811,-43.71736699,105.9632185,-37.30025727,-14.24619046,75.38828986,-67.50727645,96.31647895,-25.8593403,20.63127381,76.8554192,-48.32317327,-61.57925823,20.79046341,18.21127746,69.94382671,36.16171213,-35.71996601,-37.30087876,66.05719349,-17.90187916,175.6912375,30.24848573,74.10156335,-106.246114,53.52568767
0.226,687.8459107,63.38166135,107.3700097,-690.5859648,-66.71175194,27.12068108,-389.6502618,411.8200905,-799.4344686,482.7617465,-370.5989752,152.1985746,1.613400094,-271.242953,102.0129027,147.4738928,275.9605961,-93.67025512,-427.7588098,-291.5396811,162.5267605,-69.19950317,71.64201843,29.4473686,-41.02347586,-85.65071998,-12.59821041,-141.7374286,280.3980586,-47.92983046,-14.89301842,161.0713953,-260.3855489,216.0443764,166.1641653,-159.3224286,-82.04436728,-20.19243832,96.20960039,11.80763376,-196.7320538,95.95431658,119.9987419,38.73811078,256.7197802,33.01628001,-164.1218716,-172.0748452,63.52586172,91.53192715,36.88722441,-104.2057245,-174.8135868,80.77437509,5.975864193,128.0297573,-89.70994317,5.546968618,-88.89712691,134.9328997,9.114086279,-57.95155526,30.64311731,-39.2049972,55.67849667,55.25856421,51.23478401,117.6853735,199.2789354,-116.1159678,-66.35376325,-34.00873989,139.8653517,-181.7143965,-65.47164717,-239.244928,69.94300181,-16.16404585,-78.42136661,27.48588976,-13.53554657,67.49781285,153.6918587,30.45791183,54.47118105,-73.00373587,-108.0860015,13.62372995,38.74471673,106.8725215,-8.740014555,149.8792307,73.41095993,-8.439667985,20.99281877,-50.08492558,-35.06207167,-102.5758666,-133.6917049,5.002941493,-29.42495042,-11.91888702,-35.64966263,-16.34151818,-56.72464627,-111.6045296,-59.47404602,-19.18550667,-10.50324073,-16.50589511,-17.51183482,30.39975321,-43.77481041,-22.94877397,59.04048484,5.622360743,0.741760486,68.12583762,-135.1337663,71.91437789
0.281,384.0442875,-867.1374048,-321.3364426,212.879119,-133.5087209,-352.8180024,400.829336,96.58917506,601.2565901,75.68108189,-104.6959404,-53.60479043,49.56789704,-184.6901099,142.6345531,-401.6791096,51.8910371,35.64529591,-279.6779448,-29.66041386,274.2288746,202.6195831,42.92392073,1.035071859,-15.79629244,-211.2038896,-102.874186,-87.29515013,-60.23951671,-39.58001493,9.401559613,-74.3071232,1.016014304,173.8607378,104.8060011,-36.63622224,-72.62201325,-3.727316391,-69.07788433,39.92708585,31.62960146,-64.2305601,-51.63645923,-86.38225601,-198.2644057,-69.35695528,-79.86044564,-209.1802401,1.648999504,-51.84241633,30.87598185,202.9634384,14.77734114,17.70677453,61.04058221,-135.9745683,-89.38581436,98.0734657,-102.7045434,-134.6510589,-22.55247919,32.27102382,-8.952232498,-21.92163604,-160.0302898,-148.4029451,-41.70529093,36.06574381,-26.04498044,-126.1303382,-19.77147778,47.5360049,-132.2813534,90.33819597,-42.79602378,-149.5522306,40.02376135,25.06318962,-78.47557823,-60.60027859,-11.48624479,-102.2362182,79.09477896,-42.79022501,50.75529312,63.62697893,-12.10971222,69.63986094,61.23363676,22.97872399,16.51234072,-213.2083087,-47.79966119,-2.420256075,-9.348334281,-136.4141904,35.46726246,-6.544543495,43.35194001,-34.43336451,54.22296407,-25.15083524,28.19096339,7.051134777,-60.26908341,113.8659155,40.56137392,-61.16671691,-26.66337544,9.328242507,-61.13974789,75.50453072,93.23763909,32.15210332,-55.8892028,85.40134377,32.72750782,26.46881975,9.825464248,-28.420034
0.223,796.76769,-615.8760536,-317.9742122,241.3585498,-246.2475186,157.7875166,-411.6327052,366.9849235,181.7295785,241.318654,-340.6863397,-115.4877874,234.6609403,217.1210121,-264.3618464,-173.8851131,374.4384712,-218.4504819,145.086484,172.2961885,157.4247693,145.5307689,-122.6527452,-195.7367265,-193.4748399,59.29970691,-62.07771318,-97.02518888,-47.54141417,98.01218942,153.653574,-64.99569117,96.0174069,-259.6142697,-72.61391412,31.30918006,-287.741312,-170.1972502,-23.6588087,-53.50567802,178.8650233,122.9868561,-10.96607184,49.46218566,128.5800094,103.1677692,20.08283208,75.15896971,-117.3251951,-134.0604127,-113.5122452,129.8056492,-74.99716006,-170.8191963,-46.6235502,-271.9147288,-141.7954002,172.8733159,11.52224654,-30.9979317,45.38720027,68.03061762,-10.06055067,68.85424229,-94.34893173,103.7404251,-98.41905802,41.33478622,92.70429257,186.2183655,-61.55798415,-92.64943539,27.54682766,-2.408387418,-61.50054364,9.871446628,16.80112174,42.18339641,5.035952407,83.8739135,95.63484501,-195.1418919,-53.45512417,113.5831843,29.03812531,-4.788130596,-17.32931183,-26.84035136,-44.21592208,109.0668764,10.71491816,-133.3889044,137.8409822,-58.42060021,-144.167515,-64.37818553,11.71943405,-47.32904152,15.67176497,-10.40999264,-51.10024906,25.1172969,39.09541459,48.53012288,146.4744577,171.2416875,143.2788742,-52.08448991,-18.5630563,-110.5394835,-50.35702993,-10.52201309,-10.56073337,-1.815030881,-27.01534913,127.0696034,62.15073593,-136.7535951,-20.04754795,0.464436548
0.245,-666.5536706,-94.01685402,691.4929572,-16.35812121,7.465756107,574.9654226,35.14972514,281.8936699,142.864277,225.8623461,351.0633759,-65.51332182,82.39541467,-290.6881609,520.9259295,23.15968647,-292.75562,-269.5493842,434.7344584,74.77942692,0.507563357,-14.37792926,65.97239831,-55.81095856,84.80102166,66.66102674,65.58120316,-139.6628457,-121.3046642,-68.79246452,-163.8372497,211.8628568,-131.2161441,-87.53968071,173.6895439,-8.93229902,-74.72505539,35.77179037,219.7227502,205.1094854,-50.18108735,-6.030180558,127.2983688,-46.99506869,-9.695117061,-104.5150211,154.3749377,54.20310589,104.3743142,-72.52593231,-91.13372733,-11.89159679,126.2150723,287.6932524,-195.4334407,-47.11024262,205.126489,161.5457535,94.67366892,49.05193896,-93.34041055,-30.44960763,60.43399874,9.752403376,18.08976693,60.36829977,-112.1803668,-22.2353178,-9.935148995,-232.0230252,-5.044662577,-52.72380761,106.2352628,118.3933208,192.9480033,-59.75395263,-46.25288713,-35.19962847,9.321496452,120.4780084,87.16181671,17.14608092,-21.0492998,43.34143866,81.10381824,62.3296598,22.61372447,148.2620715,14.1440295,9.261943523,-99.93289716,4.322836042,-64.42279656,-125.4098857,-125.1843906,-20.97818925,60.85866513,-26.06060206,-49.84395612,-59.41261756,-129.628666,35.89731706,-39.85518577,38.02177991,65.96797225,-72.91116049,-30.6733938,19.71583636,80.63719904,-29.25022301,-96.53816929,50.6879884,-0.278233022,-116.3941984,-38.4569603,32.60393395,-15.87972325,-11.88020702,45.67067013,35.76321246
0.252,1387.722076,755.6627781,598.7147723,-274.0924233,-336.8923028,78.84376295,-119.2049908,421.2655912,-138.9440909,-246.0418076,-559.2272097,221.101683,-128.9206437,38.86026288,375.0483162,-63.09749669,405.9574474,-140.0083408,175.8311105,88.00631465,-37.67897487,147.3782339,-108.5836464,434.7467028,-8.401456162,-107.3522119,242.060759,-14.55659005,-198.3049282,-256.1025242,93.40305166,-144.3200143,-312.664691,9.798043764,-138.1524878,-144.5775026,-30.48877198,-186.477636,53.07903985,-244.8451634,-371.4551816,145.2896317,-114.89831,-35.92352954,103.3329073,-102.9171738,-92.85209944,12.18740119,177.9433944,85.74807793,-4.09734447,10.94631138,36.65446715,114.1938373,-231.3331932,-74.26339005,75.67557012,-263.7102558,-71.98383677,106.6120783,-45.74379285,-30.55092359,93.79330876,42.6313957,84.30875572,18.94151635,-8.460380848,-50.77885764,-29.91290159,-193.436993,-134.9773851,9.664631416,-154.0242199,3.785799849,92.7722507,-18.73211804,46.40607082,96.75881254,137.3394529,-42.83755813,57.81098842,12.62577569,-122.2405211,30.13489747,-84.50003984,-111.8899402,132.854985,-6.714366304,39.74544552,-8.881170344,-96.00663803,-111.9472763,-79.15538491,67.97658597,42.86675998,-85.94965203,58.16774901,-32.70147436,95.00806653,123.1179829,-22.66466226,135.8725262,238.2072165,37.32023592,-11.79508102,-12.12477216,88.67720411,-51.82644791,21.22058399,60.99585872,-153.5019562,31.85081263,97.72108335,32.85004199,-127.1452691,-172.2724459,43.7937771,101.7254515,53.63401717,-63.03877095
0.27,-747.2540194,-169.7426748,550.4459511,-397.5763321,417.8394642,160.3780391,45.66187515,-182.3963717,402.0333329,-382.0630207,-66.28529798,267.4954815,89.67775961,-249.4024353,-78.06891227,-165.6794742,-121.2997526,-425.3720939,-225.5455912,117.387433,82.61381434,14.64027846,153.8613403,128.3063347,-87.17637696,-371.9577839,8.287368451,66.32718374,113.1728029,-36.50458747,50.61257605,-98.92580782,-215.0685857,60.96889898,94.62631818,-75.69607299,14.03613766,25.80669168,34.59416961,72.33589293,156.303069,-18.24180246,-40.86755911,-89.34069802,142.1920752,31.56178788,-186.263006,-193.8331189,89.74982505,-52.15858061,18.50215834,69.98737766,23.55371047,4.468865632,78.89506567,15.92072874,38.01718489,-105.8208085,146.0680481,-10.70001232,20.21226181,55.03621584,5.482995641,-99.77490694,-155.8544567,-216.9524554,-31.85749867,-72.5595648,123.9036384,-83.96833251,37.13381082,49.87606666,108.3739631,-7.114866087,99.39537404,152.2768573,-153.3291376,43.1248776,-9.240278929,11.77909505,-101.1031029,53.72801039,-43.55828289,41.88843873,86.10822218,75.26648355,-13.79269366,60.92674924,10.57980017,-194.2772692,179.4198231,-9.20173359,139.122484,-25.92608136,20.51215409,-94.80682176,-58.56247442,115.8421915,-136.3791396,97.53012624,-24.36003315,197.3844422,1.186692463,-130.1201127,64.63170064,89.25267107,106.531036,19.63968584,91.28233139,-1.371708798,32.94102416,-126.8520366,-31.87045486,-38.71246871,150.2911411,27.18199399,111.9591754,92.62666184,20.18829459,-14.58481838
0.204,-876.4166585,401.2236132,-671.7390326,35.94120376,2.686172339,251.9928299,-192.1319447,-316.941511,-107.7291944,-177.5806697,44.29396471,-140.1201817,176.0292143,64.69668469,-49.95820339,-102.3569918,168.0722609,-327.6603528,-23.26548432,-158.3214475,63.24311751,181.5514342,-50.43347353,7.252129401,-183.4490895,136.2737927,48.16128901,-105.5820707,146.6434851,-221.8758385,-105.1822538,-188.8914589,-60.94251122,24.64205615,-246.726519,-323.1288757,-75.61817038,209.4313468,-16.80512999,-18.56918757,6.786474407,69.06808772,36.84790139,-51.05227361,54.11360342,-58.38017473,-18.57412121,123.4715164,59.83701683,-129.8213642,36.85523057,44.13765916,-248.2472184,-44.15624103,53.65163419,-44.35561029,238.164386,-59.39574777,133.6175714,-25.17485864,-126.1758242,-43.5071151,240.7397604,90.98802903,-108.2684865,-12.87738102,-18.49333341,48.0399512,-9.663025155,123.4519369,14.16364704,52.38506061,89.30243787,129.451193,6.533641124,14.47011337,88.06795572,-71.93085798,46.1637363,29.64232185,108.7349406,-127.1778939,-14.99267159,-183.3394654,30.09151367,-27.4988074,134.8245637,4.049740869,-21.3501052,-6.117421359,-16.59381308,-1.337577198,14.3474177,60.6998077,-35.10678993,83.29861633,-26.50402491,-4.653586439,-87.26543784,96.24861233,15.01992156,25.64835698,-24.89083771,62.53258216,-77.27031073,107.1875238,9.57676599,-6.540231319,42.93944641,-25.92372858,-119.9810406,-86.01971999,-52.4744356,23.7962233,-10.34989382,-10.24485168,-131.8793489,-23.1408578,105.9413931,-65.2972001
0.203,-407.9845812,1316.332069,-451.4722376,551.533196,240.2245797,-102.6421001,-398.9193962,-3.9274612,881.3863571,188.6731055,-332.9695396,89.53004405,73.95627154,289.8882218,-196.1353155,-212.9033402,-333.1441659,93.99346108,-172.6586817,87.08003204,-79.81886234,328.4460393,181.5183806,224.2355078,-40.29296568,10.67787213,-102.821418,117.58738,-244.6356975,183.7597202,-226.203002,-4.277534062,-199.5983317,-73.65745521,10.45454947,-158.5056184,-26.93901974,229.9377497,64.33987806,-223.1495879,40.5640645,-162.6168199,-143.4050191,149.9805189,59.50287658,141.1967977,-56.80747937,-129.2382938,-64.26206351,9.596078118,73.18551058,83.52777912,172.8989347,58.22238858,-50.20254741,102.9239989,-110.3303528,139.5244001,-39.06869098,-4.955988727,75.26578541,-93.02492077,23.81119646,96.42134664,119.2054781,-88.9164644,-73.49255467,95.75314593,93.68420958,-22.55373651,10.05330626,-29.84228466,136.9699855,-68.05395277,160.8697741,-1.603451623,86.49555703,30.79355707,-134.7555674,55.31593182,-40.23170509,66.49945139,73.88016665,56.65283974,-77.22307977,89.1710169,-61.92332418,-22.37531563,-149.0535421,-174.5889427,-93.5241888,-33.10642062,55.34781766,4.262294396,141.941105,24.87351844,19.98891984,69.22516766,-2.213046306,138.4651941,4.104972526,-18.65849367,24.65413813,-51.69936771,-67.58875742,-25.44921613,9.163921398,1.964375291,-13.54287619,-11.09806357,7.226115877,5.40209833,14.54993312,-10.84045393,-45.30878141,-83.90921675,27.11543234,54.7123664,10.54853128,-54.74904145
0.207,593.906425,341.5103561,-59.26056408,1137.261891,326.8300608,-195.7083308,-449.415771,-100.8165846,-744.8701944,-222.3305536,167.962833,150.8689035,167.7966359,-311.2358655,269.7668723,69.36196438,225.2145734,292.7569166,89.64755283,-242.5772832,-333.2227993,405.4555175,-76.54274914,-72.60034075,140.7126532,-170.7766964,-53.89976057,-64.42559691,-51.39268843,97.69433324,-86.30462133,67.71054882,-109.8446728,-78.0282069,-69.42332861,-443.5692617,139.915995,-160.8480299,-168.6251256,129.258698,59.89704887,28.79857986,137.3308245,-16.89630866,68.74340775,-269.2377817,102.2746467,-90.33570085,-89.20380582,-136.2021733,-292.2219475,-138.982448,33.10248019,141.8335528,159.250237,220.7088498,9.479935153,306.3819194,39.61970588,103.7082594,-87.61093729,13.34323295,-157.884283,-131.6692487,85.39515274,81.31153196,217.2260147,40.4748001,49.4007448,-6.078345701,-35.15794806,200.852705,-46.51802,-31.44167365,-184.0864118,206.9558411,-17.95333358,226.7987325,25.30851811,-118.5733926,57.81062012,-58.91121409,58.97025504,52.63476932,5.19255443,48.6203171,-92.84830361,-31.76397623,-88.58854935,58.82961744,-4.887962075,-147.4658927,-12.42337184,9.663910308,-11.54748393,227.0127924,-3.42485094,78.75638789,125.8838182,-10.52272166,23.63300117,7.4185571,108.5712437,-24.42860512,-3.49900686,53.87333195,173.5316067,-138.7948155,-20.86765827,-16.79400737,-46.27823926,47.69489009,124.0769423,-120.9832217,-143.9880569,85.13276392,103.8792076,14.85145054,-109.2659459,119.8795655
