pred_prob,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50,f_51,f_52,f_53,f_54,f_55,f_56,f_57,f_58,f_59,f_60,f_61,f_62,f_63,f_64,f_65,f_66,f_67,f_68,f_69,f_70,f_71,f_72,f_73,f_74,f_75,f_76,f_77,f_78,f_79,f_80,f_81,f_82,f_83,f_84,f_85,f_86,f_87,f_88,f_89,f_90,f_91,f_92,f_93,f_94,f_95,f_96,f_97,f_98,f_99,f_100
0,-355.8891148,651.5289958,-13.633613,688.0609092,-822.4646352,-837.3098841,-460.0527634,542.4723996,-396.6594008,337.392037,774.7186906,82.45134135,18.93146106,-217.736483,93.54359647,-36.6575151,-216.4364665,455.8115341,-20.41480427,-244.3813173,239.1051559,120.074735,50.85399784,13.23383427,486.5665747,78.9281408,4.078004457,-36.6478081,53.46499041,72.02675548,-21.85892464,150.1482373,339.7593356,-32.79787196,271.6416539,46.18354282,-286.9163102,-67.99990427,-175.6918607,-34.10679054,-178.7503901,7.721624491,219.4036906,-246.5932035,23.3039403,-8.446049618,-370.1747947,248.5004481,-59.77261096,10.60970423,18.45904826,296.8013197,156.5988147,-219.9881636,48.51807855,48.01268568,-227.2966388,-3.781600251,-84.94877162,-7.288168875,40.38118892,69.45728461,25.37466267,-62.32319656,-265.0006648,-170.2403039,-154.3776003,-34.81865845,50.4469144,41.84088977,3.757232495,-77.83768874,-31.17175602,-10.51150788,20.01624735,-113.9272195,-8.82244162,-26.11765671,-20.49304154,34.48632971,-70.89729418,67.7675202,-22.02346835,155.9256155,2.662062821,9.149893626,33.04210164,13.41025686,-49.15543569,131.5095214,59.46960881,23.46152151,-97.31326565,40.73444964,-48.05200161,-9.381329994,11.58454277,43.4385392,-23.69245587,-31.88831485
0,-25.13314554,25.0747554,88.63853738,970.5532252,-215.8616052,216.3908666,-5.0131244,258.5385085,-803.2306893,810.2137065,276.8662533,-306.1461631,226.1482267,46.97972451,485.6742771,-336.4601499,222.5323847,223.3286624,-336.0106939,-225.2692598,177.998558,-156.7427769,110.1940818,390.1033333,280.1669405,279.9383912,-224.2110243,-346.4475534,105.5560418,231.8508822,335.9534151,119.3230432,198.0079313,-113.0530307,-27.21660938,46.28721253,-390.2147097,262.1754689,8.039399356,-182.3889909,-294.8560916,296.9061964,-185.1842389,-226.5077511,-271.0883913,-23.86616173,-224.0815861,220.2612234,68.03584797,152.8896364,-125.0393675,-159.8365685,317.1030198,-228.061858,43.33880887,166.3643708,-151.9389668,122.8607819,20.16193802,-53.22958383,-28.54688704,76.97295039,264.2295074,31.25214945,155.7069936,1.203244132,-45.87402685,-179.6652477,163.4654573,32.21706957,95.66758812,99.19148566,84.93250926,11.71639617,88.56788869,-156.7631978,23.46575824,45.3381816,-191.0947716,-114.1304598,226.9793613,-134.0022987,-122.8129039,-67.43807503,-99.92995499,-27.70580743,26.60432935,58.27835626,-44.57246735,3.19960713,2.998575083,86.50449886,12.24192499,-41.70353541,-70.02483389,18.40270495,-113.7041796,-66.78167711,-207.9424168,-102.8259786
0,630.0706655,-525.3147385,554.9939692,52.85388213,548.3964266,-396.0133607,172.4808567,316.351221,-125.9644348,416.4186413,-359.7085077,41.29380254,-642.8265824,191.2556956,68.53684245,-73.1128193,137.0396704,-101.2028278,508.9130645,-104.3274135,106.4363464,177.5850719,10.02323247,21.69091569,-135.7437237,-328.8235997,-30.87878539,-206.9626496,-66.28990641,5.643375521,294.5107349,-91.53152583,-104.8553048,-71.97140874,-116.9941553,-387.2288792,-243.3676642,98.16778018,-68.60230911,232.2804203,-14.5725866,-78.42320996,-18.18772798,121.4267279,-59.17891893,-259.2752042,96.21153156,-83.19409645,-1.483959049,40.65427858,84.15930352,-84.03901901,-131.092746,-161.3382142,-99.09751472,88.21256502,127.4359565,-10.9091108,111.5233265,-72.75397617,-122.5089854,-30.44271309,-7.85880197,189.6508105,-144.3272108,86.83900184,198.2809766,-72.48457488,-103.0187689,-12.1243721,-185.8794628,-12.09456153,-72.69055768,-85.85025915,-46.42333664,52.75198003,201.9835393,8.859510416,163.4343416,-71.91975355,35.3349349,129.2539537,-17.60439225,66.61746328,-53.51549464,-75.12015535,-54.90844088,-46.64574977,-223.8405956,8.238808869,-117.7604589,-31.86900755,98.61744637,-159.7169065,128.6376298,-154.795833,4.166417489,44.3039615,-66.06443162,13.59086098
0,-515.7371074,383.097671,559.2603917,873.8112169,-1.484773875,-652.85622,-394.6414775,105.5349853,-171.5318332,-174.9884775,301.730503,472.8029385,-884.2673046,-441.1986063,460.4010938,-277.4497754,6.200479888,484.2146,134.9582136,-45.22842785,361.3010024,85.00021609,157.2879772,253.8914571,253.202862,17.04180963,208.3574305,-166.2610559,150.789024,-7.932251835,-443.6447052,206.1965599,111.3748929,29.99247544,-313.7573057,-41.39012445,-107.0199374,78.03365978,143.1759447,-122.6121028,22.7767605,75.86977839,-17.472111,-33.61252031,-142.7802842,-39.05300027,79.51465934,43.83010029,247.2245399,77.47482696,-54.93556389,71.53465914,-14.42553607,-156.8624711,-57.26334103,136.4047073,56.34048835,-88.80440011,-11.66728194,-63.86943544,-57.1180323,99.51432356,-23.3026002,-37.54571896,8.542527219,51.47889218,-89.10229702,-40.88891122,-10.67707163,-33.79796725,99.09621256,-70.99103705,45.2124331,250.1033575,50.52572318,-87.53220895,18.69722157,-68.98443357,62.98897366,-19.60000896,55.24347722,43.93950802,-67.4704786,101.5661107,4.628781692,47.61436684,-58.55069672,-6.745226683,-23.09988437,-36.98516084,-124.7571376,37.39895003,101.7094411,53.92593789,12.247615,2.776919867,-111.3735377,-118.1915851,-135.0854692,125.6708903
0.001,521.1610393,-655.4473951,-715.1617058,-193.7997626,108.0951974,295.7539377,-253.7112201,-303.0083078,124.23888,310.1158273,211.666304,-39.53914843,231.3527209,-258.1766593,105.0319443,-3.525002758,-198.3156958,-389.1613419,133.5032281,-360.7063678,240.5209003,-19.6525298,177.5027413,17.57047366,-82.83587239,2.107132014,65.91105669,-213.2542093,-149.3989501,44.28179584,37.44769974,167.2437034,82.54046939,-1.28044268,63.56188399,0.684257432,153.5697764,202.1890655,37.38837163,-9.262953649,-48.84321685,-71.95600319,22.57879199,164.2142228,52.4281848,-168.4219613,-93.44841516,94.70272436,175.7468488,10.51666983,64.9426265,-24.45469025,85.1805902,174.5000243,-48.95584914,-11.39667619,5.638040925,-9.789729268,59.66368797,-31.44305926,6.600476897,-40.5147134,-64.50944577,-136.7125322,32.87374859,32.73602805,-39.50956462,134.9801797,-32.41765362,-1.718808595,36.25718285,8.168854315,-71.42329177,-23.15873988,7.308115504,97.87303777,20.14158049,25.5683368,65.34054444,82.53418129,-8.328021352,-52.88455552,73.87141398,74.98605052,98.49808473,59.93239193,-32.1629181,64.56602559,1.31289362,86.30236871,-31.89248117,-34.18641788,20.47858253,-75.2081952,-4.730391155,72.89217941,-0.437316122,26.11367263,3.274901066,23.35511924
0.002,-819.60544,-75.89895525,-478.0992272,444.9957909,-664.6372125,-572.513966,-431.3149061,-1.916604645,223.4195696,88.81091602,176.1264096,-201.1062582,-301.579867,231.4030315,138.5633734,361.0176634,256.9527721,-55.05899779,235.6108394,-85.450273,-507.6781333,78.39344881,-259.5433885,104.4498711,98.69964159,-13.61115288,-243.9353988,-97.16480369,-63.9242145,336.4160323,168.7503886,251.2037365,-49.45388494,-254.6298541,312.5770968,279.4634581,20.4992068,184.1138217,-61.41163467,42.58337617,7.823861027,-361.611569,-268.8186403,229.61235,37.86422717,-29.53683812,-18.01118152,59.89784135,-33.66437498,-0.213790114,-119.6505838,-72.24077837,-71.86990357,22.39589178,196.8430562,-68.75177229,-134.477166,-25.77864752,-63.0536699,243.2262737,-106.7395021,248.0523878,-64.43132775,-134.6559339,-171.7893992,-107.7338247,171.6845924,2.699713433,-157.5241247,195.6173923,-85.65030311,-92.47010183,98.7896966,127.8445036,214.8361858,-20.28285062,72.94665716,-3.944210742,-168.9667609,47.12930566,91.07528263,48.14915606,305.267672,61.90158942,-64.91094121,-102.8902546,-6.066529724,-95.16868515,-12.0676651,-138.8645205,10.79206366,-48.16239049,201.0621205,-156.409477,-122.6379088,-79.00063022,5.785384414,49.21876515,43.59114878,-8.853439349
0,376.8689181,-632.1883617,614.5561005,233.1336705,222.6493102,-262.0502481,-93.19114728,643.2995286,-655.987385,-170.1992919,271.7167447,278.2823896,-430.6302683,416.0962552,270.3797578,280.5093703,-265.3414937,120.1712144,389.3492132,-144.045269,-21.5098846,-107.8156555,-229.4610872,130.4260832,-243.9912265,-70.93685064,-197.0662604,-90.95770607,191.202698,-420.8675504,134.4317352,139.5907365,116.2289334,231.6502709,-83.18784385,37.03198674,-134.2369994,30.18455241,220.5266813,-96.39976831,-58.24627823,-31.28644723,-247.6305168,39.67565977,-299.6421752,0.382561724,-43.44009338,-85.49424305,-206.0075497,-142.633054,-136.9538815,53.03577928,-57.58705558,-242.8962623,-200.9076849,102.3664221,50.8532052,73.60189313,-43.02528264,-226.2977188,57.03353884,-100.2842598,248.4013691,-63.57145273,-38.00140243,59.29715175,-116.4572218,-70.67158242,-106.2779985,52.53514113,-32.2036053,6.692863987,-20.81029932,36.44746535,45.37766302,81.30719772,24.31024328,-147.7978575,57.82094448,79.5260257,43.81544735,27.58069888,44.99521856,33.68760539,-51.92156954,0.731700112,43.37224584,6.342343589,-121.5361661,-48.67229859,75.70284058,111.6791651,132.0914063,-46.74261331,-208.0334132,-7.825908642,-14.15312142,74.32052355,44.84399196,-67.30095563
0,107.2017371,-409.9322641,140.6098693,108.7517604,828.7319545,-299.261057,-414.9653521,157.6215903,-324.330022,98.03010494,95.10717353,324.2609187,219.1612583,885.2425701,-279.4969075,91.30307519,-91.58028406,445.0617574,-80.24519739,166.2938281,140.3844814,174.5835463,486.2779302,-131.2279373,-151.50695,-400.4706728,461.1374436,40.07573128,-465.9296588,-12.8335038,-94.62950456,208.1876612,-170.0756093,-285.7148415,-96.88079879,-72.55423286,180.5231893,198.9348521,155.0071401,-42.31363331,98.23415125,-197.8507061,69.09182017,-46.55217379,-140.5372005,40.20934713,111.0916005,23.88490524,11.69587798,147.4810085,4.49625337,28.21034075,197.3968528,-69.03748544,7.345656649,30.85597954,35.62324076,18.5011578,19.42581797,-157.1694918,-115.5736477,-27.82105619,-131.9089312,76.95841452,-16.54663842,-89.19371017,-223.3268193,132.2016812,-37.51232815,18.61968622,-4.690306181,-42.95386639,45.92311577,-71.06267334,-70.1847555,-0.376732468,45.66530484,-19.92542294,-57.23671288,54.46788926,34.53728271,213.6735107,-80.27245439,-42.09176804,-24.64096848,-147.8067363,7.276212892,-35.95643579,-25.72759047,-98.70309221,73.68055855,-53.49912767,67.13274768,72.14619765,18.73506695,22.34694294,-33.88060569,1.641633925,20.65944891,45.90695146
0,501.8765168,-539.9357693,412.9061147,245.2091093,74.66098464,-420.2895302,529.5286722,243.1744202,-279.1771303,91.8522061,-89.6180915,-512.1180474,-591.7219514,342.6032476,259.0597371,128.8345151,88.71366908,-36.6934759,355.8263217,214.656418,41.07986989,30.95685449,-298.9509945,-194.4408363,-14.45334967,-333.4966677,190.8074485,-11.67853463,-167.3004675,251.3922519,-90.78879605,-12.28929658,164.5641811,119.8784851,-3.670657721,-113.4529685,-49.31582912,-65.27703661,172.4990917,101.1757314,188.5963315,55.8228598,-9.112688452,-234.0419426,-183.5704719,124.6797453,-277.5668008,153.6516006,151.0461858,-178.6788066,132.0327362,-128.6893345,210.438362,21.5747975,117.7084435,148.0844104,-95.90167086,-29.65047227,32.07918929,107.0539872,38.83650022,-50.0643081,44.74176321,-104.5435278,87.35973097,124.5914813,217.0269754,30.14002372,-79.91970266,-70.09969031,-42.05156864,-196.2375938,-112.5905702,102.7647369,42.27277372,-65.69780724,-93.9440249,41.48324431,-104.0819356,-46.16609709,-115.8415309,-63.0398144,58.79723817,-5.145941867,82.23691428,-32.00003141,-107.349424,-33.28709172,74.7767009,25.3135192,1.769264575,-106.0811249,-11.27672444,-112.4926595,98.4756219,51.06937702,-70.60278026,11.25774325,63.24886107,14.83794224
0,623.1693932,13.49056414,332.3707043,21.69558979,677.5525292,-106.756698,-82.43635831,-415.3459262,622.2882439,325.4361324,-284.8185143,-312.6282359,-476.0950209,346.3107783,202.9835066,-563.4307071,138.7047119,-158.2597596,114.8102833,-324.1334353,-140.115839,-261.066053,335.4043634,28.76081802,238.6542312,341.3138359,6.336711585,35.77255656,-132.155698,-111.2060045,97.74583372,-206.9776655,-99.12974436,-114.8622861,216.4513107,-134.4901361,-67.12879299,83.65103999,46.05638531,104.8062697,-122.0915591,-118.3908132,-34.24296189,124.8432691,163.6934185,-19.12073272,242.3259623,55.86387492,99.72864639,-70.2103622,-143.6708442,-79.6292348,-59.03679556,93.60931569,-148.8444687,21.13872065,-28.43443824,296.3918781,-80.21455873,88.24846307,-156.0724639,45.82733389,138.4810988,-5.122118547,-13.5679345,50.93289086,-29.24425128,-81.82849558,2.550219453,-63.80757199,25.66747147,129.8946046,166.3990655,-119.7858864,-23.11730072,84.97845699,-51.5430845,8.994001233,-137.5053938,18.80145998,11.08003952,9.143834865,94.28284519,6.565719998,35.27709332,22.69400168,8.243628401,95.20386583,-66.09941077,87.30741995,102.82643,-44.67232844,3.220294284,12.18518286,-12.25362205,25.78763621,33.82782168,-57.76283927,-97.33082728,30.30139484
